ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
35,2003,2003-10-05,5,25.319,DET,@,SFO,L 17-24,,,,,,,0.0%,,,,,,,,,
36,2003,2003-10-19,6,25.333,DET,,DAL,L 7-38,,0,,,,,0.0%,,,,,,,,,
37,2003,2003-10-26,7,25.340,DET,@,CHI,L 16-24,,,,,,,0.0%,,,,,,,,,
38,2003,2003-11-02,8,25.347,DET,,OAK,W 23-13,,,,,,,0.0%,,,,,,,,,
39,2003,2003-11-09,9,25.354,DET,,CHI,W 12-10,,,,,,,0.0%,,,,,,,,,
40,2003,2003-11-16,10,25.361,DET,@,SEA,L 14-35,,,,,,,0.0%,,,,,,,,,
41,2003,2003-11-23,11,26.003,DET,@,MIN,L 14-24,,,,,,,0.0%,,,,,,,,,
42,2003,2003-11-27,12,26.007,DET,,GNB,W 22-14,,0,,,,,0.0%,,,,,,,,,
43,2003,2003-12-07,13,26.017,DET,,SDG,L 7-14,,0,,,,,0.0%,,,,,,,,,
44,2003,2003-12-14,14,26.024,DET,@,KAN,L 17-45,,,,,,,0.0%,,,,,,,,,
45,2003,2003-12-21,15,26.031,DET,@,CAR,L 14-20,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0
46,2003,2003-12-28,16,26.038,DET,,STL,W 30-20,,,,,,,0.0%,,,,,,,,,
47,2004,2004-09-12,1,26.297,STL,,ARI,W 17-10,,,,,,,0.0%,,,,,,,,,
48,2004,2004-09-19,2,26.304,STL,@,ATL,L 17-34,,0,,,,,0.0%,,,,,,,,,
49,2004,2004-10-10,4,26.325,DET,@,ATL,W 17-10,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0
50,2004,2004-10-17,5,26.332,DET,,GNB,L 10-38,*,0,,,,,0.0%,,,,,,,,,
51,2004,2004-10-24,6,26.339,DET,@,NYG,W 28-13,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,1,10,10.00,0
52,2004,2004-10-31,7,26.346,DET,@,DAL,L 21-31,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0
53,2004,2004-11-21,10,27.001,DET,@,MIN,L 19-22,,0,,,,,0.0%,,,,,,,,,
54,2004,2004-11-25,11,27.005,DET,,IND,L 9-41,,,,,,,0.0%,,,,,,,,,
55,2004,2004-12-05,12,27.015,DET,,ARI,W 26-12,,,,,,,0.0%,,,,,,,,,
56,2004,2004-12-12,13,27.022,DET,@,GNB,L 13-16,,,,,,,0.0%,,,,,,,,,
57,2004,2004-12-19,14,27.029,DET,,MIN,L 27-28,,0,,,,,0.0%,,,,,,,,,
58,2004,2004-12-26,15,27.036,DET,,CHI,W 19-13,,,,,,,0.0%,,,,,,,,,
59,2004,2005-01-02,16,27.043,DET,@,TEN,L 19-24,,0,0,0,,0,0.0%,,0,0,,0,1,2,2.00,0
