ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
84,2007,2007-09-16,2,27.184,BAL,,NYJ,W 20-13,*,9,7,76,10.86,1,77.8%,8.44,0,0,,0,0,0,,0,0,0,,,,,,1,6
85,2007,2007-09-23,3,27.191,BAL,,ARI,W 26-23,*,5,4,60,15.00,0,80.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
86,2007,2007-09-30,4,27.198,BAL,@,CLE,L 13-27,*,8,4,36,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
87,2007,2007-10-14,6,27.212,BAL,,STL,W 22-3,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
88,2007,2007-11-11,9,27.240,BAL,,CIN,L 7-21,*,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
89,2008,2008-09-07,1,28.175,BAL,,CIN,W 17-10,*,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
90,2008,2008-09-21,2,28.189,BAL,,CLE,W 28-10,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
91,2008,2008-09-29,3,28.197,BAL,@,PIT,L 20-23,*,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
92,2008,2008-10-05,4,28.203,BAL,,TEN,L 10-13,*,4,4,41,10.25,0,100.0%,10.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
93,2008,2008-10-12,5,28.210,BAL,@,IND,L 3-31,*,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
94,2008,2008-10-19,6,28.217,BAL,@,MIA,W 27-13,*,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
95,2008,2008-10-26,7,28.224,BAL,,OAK,W 29-10,*,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
96,2008,2008-11-02,8,28.231,BAL,@,CLE,W 37-27,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
97,2008,2008-11-09,9,28.238,BAL,@,HOU,W 41-13,*,5,5,58,11.60,2,100.0%,11.60,0,0,,0,0,0,,0,0,0,,,,,,2,12
98,2008,2008-11-16,10,28.245,BAL,@,NYG,L 10-30,*,6,3,16,5.33,0,50.0%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
99,2008,2008-11-23,11,28.252,BAL,,PHI,W 36-7,*,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
100,2008,2008-11-30,12,28.259,BAL,@,CIN,W 34-3,*,5,4,39,9.75,1,80.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,1,6
101,2008,2008-12-07,13,28.266,BAL,,WAS,W 24-10,*,3,2,54,27.00,0,66.7%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
102,2008,2008-12-14,14,28.273,BAL,,PIT,L 9-13,*,4,1,24,24.00,0,25.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
103,2008,2008-12-20,15,28.279,BAL,@,DAL,W 33-24,*,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
104,2008,2008-12-28,16,28.287,BAL,,JAX,W 27-7,*,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
105,2009,2009-09-13,1,29.181,BAL,,KAN,W 38-24,*,8,5,74,14.80,1,62.5%,9.25,0,0,,0,0,0,,0,0,0,,,,,,1,6
106,2009,2009-09-20,2,29.188,BAL,@,SDG,W 31-26,*,4,1,9,9.00,1,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,1,6
107,2009,2009-09-27,3,29.195,BAL,,CLE,W 34-3,*,4,4,41,10.25,0,100.0%,10.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
108,2009,2009-10-04,4,29.202,BAL,@,NWE,L 21-27,*,6,4,46,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
109,2009,2009-10-11,5,29.209,BAL,,CIN,L 14-17,*,9,7,41,5.86,0,77.8%,4.56,0,0,,0,0,0,,0,0,0,,,,,,0,0
110,2009,2009-10-18,6,29.216,BAL,@,MIN,L 31-33,*,3,3,51,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
111,2009,2009-11-01,7,29.230,BAL,,DEN,W 30-7,*,4,3,16,5.33,0,75.0%,4.00,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0
112,2009,2009-11-08,8,29.237,BAL,@,CIN,L 7-17,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
113,2009,2009-11-16,9,29.245,BAL,@,CLE,W 16-0,*,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
114,2009,2009-11-22,10,29.251,BAL,,IND,L 15-17,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
115,2009,2009-11-29,11,29.258,BAL,,PIT,W 20-17,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
116,2009,2009-12-07,12,29.266,BAL,@,GNB,L 14-27,*,10,5,52,10.40,0,50.0%,5.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
117,2009,2009-12-13,13,29.272,BAL,,DET,W 48-3,*,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
118,2009,2009-12-20,14,29.279,BAL,,CHI,W 31-7,*,6,5,56,11.20,2,83.3%,9.33,0,0,,0,0,0,,0,0,0,,,,,,2,12
119,2009,2009-12-27,15,29.286,BAL,@,PIT,L 20-23,*,3,2,37,18.50,2,66.7%,12.33,0,0,,0,0,0,,0,0,0,,,,,,2,12
120,2009,2010-01-03,16,29.293,BAL,@,OAK,W 21-13,*,3,2,40,20.00,0,66.7%,13.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
121,2010,2010-09-13,1,30.181,BAL,@,NYJ,W 10-9,*,11,6,72,12.00,0,54.5%,6.55,0,0,,0,0,0,,0,0,0,,,,,,0,0
122,2010,2010-09-19,2,30.187,BAL,@,CIN,L 10-15,*,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,,,,,,0,0
123,2010,2010-09-26,3,30.194,BAL,,CLE,W 24-17,*,5,4,46,11.50,0,80.0%,9.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
124,2010,2010-10-03,4,30.201,BAL,@,PIT,W 17-14,*,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
125,2010,2010-10-10,5,30.208,BAL,,DEN,W 31-17,*,5,1,22,22.00,0,20.0%,4.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
126,2010,2010-10-17,6,30.215,BAL,@,NWE,L 20-23,*,4,3,49,16.33,1,75.0%,12.25,0,0,,0,0,0,,0,0,0,,,,,,1,6
127,2010,2010-10-24,7,30.222,BAL,,BUF,W 37-34,*,5,3,59,19.67,2,60.0%,11.80,0,0,,0,0,0,,0,0,0,,,,,,2,12
128,2010,2010-11-07,8,30.236,BAL,,MIA,W 26-10,*,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
129,2010,2010-11-11,9,30.240,BAL,@,ATL,L 21-26,*,6,4,57,14.25,1,66.7%,9.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
130,2010,2010-11-21,10,30.250,BAL,@,CAR,W 37-13,*,6,5,69,13.80,0,83.3%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
131,2010,2010-11-28,11,30.257,BAL,,TAM,W 17-10,*,4,2,79,39.50,1,50.0%,19.75,0,0,,0,0,0,,0,0,0,,,,,,1,6
132,2010,2010-12-05,12,30.264,BAL,,PIT,L 10-13,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
133,2010,2011-01-02,16,30.292,BAL,,CIN,W 13-7,*,4,3,53,17.67,0,75.0%,13.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
134,2011,2011-09-11,1,31.179,ARI,,CAR,W 28-21,,3,2,40,20.00,0,66.7%,13.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
135,2011,2011-09-18,2,31.186,ARI,@,WAS,L 21-22,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
136,2011,2011-09-25,3,31.193,ARI,@,SEA,L 10-13,*,10,6,61,10.17,0,60.0%,6.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
137,2011,2011-10-02,4,31.200,ARI,,NYG,L 27-31,,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
138,2011,2011-11-06,8,31.235,ARI,,STL,W 19-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
139,2011,2011-11-27,11,31.256,ARI,@,STL,W 23-20,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,
140,2011,2011-12-11,13,31.270,ARI,,SFO,W 21-19,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
141,2011,2011-12-18,14,31.277,ARI,,CLE,W 20-17,,9,7,69,9.86,0,77.8%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
142,2011,2011-12-24,15,31.283,ARI,@,CIN,L 16-23,,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
143,2011,2012-01-01,16,31.291,ARI,,SEA,W 23-20,,2,2,35,17.50,1,100.0%,17.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
144,2012,2012-09-09,1,32.177,ARI,,SEA,W 20-16,*,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
145,2012,2012-09-16,2,32.184,ARI,@,NWE,W 20-18,,9,5,62,12.40,0,55.6%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
146,2012,2012-10-14,6,32.212,ARI,,BUF,L 16-19,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
