ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
18,1979,1979-12-15,16,24.169,DET,,GNB,L 13-18,,0,0,,0,0,0,,0,0,,,4,165,41.25,0
19,1980,1980-09-07,1,25.070,DET,@,RAM,W 41-20,,0,0,,0,0,0,,0,0,,,3,123,41.00,0
20,1980,1980-09-14,2,25.077,DET,@,GNB,W 29-7,,0,0,,0,0,0,,0,0,,,4,146,36.50,0
21,1980,1980-09-21,3,25.084,DET,,STL,W 20-7,,0,0,,0,0,0,,0,0,,,4,174,43.50,0
22,1980,1980-09-28,4,25.091,DET,,MIN,W 27-7,,0,0,,0,0,0,,0,0,,,4,159,39.75,0
23,1980,1980-10-05,5,25.098,DET,@,ATL,L 28-43,,0,0,,0,0,0,,0,0,,,5,213,42.60,1
24,1980,1980-10-12,6,25.105,DET,,NOR,W 24-13,,0,0,,0,0,0,,0,0,,,3,111,37.00,0
25,1980,1980-10-19,7,25.112,DET,@,CHI,L 7-24,,0,0,,0,0,0,,0,0,,,5,215,43.00,0
26,1980,1980-10-26,8,25.119,DET,@,KAN,L 17-20,,0,0,,0,0,0,,0,0,,,4,166,41.50,0
27,1980,1980-11-02,9,25.126,DET,,SFO,W 17-13,,1,1,100.00,19,0,0,118.7,0,0,19.00,19.00,2,67,33.50,0
28,1980,1980-11-09,10,25.133,DET,@,MIN,L 0-34,,0,0,,0,0,0,,0,0,,,8,349,43.63,0
29,1980,1980-11-16,11,25.140,DET,,BAL,L 9-10,,0,0,,0,0,0,,0,0,,,3,125,41.67,0
30,1980,1980-11-23,12,25.147,DET,@,TAM,W 24-10,,0,0,,0,0,0,,0,0,,,6,273,45.50,0
31,1980,1980-11-27,13,25.151,DET,,CHI,L 17-23,,1,1,100.00,19,0,0,118.7,0,0,19.00,19.00,4,147,36.75,0
32,1980,1980-12-07,14,25.161,DET,@,STL,L 23-24,,0,0,,0,0,0,,0,0,,,7,312,44.57,0
33,1980,1980-12-14,15,25.168,DET,,TAM,W 27-14,,0,0,,0,0,0,,0,0,,,6,283,47.17,0
34,1980,1980-12-21,16,25.175,DET,,GNB,W 24-3,,0,0,,0,0,0,,0,0,,,4,173,43.25,0
35,1981,1981-09-06,1,26.069,DET,,SFO,W 24-17,,0,0,,0,0,0,,0,,,,4,185,46.25,0
36,1981,1981-09-13,2,26.076,DET,@,SDG,L 23-28,,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,3,110,36.67,0
37,1981,1981-09-20,3,26.083,DET,@,MIN,L 24-26,,0,0,,0,0,0,,0,,,,7,336,48.00,0
38,1981,1981-09-27,4,26.090,DET,,OAK,W 16-0,,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,5,237,47.40,0
39,1981,1981-10-04,5,26.097,DET,@,TAM,L 10-28,,0,0,,0,0,0,,0,,,,4,146,36.50,0
40,1981,1981-10-11,6,26.104,DET,@,DEN,L 21-27,,0,0,,0,0,0,,0,,,,6,299,49.83,0
41,1981,1981-10-19,7,26.112,DET,,CHI,W 48-17,,0,0,,0,0,0,,0,,,,3,129,43.00,0
42,1981,1981-10-25,8,26.118,DET,,GNB,W 31-27,,0,0,,0,0,0,,0,,,,3,140,46.67,0
43,1981,1981-11-01,9,26.125,DET,@,RAM,L 13-20,,0,0,,0,0,0,,0,,,,5,211,42.20,0
44,1981,1981-11-08,10,26.132,DET,@,WAS,L 31-33,,0,0,,0,0,0,,0,,,,2,87,43.50,0
45,1981,1981-11-15,11,26.139,DET,,DAL,W 27-24,,1,1,100.00,19,0,0,118.7,0,0,19.00,19.00,4,165,41.25,0
46,1981,1981-11-22,12,26.146,DET,@,CHI,W 23-7,,0,0,,0,0,0,,0,,,,6,265,44.17,0
47,1981,1981-11-26,13,26.150,DET,,KAN,W 27-10,,0,0,,0,0,0,,0,,,,4,170,42.50,0
48,1981,1981-12-06,14,26.160,DET,@,GNB,L 17-31,,0,0,,0,0,0,,0,,,,3,110,36.67,0
49,1981,1981-12-12,15,26.166,DET,,MIN,W 45-7,,0,0,,0,0,0,,0,,,,1,36,36.00,0
50,1981,1981-12-20,16,26.174,DET,,TAM,L 17-20,,0,0,,0,0,0,,0,,,,4,158,39.50,0
51,1982,1982-11-21,3,27.145,DET,@,CHI,L 17-20,,0,0,,0,0,0,,0,,,,7,258,36.86,0
52,1982,1982-11-25,4,27.149,DET,,NYG,L 6-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,5,202,40.40,0
53,1982,1982-12-06,5,27.160,DET,,NYJ,L 13-28,,0,0,,0,0,0,,0,,,,7,313,44.71,0
54,1982,1982-12-12,6,27.166,DET,@,GNB,W 30-10,,0,0,,0,0,0,,0,,,,4,175,43.75,0
55,1982,1982-12-19,7,27.173,DET,,MIN,L 31-34,,0,0,,0,0,0,,0,,,,5,207,41.40,0
56,1982,1982-12-26,8,27.180,DET,@,TAM,L 21-23,,0,0,,0,0,0,,0,,,,6,258,43.00,0
57,1982,1983-01-02,9,27.187,DET,,GNB,W 27-24,,0,0,,0,0,0,,0,,,,2,70,35.00,0
58,1983,1983-10-02,5,28.095,PHI,@,ATL,W 28-24,,0,0,,0,0,0,,,,,,7,252,36.00,0
59,1983,1983-10-09,6,28.102,PHI,@,NYG,W 17-13,,0,0,,0,0,0,,,,,,5,200,40.00,0
60,1983,1983-10-16,7,28.109,PHI,@,DAL,L 7-37,,0,0,,0,0,0,,,,,,8,337,42.13,0
61,1983,1983-10-23,8,28.116,PHI,,CHI,L 6-7,,0,0,,0,0,0,,,,,,7,273,39.00,0
