ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
31,2005,2005-10-23,7,24.132,STL,,NOR,W 28-17,*,8,2,20,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,0,0,0.0,,
32,2005,2005-10-30,8,24.139,STL,,JAX,W 24-21,*,3,2,41,20.50,0,66.7%,13.67,0,0,,0,0,0,,0,0,0,0.0,,
33,2005,2005-11-13,9,24.153,STL,@,SEA,L 16-31,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,,
34,2005,2005-11-20,10,24.160,STL,,ARI,L 28-38,,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,0.0,,
35,2005,2005-11-27,11,24.167,STL,@,HOU,W 33-27,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,,
36,2005,2005-12-04,12,24.174,STL,,WAS,L 9-24,,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,0.0,,
37,2005,2005-12-11,13,24.181,STL,@,MIN,L 13-27,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
38,2005,2005-12-18,14,24.188,STL,,PHI,L 16-17,,10,6,51,8.50,0,60.0%,5.10,0,0,,0,0,0,,0,0,0,0.0,,
39,2005,2005-12-24,15,24.194,STL,,SFO,L 20-24,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,,
40,2005,2006-01-01,16,24.202,STL,@,DAL,W 20-10,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,,
41,2006,2006-09-10,1,25.089,STL,,DEN,W 18-10,,1,0,0,,0,0.0%,0.00,0,0,,0,1,0,0.00,0,0,0,0.0,,
42,2006,2006-09-17,2,25.096,STL,@,SFO,L 13-20,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,1,30,30.00,0,0,0,0.0,,
43,2006,2006-09-24,3,25.103,STL,@,ARI,W 16-14,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,2,14,7.00,0,0,0,0.0,,
44,2006,2006-10-01,4,25.110,STL,,DET,W 41-34,,1,0,0,,0,0.0%,0.00,0,0,,0,1,5,5.00,0,0,0,0.0,,
45,2006,2006-10-08,5,25.117,STL,@,GNB,W 23-20,,3,2,30,15.00,0,66.7%,10.00,0,0,,0,2,28,14.00,0,0,0,0.0,,
46,2006,2006-10-15,6,25.124,STL,,SEA,L 28-30,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0,,0,0,0,0.0,,
47,2006,2006-10-29,7,25.138,STL,@,SDG,L 24-38,,1,1,7,7.00,1,100.0%,7.00,0,0,,0,1,0,0.00,0,1,6,0.0,,
48,2006,2006-11-05,8,25.145,STL,,KAN,L 17-31,,2,2,27,13.50,0,100.0%,13.50,0,0,,0,1,-2,-2.00,0,0,0,0.0,,
49,2006,2006-11-12,9,25.152,STL,@,SEA,L 22-24,,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,,
50,2006,2006-11-19,10,25.159,STL,@,CAR,L 0-15,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,2,11,5.50,0,0,0,0.0,,
51,2006,2006-11-26,11,25.166,STL,,SFO,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,0,0,0.0,,
52,2006,2006-12-03,12,25.173,STL,,ARI,L 20-34,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,2,4,2.00,0,0,0,0.0,,
53,2006,2006-12-11,13,25.181,STL,,CHI,L 27-42,,1,0,0,,0,0.0%,0.00,0,0,,0,1,1,1.00,0,0,0,0.0,,
54,2006,2006-12-17,14,25.187,STL,@,OAK,W 20-0,,1,0,0,,0,0.0%,0.00,0,0,,0,1,17,17.00,0,0,0,0.0,,
55,2006,2006-12-24,15,25.194,STL,,WAS,W 37-31,,0,0,0,,0,0.0%,,0,0,,0,5,32,6.40,0,0,0,0.0,,
56,2006,2006-12-31,16,25.201,STL,@,MIN,W 41-21,,0,0,0,,0,0.0%,,0,0,,0,2,16,8.00,0,0,0,0.0,,
57,2007,2007-09-09,1,26.088,DET,@,OAK,W 36-21,,7,6,90,15.00,1,85.7%,12.86,0,0,,0,0,0,,0,1,6,0.0,,
58,2007,2007-09-16,2,26.095,DET,,MIN,W 20-17,*,10,7,71,10.14,0,70.0%,7.10,0,0,,0,0,0,,0,0,0,0.0,,
59,2007,2007-09-23,3,26.102,DET,@,PHI,L 21-56,,9,5,76,15.20,1,55.6%,8.44,0,0,,0,0,0,,0,1,6,0.0,,
60,2007,2007-09-30,4,26.109,DET,,CHI,W 37-27,*,4,3,31,10.33,1,75.0%,7.75,1,9,9.00,0,0,0,,0,1,6,0.0,,
61,2007,2007-10-07,5,26.116,DET,@,WAS,L 3-34,,6,4,19,4.75,0,66.7%,3.17,0,0,,0,0,0,,0,0,0,0.0,,
62,2007,2007-10-21,6,26.130,DET,,TAM,W 23-16,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,0.0,,
63,2007,2007-10-28,7,26.137,DET,@,CHI,W 16-7,,6,6,64,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,0,0,0.0,,
64,2007,2007-11-04,8,26.144,DET,,DEN,W 44-7,,9,5,78,15.60,1,55.6%,8.67,1,6,6.00,0,0,0,,0,1,6,0.0,,
65,2007,2007-11-11,9,26.151,DET,@,ARI,L 21-31,,7,6,73,12.17,0,85.7%,10.43,1,-15,-15.00,0,0,0,,0,0,0,0.0,,
66,2007,2007-11-18,10,26.158,DET,,NYG,L 10-16,,14,7,113,16.14,0,50.0%,8.07,0,0,,0,0,0,,0,0,0,0.0,,
67,2007,2007-11-22,11,26.162,DET,,GNB,L 26-37,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
68,2007,2007-12-02,12,26.172,DET,@,MIN,L 10-42,*,7,6,54,9.00,0,85.7%,7.71,0,0,,0,0,0,,0,0,0,0.0,,
69,2007,2007-12-09,13,26.179,DET,,DAL,L 27-28,*,12,8,96,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,0.0,,
70,2007,2007-12-16,14,26.186,DET,@,SDG,L 14-51,*,13,5,48,9.60,1,38.5%,3.69,0,0,,0,0,0,,0,1,6,0.0,,
71,2007,2007-12-23,15,26.193,DET,,KAN,W 25-20,*,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,0.0,,
72,2007,2007-12-30,16,26.200,DET,@,GNB,L 13-34,*,11,5,69,13.80,1,45.5%,6.27,1,2,2.00,0,0,0,,0,1,6,0.0,,
73,2008,2008-09-07,1,27.086,DET,@,ATL,L 21-34,,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,0,0,0.0,0,0
74,2008,2008-09-14,2,27.093,DET,,GNB,L 25-48,*,10,4,27,6.75,0,40.0%,2.70,0,0,,0,0,0,,0,0,0,0.0,0,0
75,2008,2008-09-21,3,27.100,DET,@,SFO,L 13-31,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0,0.0,0,0
76,2008,2008-10-05,4,27.114,DET,,CHI,L 7-34,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,0.0,0,0
77,2008,2008-10-12,5,27.121,DET,@,MIN,L 10-12,,0,0,0,,0,0.0%,,0,0,,0,3,25,8.33,0,0,0,0.0,0,0
78,2008,2008-10-19,6,27.128,DET,@,HOU,L 21-28,*,7,0,-7,,0,0.0%,-1.00,0,0,,0,0,0,,0,0,0,0.0,0,0
79,2008,2008-10-26,7,27.135,DET,,WAS,L 17-25,*,8,5,68,13.60,0,62.5%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0
80,2008,2008-11-02,8,27.142,DET,@,CHI,L 23-27,,6,6,65,10.83,1,100.0%,10.83,0,0,,0,2,31,15.50,0,1,6,0.0,0,0
81,2008,2008-11-09,9,27.149,DET,,JAX,L 14-38,*,5,4,37,9.25,0,80.0%,7.40,0,0,,0,1,8,8.00,0,0,0,0.0,0,0
82,2008,2008-11-16,10,27.156,DET,@,CAR,L 22-31,*,6,3,30,10.00,0,50.0%,5.00,0,0,,0,1,7,7.00,0,0,0,0.0,0,0
83,2008,2008-11-23,11,27.163,DET,,TAM,L 20-38,*,8,2,21,10.50,0,25.0%,2.63,0,0,,0,3,34,11.33,0,0,0,0.0,1,0
84,2008,2008-11-27,12,27.167,DET,,TEN,L 10-47,*,4,4,44,11.00,0,100.0%,11.00,0,0,,0,1,-1,-1.00,0,0,0,0.0,0,0
85,2009,2009-09-20,2,28.099,PIT,@,CHI,L 14-17,,,,,,,0.0%,,,,,,,,,,,,,,
86,2009,2009-10-04,4,28.113,PIT,,SDG,W 38-28,,,,,,,0.0%,,,,,,,,,,,,,,
87,2009,2009-10-18,6,28.127,PIT,,CLE,W 27-14,,,,,,,0.0%,,,,,,,,,,,,,,
88,2009,2009-10-25,7,28.134,PIT,,MIN,W 27-17,,,,,,,0.0%,,,,,,,,,,,,,,
