ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
18,1967,1967-10-08,4,24.145,GNB,@,DET,W 27-17,4,11,2.75,0,1,19,19.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,11,5.50,0,1,6,6,250,41.67,0
19,1967,1967-10-15,5,24.152,GNB,,MIN,L 7-10,5,10,2.00,0,2,23,11.50,0,0,0,,0,0,0,,0,0,,,3,70,23.33,0,0,0,,0,0,0,7,302,43.14,0
20,1967,1967-10-22,6,24.159,GNB,@,NYG,W 48-21,3,18,6.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,52,26.00,0,0,0,,0,1,6,4,146,36.50,0
21,1967,1967-10-30,7,24.167,GNB,@,STL,W 31-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-2,-2.00,0,0,0,6,231,38.50,0
22,1967,1967-11-05,8,24.173,GNB,@,BAL,L 10-13,10,68,6.80,0,5,54,10.80,1,0,0,,0,0,0,,0,0,,,1,15,15.00,0,1,4,4.00,0,1,6,8,253,31.63,0
23,1967,1967-11-12,9,24.180,GNB,,CLE,W 55-7,17,56,3.29,3,5,103,20.60,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,4,24,1,35,35.00,0
24,1967,1967-11-19,10,24.187,GNB,,SFO,W 13-0,19,89,4.68,1,2,35,17.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6,5,190,38.00,0
25,1967,1967-11-26,11,24.194,GNB,@,CHI,W 17-13,9,6,0.67,1,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,5,172,34.40,0
26,1967,1967-12-03,12,24.201,GNB,@,MIN,W 30-27,7,28,4.00,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,98,32.67,0
27,1967,1967-12-09,13,24.207,GNB,@,RAM,L 24-27,7,20,2.86,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,170,28.33,1
28,1967,1967-12-17,14,24.215,GNB,,PIT,L 17-24,3,-4,-1.33,0,3,56,18.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,211,35.17,0
29,1968,1968-09-15,1,25.122,GNB,,PHI,W 30-13,12,92,7.67,0,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,89,44.50,0
30,1968,1968-09-22,2,25.129,GNB,,MIN,L 13-26,9,37,4.11,0,3,24,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,102,34.00,0
31,1968,1968-09-29,3,25.136,GNB,,DET,L 17-23,14,57,4.07,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,1,38,38.00,0
32,1968,1968-10-06,4,25.143,GNB,@,ATL,W 38-7,15,101,6.73,1,1,30,30.00,0,1,1,100.00,12,1,0,156.2,0,0,12.00,32.00,0,0,,0,0,0,,0,1,6,3,118,39.33,0
33,1968,1968-10-13,5,25.150,GNB,,RAM,L 14-16,12,55,4.58,1,4,38,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,5,217,43.40,0
34,1968,1968-10-20,6,25.157,GNB,@,DET,T 14-14,14,71,5.07,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,254,42.33,0
35,1968,1968-10-28,7,25.165,GNB,@,DAL,W 28-17,13,29,2.23,0,6,84,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,7,334,47.71,0
36,1968,1968-11-03,8,25.171,GNB,,CHI,L 10-13,11,26,2.36,0,1,26,26.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,211,42.20,0
37,1968,1968-11-10,9,25.178,GNB,@,MIN,L 10-14,11,48,4.36,1,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,4,144,36.00,0
38,1968,1968-11-17,10,25.185,GNB,,NOR,W 29-7,10,39,3.90,1,1,18,18.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6,3,143,47.67,0
39,1968,1968-11-24,11,25.192,GNB,@,WAS,W 27-7,13,40,3.08,1,3,72,24.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,2,95,47.50,0
40,1968,1968-12-01,12,25.199,GNB,@,SFO,L 20-27,13,64,4.92,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,301,37.63,0
41,1968,1968-12-07,13,25.205,GNB,,BAL,L 3-16,11,48,4.36,0,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,72,24.00,0
42,1968,1968-12-15,14,25.213,GNB,@,CHI,W 28-27,12,54,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,7,248,35.43,0
43,1969,1969-09-21,1,26.128,GNB,,CHI,W 17-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,169,42.25,0
44,1969,1969-09-28,2,26.135,GNB,,SFO,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,178,35.60,0
45,1969,1969-10-05,3,26.142,GNB,@,MIN,L 7-19,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,342,42.75,0
46,1969,1969-10-12,4,26.149,GNB,@,DET,W 28-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,96,32.00,0
47,1969,1969-10-19,5,26.156,GNB,@,RAM,L 21-34,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,222,37.00,0
48,1969,1969-10-26,6,26.163,GNB,,ATL,W 28-10,18,114,6.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,39,39.00,0
49,1969,1969-11-02,7,26.170,GNB,@,PIT,W 38-34,12,30,2.50,0,1,51,51.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,151,37.75,0
50,1969,1969-11-09,8,26.177,GNB,@,BAL,L 6-14,10,21,2.10,0,3,42,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,156,39.00,0
51,1969,1969-11-16,9,26.184,GNB,,MIN,L 7-9,7,18,2.57,0,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,180,36.00,0
52,1969,1969-11-23,10,26.191,GNB,,DET,L 10-16,8,28,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,75,37.50,0
53,1969,1969-11-30,11,26.198,GNB,,NYG,W 20-10,10,34,3.40,0,3,61,20.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,4,184,46.00,0
54,1969,1969-12-07,12,26.205,GNB,@,CLE,L 7-20,4,12,3.00,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,7,310,44.29,0
55,1969,1969-12-14,13,26.212,GNB,@,CHI,W 21-3,6,8,1.33,0,1,49,49.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,163,54.33,0
56,1969,1969-12-21,14,26.219,GNB,,STL,W 45-28,10,21,2.10,0,4,74,18.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,64,32.00,0
57,1970,1970-09-20,1,27.127,GNB,,DET,L 0-40,10,21,2.10,0,1,25,25.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,190,38.00,0
58,1970,1970-09-27,2,27.134,GNB,,ATL,W 27-24,14,33,2.36,2,1,22,22.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,2,12,5,202,40.40,0
59,1970,1970-10-04,3,27.141,GNB,,MIN,W 13-10,14,59,4.21,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,342,42.75,0
60,1970,1970-10-12,4,27.149,GNB,@,SDG,W 22-20,18,89,4.94,0,4,69,17.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,139,46.33,0
61,1970,1970-10-18,5,27.155,GNB,,RAM,L 21-31,17,98,5.76,0,3,29,9.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,225,45.00,0
62,1970,1970-10-25,6,27.162,GNB,,PHI,W 30-17,17,80,4.71,1,1,25,25.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,4,154,38.50,0
63,1970,1970-11-01,7,27.169,GNB,@,SFO,L 10-26,15,105,7.00,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,228,38.00,0
64,1970,1970-11-09,8,27.177,GNB,,BAL,L 10-13,20,69,3.45,0,3,29,9.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,145,48.33,0
65,1970,1970-11-15,9,27.183,GNB,,CHI,W 20-19,15,67,4.47,1,4,24,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,8,320,40.00,0
66,1970,1970-11-22,10,27.190,GNB,@,MIN,L 3-10,24,93,3.88,0,2,37,18.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,135,33.75,0
67,1970,1970-11-26,11,27.194,GNB,@,DAL,L 3-16,16,37,2.31,0,4,43,10.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,288,48.00,0
68,1970,1970-12-06,12,27.204,GNB,@,PIT,W 20-12,18,29,1.61,0,5,68,13.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,223,37.17,0
69,1970,1970-12-13,13,27.211,GNB,@,CHI,L 17-35,11,56,5.09,1,2,4,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,9,362,40.22,0
70,1970,1970-12-20,14,27.218,GNB,@,DET,L 0-20,13,17,1.31,0,3,14,4.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,9,349,38.78,0
71,1971,1971-09-19,1,28.126,GNB,,NYG,L 40-42,16,99,6.19,1,2,20,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,4,140,35.00,0
72,1971,1971-09-26,2,28.133,GNB,,DEN,W 34-13,11,47,4.27,1,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
73,1971,1971-10-03,3,28.140,GNB,,CIN,W 20-17,18,71,3.94,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
74,1971,1971-10-10,4,28.147,GNB,@,DET,L 28-31,11,84,7.64,1,4,24,6.00,0,1,1,100.00,4,1,0,122.9,0,0,4.00,24.00,0,0,,0,0,0,,0,1,6,4,168,42.00,0
75,1971,1971-10-17,5,28.154,GNB,,MIN,L 13-24,22,62,2.82,0,1,21,21.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,5,231,46.20,0
76,1971,1971-10-24,6,28.161,GNB,@,RAM,L 13-30,18,56,3.11,0,3,47,15.67,0,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,0,0,,0,0,0,,0,0,0,2,70,35.00,0
77,1971,1971-11-01,7,28.169,GNB,,DET,T 14-14,11,38,3.45,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,188,47.00,0
78,1971,1971-11-07,8,28.175,GNB,@,CHI,W 17-14,9,26,2.89,0,3,50,16.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,170,34.00,0
79,1971,1971-11-14,9,28.182,GNB,@,MIN,L 0-3,21,68,3.24,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,188,37.60,0
80,1971,1971-11-22,10,28.190,GNB,@,ATL,L 21-28,8,33,4.13,0,1,14,14.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,6,253,42.17,0
81,1971,1971-11-28,11,28.196,GNB,,NOR,L 21-29,8,23,2.88,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,4,145,36.25,0
82,1971,1971-12-05,12,28.203,GNB,@,STL,T 16-16,9,85,9.44,0,5,55,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,127,42.33,0
83,1971,1971-12-12,13,28.210,GNB,,CHI,W 31-10,13,38,2.92,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,4,156,39.00,0
84,1971,1971-12-19,14,28.217,GNB,@,MIA,L 6-27,11,27,2.45,0,3,43,14.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,186,46.50,0
85,1972,1972-09-17,1,29.124,STL,@,BAL,W 10-3,7,11,1.57,1,3,3,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,9,343,38.11,0
86,1972,1972-09-24,2,29.131,STL,@,WAS,L 10-24,15,32,2.13,0,3,5,1.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,196,39.20,0
87,1972,1972-10-01,3,29.138,STL,,PIT,L 19-25,10,31,3.10,1,2,34,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,4,182,45.50,0
88,1972,1972-10-08,4,29.145,STL,@,MIN,W 19-17,14,46,3.29,0,0,0,,0,1,1,100.00,38,0,0,118.7,0,0,38.00,38.00,0,0,,0,0,0,,0,0,0,6,233,38.83,0
89,1972,1972-10-15,5,29.152,STL,,WAS,L 3-33,9,34,3.78,0,4,28,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,5,206,41.20,0
90,1972,1972-10-22,6,29.159,STL,@,NYG,L 21-27,9,20,2.22,0,3,35,11.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,5,192,38.40,0
91,1972,1972-10-29,7,29.166,STL,,CHI,L 10-27,18,102,5.67,0,2,9,4.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,4,210,52.50,0
92,1972,1972-11-05,8,29.173,STL,@,PHI,T 6-6,17,41,2.41,0,2,36,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,6,262,43.67,0
93,1972,1972-11-12,9,29.180,STL,@,DAL,L 24-33,5,13,2.60,0,3,46,15.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,5,204,40.80,0
94,1972,1972-11-19,10,29.187,STL,,NYG,L 7-13,22,121,5.50,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,4,148,37.00,0
95,1972,1972-11-27,11,29.195,STL,@,MIA,L 10-31,8,13,1.63,0,1,4,4.00,0,1,1,100.00,33,0,0,118.7,0,0,33.00,33.00,0,0,,0,0,0,,0,0,0,4,162,40.50,0
96,1972,1972-12-03,12,29.201,STL,,DAL,L 6-27,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,8,255,31.88,0
97,1972,1972-12-10,13,29.208,STL,,RAM,W 24-14,9,53,5.89,1,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,4,135,33.75,0
98,1972,1972-12-17,14,29.215,STL,,PHI,W 24-23,7,12,1.71,1,3,85,28.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,3,119,39.67,0
99,1973,1973-09-16,1,30.123,STL,@,PHI,W 34-23,13,58,4.46,2,5,66,13.20,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,3,18,0,0,,0
100,1973,1973-09-23,2,30.130,STL,,WAS,W 34-27,14,34,2.43,2,4,53,13.25,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,3,18,0,0,,0
101,1973,1973-09-30,3,30.137,STL,@,DAL,L 10-45,6,2,0.33,1,5,34,6.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
102,1973,1973-10-07,4,30.144,STL,,OAK,L 10-17,11,36,3.27,0,5,44,8.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
103,1973,1973-10-14,5,30.151,STL,,PHI,L 24-27,14,43,3.07,1,6,44,7.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
104,1973,1973-10-21,6,30.158,STL,@,WAS,L 13-31,6,15,2.50,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
105,1973,1973-10-28,7,30.165,STL,,NYG,W 35-27,18,130,7.22,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
106,1973,1973-11-04,8,30.172,STL,,DEN,T 17-17,9,20,2.22,1,4,67,16.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
107,1973,1973-11-11,9,30.179,STL,@,GNB,L 21-25,6,39,6.50,0,2,24,12.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
108,1973,1973-11-18,10,30.186,STL,@,NYG,L 13-24,6,13,2.17,0,3,53,17.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
109,1973,1973-11-25,11,30.193,STL,@,CIN,L 24-42,18,105,5.83,2,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,,0
110,1973,1973-12-02,12,30.200,STL,,DET,L 16-20,13,54,4.15,0,4,14,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
111,1973,1973-12-09,13,30.207,STL,@,ATL,W 32-10,25,82,3.28,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
112,1973,1973-12-16,14,30.214,STL,,DAL,L 3-30,8,48,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
113,1974,1974-09-15,1,31.122,STL,,PHI,W 7-3,8,22,2.75,0,2,29,14.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
114,1974,1974-09-22,2,31.129,STL,@,WAS,W 17-10,3,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
115,1974,1974-09-29,3,31.136,STL,,CLE,W 29-7,14,60,4.29,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
116,1974,1974-10-06,4,31.143,STL,@,SFO,W 34-9,5,21,4.20,0,2,11,5.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
117,1974,1974-10-13,5,31.150,STL,,DAL,W 31-28,7,29,4.14,1,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
118,1974,1974-10-20,6,31.157,STL,@,HOU,W 31-27,15,58,3.87,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
119,1974,1974-10-27,7,31.164,STL,,WAS,W 23-20,7,27,3.86,0,2,18,9.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
120,1974,1974-11-03,8,31.171,STL,@,DAL,L 14-17,11,28,2.55,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
121,1974,1974-11-11,9,31.179,STL,,MIN,L 24-28,2,12,6.00,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
122,1974,1974-11-17,10,31.185,STL,@,PHI,W 13-3,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
123,1974,1974-11-24,11,31.192,STL,@,NYG,W 23-21,1,2,2.00,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
124,1974,1974-12-01,12,31.199,STL,,KAN,L 13-17,1,1,1.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
125,1974,1974-12-08,13,31.206,STL,@,NOR,L 0-14,10,29,2.90,0,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
126,1974,1974-12-15,14,31.213,STL,,NYG,W 26-14,5,21,4.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
