ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
16,1999,2000-01-02,16,23.211,STL,@,PHI,L 31-38,*,7,5,122,24.40,2,71.4%,17.43,0,0,,0,0,0,,0,2,12
17,2000,2000-09-04,1,24.091,STL,,DEN,W 41-36,*,8,6,103,17.17,0,75.0%,12.88,0,0,,0,0,0,,0,0,0
18,2000,2000-09-10,2,24.097,STL,@,SEA,W 37-34,*,9,6,101,16.83,0,66.7%,11.22,0,0,,0,0,0,,0,0,0
19,2000,2000-09-17,3,24.104,STL,,SFO,W 41-24,*,6,4,94,23.50,0,66.7%,15.67,0,0,,0,0,0,,0,0,0
20,2000,2000-09-24,4,24.111,STL,@,ATL,W 41-20,*,3,3,189,63.00,2,100.0%,63.00,0,0,,0,0,0,,0,2,12
21,2000,2000-10-01,5,24.118,STL,,SDG,W 57-31,*,4,3,34,11.33,1,75.0%,8.50,0,0,,0,0,0,,0,1,6
22,2000,2000-10-15,6,24.132,STL,,ATL,W 45-29,*,9,3,51,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0
23,2000,2000-10-22,7,24.139,STL,@,KAN,L 34-54,*,10,5,93,18.60,1,50.0%,9.30,0,0,,0,0,0,,0,1,6
24,2000,2000-10-29,8,24.146,STL,@,SFO,W 34-24,*,11,5,64,12.80,0,45.5%,5.82,0,0,,0,0,0,,0,0,0
25,2000,2000-11-05,9,24.153,STL,,CAR,L 24-27,*,5,4,130,32.50,0,80.0%,26.00,0,0,,0,0,0,,0,0,0
26,2000,2000-11-12,10,24.160,STL,@,NYG,W 38-24,,16,8,86,10.75,1,50.0%,5.38,1,7,7.00,0,0,0,,0,1,6
27,2000,2000-11-20,11,24.168,STL,,WAS,L 20-33,*,9,4,125,31.25,0,44.4%,13.89,0,0,,0,0,0,,0,0,0
28,2000,2000-11-26,12,24.174,STL,,NOR,L 24-31,,9,6,89,14.83,0,66.7%,9.89,0,0,,0,0,0,,0,0,0
29,2000,2000-12-03,13,24.181,STL,@,CAR,L 3-16,,10,2,18,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0
30,2000,2000-12-10,14,24.188,STL,,MIN,W 40-29,*,10,9,172,19.11,0,90.0%,17.20,0,0,,0,0,0,,0,0,0
31,2000,2000-12-18,15,24.196,STL,@,TAM,L 35-38,,11,9,165,18.33,1,81.8%,15.00,0,0,,0,0,0,,0,1,6
32,2000,2000-12-24,16,24.202,STL,@,NOR,W 26-21,,9,5,121,24.20,0,55.6%,13.44,1,0,0.00,0,0,0,,0,0,0
33,2001,2001-09-09,1,25.096,STL,@,PHI,W 20-17,*,11,7,85,12.14,0,63.6%,7.73,0,0,,0,0,0,,0,0,0
34,2001,2001-09-23,2,25.110,STL,@,SFO,W 30-26,*,6,3,17,5.67,0,50.0%,2.83,1,-2,-2.00,0,0,0,,0,0,0
35,2001,2001-09-30,3,25.117,STL,,MIA,W 42-10,*,5,4,111,27.75,1,80.0%,22.20,0,0,,0,0,0,,0,1,6
36,2001,2001-10-08,4,25.125,STL,@,DET,W 35-0,*,4,4,74,18.50,1,100.0%,18.50,0,0,,0,0,0,,0,1,6
37,2001,2001-10-14,5,25.131,STL,,NYG,W 15-14,*,12,5,83,16.60,0,41.7%,6.92,0,0,,0,0,0,,0,0,0
38,2001,2001-10-21,6,25.138,STL,@,NYJ,W 34-14,*,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,0,0
39,2001,2001-10-28,7,25.145,STL,,NOR,L 31-34,*,11,5,72,14.40,1,45.5%,6.55,0,0,,0,0,0,,0,1,6
40,2001,2001-11-11,8,25.159,STL,,CAR,W 48-14,*,6,4,77,19.25,0,66.7%,12.83,0,0,,0,0,0,,0,0,0
41,2001,2001-11-18,9,25.166,STL,@,NWE,W 24-17,*,11,7,89,12.71,1,63.6%,8.09,0,0,,0,0,0,,0,1,6
42,2001,2001-11-26,10,25.174,STL,,TAM,L 17-24,,15,8,139,17.38,0,53.3%,9.27,0,0,,0,0,0,,0,0,0
43,2001,2001-12-02,11,25.180,STL,@,ATL,W 35-6,*,6,2,66,33.00,1,33.3%,11.00,0,0,,0,0,0,,0,1,6
44,2001,2001-12-09,12,25.187,STL,,SFO,W 27-14,*,12,5,66,13.20,0,41.7%,5.50,0,0,,0,0,0,,0,0,0
45,2001,2001-12-17,13,25.195,STL,@,NOR,W 34-21,,5,4,55,13.75,0,80.0%,11.00,0,0,,0,0,0,,0,0,0
46,2001,2001-12-23,14,25.201,STL,@,CAR,W 38-32,*,6,5,86,17.20,0,83.3%,14.33,0,0,,0,0,0,,0,0,0
47,2001,2001-12-30,15,25.208,STL,,IND,W 42-17,*,8,7,203,29.00,2,87.5%,25.38,0,0,,0,0,0,,0,2,12
48,2001,2002-01-06,16,25.215,STL,,ATL,W 31-13,*,10,8,97,12.13,0,80.0%,9.70,1,2,2.00,0,0,0,,0,0,0
49,2002,2002-09-08,1,26.095,STL,@,DEN,L 16-23,,6,5,91,18.20,0,83.3%,15.17,0,0,,0,0,0,,0,0,0
50,2002,2002-09-15,2,26.102,STL,,NYG,L 21-26,*,14,6,88,14.67,0,42.9%,6.29,0,0,,0,0,0,,0,0,0
51,2002,2002-09-23,3,26.110,STL,@,TAM,L 14-26,,15,12,139,11.58,0,80.0%,9.27,0,0,,0,0,0,,0,0,0
52,2002,2002-09-29,4,26.116,STL,,DAL,L 10-13,*,13,9,106,11.78,0,69.2%,8.15,0,0,,0,0,0,,0,0,0
53,2002,2002-10-06,5,26.123,STL,@,SFO,L 13-37,*,8,3,38,12.67,0,37.5%,4.75,0,0,,0,0,0,,0,0,0
54,2002,2002-10-13,6,26.130,STL,,OAK,W 28-13,,6,4,80,20.00,1,66.7%,13.33,0,0,,0,0,0,,0,1,6
55,2002,2002-10-20,7,26.137,STL,,SEA,W 37-20,*,6,3,71,23.67,0,50.0%,11.83,0,0,,0,0,0,,0,0,0
56,2002,2002-11-03,8,26.151,STL,@,ARI,W 27-14,,5,1,7,7.00,1,20.0%,1.40,0,0,,0,0,0,,0,1,6
57,2002,2002-11-10,9,26.158,STL,,SDG,W 28-24,*,12,7,118,16.86,0,58.3%,9.83,0,0,,0,0,0,,0,0,0
58,2002,2002-11-18,10,26.166,STL,,CHI,W 21-16,*,9,4,54,13.50,0,44.4%,6.00,1,14,14.00,0,0,0,,0,0,0
59,2002,2002-11-24,11,26.172,STL,@,WAS,L 17-20,*,12,5,75,15.00,0,41.7%,6.25,1,4,4.00,0,0,0,,0,0,0
60,2002,2002-12-01,12,26.179,STL,@,PHI,L 3-10,*,12,6,80,13.33,0,50.0%,6.67,0,0,,0,0,0,,0,0,0
61,2002,2002-12-08,13,26.186,STL,@,KAN,L 10-49,*,8,4,45,11.25,0,50.0%,5.63,0,0,,0,0,0,,0,0,0
62,2002,2002-12-15,14,26.193,STL,,ARI,W 30-28,*,10,7,141,20.14,1,70.0%,14.10,0,0,,0,0,0,,0,1,6
63,2002,2002-12-22,15,26.200,STL,@,SEA,L 10-30,*,13,9,92,10.22,1,69.2%,7.08,0,0,,0,0,0,,0,1,6
64,2002,2002-12-30,16,26.208,STL,,SFO,W 31-20,,11,6,77,12.83,0,54.5%,7.00,0,0,,0,0,0,,0,0,0
65,2003,2003-09-07,1,27.094,STL,@,NYG,L 13-23,*,8,7,111,15.86,1,87.5%,13.88,0,0,,0,0,0,,0,1,6
66,2003,2003-09-14,2,27.101,STL,,SFO,W 27-24,*,9,6,64,10.67,1,66.7%,7.11,0,0,,0,0,0,,0,1,6
67,2003,2003-09-21,3,27.108,STL,@,SEA,L 23-24,*,9,5,68,13.60,0,55.6%,7.56,1,5,5.00,0,0,0,,0,0,0
68,2003,2003-09-28,4,27.115,STL,,ARI,W 37-13,*,16,12,133,11.08,1,75.0%,8.31,0,0,,0,0,0,,0,1,6
69,2003,2003-10-13,5,27.130,STL,,ATL,W 36-0,*,13,11,161,14.64,2,84.6%,12.38,0,0,,0,0,0,,0,2,12
70,2003,2003-10-19,6,27.136,STL,,GNB,W 34-24,*,7,4,67,16.75,2,57.1%,9.57,0,0,,0,0,0,,0,2,12
71,2003,2003-10-26,7,27.143,STL,@,PIT,W 33-21,*,12,7,174,24.86,1,58.3%,14.50,0,0,,0,0,0,,0,1,6
72,2003,2003-11-02,8,27.150,STL,@,SFO,L 10-30,*,20,11,200,18.18,1,55.0%,10.00,0,0,,0,0,0,,0,1,6
73,2003,2003-11-09,9,27.157,STL,,BAL,W 33-22,*,9,3,38,12.67,0,33.3%,4.22,0,0,,0,0,0,,0,0,0
74,2003,2003-11-16,10,27.164,STL,@,CHI,W 23-21,*,14,9,124,13.78,1,64.3%,8.86,0,0,,0,0,0,,0,1,6
75,2003,2003-11-23,11,27.171,STL,@,ARI,W 30-27,*,14,9,145,16.11,0,64.3%,10.36,0,0,,0,0,0,,0,0,0
76,2003,2003-11-30,12,27.178,STL,,MIN,W 48-17,*,11,8,102,12.75,0,72.7%,9.27,0,0,,0,0,0,,0,0,0
77,2003,2003-12-08,13,27.186,STL,@,CLE,W 26-20,*,8,4,31,7.75,0,50.0%,3.88,0,0,,0,0,0,,0,0,0
78,2003,2003-12-14,14,27.192,STL,,SEA,W 27-22,,9,6,100,16.67,1,66.7%,11.11,0,0,,0,0,0,,0,1,6
79,2003,2003-12-21,15,27.199,STL,,CIN,W 27-10,*,15,10,124,12.40,1,66.7%,8.27,0,0,,0,0,0,,0,1,6
80,2003,2003-12-28,16,27.206,STL,@,DET,L 20-30,*,9,5,54,10.80,0,55.6%,6.00,0,0,,0,0,0,,0,0,0
81,2004,2004-09-12,1,28.099,STL,,ARI,W 17-10,*,9,7,96,13.71,0,77.8%,10.67,0,0,,0,0,0,,0,0,0
82,2004,2004-09-19,2,28.106,STL,@,ATL,L 17-34,*,9,9,121,13.44,1,100.0%,13.44,0,0,,0,0,0,,0,1,6
83,2004,2004-09-26,3,28.113,STL,,NOR,L 25-28,*,9,6,65,10.83,1,66.7%,7.22,0,0,,0,0,0,,0,1,6
84,2004,2004-10-03,4,28.120,STL,@,SFO,W 24-14,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0
85,2004,2004-10-10,5,28.127,STL,@,SEA,W 33-27,*,9,5,53,10.60,0,55.6%,5.89,0,0,,0,0,0,,0,0,0
86,2004,2004-10-18,6,28.135,STL,,TAM,W 28-21,*,10,6,124,20.67,2,60.0%,12.40,0,0,,0,0,0,,0,2,12
87,2004,2004-10-24,7,28.141,STL,@,MIA,L 14-31,*,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0
88,2004,2004-11-07,8,28.155,STL,,NWE,L 22-40,*,10,6,111,18.50,1,60.0%,11.10,0,0,,0,0,0,,0,1,6
89,2004,2004-11-14,9,28.162,STL,,SEA,W 23-12,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0
90,2004,2004-11-21,10,28.169,STL,@,BUF,L 17-37,*,9,8,90,11.25,1,88.9%,10.00,0,0,,0,0,0,,0,1,6
91,2004,2004-11-29,11,28.177,STL,@,GNB,L 17-45,*,8,5,51,10.20,0,62.5%,6.38,0,0,,0,0,0,,0,0,0
92,2004,2004-12-05,12,28.183,STL,,SFO,W 16-6,*,12,10,160,16.00,1,83.3%,13.33,0,0,,0,0,0,,0,1,6
93,2004,2004-12-12,13,28.190,STL,@,CAR,L 7-20,*,8,6,151,25.17,1,75.0%,18.88,0,0,,0,0,0,,0,1,6
94,2004,2004-12-19,14,28.197,STL,@,ARI,L 7-31,*,11,6,95,15.83,0,54.5%,8.64,0,0,,0,0,0,,0,0,0
95,2004,2004-12-27,15,28.205,STL,,PHI,W 20-7,*,8,7,75,10.71,0,87.5%,9.38,0,0,,0,0,0,,0,0,0
96,2004,2005-01-02,16,28.211,STL,,NYJ,W 32-29,*,10,7,116,16.57,2,70.0%,11.60,0,0,,0,0,0,,0,2,12
97,2005,2005-09-11,1,29.098,STL,@,SFO,L 25-28,*,16,10,125,12.50,0,62.5%,7.81,0,0,,0,0,0,,0,0,0
98,2005,2005-09-18,2,29.105,STL,@,ARI,W 17-12,*,7,4,70,17.50,1,57.1%,10.00,0,0,,0,0,0,,0,1,6
99,2005,2005-09-25,3,29.112,STL,,TEN,W 31-27,*,11,9,163,18.11,1,81.8%,14.82,0,0,,0,0,0,,0,1,6
100,2005,2005-10-02,4,29.119,STL,@,NYG,L 24-44,*,14,7,84,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,1,6
101,2005,2005-10-09,5,29.126,STL,,SEA,L 31-37,*,13,8,126,15.75,1,61.5%,9.69,0,0,,0,0,0,,0,1,6
102,2005,2005-10-17,6,29.134,STL,@,IND,L 28-45,*,8,6,70,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,0,0
103,2005,2005-11-13,9,29.161,STL,@,SEA,L 16-31,*,8,4,45,11.25,1,50.0%,5.63,0,0,,0,0,0,,0,1,6
104,2005,2005-11-20,10,29.168,STL,,ARI,L 28-38,*,15,11,129,11.73,1,73.3%,8.60,0,0,,0,0,0,,0,1,6
105,2005,2005-11-27,11,29.175,STL,@,HOU,W 33-27,*,16,10,130,13.00,1,62.5%,8.13,0,0,,0,0,0,,0,1,6
106,2005,2005-12-04,12,29.182,STL,,WAS,L 9-24,*,12,6,75,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0
107,2005,2005-12-11,13,29.189,STL,@,MIN,L 13-27,*,15,10,95,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0
108,2005,2005-12-18,14,29.196,STL,,PHI,L 16-17,*,9,3,16,5.33,1,33.3%,1.78,0,0,,0,0,0,,0,1,6
109,2005,2005-12-24,15,29.202,STL,,SFO,L 20-24,*,12,10,163,16.30,1,83.3%,13.58,0,0,,0,0,0,,0,1,6
110,2005,2006-01-01,16,29.210,STL,@,DAL,W 20-10,*,7,4,40,10.00,0,57.1%,5.71,1,2,2.00,0,0,0,,0,0,0
111,2006,2006-09-10,1,30.097,STL,,DEN,W 18-10,*,14,7,80,11.43,0,50.0%,5.71,0,0,,0,0,0,,0,0,0
112,2006,2006-09-17,2,30.104,STL,@,SFO,L 13-20,*,13,5,30,6.00,1,38.5%,2.31,0,0,,0,0,0,,0,1,6
113,2006,2006-09-24,3,30.111,STL,@,ARI,W 16-14,*,13,8,120,15.00,1,61.5%,9.23,0,0,,0,0,0,,0,1,6
114,2006,2006-10-01,4,30.118,STL,,DET,W 41-34,*,12,6,102,17.00,1,50.0%,8.50,0,0,,0,0,0,,0,1,6
115,2006,2006-10-08,5,30.125,STL,@,GNB,W 23-20,*,7,3,40,13.33,1,42.9%,5.71,0,0,,0,0,0,,0,1,6
116,2006,2006-10-15,6,30.132,STL,,SEA,L 28-30,*,14,8,154,19.25,3,57.1%,11.00,0,0,,0,0,0,,0,3,18
117,2006,2006-10-29,7,30.146,STL,@,SDG,L 24-38,*,9,5,48,9.60,0,55.6%,5.33,0,0,,0,0,0,,0,0,0
118,2006,2006-11-05,8,30.153,STL,,KAN,L 17-31,*,5,3,50,16.67,0,60.0%,10.00,0,0,,0,0,0,,0,0,0
119,2006,2006-11-12,9,30.160,STL,@,SEA,L 22-24,*,11,7,73,10.43,0,63.6%,6.64,0,0,,0,0,0,,0,0,0
120,2006,2006-11-19,10,30.167,STL,@,CAR,L 0-15,*,10,7,68,9.71,0,70.0%,6.80,0,0,,0,0,0,,0,0,0
121,2006,2006-11-26,11,30.174,STL,,SFO,W 20-17,*,11,4,30,7.50,0,36.4%,2.73,0,0,,0,0,0,,0,0,0
122,2006,2006-12-03,12,30.181,STL,,ARI,L 20-34,*,14,7,115,16.43,1,50.0%,8.21,0,0,,0,0,0,,0,1,6
123,2006,2006-12-11,13,30.189,STL,,CHI,L 27-42,*,12,6,75,12.50,2,50.0%,6.25,0,0,,0,0,0,,0,2,12
124,2006,2006-12-17,14,30.195,STL,@,OAK,W 20-0,*,9,4,59,14.75,0,44.4%,6.56,0,0,,0,0,0,,0,0,0
125,2006,2006-12-24,15,30.202,STL,,WAS,W 37-31,*,12,4,54,13.50,0,33.3%,4.50,0,0,,0,0,0,,0,0,0
126,2006,2006-12-31,16,30.209,STL,@,MIN,W 41-21,*,13,9,90,10.00,0,69.2%,6.92,0,0,,0,0,0,,0,0,0
127,2007,2007-09-09,1,31.096,STL,,CAR,L 13-27,*,10,8,73,9.13,1,80.0%,7.30,0,0,,0,0,0,,0,1,6
128,2007,2007-09-16,2,31.103,STL,,SFO,L 16-17,*,6,5,74,14.80,1,83.3%,12.33,0,0,,0,0,0,,0,1,6
129,2007,2007-09-23,3,31.110,STL,@,TAM,L 3-24,*,6,5,63,12.60,0,83.3%,10.50,0,0,,0,0,0,,0,0,0
130,2007,2007-09-30,4,31.117,STL,@,DAL,L 7-35,*,12,5,52,10.40,0,41.7%,4.33,0,0,,0,0,0,,0,0,0
131,2007,2007-10-07,5,31.124,STL,,ARI,L 31-34,*,9,5,89,17.80,1,55.6%,9.89,0,0,,0,0,0,,0,1,6
132,2007,2007-10-14,6,31.131,STL,@,BAL,L 3-22,*,8,4,33,8.25,0,50.0%,4.13,0,0,,0,0,0,,0,0,0
133,2007,2007-10-21,7,31.138,STL,@,SEA,L 6-33,*,15,8,82,10.25,0,53.3%,5.47,0,0,,0,0,0,,0,0,0
134,2007,2007-10-28,8,31.145,STL,,CLE,L 20-27,*,7,6,110,18.33,1,85.7%,15.71,0,0,,0,0,0,,0,1,6
135,2007,2007-11-11,9,31.159,STL,@,NOR,W 37-29,*,10,8,124,15.50,0,80.0%,12.40,0,0,,0,0,0,,0,0,0
136,2007,2007-11-18,10,31.166,STL,@,SFO,W 13-9,*,9,7,55,7.86,1,77.8%,6.11,0,0,,0,0,0,,0,1,6
137,2007,2007-11-25,11,31.173,STL,,SEA,L 19-24,*,12,5,54,10.80,0,41.7%,4.50,0,0,,0,0,0,,0,0,0
138,2007,2007-12-02,12,31.180,STL,,ATL,W 28-16,*,9,6,135,22.50,1,66.7%,15.00,0,0,,0,0,0,,0,1,6
139,2007,2007-12-09,13,31.187,STL,@,CIN,L 10-19,*,10,8,90,11.25,0,80.0%,9.00,0,0,,0,0,0,,0,0,0
140,2007,2007-12-16,14,31.194,STL,,GNB,L 14-33,*,6,3,21,7.00,1,50.0%,3.50,0,0,,0,0,0,,0,1,6
141,2007,2007-12-20,15,31.198,STL,,PIT,L 24-41,*,10,3,41,13.67,0,30.0%,4.10,0,0,,0,0,0,,0,0,0
142,2007,2007-12-30,16,31.208,STL,@,ARI,L 19-48,*,10,7,93,13.29,0,70.0%,9.30,0,0,,0,0,0,,0,0,0
143,2008,2008-09-07,1,32.094,STL,@,PHI,L 3-38,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0
144,2008,2008-09-14,2,32.101,STL,,NYG,L 13-41,*,7,6,76,12.67,1,85.7%,10.86,0,0,,0,0,0,,0,1,6
145,2008,2008-09-21,3,32.108,STL,@,SEA,L 13-37,*,8,4,37,9.25,0,50.0%,4.63,0,0,,0,0,0,,0,0,0
146,2008,2008-09-28,4,32.115,STL,,BUF,L 14-31,*,7,4,65,16.25,0,57.1%,9.29,0,0,,0,0,0,,0,0,0
147,2008,2008-10-12,5,32.129,STL,@,WAS,W 19-17,,11,5,23,4.60,0,45.5%,2.09,0,0,,0,0,0,,0,0,0
148,2008,2008-10-19,6,32.136,STL,,DAL,W 34-14,*,5,3,51,17.00,0,60.0%,10.20,0,0,,0,0,0,,0,0,0
149,2008,2008-10-26,7,32.143,STL,@,NWE,L 16-23,*,7,3,28,9.33,0,42.9%,4.00,0,0,,0,0,0,,0,0,0
150,2008,2008-11-02,8,32.150,STL,,ARI,L 13-34,*,10,6,58,9.67,1,60.0%,5.80,0,0,,0,0,0,,0,1,6
151,2008,2008-11-09,9,32.157,STL,@,NYJ,L 3-47,*,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,0
152,2008,2008-11-16,10,32.164,STL,@,SFO,L 16-35,*,8,5,60,12.00,0,62.5%,7.50,0,0,,0,0,0,,0,0,0
153,2008,2008-11-23,11,32.171,STL,,CHI,L 3-27,*,9,4,84,21.00,0,44.4%,9.33,0,0,,0,0,0,,0,0,0
154,2008,2008-11-30,12,32.178,STL,,MIA,L 12-16,*,8,3,30,10.00,0,37.5%,3.75,0,0,,0,0,0,,0,0,0
155,2008,2008-12-07,13,32.185,STL,@,ARI,L 10-34,*,8,5,61,12.20,0,62.5%,7.63,0,0,,0,0,0,,0,0,0
156,2008,2008-12-14,14,32.192,STL,,SEA,L 20-23,*,5,4,64,16.00,1,80.0%,12.80,0,0,,0,0,0,,0,1,6
157,2008,2008-12-21,15,32.199,STL,,SFO,L 16-17,*,9,4,55,13.75,0,44.4%,6.11,0,0,,0,0,0,,0,0,0
158,2008,2008-12-28,16,32.206,STL,@,ATL,L 27-31,*,10,6,90,15.00,0,60.0%,9.00,0,0,,0,0,0,,0,0,0
159,2009,2009-09-13,1,33.100,JAX,@,IND,L 12-14,*,5,3,47,15.67,0,60.0%,9.40,0,0,,0,0,0,,0,0,0
160,2009,2009-09-20,2,33.107,JAX,,ARI,L 17-31,,11,6,65,10.83,0,54.5%,5.91,0,0,,0,0,0,,0,0,0
161,2009,2009-09-27,3,33.114,JAX,@,HOU,W 31-24,*,7,3,57,19.00,0,42.9%,8.14,0,0,,0,0,0,,0,0,0
162,2009,2009-10-04,4,33.121,JAX,,TEN,W 37-17,*,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,0
163,2009,2009-10-11,5,33.128,JAX,@,SEA,L 0-41,*,11,7,95,13.57,0,63.6%,8.64,0,0,,0,0,0,,0,0,0
164,2009,2009-10-18,6,33.135,JAX,,STL,W 23-20,*,8,5,101,20.20,0,62.5%,12.63,0,0,,0,0,0,,0,0,0
165,2009,2009-11-01,7,33.149,JAX,@,TEN,L 13-30,*,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0
166,2009,2009-11-08,8,33.156,JAX,,KAN,W 24-21,,9,4,37,9.25,0,44.4%,4.11,0,0,,0,0,0,,0,0,0
167,2009,2009-11-15,9,33.163,JAX,@,NYJ,W 24-22,*,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0
168,2009,2009-11-22,10,33.170,JAX,,BUF,W 18-15,,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0,,0,0,0
169,2009,2009-11-29,11,33.177,JAX,@,SFO,L 3-20,*,7,4,50,12.50,0,57.1%,7.14,0,0,,0,0,0,,0,0,0
170,2009,2009-12-06,12,33.184,JAX,,HOU,W 23-18,*,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0
171,2009,2009-12-13,13,33.191,JAX,,MIA,L 10-14,*,3,2,71,35.50,0,66.7%,23.67,0,0,,0,0,0,,0,0,0
172,2009,2009-12-17,14,33.195,JAX,,IND,L 31-35,*,8,3,38,12.67,0,37.5%,4.75,0,0,,0,0,0,,0,0,0
173,2009,2009-12-27,15,33.205,JAX,@,NWE,L 7-35,*,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0
