ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
15,2009,2009-11-08,8,24.141,GNB,@,TAM,L 28-38,,,,,,,,,0,,,,,,,,,,,,
16,2009,2009-11-15,9,24.148,GNB,,DAL,W 17-7,,,,,,,,,0,,,,,,,,,,,,
17,2009,2009-11-22,10,24.155,GNB,,SFO,W 30-24,,,,,,,,,0,,,,,,,,,,,,
18,2009,2009-11-26,11,24.159,GNB,@,DET,W 34-12,,,,,,,,,0,,,,,,,,,,,,
19,2009,2009-12-07,12,24.170,GNB,,BAL,W 27-14,,,,,,,,,0,,,,,,,,,,,,
20,2009,2009-12-13,13,24.176,GNB,@,CHI,W 21-14,,,,,,,,,0,,,,,,,,,,,,
21,2009,2009-12-27,15,24.190,GNB,,SEA,W 48-10,,4,6,66.67,36,0,0,82.6,0,0,6.00,6.00,2,-2,-1.00,0,0,0,0.0,0,0
22,2009,2010-01-03,16,24.197,GNB,@,ARI,W 33-7,,1,3,33.33,7,0,1,2.8,1,6,2.33,-12.67,3,-3,-1.00,0,0,0,0.0,0,0
23,2010,2010-10-24,7,25.126,GNB,,MIN,W 28-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,0,0
24,2010,2010-11-07,9,25.140,GNB,,DAL,W 45-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,0,0
25,2010,2010-11-21,10,25.154,GNB,@,MIN,W 31-3,,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,1,5,5.00,0,0,0,0.0,0,0
26,2010,2010-12-05,12,25.168,GNB,,SFO,W 34-16,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0,0.0,0,0
27,2010,2010-12-12,13,25.175,GNB,@,DET,L 3-7,,15,26,57.69,177,0,1,62.5,2,13,6.81,5.08,3,10,3.33,0,0,0,0.0,0,0
28,2010,2010-12-19,14,25.182,GNB,@,NWE,L 27-31,*,24,37,64.86,251,3,1,100.2,5,25,6.78,7.19,3,13,4.33,0,0,0,0.0,0,0
29,2010,2010-12-26,15,25.189,GNB,,NYG,W 45-17,,,,,,,,,0,,,,,,,,,,,,
30,2011,2011-10-02,4,26.104,GNB,,DEN,W 49-23,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,-2,-1.00,0,0,0,0.0,0,0
31,2011,2011-11-14,9,26.147,GNB,,MIN,W 45-7,,2,2,100.00,38,0,0,118.7,0,0,19.00,19.00,4,0,0.00,1,1,6,0.0,0,0
32,2011,2011-12-11,13,26.174,GNB,,OAK,W 46-16,,0,2,0.00,0,0,0,39.6,1,6,0.00,0.00,3,-2,-0.67,0,0,0,0.0,0,0
33,2011,2011-12-25,15,26.188,GNB,,CHI,W 35-21,,0,0,,0,0,0,,1,1,,,2,-2,-1.00,0,0,0,0.0,0,0
34,2011,2012-01-01,16,26.195,GNB,,DET,W 45-41,*,31,44,70.45,480,6,1,136.4,3,11,10.91,12.61,2,0,0.00,0,0,0,0.0,0,0
35,2012,2012-12-09,13,27.172,SEA,,ARI,W 58-0,,5,9,55.56,68,0,0,79.9,0,0,7.56,7.56,1,-2,-2.00,0,0,0,0.0,0,0
36,2012,2012-12-16,14,27.179,SEA,@,BUF,W 50-17,,,,,,,,,,,,,,,,,,,,,
37,2012,2012-12-23,15,27.186,SEA,,SFO,W 42-13,,0,0,,0,0,0,,0,0,,,3,-3,-1.00,0,0,0,0.0,0,0
38,2013,2013-09-23,3,28.095,OAK,@,DEN,L 21-37,,1,2,50.00,19,0,0,83.3,0,0,9.50,9.50,0,0,,0,0,0,0.0,0,0
39,2013,2013-09-29,4,28.101,OAK,,WAS,L 14-24,*,21,32,65.63,227,1,1,83.7,7,33,7.09,6.31,3,4,1.33,0,0,0,0.0,0,0
40,2013,2013-11-24,11,28.157,GNB,,MIN,T 26-26,,21,36,58.33,218,1,0,85.2,0,0,6.06,6.61,4,24,6.00,0,0,0,0.0,0,0
41,2013,2013-11-28,12,28.161,GNB,@,DET,L 10-40,*,10,20,50.00,139,0,1,51.9,7,37,6.95,4.70,2,4,2.00,0,0,0,0.0,1,0
42,2013,2013-12-08,13,28.171,GNB,,ATL,W 22-21,*,24,32,75.00,258,1,1,95.6,5,36,8.06,7.28,6,28,4.67,0,0,0,0.0,0,0
43,2013,2013-12-15,14,28.178,GNB,@,DAL,W 37-36,*,26,39,66.67,299,4,1,113.1,2,16,7.67,8.56,3,-3,-1.00,0,0,0,0.0,0,0
44,2013,2013-12-22,15,28.185,GNB,,PIT,L 31-38,*,21,39,53.85,232,1,1,69.6,3,13,5.95,5.31,2,8,4.00,0,0,0,0.0,0,0
45,2014,2014-10-02,5,29.104,GNB,,MIN,W 42-10,,3,5,60.00,22,0,1,30.8,0,0,4.40,-4.60,1,-1,-1.00,0,0,0,0.0,0,0
46,2014,2014-10-19,7,29.121,GNB,,CAR,W 38-17,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-3,-1.00,0,0,0,0.0,0,0
47,2014,2014-10-26,8,29.128,GNB,@,NOR,L 23-44,,1,1,100.00,8,0,0,100.0,1,5,8.00,8.00,0,0,,0,0,0,0.0,1,0
48,2014,2014-11-09,9,29.142,GNB,,CHI,W 55-14,,1,5,20.00,4,0,0,39.6,0,0,0.80,0.80,0,0,,0,0,0,0.0,0,0
49,2014,2014-11-16,10,29.149,GNB,,PHI,W 53-20,,2,2,100.00,26,0,0,118.7,0,0,13.00,13.00,3,-3,-1.00,0,0,0,0.0,0,0
50,2014,2014-12-21,15,29.184,GNB,@,TAM,W 20-3,,0,0,,0,0,0,,0,0,,,3,-3,-1.00,0,0,0,0.0,0,0
51,2014,2014-12-28,16,29.191,GNB,,DET,W 30-20,,1,1,100.00,6,0,0,91.7,1,7,6.00,6.00,0,0,,0,0,0,0.0,0,0
