ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
54,1994,1994-10-17,6,28.109,KAN,@,DEN,W 31-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,184,46.00,0
55,1994,1994-10-23,7,28.115,KAN,,SEA,W 38-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,77,38.50,0
56,1994,1994-10-30,8,28.122,KAN,@,BUF,L 10-44,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,206,41.20,0
57,1994,1994-11-06,9,28.129,KAN,,RAI,W 13-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,9,373,41.44,0
58,1994,1994-11-13,10,28.136,KAN,,SDG,L 13-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,11,460,41.82,0
59,1994,1994-11-20,11,28.143,KAN,,CLE,W 20-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,9,370,41.11,0
60,1994,1994-11-27,12,28.150,KAN,@,SEA,L 9-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,276,39.43,0
61,1994,1994-12-04,13,28.157,KAN,,DEN,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,295,42.14,0
62,1994,1994-12-12,14,28.165,KAN,@,MIA,L 28-45,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,136,45.33,0
63,1994,1994-12-18,15,28.171,KAN,,HOU,W 31-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,221,44.20,0
64,1994,1994-12-24,16,28.177,KAN,@,RAI,W 19-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,146,36.50,0
65,1995,1995-09-03,1,29.065,KAN,@,SEA,W 34-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,194,38.80,0
66,1995,1995-09-10,2,29.072,KAN,,NYG,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,301,50.17,0
67,1995,1995-09-17,3,29.079,KAN,,OAK,W 23-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,377,47.13,0
68,1995,1995-09-24,4,29.086,KAN,@,CLE,L 17-35,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,311,44.43,0
69,1995,1995-10-01,5,29.093,KAN,@,ARI,W 24-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,278,55.60,0
70,1995,1995-10-09,6,29.101,KAN,,SDG,W 29-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,184,46.00,0
71,1995,1995-10-15,7,29.107,KAN,,NWE,W 31-26,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,9,377,41.89,0
72,1995,1995-10-22,8,29.114,KAN,@,DEN,W 21-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,236,47.20,0
73,1995,1995-11-05,9,29.128,KAN,,WAS,W 24-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,263,37.57,0
74,1995,1995-11-12,10,29.135,KAN,@,SDG,W 22-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,216,43.20,0
75,1995,1995-11-19,11,29.142,KAN,,HOU,W 20-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,312,44.57,0
76,1995,1995-11-23,12,29.146,KAN,@,DAL,L 12-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,114,38.00,0
77,1995,1995-12-03,13,29.156,KAN,@,OAK,W 29-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,270,45.00,0
78,1995,1995-12-11,14,29.164,KAN,@,MIA,L 6-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,187,46.75,0
79,1995,1995-12-17,15,29.170,KAN,,DEN,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,226,37.67,0
80,1995,1995-12-24,16,29.177,KAN,,SEA,W 26-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,144,36.00,0
81,1996,1996-09-01,1,30.063,KAN,@,HOU,W 20-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,142,28.40,0
82,1996,1996-09-08,2,30.070,KAN,,OAK,W 19-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,277,46.17,0
83,1996,1996-09-15,3,30.077,KAN,@,SEA,W 35-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,283,47.17,0
84,1996,1996-09-22,4,30.084,KAN,,DEN,W 17-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,239,39.83,0
85,1996,1996-09-29,5,30.091,KAN,@,SDG,L 19-22,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,266,53.20,0
86,1996,1996-10-07,6,30.099,KAN,,PIT,L 7-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,239,47.80,0
87,1996,1996-10-17,7,30.109,KAN,,SEA,W 34-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,110,36.67,0
88,1996,1996-10-27,8,30.119,KAN,@,DEN,L 7-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,384,48.00,0
89,1996,1996-11-03,9,30.126,KAN,@,MIN,W 21-6,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,298,42.57,0
90,1996,1996-11-10,10,30.133,KAN,,GNB,W 27-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,252,36.00,0
91,1996,1996-11-17,11,30.140,KAN,,CHI,W 14-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,242,40.33,0
92,1996,1996-11-24,12,30.147,KAN,,SDG,L 14-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,160,40.00,0
93,1996,1996-11-28,13,30.151,KAN,@,DET,W 28-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,121,40.33,0
94,1996,1996-12-09,14,30.162,KAN,@,OAK,L 7-26,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,278,39.71,0
95,1996,1996-12-15,15,30.168,KAN,,IND,L 19-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,98,32.67,0
96,1996,1996-12-22,16,30.175,KAN,@,BUF,L 9-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,278,39.71,0
97,1997,1997-08-31,1,31.062,KAN,@,DEN,L 3-19,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,214,42.80,0
98,1997,1997-09-08,2,31.070,KAN,@,OAK,W 28-27,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,255,42.50,0
99,1997,1997-09-14,3,31.076,KAN,,BUF,W 22-16,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,333,47.57,0
100,1997,1997-09-21,4,31.083,KAN,@,CAR,W 35-14,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,8,374,46.75,0
101,1997,1997-09-28,5,31.090,KAN,,SEA,W 20-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,147,36.75,0
102,1997,1997-10-05,6,31.097,KAN,@,MIA,L 14-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,259,43.17,0
103,1997,1997-10-16,7,31.108,KAN,,SDG,W 31-3,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,209,41.80,0
104,1997,1997-10-26,8,31.118,KAN,@,STL,W 28-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,195,48.75,0
105,1997,1997-11-03,9,31.126,KAN,,PIT,W 13-10,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,113,37.67,0
106,1997,1997-11-09,10,31.132,KAN,@,JAX,L 10-24,,1,6,6.00,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,184,46.00,0
107,1997,1997-11-16,11,31.139,KAN,,DEN,W 24-22,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,280,40.00,0
108,1997,1997-11-23,12,31.146,KAN,@,SEA,W 19-14,,0,0,,0,1,1,100.00,35,0,0,118.7,0,0,35.00,35.00,,,,,,,0,0,5,226,45.20,0
109,1997,1997-11-30,13,31.153,KAN,,SFO,W 44-9,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,141,35.25,0
110,1997,1997-12-07,14,31.160,KAN,,OAK,W 30-0,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,2,70,35.00,0
111,1997,1997-12-14,15,31.167,KAN,@,SDG,W 29-7,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,272,38.86,0
112,1997,1997-12-21,16,31.174,KAN,,NOR,W 25-13,,1,5,5.00,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,193,38.60,0
113,1998,1998-09-06,1,32.068,KAN,,OAK,W 28-8,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,230,46.00,0
114,1998,1998-09-13,2,32.075,KAN,@,JAX,L 16-21,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,173,43.25,0
115,1998,1998-09-20,3,32.082,KAN,,SDG,W 23-7,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,333,47.57,0
116,1998,1998-09-27,4,32.089,KAN,@,PHI,W 24-21,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,86,43.00,0
117,1998,1998-10-04,5,32.096,KAN,,SEA,W 17-6,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,285,40.71,0
118,1998,1998-10-11,6,32.103,KAN,@,NWE,L 10-40,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,275,45.83,0
119,1998,1998-10-26,7,32.118,KAN,,PIT,L 13-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,168,42.00,1
120,1998,1998-11-01,8,32.124,KAN,,NYJ,L 17-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,194,38.80,0
121,1998,1998-11-08,9,32.131,KAN,@,SEA,L 12-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,182,45.50,0
122,1998,1998-11-16,10,32.139,KAN,,DEN,L 7-30,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,229,38.17,0
123,1998,1998-11-22,11,32.145,KAN,@,SDG,L 37-38,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,135,45.00,0
124,1998,1998-11-29,12,32.152,KAN,,ARI,W 34-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,168,42.00,0
125,1998,1998-12-06,13,32.159,KAN,@,DEN,L 31-35,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,204,40.80,0
126,1998,1998-12-13,14,32.166,KAN,,DAL,W 20-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,220,44.00,0
127,1998,1998-12-20,15,32.173,KAN,@,NYG,L 7-28,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,141,35.25,0
128,1998,1998-12-26,16,32.179,KAN,@,OAK,W 31-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,203,50.75,0
129,1999,1999-09-19,2,33.081,GNB,@,DET,L 15-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,234,39.00,0
130,1999,1999-09-26,3,33.088,GNB,,MIN,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,131,43.67,0
131,1999,1999-10-10,4,33.102,GNB,,TAM,W 26-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,139,34.75,0
132,1999,1999-10-17,5,33.109,GNB,@,DEN,L 10-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,358,51.14,0
133,1999,1999-10-24,6,33.116,GNB,@,SDG,W 31-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,158,39.50,0
134,1999,1999-11-01,7,33.124,GNB,,SEA,L 7-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,237,39.50,0
135,1999,1999-11-07,8,33.130,GNB,,CHI,L 13-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,198,39.60,0
136,1999,1999-11-14,9,33.137,GNB,@,DAL,L 13-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,252,42.00,0
137,1999,1999-11-21,10,33.144,GNB,,DET,W 26-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,116,38.67,0
138,1999,1999-11-29,11,33.152,GNB,@,SFO,W 20-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,232,38.67,0
139,1999,1999-12-05,12,33.158,GNB,@,CHI,W 35-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,174,29.00,0
140,1999,1999-12-12,13,33.165,GNB,,CAR,L 31-33,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,118,39.33,0
141,1999,1999-12-20,14,33.173,GNB,@,MIN,L 20-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,300,42.86,0
142,1999,1999-12-26,15,33.179,GNB,@,TAM,L 10-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,216,36.00,0
143,1999,2000-01-02,16,33.186,GNB,,ARI,W 49-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,91,30.33,0
144,2000,2000-10-22,8,34.114,CHI,@,PHI,L 9-13,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,295,42.14,0
145,2000,2000-11-05,9,34.128,CHI,,IND,W 27-24,,0,0,,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,,,,,,,0,0,3,111,37.00,0
146,2000,2000-11-12,10,34.135,CHI,@,BUF,L 3-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,282,40.29,0
147,2000,2000-11-19,11,34.142,CHI,,TAM,W 13-10,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,167,33.40,0
148,2000,2000-11-26,12,34.149,CHI,@,NYJ,L 10-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,176,35.20,0
149,2000,2000-12-03,13,34.156,CHI,,GNB,L 6-28,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,227,37.83,0
150,2000,2000-12-10,14,34.163,CHI,,NWE,W 24-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,177,35.40,0
151,2000,2000-12-17,15,34.170,CHI,@,SFO,L 0-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,9,394,43.78,0
152,2000,2000-12-24,16,34.177,CHI,@,DET,W 23-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,188,37.60,0
