ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
87,1991,1991-11-17,12,27.138,MIN,@,GNB,W 35-21,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
88,1991,1991-11-24,13,27.145,MIN,,DET,L 14-34,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
89,1991,1991-12-08,14,27.159,MIN,@,TAM,W 26-24,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
90,1991,1991-12-15,15,27.166,MIN,,RAM,W 20-14,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
91,1991,1991-12-21,16,27.172,MIN,,GNB,L 7-27,,2,18,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
92,1992,1992-09-06,1,28.066,MIN,@,GNB,W 23-20,12,5,57,11.40,2,41.7%,4.75,0,0,,0,0,0,,0,0,0,,0,,,,2,12
93,1992,1992-09-13,2,28.073,MIN,@,DET,L 17-31,6,4,47,11.75,0,66.7%,7.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0
94,1992,1992-09-20,3,28.080,MIN,,TAM,W 26-20,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0
95,1992,1992-09-27,4,28.087,MIN,@,CIN,W 42-7,6,2,65,32.50,1,33.3%,10.83,0,0,,0,0,0,,0,0,0,,0,,,,1,6
96,1992,1992-10-04,5,28.094,MIN,,CHI,W 21-20,3,2,10,5.00,0,66.7%,3.33,0,0,,0,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,0,0
97,1992,1992-10-15,6,28.105,MIN,,DET,W 31-14,2,1,43,43.00,1,50.0%,21.50,1,1,1.00,0,0,0,,0,0,0,,0,,,,1,6
98,1992,1992-11-29,12,28.150,MIN,@,RAM,W 31-17,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0
99,1992,1992-12-06,13,28.157,MIN,@,PHI,L 17-28,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0
100,1992,1992-12-13,14,28.164,MIN,,SFO,L 17-20,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0
101,1993,1993-09-12,2,29.072,KAN,@,HOU,L 0-30,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
102,1993,1993-09-20,3,29.080,KAN,,DEN,W 15-7,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
103,1993,1993-10-03,4,29.093,KAN,,RAI,W 24-9,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
104,1993,1993-10-10,5,29.100,KAN,,CIN,W 17-15,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
105,1993,1993-10-17,6,29.107,KAN,@,SDG,W 17-14,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
106,1993,1993-10-31,7,29.121,KAN,@,MIA,L 10-30,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
107,1993,1993-11-08,8,29.129,KAN,,GNB,W 23-16,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
108,1993,1993-11-14,9,29.135,KAN,@,RAI,W 31-20,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
