ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
29,1989,1989-09-10,1,24.310,CHI,,CIN,W 17-14,,1,21,21.00,0,,,0,0,,0,0,0
30,1989,1989-09-17,2,24.317,CHI,,MIN,W 38-7,,1,15,15.00,0,,,0,0,,0,0,0
31,1989,1989-09-24,3,24.324,CHI,@,DET,W 47-27,,2,49,24.50,0,,,0,0,,0,0,0
32,1989,1989-10-02,4,24.332,CHI,,PHI,W 27-13,,1,19,19.00,0,,,0,0,,0,0,0
33,1989,1989-10-08,5,24.338,CHI,@,TAM,L 35-42,,3,54,18.00,0,,,0,0,,0,0,0
34,1989,1989-10-15,6,24.345,CHI,,HOU,L 28-33,,2,23,11.50,0,,,0,0,,0,0,0
35,1989,1989-10-23,7,24.353,CHI,@,CLE,L 7-27,,0,0,,0,,,0,0,,0,0,
36,1989,1989-10-29,8,24.359,CHI,,RAM,W 20-10,,2,11,5.50,0,,,0,0,,0,0,0
37,1989,1989-11-05,9,25.001,CHI,@,GNB,L 13-14,,1,9,9.00,0,,,0,0,,0,0,0
38,1989,1989-11-12,10,25.008,CHI,@,PIT,W 20-0,,2,37,18.50,0,,,0,0,,0,0,0
39,1989,1989-11-19,11,25.015,CHI,,TAM,L 31-32,,3,96,32.00,1,,,1,-14,-14.00,0,1,6
40,1989,1989-11-26,12,25.022,CHI,@,WAS,L 14-38,,2,26,13.00,0,,,0,0,,0,0,0
41,1989,1989-12-03,13,25.029,CHI,@,MIN,L 16-27,,2,50,25.00,0,,,0,0,,0,0,0
42,1989,1989-12-10,14,25.036,CHI,,DET,L 17-27,,5,40,8.00,0,,,0,0,,0,0,0
43,1989,1989-12-17,15,25.043,CHI,,GNB,L 28-40,,0,0,,0,,,0,0,,0,0,
44,1989,1989-12-24,16,25.050,CHI,@,SFO,L 0-26,,3,36,12.00,0,,,0,0,,0,0,0
45,1990,1990-09-09,1,25.309,CHI,,SEA,W 17-0,,4,35,8.75,0,,,0,0,,0,0,0
46,1990,1990-09-16,2,25.316,CHI,@,GNB,W 31-13,,1,40,40.00,1,,,0,0,,0,1,6
47,1990,1990-09-23,3,25.323,CHI,,MIN,W 19-16,,1,2,2.00,0,,,0,0,,0,0,0
48,1990,1990-09-30,4,25.330,CHI,@,RAI,L 10-24,,1,8,8.00,0,,,1,16,16.00,0,0,0
49,1990,1990-10-07,5,25.337,CHI,,GNB,W 27-13,,1,6,6.00,0,,,0,0,,0,0,0
50,1990,1990-10-14,6,25.344,CHI,,RAM,W 38-9,,3,36,12.00,1,,,0,0,,0,1,6
51,1990,1990-10-28,7,25.358,CHI,@,PHO,W 31-21,,3,93,31.00,1,,,1,10,10.00,0,1,6
52,1990,1990-11-04,8,26.000,CHI,@,TAM,W 26-6,,1,38,38.00,0,,,0,0,,0,0,0
53,1990,1990-11-11,9,26.007,CHI,,ATL,W 30-24,,2,15,7.50,0,,,0,0,,0,0,0
54,1990,1990-11-18,10,26.014,CHI,@,DEN,W 16-13,,2,42,21.00,0,,,0,0,,0,0,0
55,1990,1990-11-25,11,26.021,CHI,@,MIN,L 13-41,,1,16,16.00,0,,,0,0,,0,0,0
56,1990,1990-12-02,12,26.028,CHI,,DET,W 23-17,,5,39,7.80,0,,,0,0,,0,0,0
57,1990,1990-12-16,14,26.042,CHI,@,DET,L 21-38,,4,46,11.50,0,,,0,0,,0,0,0
58,1990,1990-12-23,15,26.049,CHI,,TAM,W 27-14,,1,17,17.00,0,,,0,0,,0,0,0
59,1990,1990-12-29,16,26.055,CHI,,KAN,L 10-21,,1,4,4.00,0,,,0,0,,0,0,0
60,1991,1991-09-29,5,26.329,CHI,@,BUF,L 20-35,,2,34,17.00,0,,,0,0,,0,0,0
61,1991,1991-10-06,6,26.336,CHI,,WAS,L 7-20,,5,106,21.20,0,,,0,0,,0,0,0
62,1991,1991-10-17,7,26.347,CHI,@,GNB,W 10-0,,1,7,7.00,0,,,0,0,,0,0,0
63,1992,1992-09-06,1,27.307,CHI,,DET,W 27-24,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0
64,1992,1992-09-13,2,27.314,CHI,@,NOR,L 6-28,6,2,31,15.50,0,33.3%,5.17,0,0,,0,0,0
65,1992,1992-09-21,3,27.322,CHI,,NYG,L 14-27,1,0,0,,0,0.0%,0.00,,,,,,
66,1992,1992-09-27,4,27.328,CHI,,ATL,W 41-31,,0,0,,0,0.0%,,,,,,,
