ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
33,1996,1996-12-01,13,26.180,SEA,@,DEN,L 7-34,,0,0,0,,0,0.0%,,4,85,21.25,0,0,0,,0
34,1996,1996-12-08,14,26.187,SEA,,BUF,W 26-18,,0,0,0,,0,0.0%,,3,67,22.33,0,2,15,7.50,0
35,1996,1996-12-15,15,26.194,SEA,@,JAX,L 13-20,,0,0,0,,0,0.0%,,2,38,19.00,0,0,0,,0
36,1997,1997-08-31,1,27.088,SEA,,NYJ,L 3-41,,0,0,0,,0,0.0%,,0,0,,0,2,7,3.50,0
37,1997,1997-09-07,2,27.095,SEA,,DEN,L 14-35,,,0,0,,0,0.0%,,0,0,,0,0,0,,0
38,1997,1997-09-14,3,27.102,SEA,@,IND,W 31-3,,4,2,38,19.00,0,50.0%,9.50,0,0,,0,4,35,8.75,0
39,1997,1997-10-19,7,27.137,SEA,@,STL,W 17-9,,1,1,34,34.00,0,100.0%,34.00,1,17,17.00,0,4,35,8.75,0
40,1997,1997-10-26,8,27.144,SEA,,OAK,W 45-34,,0,0,0,,0,0.0%,,7,165,23.57,0,3,36,12.00,0
41,1997,1997-11-02,9,27.151,SEA,@,DEN,L 27-30,,0,0,0,,0,0.0%,,2,33,16.50,0,3,5,1.67,0
42,1997,1997-11-09,10,27.158,SEA,@,SDG,W 37-31,,0,0,0,,0,0.0%,,3,81,27.00,0,1,9,9.00,0
43,1997,1997-11-16,11,27.165,SEA,@,NOR,L 17-20,,0,0,0,,0,0.0%,,1,22,22.00,0,2,6,3.00,0
44,1997,1997-11-23,12,27.172,SEA,,KAN,L 14-19,,0,0,0,,0,0.0%,,0,0,,0,2,11,5.50,0
45,1997,1997-11-30,13,27.179,SEA,,ATL,L 17-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0
46,1997,1997-12-07,14,27.186,SEA,@,BAL,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0
47,1997,1997-12-14,15,27.193,SEA,@,OAK,W 22-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0
48,1997,1997-12-21,16,27.200,SEA,,SFO,W 38-9,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0
49,1998,1998-10-11,6,28.129,SEA,,DEN,L 16-21,,,,,,,0.0%,,,,,,,,,
50,1998,1998-11-01,8,28.150,SEA,,OAK,L 18-31,,0,0,0,,0,0.0%,,0,0,,0,1,-5,-5.00,0
51,1998,1998-11-15,10,28.164,ATL,,SFO,W 31-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0
52,1998,1998-11-22,11,28.171,ATL,,CHI,W 20-13,,0,0,0,,0,0.0%,,1,16,16.00,0,1,-1,-1.00,0
53,1998,1998-12-06,13,28.185,ATL,,IND,W 28-21,,,,,,,0.0%,,,,,,,,,
54,1998,1998-12-13,14,28.192,ATL,@,NOR,W 27-17,,,,,,,0.0%,,,,,,,,,
55,1998,1998-12-20,15,28.199,ATL,@,DET,W 24-17,,1,,,,,0.0%,,,,,,,,,
56,1998,1998-12-27,16,28.206,ATL,,MIA,W 38-16,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0
57,1999,1999-09-12,1,29.100,ATL,,MIN,L 14-17,,4,3,63,21.00,0,75.0%,15.75,0,0,,0,0,0,,0
58,1999,1999-09-20,2,29.108,ATL,@,DAL,L 7-24,,4,3,46,15.33,0,75.0%,11.50,1,5,5.00,0,0,0,,0
59,1999,1999-09-26,3,29.114,ATL,@,STL,L 7-35,,2,,,,,0.0%,,,,,,,,,
60,1999,1999-10-03,4,29.121,ATL,,BAL,L 13-19,,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0,,0
61,1999,1999-10-17,6,29.135,ATL,,STL,L 13-41,,,,,,,0.0%,,,,,,,,,
62,1999,1999-10-25,7,29.143,ATL,@,PIT,L 9-13,,0,,,,,0.0%,,,,,,,,,
63,1999,1999-11-07,9,29.156,ATL,,JAX,L 7-30,,,,,,,0.0%,,,,,,,,,
64,1999,1999-11-21,10,29.170,ATL,@,TAM,L 10-19,,0,,,,,0.0%,,,,,,,,,
65,1999,1999-11-28,11,29.177,ATL,@,CAR,L 28-34,,,,,,,0.0%,,,,,,,,,
66,1999,1999-12-12,13,29.191,ATL,@,SFO,L 7-26,,,,,,,0.0%,,,,,,,,,
67,1999,1999-12-19,14,29.198,ATL,@,TEN,L 17-30,,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0,,0
68,1999,1999-12-26,15,29.205,ATL,,ARI,W 37-14,,0,,,,,0.0%,,,,,,,,,
69,1999,2000-01-03,16,29.213,ATL,,SFO,W 34-29,,,,,,,0.0%,,,,,,,,,
