ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
31,1998,1998-09-06,1,26.075,GNB,,DET,W 38-19,,0,0,0,,0,0.0%,,4,163,40.75,1,1,0,0.00,0,1,6
32,1998,1998-09-13,2,26.082,GNB,,TAM,W 23-15,,0,0,0,,0,0.0%,,1,48,48.00,0,5,26,5.20,0,0,0
33,1998,1998-09-20,3,26.089,GNB,@,CIN,W 13-6,,0,0,0,,0,0.0%,,1,21,21.00,0,3,20,6.67,0,0,0
34,1998,1998-09-27,4,26.096,GNB,@,CAR,W 37-30,,0,0,0,,0,0.0%,,6,167,27.83,0,4,40,10.00,0,0,0
35,1998,1998-10-05,5,26.104,GNB,,MIN,L 24-37,,0,0,0,,0,0.0%,,8,256,32.00,1,0,0,,0,1,6
36,1998,1998-10-15,6,26.114,GNB,@,DET,L 20-27,,0,0,0,,0,0.0%,,3,81,27.00,0,4,26,6.50,0,0,0
37,1998,1998-10-25,7,26.124,GNB,,BAL,W 28-10,,0,0,0,,0,0.0%,,3,56,18.67,0,3,75,25.00,1,1,6
38,1998,1998-11-01,8,26.131,GNB,,SFO,W 36-22,,0,0,0,,0,0.0%,,5,124,24.80,0,4,57,14.25,0,0,0
39,1998,1998-11-09,9,26.139,GNB,@,PIT,L 20-27,,0,0,0,,0,0.0%,,5,89,17.80,0,1,0,0.00,0,0,0
40,1998,1998-11-15,10,26.145,GNB,@,NYG,W 37-3,,0,0,0,,0,0.0%,,2,88,44.00,0,4,36,9.00,0,0,0
41,1998,1998-11-22,11,26.152,GNB,@,MIN,L 14-28,,1,1,13,13.00,0,100.0%,13.00,1,17,17.00,0,2,21,10.50,0,0,0
42,1998,1998-11-29,12,26.159,GNB,,PHI,W 24-16,,0,0,0,,0,0.0%,,3,82,27.33,0,3,16,5.33,0,0,0
43,1998,1998-12-07,13,26.167,GNB,@,TAM,L 22-24,,1,1,10,10.00,0,100.0%,10.00,4,81,20.25,0,1,-10,-10.00,0,0,0
44,1998,1998-12-13,14,26.173,GNB,,CHI,W 26-20,,0,0,0,,0,0.0%,,4,71,17.75,0,3,25,8.33,0,0,0
45,1998,1998-12-20,15,26.180,GNB,,TEN,W 30-22,,0,0,0,,0,0.0%,,3,78,26.00,0,4,41,10.25,0,0,0
46,1998,1998-12-27,16,26.187,GNB,@,CHI,W 16-13,,0,0,0,,0,0.0%,,4,75,18.75,0,2,25,12.50,0,0,0
47,1999,1999-09-19,2,27.088,TEN,,CLE,W 26-9,,0,0,0,,0,0.0%,,3,76,25.33,0,4,29,7.25,0,0,0
48,1999,1999-09-26,3,27.095,TEN,@,JAX,W 20-19,,0,0,0,,0,0.0%,,2,43,21.50,0,4,30,7.50,0,0,0
49,1999,1999-10-03,4,27.102,TEN,@,SFO,L 22-24,,,,,,,0.0%,,,,,,,,,,,
50,1999,1999-10-10,5,27.109,TEN,,BAL,W 14-11,,,,,,,0.0%,,,,,,,,,,,
51,1999,1999-10-17,6,27.116,TEN,@,NOR,W 24-21,,,,,,,0.0%,,,,,,,,,,,
52,1999,1999-10-24,6,27.123,MIA,,PHI,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,0,0
53,1999,1999-12-12,13,27.172,SFO,,ATL,W 26-7,,0,0,0,,0,0.0%,,2,52,26.00,0,1,-1,-1.00,0,0,0
54,1999,1999-12-18,14,27.178,SFO,@,CAR,L 24-41,,0,0,0,,0,0.0%,,6,122,20.33,0,1,1,1.00,0,0,0
55,1999,1999-12-26,15,27.186,SFO,,WAS,L 20-26,,0,0,0,,0,0.0%,,5,64,12.80,0,1,6,6.00,0,0,0
56,1999,2000-01-03,16,27.194,SFO,@,ATL,L 29-34,,0,0,0,,0,0.0%,,3,54,18.00,0,0,0,,0,0,0
