ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists
26,2015,2015-09-13,1,27.006,DAL,,NYG,W 27-26,,0,0,,0,0.0,0,1
27,2015,2015-09-20,2,27.013,DAL,@,PHI,W 20-10,,0,0,,0,0.0,0,1
28,2015,2015-09-27,3,27.020,DAL,,ATL,L 28-39,*,0,0,,0,0.0,0,1
29,2015,2015-10-04,4,27.027,DAL,@,NOR,L 20-26,,0,0,,0,1.0,1,1
30,2015,2015-10-11,5,27.034,DAL,,NWE,L 6-30,,0,0,,0,1.0,1,0
31,2015,2015-10-25,6,27.048,DAL,@,NYG,L 20-27,,0,0,,0,1.0,2,0
32,2015,2015-11-01,7,27.055,DAL,,SEA,L 12-13,,0,0,,0,0.0,0,0
33,2015,2015-11-08,8,27.062,DAL,,PHI,L 27-33,,0,0,,0,0.0,0,0
34,2015,2015-11-15,9,27.069,DAL,@,TAM,L 6-10,,0,0,,0,0.0,0,0
35,2015,2015-11-22,10,27.076,DAL,@,MIA,W 24-14,,0,0,,0,1.0,3,0
36,2015,2015-11-26,11,27.080,DAL,,CAR,L 14-33,,0,0,,0,0.0,1,0
37,2015,2015-12-07,12,27.091,DAL,@,WAS,W 19-16,,0,0,,0,0.0,2,0
38,2015,2015-12-13,13,27.097,DAL,@,GNB,L 7-28,,0,0,,0,0.0,1,0
39,2015,2015-12-19,14,27.103,DAL,,NYJ,L 16-19,,0,0,,0,0.0,0,0
40,2015,2015-12-27,15,27.111,DAL,@,BUF,L 6-16,,0,0,,0,0.0,1,1
41,2015,2016-01-03,16,27.118,DAL,,WAS,L 23-34,,0,0,,0,0.0,2,2
42,2016,2016-09-11,1,28.004,DAL,,NYG,L 19-20,*,0,0,,0,0.0,1,2
43,2016,2016-09-18,2,28.011,DAL,@,WAS,W 27-23,*,0,0,,0,1.0,3,1
44,2016,2016-09-25,3,28.018,DAL,,CHI,W 31-17,*,0,0,,0,0.0,0,0
45,2016,2016-10-02,4,28.025,DAL,@,SFO,W 24-17,*,0,0,,0,0.0,0,1
46,2016,2016-10-09,5,28.032,DAL,,CIN,W 28-14,*,0,0,,0,0.5,1,1
47,2016,2016-10-16,6,28.039,DAL,@,GNB,W 30-16,*,0,0,,0,0.0,0,2
48,2016,2016-10-30,7,28.053,DAL,,PHI,W 29-23,*,0,0,,0,0.0,1,0
49,2016,2016-11-06,8,28.060,DAL,@,CLE,W 35-10,*,0,0,,0,0.0,0,0
50,2016,2016-11-13,9,28.067,DAL,@,PIT,W 35-30,*,0,0,,0,0.0,0,0
51,2016,2016-11-20,10,28.074,DAL,,BAL,W 27-17,*,0,0,,0,1.0,1,0
52,2016,2016-11-24,11,28.078,DAL,,WAS,W 31-26,,0,0,,0,0.0,0,0
53,2016,2016-12-01,12,28.085,DAL,@,MIN,W 17-15,,0,0,,0,0.0,1,0
54,2016,2016-12-11,13,28.095,DAL,@,NYG,L 7-10,,0,0,,0,0.0,1,2
55,2016,2016-12-18,14,28.102,DAL,,TAM,W 26-20,,0,0,,0,0.0,0,0
56,2016,2016-12-26,15,28.110,DAL,,DET,W 42-21,,0,0,,0,0.0,1,3
57,2016,2017-01-01,16,28.116,DAL,@,PHI,L 13-27,*,0,0,,0,1.0,3,0
58,2017,2017-09-10,1,29.003,ATL,@,CHI,W 23-17,,0,0,,0,0.0,0,0
59,2017,2017-09-17,2,29.010,ATL,,GNB,W 34-23,,0,0,,0,0.0,1,1
60,2017,2017-09-24,3,29.017,ATL,@,DET,W 30-26,,0,0,,0,0.0,0,1
61,2017,2017-10-01,4,29.024,ATL,,BUF,L 17-23,,0,0,,0,0.0,2,0
62,2018,2018-09-06,1,29.364,ATL,@,PHI,L 12-18,,0,0,,0,0.0,1,0
63,2018,2018-09-16,2,30.009,ATL,,CAR,W 31-24,,0,0,,0,0.0,0,0
64,2018,2018-09-23,3,30.016,ATL,,NOR,L 37-43,,0,0,,0,0.0,0,1
