ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
18,2004,2004-09-26,3,24.100,SDG,@,DEN,L 13-23,*,5,4,30,7.50,0,80.0%,6.00,,0,0,0.0,,
19,2004,2004-10-03,4,24.107,SDG,,TEN,W 38-17,*,9,7,57,8.14,1,77.8%,6.33,,1,6,0.0,,
20,2004,2004-10-10,5,24.114,SDG,,JAX,W 34-21,*,11,8,93,11.63,2,72.7%,8.45,,2,12,0.0,,
21,2004,2004-10-17,6,24.121,SDG,@,ATL,L 20-21,*,8,6,80,13.33,0,75.0%,10.00,,0,0,0.0,,
22,2004,2004-10-24,7,24.128,SDG,@,CAR,W 17-6,*,8,7,61,8.71,0,87.5%,7.63,,0,0,0.0,,
23,2004,2004-10-31,8,24.135,SDG,,OAK,W 42-14,*,5,5,63,12.60,2,100.0%,12.60,,2,12,0.0,,
24,2004,2004-11-07,9,24.142,SDG,,NOR,W 43-17,*,9,5,56,11.20,3,55.6%,6.22,,3,18,0.0,,
25,2004,2004-11-21,10,24.156,SDG,@,OAK,W 23-17,*,9,8,101,12.63,1,88.9%,11.22,,1,6,0.0,,
26,2004,2004-11-28,11,24.163,SDG,@,KAN,W 34-31,*,11,7,92,13.14,2,63.6%,8.36,,2,12,0.0,,
27,2004,2004-12-05,12,24.170,SDG,,DEN,W 20-17,*,8,3,31,10.33,0,37.5%,3.88,,0,0,0.0,,
28,2004,2004-12-12,13,24.177,SDG,,TAM,W 31-24,*,2,1,17,17.00,0,50.0%,8.50,,0,0,0.0,,
29,2004,2004-12-19,14,24.184,SDG,@,CLE,W 21-0,*,2,1,72,72.00,1,50.0%,36.00,,1,6,0.0,,
30,2004,2004-12-26,15,24.191,SDG,@,IND,L 31-34,*,9,7,49,7.00,1,77.8%,5.44,,1,6,0.0,,
31,2005,2005-09-18,2,25.092,SDG,@,DEN,L 17-20,*,8,6,80,13.33,0,75.0%,10.00,,0,0,0.0,,
32,2005,2005-09-25,3,25.099,SDG,,NYG,W 45-23,*,6,6,92,15.33,1,100.0%,15.33,,1,6,0.0,,
33,2005,2005-10-02,4,25.106,SDG,@,NWE,W 41-17,*,8,6,108,18.00,0,75.0%,13.50,,0,0,0.0,,
34,2005,2005-10-10,5,25.114,SDG,,PIT,L 22-24,*,11,5,61,12.20,1,45.5%,5.55,,1,6,0.0,,
35,2005,2005-10-16,6,25.120,SDG,@,OAK,W 27-14,*,4,2,17,8.50,0,50.0%,4.25,,0,0,0.0,,
36,2005,2005-10-23,7,25.127,SDG,@,PHI,L 17-20,*,12,8,72,9.00,1,66.7%,6.00,,1,6,0.0,,
37,2005,2005-10-30,8,25.134,SDG,,KAN,W 28-20,*,16,10,145,14.50,3,62.5%,9.06,,3,18,0.0,,
38,2005,2005-11-06,9,25.141,SDG,@,NYJ,W 31-26,*,10,8,132,16.50,0,80.0%,13.20,,0,0,0.0,,
39,2005,2005-11-20,10,25.155,SDG,,BUF,W 48-10,*,6,5,77,15.40,1,83.3%,12.83,,1,6,0.0,,
40,2005,2005-11-27,11,25.162,SDG,@,WAS,W 23-17,*,9,3,39,13.00,0,33.3%,4.33,,0,0,0.0,,
41,2005,2005-12-04,12,25.169,SDG,,OAK,W 34-10,*,7,4,51,12.75,1,57.1%,7.29,,1,6,0.0,,
42,2005,2005-12-11,13,25.176,SDG,,MIA,L 21-23,*,16,13,123,9.46,1,81.3%,7.69,,1,6,0.0,,
43,2005,2005-12-18,14,25.183,SDG,@,IND,W 26-17,*,10,6,29,4.83,0,60.0%,2.90,,0,0,0.0,,
44,2005,2005-12-24,15,25.189,SDG,@,KAN,L 7-20,*,8,4,52,13.00,1,50.0%,6.50,,1,6,0.0,,
45,2005,2005-12-31,16,25.196,SDG,,DEN,L 7-23,*,9,3,23,7.67,0,33.3%,2.56,,0,0,0.0,,
46,2006,2006-09-11,1,26.085,SDG,@,OAK,W 27-0,*,2,2,26,13.00,1,100.0%,13.00,,1,6,0.0,,
47,2006,2006-09-17,2,26.091,SDG,,TEN,W 40-7,*,8,4,55,13.75,0,50.0%,6.88,,0,0,0.0,,
48,2006,2006-10-01,3,26.105,SDG,@,BAL,L 13-16,*,8,4,41,10.25,0,50.0%,5.13,,0,0,0.0,,
49,2006,2006-10-08,4,26.112,SDG,,PIT,W 23-13,*,7,3,55,18.33,1,42.9%,7.86,,1,6,0.0,,
50,2006,2006-10-15,5,26.119,SDG,@,SFO,W 48-19,*,7,5,78,15.60,1,71.4%,11.14,,1,6,0.0,,
51,2006,2006-10-22,6,26.126,SDG,@,KAN,L 27-30,*,15,9,63,7.00,1,60.0%,4.20,,1,6,0.0,,
52,2006,2006-10-29,7,26.133,SDG,,STL,W 38-24,*,8,5,66,13.20,0,62.5%,8.25,,0,0,0.0,,
53,2006,2006-11-05,8,26.140,SDG,,CLE,W 32-25,*,5,2,22,11.00,0,40.0%,4.40,,0,0,0.0,,
54,2006,2006-11-12,9,26.147,SDG,@,CIN,W 49-41,*,5,5,69,13.80,0,100.0%,13.80,,0,0,0.0,,
55,2006,2006-11-19,10,26.154,SDG,@,DEN,W 35-27,*,6,5,48,9.60,0,83.3%,8.00,,0,0,0.0,,
56,2006,2006-11-26,11,26.161,SDG,,OAK,W 21-14,*,12,6,81,13.50,1,50.0%,6.75,,1,6,0.0,,
57,2006,2006-12-03,12,26.168,SDG,@,BUF,W 24-21,*,9,7,90,12.86,1,77.8%,10.00,,1,6,0.0,,
58,2006,2006-12-10,13,26.175,SDG,,DEN,W 48-20,*,11,7,104,14.86,2,63.6%,9.45,,2,12,0.0,,
59,2006,2006-12-17,14,26.182,SDG,,KAN,W 20-9,*,5,1,7,7.00,0,20.0%,1.40,,0,0,0.0,,
60,2006,2006-12-24,15,26.189,SDG,@,SEA,W 20-17,*,6,2,63,31.50,0,33.3%,10.50,,0,0,0.0,,
61,2006,2006-12-31,16,26.196,SDG,,ARI,W 27-20,*,6,4,56,14.00,1,66.7%,9.33,,1,6,0.0,,
62,2007,2007-09-09,1,27.083,SDG,,CHI,W 14-3,*,12,9,107,11.89,1,75.0%,8.92,,1,6,0.0,,
63,2007,2007-09-16,2,27.090,SDG,@,NWE,L 14-38,*,8,7,77,11.00,1,87.5%,9.63,,1,6,0.0,,
64,2007,2007-09-23,3,27.097,SDG,@,GNB,L 24-31,*,13,11,113,10.27,0,84.6%,8.69,,0,0,0.0,,
65,2007,2007-09-30,4,27.104,SDG,,KAN,L 16-30,*,10,6,79,13.17,0,60.0%,7.90,,0,0,0.0,,
66,2007,2007-10-07,5,27.111,SDG,@,DEN,W 41-3,*,7,7,113,16.14,1,100.0%,16.14,,1,6,0.0,,
67,2007,2007-10-14,6,27.118,SDG,,OAK,W 28-14,*,4,3,58,19.33,0,75.0%,14.50,,0,0,0.0,,
68,2007,2007-10-28,7,27.132,SDG,,HOU,W 35-10,*,3,3,92,30.67,2,100.0%,30.67,,2,12,0.0,,
69,2007,2007-11-04,8,27.139,SDG,@,MIN,L 17-35,*,6,1,10,10.00,0,16.7%,1.67,,0,0,0.0,,
70,2007,2007-11-11,9,27.146,SDG,,IND,W 23-21,*,7,3,26,8.67,0,42.9%,3.71,,0,0,0.0,,
71,2007,2007-11-18,10,27.153,SDG,@,JAX,L 17-24,*,9,4,54,13.50,1,44.4%,6.00,,1,6,0.0,,
72,2007,2007-11-25,11,27.160,SDG,,BAL,W 32-14,*,8,6,105,17.50,2,75.0%,13.13,,2,12,0.0,,
73,2007,2007-12-02,12,27.167,SDG,@,KAN,W 24-10,*,2,1,-1,-1.00,0,50.0%,-0.50,,0,0,0.0,,
74,2007,2007-12-09,13,27.174,SDG,@,TEN,W 23-17,*,10,6,57,9.50,1,60.0%,5.70,,1,6,0.0,,
75,2007,2007-12-16,14,27.181,SDG,,DET,W 51-14,*,4,1,8,8.00,0,25.0%,2.00,,0,0,0.0,,
76,2007,2007-12-24,15,27.189,SDG,,DEN,W 23-3,*,3,1,24,24.00,0,33.3%,8.00,,0,0,0.0,,
77,2007,2007-12-30,16,27.195,SDG,@,OAK,W 30-17,*,11,6,62,10.33,0,54.5%,5.64,,0,0,0.0,,
78,2008,2008-09-07,1,28.081,SDG,,CAR,L 24-26,*,6,4,61,15.25,1,66.7%,10.17,,1,6,0.0,0,0
79,2008,2008-09-14,2,28.088,SDG,@,DEN,L 38-39,*,6,4,61,15.25,0,66.7%,10.17,,0,0,0.0,0,0
80,2008,2008-09-22,3,28.096,SDG,,NYJ,W 48-29,*,4,2,25,12.50,1,50.0%,6.25,,1,6,0.0,0,0
81,2008,2008-09-28,4,28.102,SDG,@,OAK,W 28-18,*,7,5,58,11.60,1,71.4%,8.29,,1,6,0.0,0,0
82,2008,2008-10-05,5,28.109,SDG,@,MIA,L 10-17,*,4,1,12,12.00,0,25.0%,3.00,,0,0,0.0,0,0
83,2008,2008-10-12,6,28.116,SDG,,NWE,W 30-10,*,5,4,35,8.75,1,80.0%,7.00,,1,6,0.0,0,0
84,2008,2008-10-19,7,28.123,SDG,@,BUF,L 14-23,*,7,4,55,13.75,0,57.1%,7.86,,0,0,0.0,0,0
85,2008,2008-10-26,8,28.130,SDG,@,NOR,L 32-37,*,7,6,96,16.00,1,85.7%,13.71,,1,6,0.0,0,0
86,2008,2008-11-09,9,28.144,SDG,,KAN,W 20-19,*,10,8,66,8.25,1,80.0%,6.60,,1,6,0.0,1,0
87,2008,2008-11-16,10,28.151,SDG,@,PIT,L 10-11,*,5,2,10,5.00,0,40.0%,2.00,,0,0,0.0,0,0
88,2008,2008-11-23,11,28.158,SDG,,IND,L 20-23,*,4,3,28,9.33,0,75.0%,7.00,,0,0,0.0,0,0
89,2008,2008-11-30,12,28.165,SDG,,ATL,L 16-22,*,7,3,27,9.00,0,42.9%,3.86,,0,0,0.0,0,0
90,2008,2008-12-04,13,28.169,SDG,,OAK,W 34-7,*,2,,,,,0.0%,,,,,,,
91,2008,2008-12-14,14,28.179,SDG,@,KAN,W 22-21,*,10,7,78,11.14,0,70.0%,7.80,,0,0,0.0,0,0
92,2008,2008-12-21,15,28.186,SDG,@,TAM,W 41-24,*,5,4,43,10.75,2,80.0%,8.60,,2,12,0.0,0,0
93,2008,2008-12-28,16,28.193,SDG,,DEN,W 52-21,*,3,3,49,16.33,0,100.0%,16.33,,0,0,0.0,0,0
94,2009,2009-09-14,1,29.088,SDG,@,OAK,W 24-20,*,9,5,83,16.60,0,55.6%,9.22,,0,0,0.0,0,0
95,2009,2009-09-20,2,29.094,SDG,,BAL,L 26-31,*,7,5,78,15.60,0,71.4%,11.14,,0,0,0.0,0,0
96,2009,2009-09-27,3,29.101,SDG,,MIA,W 23-13,*,7,5,64,12.80,0,71.4%,9.14,,0,0,0.0,0,0
97,2009,2009-10-04,4,29.108,SDG,@,PIT,L 28-38,*,12,9,124,13.78,2,75.0%,10.33,,2,12,0.0,0,0
98,2009,2009-10-19,5,29.123,SDG,,DEN,L 23-34,*,9,5,70,14.00,0,55.6%,7.78,,0,0,0.0,0,0
99,2009,2009-10-25,6,29.129,SDG,@,KAN,W 37-7,*,6,5,55,11.00,0,83.3%,9.17,,0,0,0.0,0,0
100,2009,2009-11-01,7,29.136,SDG,,OAK,W 24-16,*,6,3,49,16.33,0,50.0%,8.17,,0,0,0.0,0,0
101,2009,2009-11-08,8,29.143,SDG,@,NYG,W 21-20,*,8,5,67,13.40,0,62.5%,8.38,,0,0,0.0,0,0
102,2009,2009-11-15,9,29.150,SDG,,PHI,W 31-23,*,8,7,78,11.14,0,87.5%,9.75,,0,0,0.0,0,0
103,2009,2009-11-22,10,29.157,SDG,@,DEN,W 32-3,*,4,3,41,13.67,0,75.0%,10.25,,0,0,0.0,0,0
104,2009,2009-11-29,11,29.164,SDG,,KAN,W 43-14,*,7,7,118,16.86,2,100.0%,16.86,,2,12,0.0,0,0
105,2009,2009-12-06,12,29.171,SDG,@,CLE,W 30-23,*,9,8,167,20.88,0,88.9%,18.56,,0,0,0.0,0,0
106,2009,2009-12-13,13,29.178,SDG,@,DAL,W 20-17,*,5,4,44,11.00,1,80.0%,8.80,,1,6,0.0,0,0
107,2009,2009-12-20,14,29.185,SDG,,CIN,W 27-24,*,8,4,33,8.25,1,50.0%,4.13,,1,6,0.0,1,0
108,2009,2009-12-25,15,29.190,SDG,@,TEN,W 42-17,*,5,3,74,24.67,1,60.0%,14.80,,1,6,0.0,0,0
109,2009,2010-01-03,16,29.199,SDG,,WAS,W 23-20,*,4,1,12,12.00,1,25.0%,3.00,,1,6,0.0,0,0
110,2010,2010-09-13,1,30.087,SDG,@,KAN,L 14-21,*,6,5,76,15.20,1,83.3%,12.67,,1,6,0.0,0,0
111,2010,2010-09-19,2,30.093,SDG,,JAX,W 38-13,*,7,5,57,11.40,2,71.4%,8.14,,2,12,0.0,0,0
112,2010,2010-09-26,3,30.100,SDG,@,SEA,L 20-27,*,13,7,109,15.57,1,53.8%,8.38,,1,6,0.0,0,0
113,2010,2010-10-03,4,30.107,SDG,,ARI,W 41-10,*,7,7,144,20.57,2,100.0%,20.57,,2,12,0.0,0,0
114,2010,2010-10-10,5,30.114,SDG,@,OAK,L 27-35,*,7,5,92,18.40,1,71.4%,13.14,,1,6,0.0,0,0
115,2010,2010-10-17,6,30.121,SDG,@,STL,L 17-20,*,3,2,12,6.00,0,66.7%,4.00,,0,0,0.0,0,0
116,2010,2010-10-24,7,30.128,SDG,,NWE,L 20-23,*,5,4,50,12.50,1,80.0%,10.00,,1,6,0.0,0,0
117,2010,2010-10-31,8,30.135,SDG,,TEN,W 33-25,*,7,5,123,24.60,1,71.4%,17.57,,1,6,0.0,0,0
118,2010,2010-11-28,11,30.163,SDG,@,IND,W 36-14,*,4,4,46,11.50,0,100.0%,11.50,,0,0,0.0,0,0
119,2010,2010-12-05,12,30.170,SDG,,OAK,L 13-28,*,6,6,73,12.17,1,100.0%,12.17,,1,6,0.0,0,0
120,2011,2011-09-11,1,31.085,SDG,,MIN,W 24-17,*,13,8,74,9.25,0,61.5%,5.69,,0,0,0.0,1,0
121,2011,2011-09-18,2,31.092,SDG,@,NWE,L 21-35,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
122,2011,2011-10-23,6,31.127,SDG,@,NYJ,L 21-27,*,7,5,54,10.80,1,71.4%,7.71,,1,6,0.0,0,0
123,2011,2011-10-31,7,31.135,SDG,@,KAN,L 20-23,*,7,4,73,18.25,0,57.1%,10.43,,0,0,0.0,1,0
124,2011,2011-11-06,8,31.141,SDG,,GNB,L 38-45,*,11,8,96,12.00,1,72.7%,8.73,,1,6,0.0,0,0
125,2011,2011-11-10,9,31.145,SDG,,OAK,L 17-24,*,6,5,54,10.80,0,83.3%,9.00,,0,0,0.0,1,0
126,2011,2011-11-20,10,31.155,SDG,@,CHI,L 20-31,*,4,4,63,15.75,1,100.0%,15.75,,1,6,0.0,0,0
127,2011,2011-11-27,11,31.162,SDG,,DEN,L 13-16,*,10,6,49,8.17,1,60.0%,4.90,,1,6,0.0,0,0
128,2011,2011-12-05,12,31.170,SDG,@,JAX,W 38-14,*,7,6,70,11.67,0,85.7%,10.00,,0,0,0.0,0,0
129,2011,2011-12-11,13,31.176,SDG,,BUF,W 37-10,*,9,7,68,9.71,2,77.8%,7.56,,2,12,0.0,0,0
130,2011,2011-12-18,14,31.183,SDG,,BAL,W 34-14,*,2,2,31,15.50,0,100.0%,15.50,,0,0,0.0,0,0
131,2011,2011-12-24,15,31.189,SDG,@,DET,L 10-38,*,6,4,40,10.00,0,66.7%,6.67,,0,0,0.0,0,0
132,2011,2012-01-01,16,31.197,SDG,@,OAK,W 38-26,*,5,5,106,21.20,1,100.0%,21.20,,1,6,0.0,0,0
133,2012,2012-09-10,1,32.084,SDG,@,OAK,W 22-14,*,8,4,43,10.75,0,50.0%,5.38,,0,0,0.0,0,0
134,2012,2012-09-23,3,32.097,SDG,,ATL,L 3-27,*,7,3,22,7.33,0,42.9%,3.14,,0,0,0.0,0,0
135,2012,2012-09-30,4,32.104,SDG,@,KAN,W 37-20,*,3,3,59,19.67,0,100.0%,19.67,,0,0,0.0,0,0
136,2012,2012-10-07,5,32.111,SDG,@,NOR,L 24-31,*,7,3,19,6.33,0,42.9%,2.71,,0,0,0.0,0,0
137,2012,2012-10-15,6,32.119,SDG,,DEN,L 24-35,*,10,6,81,13.50,2,60.0%,8.10,,2,12,0.0,0,0
138,2012,2012-10-28,7,32.132,SDG,@,CLE,L 6-7,*,4,2,14,7.00,0,50.0%,3.50,,0,0,0.0,0,0
139,2012,2012-11-01,8,32.136,SDG,,KAN,W 31-13,*,3,3,43,14.33,1,100.0%,14.33,,1,6,0.0,0,0
140,2012,2012-11-11,9,32.146,SDG,@,TAM,L 24-34,*,5,4,57,14.25,1,80.0%,11.40,,1,6,0.0,0,0
141,2012,2012-11-18,10,32.153,SDG,@,DEN,L 23-30,*,4,2,17,8.50,0,50.0%,4.25,,0,0,0.0,0,0
142,2012,2012-11-25,11,32.160,SDG,,BAL,L 13-16,*,2,2,13,6.50,0,100.0%,6.50,,0,0,0.0,0,0
143,2012,2012-12-02,12,32.167,SDG,,CIN,L 13-20,*,8,6,49,8.17,0,75.0%,6.13,,0,0,0.0,0,0
144,2012,2012-12-09,13,32.174,SDG,@,PIT,W 34-24,*,8,3,31,10.33,0,37.5%,3.88,,0,0,0.0,0,0
145,2012,2012-12-16,14,32.181,SDG,,CAR,L 7-31,*,6,4,31,7.75,1,66.7%,5.17,,1,6,0.0,0,0
146,2012,2012-12-23,15,32.188,SDG,@,NYJ,W 27-17,*,3,2,44,22.00,1,66.7%,14.67,,1,6,0.0,0,0
147,2012,2012-12-30,16,32.195,SDG,,OAK,W 24-21,*,2,2,15,7.50,1,100.0%,7.50,,1,6,0.0,0,0
148,2013,2013-09-09,1,33.083,SDG,,HOU,L 28-31,*,4,2,49,24.50,0,50.0%,12.25,,0,0,0.0,0,0
149,2013,2013-09-15,2,33.089,SDG,@,PHI,W 33-30,*,10,8,124,15.50,0,80.0%,12.40,,0,0,0.0,0,0
150,2013,2013-09-22,3,33.096,SDG,@,TEN,L 17-20,*,7,5,55,11.00,1,71.4%,7.86,,1,6,0.0,0,0
151,2013,2013-09-29,4,33.103,SDG,,DAL,W 30-21,*,10,10,136,13.60,1,100.0%,13.60,,1,6,0.0,0,0
152,2013,2013-10-06,5,33.110,SDG,@,OAK,L 17-27,*,10,7,74,10.57,0,70.0%,7.40,,0,0,0.0,0,0
153,2013,2013-10-14,6,33.118,SDG,,IND,W 19-9,*,8,4,28,7.00,0,50.0%,3.50,,0,0,0.0,0,0
154,2013,2013-10-20,7,33.124,SDG,@,JAX,W 24-6,*,6,6,31,5.17,0,100.0%,5.17,,0,0,0.0,0,0
155,2013,2013-11-03,8,33.138,SDG,@,WAS,L 24-30,*,10,6,53,8.83,0,60.0%,5.30,,0,0,0.0,0,0
156,2013,2013-11-10,9,33.145,SDG,,DEN,L 20-28,*,8,4,62,15.50,0,50.0%,7.75,,0,0,0.0,0,0
157,2013,2013-11-17,10,33.152,SDG,@,MIA,L 16-20,*,7,4,52,13.00,1,57.1%,7.43,,1,6,0.0,0,0
158,2013,2013-11-24,11,33.159,SDG,@,KAN,W 41-38,*,8,3,21,7.00,0,37.5%,2.63,,0,0,0.0,0,0
159,2013,2013-12-01,12,33.166,SDG,,CIN,L 10-17,*,9,5,41,8.20,0,55.6%,4.56,,0,0,0.0,2,0
160,2013,2013-12-08,13,33.173,SDG,,NYG,W 37-14,*,6,4,50,12.50,0,66.7%,8.33,,0,0,0.0,0,0
161,2013,2013-12-12,14,33.177,SDG,@,DEN,W 27-20,*,3,2,23,11.50,0,66.7%,7.67,,0,0,0.0,0,0
162,2013,2013-12-22,15,33.187,SDG,,OAK,W 26-13,,3,3,42,14.00,0,100.0%,14.00,,0,0,0.0,0,0
163,2013,2013-12-29,16,33.194,SDG,,KAN,W 27-24,*,5,4,31,7.75,1,80.0%,6.20,,1,6,0.0,0,0
164,2014,2014-09-08,1,34.082,SDG,@,ARI,L 17-18,*,10,6,81,13.50,0,60.0%,8.10,,0,0,0.0,0,0
165,2014,2014-09-14,2,34.088,SDG,,SEA,W 30-21,*,7,7,96,13.71,3,100.0%,13.71,,3,18,0.0,0,0
166,2014,2014-09-21,3,34.095,SDG,@,BUF,W 22-10,*,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0
167,2014,2014-09-28,4,34.102,SDG,,JAX,W 33-14,*,5,3,30,10.00,0,60.0%,6.00,,0,0,0.0,0,0
168,2014,2014-10-05,5,34.109,SDG,,NYJ,W 31-0,*,6,4,60,15.00,2,66.7%,10.00,,2,12,0.0,0,0
169,2014,2014-10-12,6,34.116,SDG,@,OAK,W 31-28,*,8,3,27,9.00,1,37.5%,3.38,,1,6,0.0,0,0
170,2014,2014-10-19,7,34.123,SDG,,KAN,L 20-23,*,5,3,61,20.33,1,60.0%,12.20,,1,6,0.0,0,0
171,2014,2014-10-23,8,34.127,SDG,@,DEN,L 21-35,*,8,5,54,10.80,2,62.5%,6.75,,2,12,0.0,0,0
172,2014,2014-11-02,9,34.137,SDG,@,MIA,L 0-37,*,5,3,28,9.33,0,60.0%,5.60,,0,0,0.0,0,0
173,2014,2014-11-16,10,34.151,SDG,,OAK,W 13-6,*,3,3,32,10.67,0,100.0%,10.67,,0,0,0.0,0,0
174,2014,2014-11-23,11,34.158,SDG,,STL,W 27-24,*,2,2,14,7.00,0,100.0%,7.00,,0,0,0.0,0,0
175,2014,2014-11-30,12,34.165,SDG,@,BAL,W 34-33,*,8,7,83,11.86,0,87.5%,10.38,,0,0,0.0,0,0
176,2014,2014-12-07,13,34.172,SDG,,NWE,L 14-23,*,8,5,34,6.80,0,62.5%,4.25,,0,0,0.0,0,0
177,2014,2014-12-14,14,34.179,SDG,,DEN,L 10-22,,7,6,54,9.00,1,85.7%,7.71,,1,6,0.0,0,0
178,2014,2014-12-20,15,34.185,SDG,@,SFO,W 38-35,*,9,7,92,13.14,2,77.8%,10.22,,2,12,0.0,0,0
179,2014,2014-12-28,16,34.193,SDG,@,KAN,L 7-19,,6,4,67,16.75,0,66.7%,11.17,,0,0,0.0,0,0
180,2015,2015-10-12,5,35.116,SDG,,PIT,L 20-24,*,11,9,92,10.22,2,81.8%,8.36,,2,12,0.0,0,0
181,2015,2015-10-18,6,35.122,SDG,@,GNB,L 20-27,*,16,9,95,10.56,0,56.3%,5.94,,0,0,0.0,0,0
182,2015,2015-11-01,8,35.136,SDG,@,BAL,L 26-29,,5,4,56,14.00,0,80.0%,11.20,,0,0,0.0,0,0
183,2015,2015-11-09,9,35.144,SDG,,CHI,L 19-22,*,11,6,69,11.50,0,54.5%,6.27,,0,0,0.0,0,0
184,2015,2015-11-22,10,35.157,SDG,,KAN,L 3-33,,3,1,6,6.00,0,33.3%,2.00,,0,0,0.0,0,0
185,2015,2015-11-29,11,35.164,SDG,@,JAX,W 31-25,*,6,4,53,13.25,2,66.7%,8.83,,2,12,0.0,0,0
186,2015,2015-12-06,12,35.171,SDG,,DEN,L 3-17,,9,6,50,8.33,0,66.7%,5.56,,0,0,0.0,0,0
187,2015,2015-12-13,13,35.178,SDG,@,KAN,L 3-10,,8,6,76,12.67,0,75.0%,9.50,,0,0,0.0,0,0
188,2015,2015-12-20,14,35.185,SDG,,MIA,W 30-14,,9,6,88,14.67,0,66.7%,9.78,,0,0,0.0,0,0
189,2015,2015-12-24,15,35.189,SDG,@,OAK,L 20-23,,2,2,11,5.50,0,100.0%,5.50,,0,0,0.0,0,0
190,2015,2016-01-03,16,35.199,SDG,@,DEN,L 20-27,,5,3,34,11.33,1,60.0%,6.80,,1,6,0.0,0,0
191,2016,2016-09-11,1,36.085,SDG,@,KAN,L 27-33,*,4,3,20,6.67,0,75.0%,5.00,,0,0,0.0,0,0
192,2016,2016-09-18,2,36.092,SDG,,JAX,W 38-14,,5,3,15,5.00,1,60.0%,3.00,,1,6,0.0,0,0
193,2016,2016-10-09,5,36.113,SDG,@,OAK,L 31-34,*,5,4,30,7.50,1,80.0%,6.00,,1,6,0.0,0,0
194,2016,2016-10-13,6,36.117,SDG,,DEN,W 21-13,*,6,2,16,8.00,0,33.3%,2.67,,0,0,0.0,0,0
195,2016,2016-10-23,7,36.127,SDG,@,ATL,W 33-30,,10,5,38,7.60,0,50.0%,3.80,,0,0,0.0,0,0
196,2016,2016-10-30,8,36.134,SDG,@,DEN,L 19-27,*,9,4,33,8.25,1,44.4%,3.67,,1,6,0.0,0,0
197,2016,2016-11-06,9,36.141,SDG,,TEN,W 43-35,*,9,5,75,15.00,1,55.6%,8.33,,1,6,0.0,0,0
198,2016,2016-11-13,10,36.148,SDG,,MIA,L 24-31,,9,4,63,15.75,1,44.4%,7.00,,1,6,0.0,0,0
199,2016,2016-11-27,11,36.162,SDG,@,HOU,W 21-13,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
200,2016,2016-12-04,12,36.169,SDG,,TAM,L 21-28,*,4,4,37,9.25,0,100.0%,9.25,,0,0,0.0,0,0
201,2016,2016-12-11,13,36.176,SDG,@,CAR,L 16-28,,9,5,61,12.20,0,55.6%,6.78,,0,0,0.0,0,0
202,2016,2016-12-18,14,36.183,SDG,,OAK,L 16-19,*,2,1,11,11.00,0,50.0%,5.50,,0,0,0.0,0,0
