ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
11,2015,2015-11-30,11,22.007,CLE,,BAL,L 27-33,*,7,27,3.86,0,6,5,23,4.60,0,83.3%,3.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,2015,2015-12-06,12,22.013,CLE,,CIN,L 3-37,,5,2,0.40,0,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,2015,2015-12-13,13,22.020,CLE,,SFO,W 24-10,*,13,78,6.00,0,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,2015,2015-12-20,14,22.027,CLE,@,SEA,L 13-30,*,4,46,11.50,0,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,2015,2015-12-27,15,22.034,CLE,@,KAN,L 13-17,*,8,26,3.25,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,2015,2016-01-03,16,22.041,CLE,,PIT,L 12-28,,4,11,2.75,0,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,2016,2016-09-11,1,22.293,CLE,@,PHI,L 10-29,,3,22,7.33,0,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,2016,2016-09-18,2,22.300,CLE,,BAL,L 20-25,,3,12,4.00,0,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,0,0
19,2016,2016-09-25,3,22.307,CLE,@,MIA,L 24-30,,10,69,6.90,0,7,5,12,2.40,0,71.4%,1.71,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
20,2016,2016-10-02,4,22.314,CLE,@,WAS,L 20-31,,8,45,5.63,0,8,6,31,5.17,0,75.0%,3.88,0,0,,0,0,0,,0,0,,,0,0,,0,1,18,18.00,0,0,0
21,2016,2016-10-09,5,22.321,CLE,,NWE,L 13-33,,4,1,0.25,0,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,20,10.00,0,0,0
22,2016,2016-10-16,6,22.328,CLE,@,TEN,L 26-28,*,4,18,4.50,1,6,4,56,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,,,0,0,,0,2,6,3.00,0,1,6
23,2016,2016-10-23,7,22.335,CLE,@,CIN,L 17-31,,6,15,2.50,0,5,4,18,4.50,0,80.0%,3.60,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,0,0
24,2016,2016-10-30,8,22.342,CLE,,NYJ,L 28-31,,4,29,7.25,0,8,6,87,14.50,0,75.0%,10.88,0,0,,0,0,0,,0,0,,,0,0,,0,2,28,14.00,0,0,0
25,2016,2016-11-06,9,22.349,CLE,,DAL,L 10-35,,5,30,6.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,0,0
26,2016,2016-11-10,10,22.353,CLE,@,BAL,L 7-28,,2,6,3.00,0,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,-2,-1.00,0,0,0
27,2016,2016-11-20,11,22.363,CLE,,PIT,L 9-24,,2,10,5.00,0,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,,,0,0,,0,3,32,10.67,0,0,0
28,2016,2016-11-27,12,23.004,CLE,,NYG,L 13-27,,5,14,2.80,0,5,3,26,8.67,0,60.0%,5.20,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,3,5,1.67,0,0,0
29,2016,2016-12-11,13,23.018,CLE,,CIN,L 10-23,,4,24,6.00,0,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
30,2016,2016-12-18,14,23.025,CLE,@,BUF,L 13-33,,5,31,6.20,0,7,5,62,12.40,0,71.4%,8.86,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,2016,2016-12-24,15,23.031,CLE,,SDG,W 20-17,,7,28,4.00,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
32,2016,2017-01-01,16,23.039,CLE,@,PIT,L 24-27,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
33,2017,2017-09-10,1,23.291,CLE,,PIT,L 18-21,,0,0,,0,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
34,2017,2017-09-17,2,23.298,CLE,@,BAL,L 10-24,,4,21,5.25,0,6,3,59,19.67,0,50.0%,9.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
35,2017,2017-09-24,3,23.305,CLE,@,IND,L 28-31,,2,23,11.50,1,7,6,81,13.50,0,85.7%,11.57,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
36,2017,2017-10-01,4,23.312,CLE,,CIN,L 7-31,,4,13,3.25,1,10,9,47,5.22,0,90.0%,4.70,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
37,2017,2017-10-08,5,23.319,CLE,,NYJ,L 14-17,,6,20,3.33,0,3,3,63,21.00,1,100.0%,21.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
38,2017,2017-10-15,6,23.326,CLE,@,HOU,L 17-33,,5,40,8.00,0,5,3,-1,-0.33,0,60.0%,-0.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
39,2017,2017-10-22,7,23.333,CLE,,TEN,L 9-12,,7,26,3.71,0,7,6,45,7.50,0,85.7%,6.43,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
40,2017,2017-10-29,8,23.340,CLE,,MIN,L 16-33,,6,33,5.50,0,5,4,10,2.50,0,80.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
41,2017,2017-11-12,9,23.354,CLE,@,DET,L 24-38,,10,54,5.40,0,6,6,34,5.67,0,100.0%,5.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
42,2017,2017-11-19,10,23.361,CLE,,JAX,L 7-19,,2,10,5.00,0,6,4,56,14.00,1,66.7%,9.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
43,2017,2017-11-26,11,24.003,CLE,@,CIN,L 16-30,,6,35,5.83,0,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
44,2017,2017-12-03,12,24.010,CLE,@,LAC,L 10-19,,7,2,0.29,0,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,0,0
45,2017,2017-12-10,13,24.017,CLE,,GNB,L 21-27,,6,8,1.33,0,4,4,41,10.25,1,100.0%,10.25,0,0,,0,0,0,,0,0,,,0,0,,0,2,5,2.50,0,1,6
46,2017,2017-12-17,14,24.024,CLE,,BAL,L 10-27,,7,23,3.29,1,7,5,40,8.00,0,71.4%,5.71,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
47,2017,2017-12-24,15,24.031,CLE,@,CHI,L 3-20,,4,20,5.00,0,7,7,81,11.57,0,100.0%,11.57,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
48,2017,2017-12-31,16,24.038,CLE,@,PIT,L 24-28,,6,20,3.33,1,6,6,75,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
49,2018,2018-09-09,1,24.290,CLE,,PIT,T 21-21,,5,17,3.40,0,6,1,8,8.00,0,16.7%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
50,2018,2018-09-16,2,24.297,CLE,@,NOR,L 18-21,*,3,3,1.00,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
51,2018,2018-09-20,3,24.301,CLE,,NYJ,W 21-17,,2,9,4.50,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
