ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
71,1975,1975-11-16,9,27.065,SFO,,CHI,W 31-3,,,,,,,,,,,,,
72,1975,1975-11-23,10,27.072,SFO,@,NOR,W 16-6,,,,,,,,,,,,,
73,1975,1975-11-30,11,27.079,SFO,@,PHI,L 17-27,,,,,,,,,,,,,
74,1975,1975-12-07,12,27.086,SFO,,HOU,L 13-27,,,,,,,,,,,,,
75,1975,1975-12-14,13,27.093,SFO,@,ATL,L 9-31,,,,,,,,,,,,,
76,1975,1975-12-21,14,27.100,SFO,,NYG,L 23-26,,,,,,,,,,,,,
77,1976,1976-09-12,1,28.000,SFO,@,GNB,W 26-14,,,,,,,,,,,,,
78,1976,1976-09-19,2,28.007,SFO,,CHI,L 12-19,,,,,,,,,,,,,
79,1976,1976-09-26,3,28.014,SFO,@,SEA,W 37-21,,,,,,,,,,,,,
80,1976,1976-10-03,4,28.021,SFO,,NYJ,W 17-6,,,,,,,,,,,,,
81,1976,1976-10-11,5,28.029,SFO,@,RAM,W 16-0,,,,,,,,,,,,,
82,1976,1976-10-17,6,28.035,SFO,,NOR,W 33-3,,,,,,,,,,,,,
83,1976,1976-10-23,7,28.041,SFO,,ATL,W 15-0,,,,,,,,,,,,,
84,1976,1976-10-31,8,28.049,SFO,@,STL,L 20-23,,,,,,,,,,,,,
85,1976,1976-11-07,9,28.056,SFO,,WAS,L 21-24,,,,,,,,,,,,,
86,1976,1976-11-14,10,28.063,SFO,@,ATL,L 16-21,,,,,,,,,,,,,
87,1976,1976-11-21,11,28.070,SFO,,RAM,L 3-23,,,,,,,,,,,,,
88,1976,1976-11-29,12,28.078,SFO,,MIN,W 20-16,,,,,,,,,,,,,
89,1976,1976-12-05,13,28.084,SFO,@,SDG,L 7-13,,,,,,,,,,,,,
90,1976,1976-12-12,14,28.091,SFO,@,NOR,W 27-7,,,,,,,,,,,,,
91,1977,1977-09-19,1,29.007,SFO,@,PIT,L 0-27,,,,,,,,,,,,,
92,1977,1977-09-25,2,29.013,SFO,,MIA,L 15-19,,,,,,,,,,,,,
93,1977,1977-10-02,3,29.020,SFO,@,RAM,L 14-34,,,,,,,,,,,,,
94,1977,1977-10-09,4,29.027,SFO,,ATL,L 0-7,,,,,,,,,,,,,
95,1977,1977-10-16,5,29.034,SFO,@,NYG,L 17-20,,,,,,,,,,,,,
96,1977,1977-10-23,6,29.041,SFO,,DET,W 28-7,0,0,,0,0,0,,0,0,0,1,50,0
97,1977,1977-10-30,7,29.048,SFO,,TAM,W 20-10,,,,,,,,,,,,,
98,1977,1977-11-06,8,29.055,SFO,@,ATL,W 10-3,0,0,,0,0,0,,0,0,0,1,18,0
99,1977,1977-11-13,9,29.062,SFO,@,NOR,W 10-7,,,,,,,,,,,,,
100,1978,1978-09-03,1,29.356,DET,,GNB,L 7-13,,,,,,,,,,,,,
101,1978,1978-09-09,2,29.362,DET,@,TAM,W 15-7,,,,,,,,,,,,,
102,1978,1978-09-17,3,30.005,DET,,CHI,L 0-19,,,,,,,,,,,,,
103,1978,1978-09-24,4,30.012,DET,@,SEA,L 16-28,,,,,,,,,,,,,
104,1978,1978-10-01,5,30.019,DET,@,GNB,L 14-35,,,,,,,,,,,,,
105,1978,1978-10-08,6,30.026,DET,,WAS,L 19-21,,,,,,,,,,,,,
106,1978,1978-10-15,7,30.033,DET,@,ATL,L 0-14,,,,,,,,,,,,,
107,1978,1978-10-22,8,30.040,DET,,SDG,W 31-14,,,,,,,,,,,,,
108,1978,1978-10-29,9,30.047,DET,@,CHI,W 21-17,,,,,,,,,,,,,
109,1978,1978-11-05,10,30.054,DET,@,MIN,L 7-17,,,,,,,,,,,,,
110,1978,1978-11-12,11,30.061,DET,,TAM,W 34-23,,,,,,,,,,,,,
111,1978,1978-11-19,12,30.068,DET,@,OAK,L 17-29,,,,,,,,,,,,,
112,1978,1978-11-23,13,30.072,DET,,DEN,W 17-14,,,,,,,,,,,,,
113,1978,1978-12-03,14,30.082,DET,@,STL,L 14-21,,,,,,,,,,,,,
114,1978,1978-12-09,15,30.088,DET,,MIN,W 45-14,,,,,,,,,,,,,
115,1978,1978-12-17,16,30.096,DET,,SFO,W 33-14,,,,,,,,,,,,,
116,1979,1979-09-01,1,30.354,DET,@,TAM,L 16-31,,,,,,,,,,,,,
117,1979,1979-09-09,2,30.362,DET,,WAS,L 24-27,,,,,,,,,,,,,
118,1979,1979-09-16,3,31.004,DET,@,NYJ,L 10-31,,,,,,,,,,,,,
119,1979,1979-09-23,4,31.011,DET,,ATL,W 24-23,,,,,,,,,,,,,
120,1979,1979-09-30,5,31.018,DET,,MIN,L 10-13,,,,,,,,,,,,,
121,1979,1979-10-07,6,31.025,DET,@,NWE,L 17-24,,,,,,,,,,,,,
122,1979,1979-10-14,7,31.032,DET,@,GNB,L 16-24,,,,,,,,,,,,,
123,1980,1980-09-07,1,31.361,NOR,,SFO,L 23-26,,,,,,,,,,,,,
124,1980,1980-09-14,2,32.002,NOR,@,CHI,L 3-22,,,,,,,,,,,,,
125,1980,1980-09-21,3,32.009,NOR,,BUF,L 26-35,,,,,,,,,,,,,
126,1980,1980-09-28,4,32.016,NOR,@,MIA,L 16-21,,,,,,,,,,,,,
127,1980,1980-10-05,5,32.023,NOR,,STL,L 7-40,,,,,,,,,,,,,
128,1980,1980-10-12,6,32.030,NOR,@,DET,L 13-24,,,,,,,,,,,,,
129,1980,1980-10-19,7,32.037,NOR,,ATL,L 14-41,,,,,,,,,,,,,
130,1980,1980-10-26,8,32.044,NOR,@,WAS,L 14-22,,,,,,,,,,,,,
131,1980,1980-11-02,9,32.051,NOR,@,RAM,L 31-45,,,,,,,,,,,,,
132,1980,1980-11-09,10,32.058,NOR,,PHI,L 21-34,,,,,,,,,,,,,
133,1980,1980-11-16,11,32.065,NOR,@,ATL,L 13-31,,,,,,,,,,,,,
134,1980,1980-11-24,12,32.073,NOR,,RAM,L 7-27,,,,,,,,,,,,,
135,1980,1980-11-30,13,32.079,NOR,,MIN,L 20-23,,,,,,,,,,,,,
136,1980,1980-12-07,14,32.086,NOR,@,SFO,L 35-38,,,,,,,,,,,,,
137,1980,1980-12-14,15,32.093,NOR,@,NYJ,W 21-20,,,,,,,,,,,,,
138,1980,1980-12-21,16,32.100,NOR,,NWE,L 27-38,,,,,,,,,,,,,
