ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
54,1970,1970-11-08,8,30.310,WAS,,MIN,L 10-19,,,,,,,,,,,,,,,,,
55,1970,1970-11-15,9,30.317,WAS,@,NYG,L 33-35,0,0,,0,0,0,,0,0,0,,0,0,0,1,10,0
56,1970,1970-11-22,10,30.324,WAS,,DAL,L 21-45,,,,,,,,,,,,,,,,,
57,1970,1970-11-29,11,30.331,WAS,,NYG,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,0,1,3,0
58,1970,1970-12-06,12,30.338,WAS,@,DAL,L 0-34,,,,,,,,,,,,,,,,,
59,1970,1970-12-13,13,30.345,WAS,,PHI,W 24-6,,,,,,,,,,,,,,,,,
60,1970,1970-12-20,14,30.352,WAS,,STL,W 28-27,,,,,,,,,,,,,,,,,
61,1971,1971-09-19,1,31.260,WAS,@,STL,W 24-17,,,,,,,,,,,,,,,,,
62,1971,1971-09-26,2,31.267,WAS,@,NYG,W 30-3,,,,,,,,,,,,,,,,,
63,1971,1971-10-03,3,31.274,WAS,@,DAL,W 20-16,,,,,,,,,,,,,,,,,
64,1971,1971-10-10,4,31.281,WAS,,HOU,W 22-13,,,,,,,,,,,,,,,,,
65,1971,1971-10-17,5,31.288,WAS,,STL,W 20-0,,,,,,,,,,,,,,,,,
66,1971,1971-10-24,6,31.295,WAS,@,KAN,L 20-27,0,0,,0,0,0,,0,0,0,,0,0,0,1,50,0
67,1971,1971-10-31,7,31.302,WAS,,NOR,W 24-14,0,0,,0,0,0,,0,0,0,,0,1,6,1,53,1
68,1971,1971-11-07,8,31.309,WAS,,PHI,T 7-7,,,,,,,,,,,,,,,,,
69,1971,1971-11-14,9,31.316,WAS,@,CHI,L 15-16,,,,,,,,,,,,,,,,,
70,1971,1971-11-21,10,31.323,WAS,,DAL,L 0-13,,,,,,,,,,,,,,,,,
71,1971,1971-11-28,11,31.330,WAS,@,PHI,W 20-13,,,,,,,,,,,,,,,,,
72,1971,1971-12-05,12,31.337,WAS,,NYG,W 23-7,,,,,,,,,,,,,,,,,
73,1971,1971-12-13,13,31.345,WAS,@,RAM,W 38-24,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
74,1971,1971-12-19,14,31.351,WAS,,CLE,L 13-20,,,,,,,,,,,,,,,,,
75,1972,1972-09-18,1,32.260,WAS,@,MIN,W 24-21,,,,,,,,,,,,,,,,,
76,1972,1972-09-24,2,32.266,WAS,,STL,W 24-10,,,,,,,,,,,,,,,,,
77,1972,1972-10-01,3,32.273,WAS,@,NWE,L 23-24,,,,,,,,,,,,,,,,,
78,1972,1972-10-08,4,32.280,WAS,,PHI,W 14-0,,,,,,,,,,,,,,,,,
79,1972,1972-10-15,5,32.287,WAS,@,STL,W 33-3,0,0,,0,0,0,,0,0,0,,0,0,0,1,35,0
80,1972,1972-10-22,6,32.294,WAS,,DAL,W 24-20,0,0,,0,0,0,,0,0,0,,0,0,0,1,15,0
81,1972,1972-10-29,7,32.301,WAS,@,NYG,W 23-16,,,,,,,,,,,,,,,,,
82,1972,1972-11-05,8,32.308,WAS,@,NYJ,W 35-17,,,,,,,,,,,,,,,,,
83,1972,1972-11-12,9,32.315,WAS,,NYG,W 27-13,,,,,,,,,,,,,,,,,
84,1972,1972-11-20,10,32.323,WAS,,ATL,W 24-13,,,,,,,,,,,,,,,,,
85,1972,1972-11-26,11,32.329,WAS,,GNB,W 21-16,0,0,,0,0,0,,0,0,0,,0,0,0,1,11,0
86,1972,1972-12-03,12,32.336,WAS,@,PHI,W 23-7,,,,,,,,,,,,,,,,,
87,1972,1972-12-09,13,32.342,WAS,@,DAL,L 24-34,,,,,,,,,,,,,,,,,
88,1972,1972-12-17,14,32.350,WAS,,BUF,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
89,1973,1973-09-16,1,33.257,WAS,,SDG,W 38-0,0,0,,0,0,0,,0,0,0,,0,0,0,1,24,0
90,1973,1973-09-23,2,33.264,WAS,@,STL,L 27-34,,,,,,,,,,,,,,,,,
91,1973,1973-09-30,3,33.271,WAS,@,PHI,W 28-7,,,,,,,,,,,,,,,,,
92,1973,1973-10-08,4,33.279,WAS,,DAL,W 14-7,,,,,,,,,,,,,,,,,
93,1973,1973-10-14,5,33.285,WAS,@,NYG,W 21-3,0,0,,0,0,0,,0,0,0,,0,0,0,1,67,0
94,1973,1973-10-21,6,33.292,WAS,,STL,W 31-13,,,,,,,,,,,,,,,,,
95,1973,1973-10-28,7,33.299,WAS,@,NOR,L 3-19,,,,,,,,,,,,,,,,,
96,1973,1973-11-05,8,33.307,WAS,@,PIT,L 16-21,,,,,,,,,,,,,,,,,
97,1973,1973-11-11,9,33.313,WAS,,SFO,W 33-9,0,0,,0,0,0,,0,0,0,,0,0,0,1,8,0
98,1973,1973-11-18,10,33.320,WAS,,BAL,W 22-14,,,,,,,,,,,,,,,,,
99,1973,1973-11-22,11,33.324,WAS,@,DET,W 20-0,,,,,,,,,,,,,,,,,
100,1973,1973-12-02,12,33.334,WAS,,NYG,W 27-24,,,,,,,,,,,,,,,,,
101,1973,1973-12-09,13,33.341,WAS,@,DAL,L 7-27,,,,,,,,,,,,,,,,,
102,1973,1973-12-16,14,33.348,WAS,,PHI,W 38-20,,,,,,,,,,,,,,,,,
103,1974,1974-09-15,1,34.256,WAS,@,NYG,W 13-10,,,,,,,,,,,,,,,,,
104,1974,1974-09-22,2,34.263,WAS,,STL,L 10-17,,,,,,,,,,,,,,,,,
105,1974,1974-09-30,3,34.271,WAS,,DEN,W 30-3,,,,,,,,,,,,,,,,,
106,1974,1974-10-06,4,34.277,WAS,@,CIN,L 17-28,,,,,,,,,,,,,,,,,
107,1974,1974-10-13,5,34.284,WAS,,MIA,W 20-17,,,,,,,,,,,,,,,,,
108,1974,1974-10-20,6,34.291,WAS,,NYG,W 24-3,0,0,,0,0,0,,0,0,0,,0,0,0,1,30,0
109,1974,1974-10-27,7,34.298,WAS,@,STL,L 20-23,,,,,,,,,,,,,,,,,
110,1974,1974-11-03,8,34.305,WAS,@,GNB,W 17-6,0,0,,0,0,0,,0,0,0,,0,0,0,1,13,0
111,1974,1974-11-10,9,34.312,WAS,@,PHI,W 27-20,,,,,,,,,,,,,,,,,
112,1974,1974-11-17,10,34.319,WAS,,DAL,W 28-21,,,,,,,,,,,,,,,,,
113,1974,1974-11-24,11,34.326,WAS,,PHI,W 26-7,,,,,,,,,,,,,,,,,
114,1974,1974-11-28,12,34.330,WAS,@,DAL,L 23-24,,,,,,,,,,,,,,,,,
115,1974,1974-12-09,13,34.341,WAS,@,RAM,W 23-17,,,,,,,,,,,,,,,,,
116,1974,1974-12-15,14,34.347,WAS,,CHI,W 42-0,0,0,,0,0,0,,0,0,0,,0,0,0,1,9,0
117,1975,1975-09-21,1,35.262,WAS,,NOR,W 41-3,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
118,1975,1975-09-28,2,35.269,WAS,,NYG,W 49-13,,,,,,,,,,,,,,,,,
119,1975,1975-10-13,4,35.284,WAS,,STL,W 27-17,,,,,,,,,,,,,,,,,
120,1975,1975-10-19,5,35.290,WAS,@,HOU,L 10-13,,,,,,,,,,,,,,,,,
121,1975,1975-10-26,6,35.297,WAS,@,CLE,W 23-7,,,,,,,,,,,,,,,,,
122,1975,1975-11-02,7,35.304,WAS,,DAL,W 30-24,,,,,,,,,,,,,,,,,
123,1975,1975-11-09,8,35.311,WAS,@,NYG,W 21-13,,,,,,,,,,,,,,,,,
124,1975,1975-11-16,9,35.318,WAS,@,STL,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
125,1975,1975-11-23,10,35.325,WAS,,OAK,L 23-26,,,,,,,,,,,,,,,,,
126,1975,1975-11-30,11,35.332,WAS,,MIN,W 31-30,,,,,,,,,,,,,,,,,
127,1975,1975-12-07,12,35.339,WAS,@,ATL,W 30-27,0,0,,0,0,0,,0,0,0,,0,0,0,1,4,0
128,1976,1976-09-12,1,36.254,WAS,,NYG,W 19-17,0,0,,0,0,0,,0,0,0,,0,0,0,1,6,0
129,1976,1976-09-19,2,36.261,WAS,,SEA,W 31-7,,,,,,,,,,,,,,,,,
130,1976,1976-09-27,3,36.269,WAS,@,PHI,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
131,1976,1976-10-03,4,36.275,WAS,@,CHI,L 7-33,,,,,,,,,,,,,,,,,
132,1976,1976-10-10,5,36.282,WAS,,KAN,L 30-33,,,,,,,,,,,,,,,,,
133,1976,1976-10-17,6,36.289,WAS,,DET,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
134,1976,1976-10-25,7,36.297,WAS,,STL,W 20-10,,,,,,,,,,,,,,,,,
135,1976,1976-10-31,8,36.303,WAS,,DAL,L 7-20,,,,,,,,,,,,,,,,,
136,1976,1976-11-07,9,36.310,WAS,@,SFO,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
137,1976,1976-11-14,10,36.317,WAS,@,NYG,L 9-12,,,,,,,,,,,,,,,,,
138,1976,1976-11-21,11,36.324,WAS,@,STL,W 16-10,,,,,,,,,,,,,,,,,
139,1976,1976-11-28,12,36.331,WAS,,PHI,W 24-0,,,,,,,,,,,,,,,,,
140,1976,1976-12-05,13,36.338,WAS,@,NYJ,W 37-16,0,0,,0,0,0,,0,0,0,,0,0,0,1,32,0
141,1976,1976-12-12,14,36.345,WAS,@,DAL,W 27-14,,,,,,,,,,,,,,,,,
142,1977,1977-09-25,2,37.266,WAS,,ATL,W 10-6,,,,,,,,,,,,,,,,,
143,1977,1977-10-02,3,37.273,WAS,,STL,W 24-14,,,,,,,,,,,,,,,,,
144,1977,1977-10-09,4,37.280,WAS,@,TAM,W 10-0,,,,,,,,,,,,,,,,,
