ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
25,1991,1991-11-03,9,24.231,CHI,,DET,W 20-10,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,9,9.00,0,1,3,3.00,0,0,0
26,1991,1991-11-17,11,24.245,CHI,@,IND,W 31-17,6,14,2.33,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,5,39,7.80,0,0,0
27,1991,1991-11-28,13,24.256,CHI,@,DET,L 6-16,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,5,30,6.00,0,0,0
28,1991,1991-12-08,14,24.266,CHI,,GNB,W 27-13,1,2,2.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0
29,1991,1991-12-14,15,24.272,CHI,,TAM,W 27-0,8,27,3.38,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
30,1991,1991-12-23,16,24.281,CHI,@,SFO,L 14-52,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,11,11.00,0,1,20,20.00,0,0,0
31,1992,1992-09-06,1,25.173,PHO,@,TAM,L 7-23,6,35,5.83,0,5,3,5,1.67,0,60.0%,1.00,0,0,,0,0,0,,,,,,4,151,37.75,0,0,0,,0,0,0
32,1992,1992-09-13,2,25.180,PHO,,PHI,L 14-31,3,2,0.67,0,4,4,15,3.75,0,100.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,1,11,11.00,0,0,0
33,1992,1992-09-20,3,25.187,PHO,@,DAL,L 20-31,2,22,11.00,0,4,3,53,17.67,0,75.0%,13.25,0,0,,0,0,0,,,,,,4,95,23.75,0,3,35,11.67,0,0,0
34,1992,1992-10-04,4,25.201,PHO,,WAS,W 27-24,4,26,6.50,0,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
35,1992,1992-10-11,5,25.208,PHO,@,NYG,L 21-31,6,32,5.33,0,1,1,7,7.00,1,100.0%,7.00,0,0,,0,0,0,,,,,,6,146,24.33,0,1,11,11.00,0,1,6
36,1992,1992-10-18,6,25.215,PHO,,NOR,L 21-30,9,42,4.67,1,6,5,50,10.00,0,83.3%,8.33,0,0,,0,0,0,,,,,,1,25,25.00,0,2,10,5.00,0,1,6
37,1992,1992-10-25,7,25.222,PHO,@,PHI,L 3-7,14,55,3.93,0,4,3,53,17.67,0,75.0%,13.25,0,0,,0,0,0,,,,,,0,0,,0,2,14,7.00,0,0,0
38,1992,1992-11-01,8,25.229,PHO,,SFO,W 24-14,1,2,2.00,0,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,,,,,1,22,22.00,0,1,27,27.00,0,0,0
39,1992,1992-11-08,9,25.236,PHO,@,RAM,W 20-14,3,11,3.67,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,2,47,23.50,0,3,31,10.33,0,0,0
40,1992,1992-11-15,10,25.243,PHO,@,ATL,L 17-20,2,5,2.50,0,5,5,68,13.60,0,100.0%,13.60,0,0,,0,0,0,,,,,,5,109,21.80,0,3,24,8.00,0,0,0
41,1992,1992-11-22,11,25.250,PHO,,DAL,L 10-16,2,1,0.50,0,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,,,,,2,35,17.50,0,4,100,25.00,0,0,0
42,1992,1992-11-29,12,25.257,PHO,@,WAS,L 3-41,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,60,20.00,0,0,0,,0,0,0
43,1993,1993-09-05,1,26.172,PHO,@,PHI,L 17-23,2,6,3.00,0,4,2,35,17.50,0,50.0%,8.75,0,0,,0,0,0,,,,,,2,36,18.00,0,3,12,4.00,0,0,0
44,1993,1993-09-12,2,26.179,PHO,@,WAS,W 17-10,4,19,4.75,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,63,31.50,0,4,85,21.25,1,1,6
45,1993,1993-09-19,3,26.186,PHO,,DAL,L 10-17,7,34,4.86,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,4,64,16.00,0,1,2,2.00,0,0,0
46,1993,1993-09-26,4,26.193,PHO,@,DET,L 20-26,1,2,2.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,1,23,23.00,0,4,46,11.50,0,0,0
47,1993,1993-10-10,5,26.207,PHO,,NWE,L 21-23,7,40,5.71,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,3,73,24.33,0,4,17,4.25,0,0,0
48,1993,1993-10-17,6,26.214,PHO,,WAS,W 36-6,4,45,11.25,1,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,3,62,20.67,0,3,34,11.33,0,1,6
49,1993,1993-10-24,7,26.221,PHO,@,SFO,L 14-28,6,31,5.17,0,5,4,50,12.50,0,80.0%,10.00,0,0,,0,0,0,,,,,,1,18,18.00,0,2,11,5.50,0,0,0
50,1993,1993-10-31,8,26.228,PHO,,NOR,L 17-20,3,15,5.00,0,5,4,6,1.50,0,80.0%,1.20,0,0,,0,0,0,,,,,,2,52,26.00,0,3,18,6.00,0,0,0
51,1993,1993-11-14,10,26.242,PHO,@,DAL,L 15-20,8,31,3.88,0,6,6,34,5.67,0,100.0%,5.67,0,0,,0,0,0,,,,,,3,76,25.33,0,3,23,7.67,0,0,0
52,1993,1993-11-28,11,26.256,PHO,@,NYG,L 17-19,3,22,7.33,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,1,48,48.00,0,1,0,0.00,0,0,0
53,1993,1993-12-19,14,26.277,PHO,@,SEA,W 30-27,2,7,3.50,0,8,6,53,8.83,0,75.0%,6.63,0,0,,0,0,0,,,,,,7,137,19.57,0,4,34,8.50,0,0,0
54,1993,1993-12-26,15,26.284,PHO,,NYG,W 17-6,2,1,0.50,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,,,,,1,18,18.00,0,3,0,0.00,0,0,0
55,1993,1994-01-02,16,26.291,PHO,@,ATL,W 27-10,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,1,29,29.00,0,0,0,,0,0,0
56,1994,1994-09-04,1,27.171,RAM,,ARI,W 14-12,0,0,,0,2,2,42,21.00,0,100.0%,21.00,0,0,,0,0,0,,,,,,0,0,,0,3,25,8.33,0,0,0
57,1994,1994-09-11,2,27.178,RAM,@,ATL,L 13-31,1,1,1.00,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,,,,,1,27,27.00,0,1,3,3.00,0,0,0
58,1994,1994-09-18,3,27.185,RAM,,SFO,L 19-34,1,3,3.00,0,6,5,33,6.60,0,83.3%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
59,1994,1994-09-25,4,27.192,RAM,@,KAN,W 16-0,0,0,,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,3,25,8.33,0,0,0
60,1994,1994-10-02,5,27.199,RAM,,ATL,L 5-8,0,0,,0,5,5,54,10.80,0,100.0%,10.80,0,0,,0,0,0,,,,,,2,44,22.00,0,2,26,13.00,0,0,0
61,1994,1994-10-09,6,27.206,RAM,@,GNB,L 17-24,0,0,,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,,,,,3,48,16.00,0,3,24,8.00,0,0,0
62,1994,1994-10-16,7,27.213,RAM,,NYG,W 17-10,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,8,4.00,0,0,0
63,1994,1994-10-23,8,27.220,RAM,@,NOR,L 34-37,1,7,7.00,1,4,4,36,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,2,52,26.00,0,3,41,13.67,0,1,6
64,1994,1994-11-06,9,27.234,RAM,,DEN,W 27-21,1,2,2.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,3,61,20.33,0,2,1,0.50,0,0,0
65,1994,1994-11-27,12,27.255,RAM,@,SDG,L 17-31,1,2,2.00,0,9,8,77,9.63,0,88.9%,8.56,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
66,1994,1994-12-04,13,27.262,RAM,,NOR,L 15-31,0,0,,0,12,11,116,10.55,0,91.7%,9.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
67,1994,1994-12-11,14,27.269,RAM,@,TAM,L 14-24,1,6,6.00,0,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
68,1994,1994-12-18,15,27.276,RAM,@,CHI,L 13-27,3,9,3.00,0,7,7,44,6.29,0,100.0%,6.29,0,0,,0,0,0,,,,,,1,28,28.00,0,0,0,,0,0,0
69,1994,1994-12-24,16,27.282,RAM,,WAS,L 21-24,2,5,2.50,0,10,7,49,7.00,0,70.0%,4.90,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,1995,1995-09-03,1,28.170,STL,@,GNB,W 17-14,2,3,1.50,0,4,2,1,0.50,0,50.0%,0.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
71,1995,1995-09-24,4,28.191,STL,,CHI,W 34-28,1,9,9.00,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
72,1995,1995-10-01,5,28.198,STL,@,IND,L 18-21,1,3,3.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,1995,1995-10-12,6,28.209,STL,,ATL,W 21-19,2,19,9.50,1,5,5,28,5.60,0,100.0%,5.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
74,1995,1995-10-22,7,28.219,STL,,SFO,L 10-44,1,-3,-3.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,20,20.00,0,0,0
75,1995,1995-10-29,8,28.226,STL,@,PHI,L 9-20,3,25,8.33,0,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,,,,,2,38,19.00,0,0,0,,0,0,0
76,1995,1995-11-05,9,28.233,STL,@,NOR,L 10-19,5,27,5.40,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
77,1995,1995-11-26,12,28.254,STL,@,SFO,L 13-41,3,17,5.67,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
78,1995,1995-12-03,13,28.261,STL,@,NYJ,W 23-20,1,3,3.00,0,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
79,1995,1995-12-10,14,28.268,STL,,BUF,L 27-45,4,15,3.75,0,13,10,69,6.90,0,76.9%,5.31,0,0,,0,0,0,,,,,,1,25,25.00,0,0,0,,0,0,0
80,1995,1995-12-17,15,28.275,STL,,WAS,L 23-35,8,39,4.88,1,11,8,83,10.38,0,72.7%,7.55,0,0,,0,0,0,,,,,,1,18,18.00,0,1,22,22.00,0,1,6
81,1995,1995-12-24,16,28.282,STL,,MIA,L 22-41,5,25,5.00,0,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0,,0,0,0
