ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2013,2013-09-16,2,24.025,CIN,,PIT,W 20-10,*,8,5,40,8.00,0,62.5%,5.00,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
12,2013,2013-09-22,3,24.031,CIN,,GNB,W 34-30,*,5,4,68,17.00,0,80.0%,13.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
13,2013,2013-09-29,4,24.038,CIN,@,CLE,L 6-17,*,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
14,2013,2013-10-06,5,24.045,CIN,,NWE,W 13-6,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
15,2013,2013-10-13,6,24.052,CIN,@,BUF,W 27-24,*,6,5,44,8.80,0,83.3%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
16,2013,2013-10-20,7,24.059,CIN,@,DET,W 27-24,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
17,2013,2013-10-27,8,24.066,CIN,,NYJ,W 49-9,*,3,1,24,24.00,0,33.3%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
18,2013,2013-10-31,9,24.070,CIN,@,MIA,L 20-22,*,9,6,62,10.33,0,66.7%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
19,2013,2013-11-10,10,24.080,CIN,@,BAL,L 17-20,*,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
20,2013,2013-11-17,11,24.087,CIN,,CLE,W 41-20,,5,2,11,5.50,1,40.0%,2.20,0,0,,0,1,1,100.00,25,0,0,118.7,0,0,25.00,25.00,0,0,,0,,1,6,0.0,0,0
21,2013,2013-12-01,12,24.101,CIN,@,SDG,W 17-10,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
22,2013,2013-12-08,13,24.108,CIN,,IND,W 42-28,*,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
23,2013,2013-12-15,14,24.115,CIN,@,PIT,L 20-30,*,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
24,2013,2013-12-22,15,24.122,CIN,,MIN,W 42-14,*,6,4,35,8.75,1,66.7%,5.83,3,12,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,1,0
25,2013,2013-12-29,16,24.129,CIN,,BAL,W 34-17,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
26,2014,2014-09-07,1,25.016,CIN,@,BAL,W 23-16,,5,4,36,9.00,0,80.0%,7.20,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0.0,0,0
27,2014,2014-09-14,2,25.023,CIN,,ATL,W 24-10,*,4,3,84,28.00,1,75.0%,21.00,0,0,,0,1,1,100.00,50,0,0,118.7,0,0,50.00,50.00,0,0,,0,,1,6,0.0,0,0
28,2014,2014-09-21,3,25.030,CIN,,TEN,W 33-7,*,8,5,44,8.80,0,62.5%,5.50,0,0,,0,1,1,100.00,18,1,0,158.3,0,0,18.00,38.00,0,0,,0,,0,0,0.0,0,0
29,2014,2014-10-05,4,25.044,CIN,@,NWE,L 17-43,*,9,5,70,14.00,1,55.6%,7.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
30,2014,2014-10-12,5,25.051,CIN,,CAR,T 37-37,*,14,10,120,12.00,1,71.4%,8.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
31,2014,2014-10-19,6,25.058,CIN,@,IND,L 0-27,*,9,3,54,18.00,0,33.3%,6.00,0,0,,0,0,0,,0,0,0,,1,6,,,0,0,,0,,0,0,0.0,0,0
32,2014,2014-10-26,7,25.065,CIN,,BAL,W 27-24,*,9,5,125,25.00,0,55.6%,13.89,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
33,2014,2014-11-02,8,25.072,CIN,,JAX,W 33-23,*,8,4,95,23.75,1,50.0%,11.88,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,1,0
34,2014,2014-11-06,9,25.076,CIN,,CLE,L 3-24,*,7,2,20,10.00,0,28.6%,2.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
35,2014,2014-11-16,10,25.086,CIN,@,NOR,W 27-10,*,6,3,23,7.67,0,50.0%,3.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
36,2014,2014-11-23,11,25.093,CIN,@,HOU,W 22-13,*,7,5,48,9.60,1,71.4%,6.86,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
37,2014,2014-11-30,12,25.100,CIN,@,TAM,W 14-13,,3,2,19,9.50,0,66.7%,6.33,1,10,10.00,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,0,0,,0,,0,0,0.0,0,0
38,2014,2014-12-07,13,25.107,CIN,,PIT,L 21-42,*,3,2,16,8.00,0,66.7%,5.33,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
39,2014,2014-12-14,14,25.114,CIN,@,CLE,W 30-0,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
40,2014,2014-12-22,15,25.122,CIN,,DEN,W 37-28,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
41,2014,2014-12-28,16,25.128,CIN,@,PIT,L 17-27,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
42,2015,2015-09-13,1,26.022,CIN,@,OAK,W 33-13,*,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
43,2015,2015-09-20,2,26.029,CIN,,SDG,W 24-19,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
44,2015,2015-09-27,3,26.036,CIN,@,BAL,W 28-24,,4,2,28,14.00,0,50.0%,7.00,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
45,2015,2015-10-04,4,26.043,CIN,,KAN,W 36-21,*,6,4,84,21.00,0,66.7%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
46,2015,2015-10-11,5,26.050,CIN,,SEA,W 27-24,,5,5,69,13.80,0,100.0%,13.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
47,2015,2015-10-18,6,26.057,CIN,@,BUF,W 34-21,,4,2,30,15.00,0,50.0%,7.50,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
48,2015,2015-11-01,7,26.071,CIN,@,PIT,W 16-10,*,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
49,2015,2015-11-05,8,26.075,CIN,,CLE,W 31-10,,3,3,25,8.33,0,100.0%,8.33,1,25,25.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
50,2015,2015-11-16,9,26.086,CIN,,HOU,L 6-10,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
51,2015,2015-11-22,10,26.092,CIN,@,ARI,L 31-34,,3,2,19,9.50,0,66.7%,6.33,1,2,2.00,0,0,0,,0,0,0,,0,0,,,1,2,2.00,0,,0,0,0.0,0,0
52,2015,2015-11-29,11,26.099,CIN,,STL,W 31-7,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
53,2015,2015-12-06,12,26.106,CIN,@,CLE,W 37-3,,1,0,0,,0,0.0%,0.00,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
54,2015,2015-12-13,13,26.113,CIN,,PIT,L 20-33,,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
55,2015,2015-12-20,14,26.120,CIN,@,SFO,W 24-14,*,2,2,8,4.00,0,100.0%,4.00,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
56,2015,2015-12-28,15,26.128,CIN,@,DEN,L 17-20,,3,3,29,9.67,0,100.0%,9.67,2,10,5.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
57,2015,2016-01-03,16,26.134,CIN,,BAL,W 24-16,,2,1,6,6.00,0,50.0%,3.00,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
58,2016,2016-09-11,1,27.020,ATL,,TAM,L 24-31,*,8,5,80,16.00,1,62.5%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,8,0.0,0,0
59,2016,2016-09-18,2,27.027,ATL,@,OAK,W 35-28,*,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
60,2016,2016-09-26,3,27.035,ATL,@,NOR,W 45-32,*,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
61,2016,2016-10-02,4,27.041,ATL,,CAR,W 48-33,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
62,2016,2016-10-09,5,27.048,ATL,@,DEN,W 23-16,*,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
63,2016,2016-10-16,6,27.055,ATL,@,SEA,L 24-26,*,10,5,47,9.40,1,50.0%,4.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
64,2016,2016-10-23,7,27.062,ATL,,SDG,L 30-33,*,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
65,2016,2016-10-30,8,27.069,ATL,,GNB,W 33-32,*,10,9,84,9.33,1,90.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
66,2016,2016-11-03,9,27.073,ATL,@,TAM,W 43-28,*,7,5,74,14.80,0,71.4%,10.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
67,2016,2016-11-13,10,27.083,ATL,@,PHI,L 15-24,*,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
68,2016,2016-11-27,11,27.097,ATL,,ARI,W 38-19,*,8,8,65,8.13,0,100.0%,8.13,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
69,2016,2016-12-04,12,27.104,ATL,,KAN,L 28-29,*,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
70,2016,2016-12-18,14,27.118,ATL,,SFO,W 41-13,*,3,3,44,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
71,2016,2016-12-24,15,27.124,ATL,@,CAR,W 33-16,*,4,3,56,18.67,0,75.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
72,2016,2017-01-01,16,27.132,ATL,,NOR,W 38-32,*,4,4,32,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
73,2017,2017-09-10,1,28.019,ATL,@,CHI,W 23-17,*,9,6,47,7.83,0,66.7%,5.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
74,2017,2017-09-17,2,28.026,ATL,,GNB,W 34-23,*,6,5,85,17.00,0,83.3%,14.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
75,2017,2017-09-24,3,28.033,ATL,@,DET,W 30-26,*,6,4,28,7.00,1,66.7%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
76,2017,2017-10-01,4,28.040,ATL,,BUF,L 17-23,*,3,1,3,3.00,0,33.3%,1.00,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
77,2017,2017-10-22,6,28.061,ATL,@,NWE,L 7-23,*,10,6,65,10.83,0,60.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
78,2017,2017-10-29,7,28.068,ATL,@,NYJ,W 25-20,*,7,6,74,12.33,1,85.7%,10.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
79,2017,2017-11-05,8,28.075,ATL,@,CAR,L 17-20,*,3,3,23,7.67,1,100.0%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
80,2017,2017-11-12,9,28.082,ATL,,DAL,W 27-7,*,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
81,2017,2017-11-20,10,28.090,ATL,@,SEA,W 34-31,*,3,3,34,11.33,1,100.0%,11.33,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
82,2017,2017-11-26,11,28.096,ATL,,TAM,W 34-20,*,9,8,64,8.00,0,88.9%,7.11,0,0,,0,1,1,100.00,51,1,0,158.3,0,0,51.00,71.00,0,0,,0,,0,0,0.0,0,0
83,2017,2017-12-03,12,28.103,ATL,,MIN,L 9-14,*,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
84,2017,2017-12-07,13,28.107,ATL,,NOR,W 20-17,*,8,6,83,13.83,1,75.0%,10.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
85,2017,2017-12-18,14,28.118,ATL,@,TAM,W 24-21,*,5,2,23,11.50,0,40.0%,4.60,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
86,2017,2017-12-24,15,28.124,ATL,@,NOR,L 13-23,*,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
87,2017,2017-12-31,16,28.131,ATL,,CAR,W 22-10,*,11,7,71,10.14,0,63.6%,6.45,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
88,2018,2018-09-06,1,29.015,ATL,@,PHI,L 12-18,*,6,4,18,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
89,2018,2018-09-16,2,29.025,ATL,,CAR,W 31-24,*,2,2,19,9.50,0,100.0%,9.50,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
90,2018,2018-09-23,3,29.032,ATL,,NOR,L 37-43,*,7,4,36,9.00,1,57.1%,5.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,8,0.0,0,0
