ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
143,2002,2002-12-22,15,31.218,TEN,@,JAX,W 28-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,6,238,39.67,0
144,2002,2002-12-29,16,31.225,TEN,@,HOU,W 13-3,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,7,289,41.29,0
145,2003,2003-09-07,1,32.112,TEN,,OAK,W 25-20,,0,0,,0,0,0,,0,,,,0,0,,0,1,1,100.0,3,3,100.0,0,10,5,209,41.80,0
146,2003,2003-09-14,2,32.119,TEN,@,IND,L 7-33,,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,0,0,,0,,,,,,,0,0,6,241,40.17,0
147,2003,2003-09-21,3,32.126,TEN,,NOR,W 27-12,,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,0,0,,0,,,,,,,0,0,1,41,41.00,0
148,2003,2003-09-28,4,32.133,TEN,@,PIT,W 30-13,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,7,302,43.14,0
149,2003,2003-10-05,5,32.140,TEN,@,NWE,L 30-38,,0,0,,0,0,0,,0,,,,0,0,,0,,,,1,1,100.0,0,3,3,134,44.67,0
150,2003,2003-10-12,6,32.147,TEN,,HOU,W 38-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,162,40.50,0
151,2003,2003-10-19,7,32.154,TEN,@,CAR,W 37-17,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,7,303,43.29,0
152,2003,2003-10-26,8,32.161,TEN,@,JAX,W 30-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,3,149,49.67,0
153,2003,2003-11-09,9,32.175,TEN,,MIA,W 31-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,6,241,40.17,0
154,2003,2003-11-16,10,32.182,TEN,,JAX,W 10-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,4,174,43.50,0
155,2003,2003-11-23,11,32.189,TEN,@,ATL,W 38-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,258,51.60,0
156,2003,2003-12-01,12,32.197,TEN,@,NYJ,L 17-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,1,0.0,0,0,2,90,45.00,0
157,2003,2003-12-07,13,32.203,TEN,,IND,L 27-29,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,2,91,45.50,0
158,2003,2003-12-14,14,32.210,TEN,,BUF,W 28-26,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,6,249,41.50,0
159,2003,2003-12-21,15,32.217,TEN,@,HOU,W 27-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,7,321,45.86,0
160,2003,2003-12-28,16,32.224,TEN,,TAM,W 33-13,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,3,152,50.67,0
161,2004,2004-09-11,1,33.116,TEN,@,MIA,W 17-7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
162,2004,2004-09-19,2,33.124,TEN,,IND,L 17-31,,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,0,0,,0,,,,,,,0,0,2,102,51.00,0
163,2004,2004-09-26,3,33.131,TEN,,JAX,L 12-15,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,209,52.25,0
164,2004,2004-10-03,4,33.138,TEN,@,SDG,L 17-38,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,6,232,38.67,0
165,2004,2004-10-11,5,33.146,TEN,@,GNB,W 48-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,152,38.00,0
166,2004,2004-10-17,6,33.152,TEN,,HOU,L 10-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,6,282,47.00,0
167,2004,2004-10-24,7,33.159,TEN,@,MIN,L 3-20,,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,0,0,,0,,,,,,,0,0,5,202,40.40,0
168,2004,2004-10-31,8,33.166,TEN,,CIN,W 27-20,,0,0,,0,0,0,,0,,,,1,8,8.00,0,,,,,,,0,0,5,221,44.20,0
169,2004,2004-11-14,9,33.180,TEN,,CHI,L 17-19,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,2,0.0,0,0,9,394,43.78,0
170,2004,2004-11-21,10,33.187,TEN,@,JAX,W 18-15,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,216,43.20,0
171,2004,2004-11-28,11,33.194,TEN,@,HOU,L 21-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,3,127,42.33,0
