ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,def_int,def_int_yds,def_int_td
22,1986,1986-10-12,6,23.116,BUF,@,MIA,L 14-27,,,,,,,,,
23,1986,1986-10-19,7,23.123,BUF,,IND,W 24-13,,0,0,,0,1.0,0,0,0
24,1986,1986-10-26,8,23.130,BUF,,NWE,L 3-23,,0,0,,0,2.0,0,0,0
25,1986,1986-11-02,9,23.137,BUF,@,TAM,L 28-34,,0,0,,0,0.5,0,0,0
26,1986,1986-11-09,10,23.144,BUF,,PIT,W 16-12,,,,,,,,,
27,1986,1986-11-16,11,23.151,BUF,,MIA,L 24-34,,0,0,,0,1.5,0,0,0
28,1986,1986-11-23,12,23.158,BUF,@,NWE,L 19-22,,0,0,,0,1.0,0,0,0
29,1986,1986-11-30,13,23.165,BUF,@,KAN,W 17-14,,0,0,,0,1.0,0,0,0
30,1986,1986-12-07,14,23.172,BUF,,CLE,L 17-21,,0,0,,0,1.0,0,0,0
31,1986,1986-12-14,15,23.179,BUF,@,IND,L 14-24,,0,0,,0,1.0,0,0,0
32,1986,1986-12-21,16,23.186,BUF,@,HOU,L 7-16,,0,0,,0,1.0,0,0,0
33,1987,1987-09-13,1,24.087,BUF,,NYJ,L 28-31,,0,0,,0,1.5,0,0,0
34,1987,1987-09-20,2,24.094,BUF,,HOU,W 34-30,,0,0,,0,1.0,0,0,0
35,1987,1987-10-25,6,24.129,BUF,@,MIA,W 34-31,,0,0,,0,1.0,0,0,0
36,1987,1987-11-01,7,24.136,BUF,,WAS,L 7-27,,,,,,,,,
37,1987,1987-11-08,8,24.143,BUF,,DEN,W 21-14,,0,0,,0,1.0,0,0,0
38,1987,1987-11-15,9,24.150,BUF,@,CLE,L 21-27,,0,0,,0,2.0,0,0,0
39,1987,1987-11-22,10,24.157,BUF,@,NYJ,W 17-14,,0,0,,0,1.5,0,0,0
40,1987,1987-11-29,11,24.164,BUF,,MIA,W 27-0,,,,,,,,,
41,1987,1987-12-06,12,24.171,BUF,@,RAI,L 21-34,,,,,,,,,
42,1987,1987-12-13,13,24.178,BUF,@,IND,W 27-3,,0,0,,0,3.0,0,0,0
43,1987,1987-12-20,14,24.185,BUF,,NWE,L 7-13,,,,,,,,,
44,1987,1987-12-27,15,24.192,BUF,@,PHI,L 7-17,,0,0,,0,1.0,0,0,0
45,1988,1988-10-02,5,25.106,BUF,@,CHI,L 3-24,,,,,,,,,
46,1988,1988-10-09,6,25.113,BUF,,IND,W 34-23,,0,0,,0,1.0,0,0,0
47,1988,1988-10-17,7,25.121,BUF,@,NYJ,W 37-14,,0,0,,0,2.5,0,0,0
48,1988,1988-10-23,8,25.127,BUF,,NWE,W 23-20,,0,0,,0,1.0,0,0,0
49,1988,1988-10-30,9,25.134,BUF,,GNB,W 28-0,,0,0,,0,0.5,0,0,0
50,1988,1988-11-06,10,25.141,BUF,@,SEA,W 13-3,,0,0,,0,2.0,0,0,0
51,1988,1988-11-14,11,25.149,BUF,@,MIA,W 31-6,,,,,,,,,
52,1988,1988-11-20,12,25.155,BUF,,NYJ,W 9-6,,,,,,,,,
53,1988,1988-11-27,13,25.162,BUF,@,CIN,L 21-35,,0,0,,0,1.0,0,0,0
54,1988,1988-12-04,14,25.169,BUF,@,TAM,L 5-10,,0,0,,0,1.0,0,0,0
55,1988,1988-12-11,15,25.176,BUF,,RAI,W 37-21,,0,0,,0,1.0,0,0,0
56,1988,1988-12-18,16,25.183,BUF,@,IND,L 14-17,,0,0,,0,1.0,0,0,0
57,1989,1989-09-10,1,26.084,BUF,@,MIA,W 27-24,,,,,,,,,
58,1989,1989-09-18,2,26.092,BUF,,DEN,L 14-28,,0,0,,0,0.5,0,0,0
59,1989,1989-09-24,3,26.098,BUF,@,HOU,W 47-41,,0,0,,0,1.0,0,0,0
60,1989,1989-10-01,4,26.105,BUF,,NWE,W 31-10,,0,0,,0,1.0,0,0,0
61,1989,1989-10-08,5,26.112,BUF,@,IND,L 14-37,,,,,,,,,
62,1989,1989-10-16,6,26.120,BUF,,RAM,W 23-20,,0,0,,0,2.0,0,0,0
63,1989,1989-10-22,7,26.126,BUF,,NYJ,W 34-3,,0,0,,0,3.0,0,0,0
64,1989,1989-10-29,8,26.133,BUF,,MIA,W 31-17,,,,,,,,,
65,1989,1989-11-05,9,26.140,BUF,@,ATL,L 28-30,,,,,,,,,
66,1989,1989-11-12,10,26.147,BUF,,IND,W 30-7,,0,0,,0,1.0,0,0,0
67,1989,1989-11-19,11,26.154,BUF,@,NWE,L 24-33,,,,,,,,,
68,1989,1989-11-26,12,26.161,BUF,,CIN,W 24-7,,,,,,,,,
69,1989,1989-12-04,13,26.169,BUF,@,SEA,L 16-17,,,,,,,,,
70,1989,1989-12-10,14,26.175,BUF,,NOR,L 19-22,,0,0,,0,2.0,0,0,0
71,1989,1989-12-17,15,26.182,BUF,@,SFO,L 10-21,,0,0,,0,0.5,0,0,0
72,1989,1989-12-23,16,26.188,BUF,@,NYJ,W 37-0,,0,0,,0,2.0,0,0,0
73,1990,1990-09-09,1,27.083,BUF,,IND,W 26-10,,0,0,,0,1.0,0,0,0
74,1990,1990-09-16,2,27.090,BUF,@,MIA,L 7-30,,,,,,,,,
75,1990,1990-09-24,3,27.098,BUF,@,NYJ,W 30-7,,0,0,,0,2.0,0,0,0
76,1990,1990-09-30,4,27.104,BUF,,DEN,W 29-28,,0,0,,0,2.0,0,0,0
77,1990,1990-10-07,5,27.111,BUF,,RAI,W 38-24,,,,,,,,,
78,1990,1990-10-21,6,27.125,BUF,,NYJ,W 30-27,,0,0,,0,2.0,0,0,0
79,1990,1990-10-28,7,27.132,BUF,@,NWE,W 27-10,,0,0,,0,1.0,0,0,0
80,1990,1990-11-04,8,27.139,BUF,@,CLE,W 42-0,,,,,,,,,
81,1990,1990-11-11,9,27.146,BUF,,PHO,W 45-14,,0,0,,0,2.0,0,0,0
82,1990,1990-11-18,10,27.153,BUF,,NWE,W 14-0,,0,0,,0,1.0,0,0,0
83,1990,1990-11-26,11,27.161,BUF,@,HOU,L 24-27,,0,0,,0,2.0,0,0,0
84,1990,1990-12-02,12,27.167,BUF,,PHI,W 30-23,,0,0,,0,2.0,0,0,0
85,1990,1990-12-09,13,27.174,BUF,@,IND,W 31-7,,0,0,,0,4.0,0,0,0
86,1990,1990-12-15,14,27.180,BUF,@,NYG,W 17-13,,,,,,,,,
87,1990,1990-12-23,15,27.188,BUF,,MIA,W 24-14,,,,,,,,,
88,1990,1990-12-30,16,27.195,BUF,@,WAS,L 14-29,,,,,,,,,
89,1991,1991-09-29,5,28.103,BUF,,CHI,W 35-20,,,,,,,,,
90,1991,1991-12-01,13,28.166,BUF,,NYJ,W 24-13,,0,0,,0,1.0,0,0,0
91,1991,1991-12-08,14,28.173,BUF,@,RAI,W 30-27,,0,0,,0,0.5,0,0,0
92,1991,1991-12-15,15,28.180,BUF,@,IND,W 35-7,,,,,,,,,
93,1991,1991-12-22,16,28.187,BUF,,DET,L 14-17,,,,,,,,,
94,1992,1992-09-06,1,29.080,BUF,,RAM,W 40-7,,0,0,,0,2.0,0,0,0
95,1992,1992-09-13,2,29.087,BUF,@,SFO,W 34-31,,,,,,,,,
96,1992,1992-09-20,3,29.094,BUF,,IND,W 38-0,,0,0,,0,3.0,0,0,0
97,1992,1992-09-27,4,29.101,BUF,@,NWE,W 41-7,,,,,,,,,
98,1992,1992-10-04,5,29.108,BUF,,MIA,L 10-37,,,,,,,,,
99,1992,1992-10-11,6,29.115,BUF,@,RAI,L 3-20,,0,0,,0,1.0,0,0,0
100,1992,1992-10-26,7,29.130,BUF,@,NYJ,W 24-20,,0,0,,0,0.5,0,0,0
101,1992,1992-11-01,8,29.136,BUF,,NWE,W 16-7,,0,0,,0,0.5,0,0,0
102,1992,1992-11-08,9,29.143,BUF,,PIT,W 28-20,,0,0,,0,1.0,0,0,0
103,1992,1992-11-16,10,29.151,BUF,@,MIA,W 26-20,,0,0,,0,1.0,0,0,0
104,1992,1992-11-22,11,29.157,BUF,,ATL,W 41-14,,,,,,,,,
105,1992,1992-11-29,12,29.164,BUF,@,IND,L 13-16,,0,0,,0,1.0,0,0,0
106,1992,1992-12-06,13,29.171,BUF,,NYJ,L 17-24,,0,0,,0,2.0,0,0,0
107,1992,1992-12-12,14,29.177,BUF,,DEN,W 27-17,,0,0,,0,2.0,0,0,0
108,1992,1992-12-27,16,29.192,BUF,@,HOU,L 3-27,,,,,,,,,
109,1993,1993-09-05,1,30.079,BUF,,NWE,W 38-14,,0,0,,0,2.0,0,0,0
110,1993,1993-09-12,2,30.086,BUF,@,DAL,W 13-10,,,,,,,,,
111,1993,1993-09-26,3,30.100,BUF,,MIA,L 13-22,,0,0,,0,1.0,0,0,0
112,1993,1993-10-03,4,30.107,BUF,,NYG,W 17-14,,0,0,,0,1.0,0,0,0
113,1993,1993-10-11,5,30.115,BUF,,HOU,W 35-7,,0,0,,0,2.0,0,0,0
114,1993,1993-10-24,6,30.128,BUF,@,NYJ,W 19-10,,0,0,,0,1.0,1,0,0
115,1993,1993-11-01,7,30.136,BUF,,WAS,W 24-10,,0,0,,0,1.0,0,0,0
116,1993,1993-11-07,8,30.142,BUF,@,NWE,W 13-10,,0,0,,0,0.5,0,0,0
117,1993,1993-11-15,9,30.150,BUF,@,PIT,L 0-23,,,,,,,,,
118,1993,1993-11-21,10,30.156,BUF,,IND,W 23-9,,0,0,,0,1.0,0,0,0
119,1993,1993-11-28,11,30.163,BUF,@,KAN,L 7-23,,,,,,,,,
120,1993,1993-12-05,12,30.170,BUF,,RAI,L 24-25,,0,0,,0,1.0,0,0,0
121,1993,1993-12-12,13,30.177,BUF,@,PHI,W 10-7,,0,0,,0,1.0,0,0,0
122,1993,1993-12-19,14,30.184,BUF,@,MIA,W 47-34,,0,0,,0,1.0,0,0,0
123,1993,1993-12-26,15,30.191,BUF,,NYJ,W 16-14,,,,,,,,,
124,1993,1994-01-02,16,30.198,BUF,@,IND,W 30-10,,0,0,,0,1.5,0,0,0
125,1994,1994-09-04,1,31.078,BUF,,NYJ,L 3-23,,,,,,,,,
126,1994,1994-09-11,2,31.085,BUF,@,NWE,W 38-35,,0,0,,0,0.5,1,0,0
127,1994,1994-09-18,3,31.092,BUF,@,HOU,W 15-7,,0,0,,0,4.0,0,0,0
128,1994,1994-09-26,4,31.100,BUF,,DEN,W 27-20,,0,0,,0,1.0,0,0,0
129,1994,1994-10-02,5,31.106,BUF,@,CHI,L 13-20,,0,0,,0,1.5,0,0,0
130,1994,1994-10-09,6,31.113,BUF,,MIA,W 21-11,,,,,,,,,
131,1994,1994-10-16,7,31.120,BUF,,IND,L 17-27,,,,,,,,,
132,1994,1994-10-30,8,31.134,BUF,,KAN,W 44-10,,0,0,,0,2.0,0,0,0
133,1994,1994-11-06,9,31.141,BUF,@,NYJ,L 17-22,,,,,,,,,
134,1994,1994-11-14,10,31.149,BUF,@,PIT,L 10-23,,,,,,,,,
135,1994,1994-11-24,12,31.159,BUF,@,DET,L 21-35,,,,,,,,,
136,1994,1994-12-04,13,31.169,BUF,@,MIA,W 42-31,,0,0,,0,1.0,0,0,0
137,1994,1994-12-11,14,31.176,BUF,,MIN,L 17-21,,,,,,,,,
138,1994,1994-12-18,15,31.183,BUF,,NWE,L 17-41,,,,,,,,,
139,1994,1994-12-24,16,31.189,BUF,@,IND,L 9-10,,,,,,,,,
140,1995,1995-09-03,1,32.077,BUF,@,DEN,L 7-22,,,,,,,,,
141,1995,1995-09-10,2,32.084,BUF,,CAR,W 31-9,,,,,,,,,
142,1995,1995-09-17,3,32.091,BUF,,IND,W 20-14,,,,,,,,,
143,1995,1995-10-02,4,32.106,BUF,@,CLE,W 22-19,,0,0,,0,1.0,0,0,0
144,1995,1995-10-08,5,32.112,BUF,,NYJ,W 29-10,,0,0,,0,2.0,0,0,0
145,1995,1995-10-15,6,32.119,BUF,,SEA,W 27-21,,,,,,,,,
146,1995,1995-10-23,7,32.127,BUF,@,NWE,L 14-27,,,,,,,,,
147,1995,1995-10-29,8,32.133,BUF,@,MIA,L 6-23,,,,,,,,,
148,1995,1995-11-05,9,32.140,BUF,@,IND,W 16-10,,,,,,,,,
149,1995,1995-11-12,10,32.147,BUF,,ATL,W 23-17,,0,0,,0,2.0,0,0,0
150,1995,1995-11-19,11,32.154,BUF,@,NYJ,W 28-26,,,,,,,,,
151,1995,1995-11-26,12,32.161,BUF,,NWE,L 25-35,,0,0,,0,0.5,0,0,0
152,1995,1995-12-03,13,32.168,BUF,@,SFO,L 17-27,,0,0,,0,3.0,0,0,0
153,1995,1995-12-10,14,32.175,BUF,@,STL,W 45-27,,0,0,,0,2.0,0,0,0
154,1995,1995-12-17,15,32.182,BUF,,MIA,W 23-20,,,,,,,,,
155,1996,1996-09-01,1,33.075,BUF,@,NYG,W 23-20,,0,0,,0,2.0,0,0,0
156,1996,1996-09-08,2,33.082,BUF,,NWE,W 17-10,,0,0,,0,3.0,0,0,0
157,1996,1996-09-16,3,33.090,BUF,@,PIT,L 6-24,,,,,,,,,
158,1996,1996-09-22,4,33.096,BUF,,DAL,W 10-7,,,,,,,,,
159,1996,1996-10-06,5,33.110,BUF,,IND,W 16-13,,0,0,,0,1.0,0,0,0
160,1996,1996-10-13,6,33.117,BUF,,MIA,L 7-21,,0,0,,0,1.0,0,0,0
161,1996,1996-10-20,7,33.124,BUF,@,NYJ,W 25-22,,,,,,,,,
162,1996,1996-10-27,8,33.131,BUF,@,NWE,L 25-28,,,,,,,,,
163,1996,1996-11-03,9,33.138,BUF,,WAS,W 38-13,,,,,,,,,
164,1996,1996-11-10,10,33.145,BUF,@,PHI,W 24-17,,0,0,,0,2.0,0,0,0
165,1996,1996-11-17,11,33.152,BUF,,CIN,W 31-17,,0,0,,0,1.5,0,0,0
166,1996,1996-11-24,12,33.159,BUF,,NYJ,W 35-10,,0,0,,0,1.0,0,0,0
167,1996,1996-12-01,13,33.166,BUF,@,IND,L 10-13,,0,0,,0,1.0,0,0,0
168,1996,1996-12-08,14,33.173,BUF,@,SEA,L 18-26,,,,,,,,,
169,1996,1996-12-16,15,33.181,BUF,@,MIA,L 14-16,,,,,,,,,
170,1996,1996-12-22,16,33.187,BUF,,KAN,W 20-9,,0,0,,0,1.0,0,0,0
171,1997,1997-08-31,1,34.074,BUF,,MIN,L 13-34,,0,0,,0,2.0,0,0,0
172,1997,1997-09-07,2,34.081,BUF,@,NYJ,W 28-22,,0,0,,0,1.5,0,0,0
173,1997,1997-09-14,3,34.088,BUF,@,KAN,L 16-22,,,,,,,,,
174,1997,1997-09-21,4,34.095,BUF,,IND,W 37-35,,0,0,,0,1.0,0,0,0
175,1997,1997-10-05,5,34.109,BUF,,DET,W 22-13,,0,0,,0,1.0,0,0,0
176,1997,1997-10-12,6,34.116,BUF,@,NWE,L 6-33,,0,0,,0,1.0,0,0,0
177,1997,1997-10-20,7,34.124,BUF,@,IND,W 9-6,,0,0,,0,2.5,0,0,0
178,1997,1997-10-26,8,34.130,BUF,,DEN,L 20-23,,0,0,,0,1.0,0,0,0
179,1997,1997-11-02,9,34.137,BUF,,MIA,W 9-6,,0,0,,0,1.0,0,0,0
180,1997,1997-11-09,10,34.144,BUF,,NWE,L 10-31,,,,,,,,,
181,1997,1997-11-17,11,34.152,BUF,@,MIA,L 13-30,,0,0,,0,2.0,0,0,0
182,1997,1997-11-23,12,34.158,BUF,@,TEN,L 14-31,,,,,,,,,
183,1997,1997-11-30,13,34.165,BUF,,NYJ,W 20-10,,0,0,,0,1.0,0,0,0
184,1997,1997-12-07,14,34.172,BUF,@,CHI,L 3-20,,,,,,,,,
185,1997,1997-12-14,15,34.179,BUF,,JAX,L 14-20,,,,,,,,,
186,1997,1997-12-20,16,34.185,BUF,@,GNB,L 21-31,,,,,,,,,
187,1998,1998-09-13,2,35.087,BUF,@,MIA,L 7-13,,0,0,,0,0.5,0,0,0
188,1998,1998-09-20,3,35.094,BUF,,STL,L 33-34,,0,0,,0,1.0,0,0,0
189,1998,1998-10-04,4,35.108,BUF,,SFO,W 26-21,,0,0,,0,1.0,0,0,0
190,1998,1998-10-11,5,35.115,BUF,@,IND,W 31-24,,,,,,,,,
191,1998,1998-10-18,6,35.122,BUF,,JAX,W 17-16,,0,0,,0,1.0,0,0,0
192,1998,1998-10-25,7,35.129,BUF,@,CAR,W 30-14,,,,,,,,,
193,1998,1998-11-01,8,35.136,BUF,,MIA,W 30-24,,0,0,,0,0.5,0,0,0
194,1998,1998-11-08,9,35.143,BUF,@,NYJ,L 12-34,,0,0,,0,1.0,0,0,0
195,1998,1998-11-15,10,35.150,BUF,,NWE,W 13-10,,0,0,,0,2.0,0,0,0
196,1998,1998-11-22,11,35.157,BUF,,IND,W 34-11,,,,,,,,,
197,1998,1998-11-29,12,35.164,BUF,@,NWE,L 21-25,,0,0,,0,1.0,0,0,0
198,1998,1998-12-06,13,35.171,BUF,@,CIN,W 33-20,,,,,,,,,
199,1998,1998-12-13,14,35.178,BUF,,OAK,W 44-21,,0,0,,0,1.0,0,0,0
200,1998,1998-12-19,15,35.184,BUF,,NYJ,L 10-17,,,,,,,,,
201,1998,1998-12-27,16,35.192,BUF,@,NOR,W 45-33,,0,0,,0,1.0,0,0,0
202,1999,1999-09-12,1,36.086,BUF,@,IND,L 14-31,*,,,,,,,,
203,1999,1999-09-19,2,36.093,BUF,,NYJ,W 17-3,*,,,,,,,,
204,1999,1999-09-26,3,36.100,BUF,,PHI,W 26-0,*,0,0,,0,1.0,0,0,0
205,1999,1999-10-04,4,36.108,BUF,@,MIA,W 23-18,*,0,0,,0,1.0,0,0,0
206,1999,1999-10-10,5,36.114,BUF,,PIT,W 24-21,*,,,,,,,,
207,1999,1999-10-17,6,36.121,BUF,,OAK,L 14-20,*,,,,,,,,
208,1999,1999-10-24,7,36.128,BUF,@,SEA,L 16-26,*,,,,,,,,
209,1999,1999-10-31,8,36.135,BUF,@,BAL,W 13-10,*,,,,,,,,
210,1999,1999-11-07,9,36.142,BUF,@,WAS,W 34-17,*,,,,,,,,
211,1999,1999-11-14,10,36.149,BUF,,MIA,W 23-3,*,0,0,,0,2.0,0,0,0
212,1999,1999-11-21,11,36.156,BUF,@,NYJ,L 7-17,*,0,0,,0,1.0,0,0,0
213,1999,1999-11-28,12,36.163,BUF,,NWE,W 17-7,*,,,,,,,,
214,1999,1999-12-12,13,36.177,BUF,,NYG,L 17-19,*,,,,,,,,
215,1999,1999-12-19,14,36.184,BUF,@,ARI,W 31-21,*,,,,,,,,
216,1999,1999-12-26,15,36.191,BUF,@,NWE,W 13-10,*,0,0,,0,2.0,0,0,0
217,1999,2000-01-02,16,36.198,BUF,,IND,W 31-6,*,,,,,,,,
218,2000,2000-09-03,1,37.077,WAS,,CAR,W 20-17,*,0,0,,0,1.5,0,0,0
219,2000,2000-09-10,2,37.084,WAS,@,DET,L 10-15,*,,,,,,,,
220,2000,2000-09-18,3,37.092,WAS,,DAL,L 21-27,*,0,0,,0,0.5,0,0,0
221,2000,2000-09-24,4,37.098,WAS,@,NYG,W 16-6,*,0,0,,0,1.0,0,0,0
222,2000,2000-10-01,5,37.105,WAS,,TAM,W 20-17,*,,,,,,,,
223,2000,2000-10-08,6,37.112,WAS,@,PHI,W 17-14,*,0,0,,0,1.0,0,0,0
224,2000,2000-10-15,7,37.119,WAS,,BAL,W 10-3,,,,,,,,,
225,2000,2000-10-22,8,37.126,WAS,@,JAX,W 35-16,,0,0,,0,1.0,0,0,0
226,2000,2000-10-30,9,37.134,WAS,,TEN,L 21-27,*,,,,,,,,
227,2000,2000-11-05,10,37.140,WAS,@,ARI,L 15-16,*,,,,,,,,
228,2000,2000-11-20,11,37.155,WAS,@,STL,W 33-20,*,0,0,,0,3.0,0,0,0
229,2000,2000-11-26,12,37.161,WAS,,PHI,L 20-23,,0,0,,0,1.0,0,0,0
230,2000,2000-12-03,13,37.168,WAS,,NYG,L 7-9,*,,,,,,,,
231,2000,2000-12-10,14,37.175,WAS,@,DAL,L 13-32,,,,,,,,,
232,2000,2000-12-16,15,37.181,WAS,@,PIT,L 3-24,*,,,,,,,,
233,2000,2000-12-24,16,37.189,WAS,,ARI,W 20-3,,0,0,,0,1.0,0,0,0
234,2001,2001-09-09,1,38.083,WAS,@,SDG,L 3-30,*,,,,,,,,
235,2001,2001-09-24,2,38.098,WAS,@,GNB,L 0-37,*,,,,,,,,
236,2001,2001-09-30,3,38.104,WAS,,KAN,L 13-45,*,0,0,,0,0.5,0,0,0
237,2001,2001-10-07,4,38.111,WAS,@,NYG,L 9-23,*,,,,,,,,
238,2001,2001-10-28,7,38.132,WAS,,NYG,W 35-21,*,0,0,,0,1.0,0,0,0
239,2001,2001-11-04,8,38.139,WAS,,SEA,W 27-14,*,0,0,,0,1.5,0,0,0
240,2001,2001-11-18,9,38.153,WAS,@,DEN,W 17-10,*,,,,,,,,
241,2001,2001-11-25,10,38.160,WAS,@,PHI,W 13-3,*,,,,,,,,
242,2001,2001-12-02,11,38.167,WAS,,DAL,L 14-20,*,0,0,,0,1.0,0,0,0
243,2001,2001-12-09,12,38.174,WAS,@,ARI,W 20-10,*,,,,,,,,
244,2001,2001-12-16,13,38.181,WAS,,PHI,L 6-20,*,,,,,,,,
245,2001,2001-12-23,14,38.188,WAS,,CHI,L 15-20,*,,,,,,,,
246,2001,2001-12-30,15,38.195,WAS,@,NOR,W 40-10,*,0,0,,0,1.0,0,0,0
247,2001,2002-01-06,16,38.202,WAS,,ARI,W 20-17,*,,,,,,,,
248,2002,2002-09-08,1,39.082,WAS,,ARI,W 31-23,*,,,,,,,,
249,2002,2002-09-16,2,39.090,WAS,,PHI,L 7-37,*,,,,,,,,
250,2002,2002-09-22,3,39.096,WAS,@,SFO,L 10-20,*,,,,,,,,
251,2002,2002-10-06,4,39.110,WAS,@,TEN,W 31-14,*,0,0,,0,1.0,0,0,0
252,2002,2002-10-13,5,39.117,WAS,,NOR,L 27-43,*,,,,,,,,
253,2002,2002-10-20,6,39.124,WAS,@,GNB,L 9-30,*,,,,,,,,
254,2002,2002-10-27,7,39.131,WAS,,IND,W 26-21,*,,,,,,,,
255,2002,2002-11-03,8,39.138,WAS,@,SEA,W 14-3,*,0,0,,0,2.0,0,0,0
256,2002,2002-11-10,9,39.145,WAS,@,JAX,L 7-26,*,,,,,,,,
257,2002,2002-11-17,10,39.152,WAS,@,NYG,L 17-19,*,,,,,,,,
258,2002,2002-11-24,11,39.159,WAS,,STL,W 20-17,*,,,,,,,,
259,2002,2002-11-28,12,39.163,WAS,@,DAL,L 20-27,*,0,0,,0,2.0,0,0,0
260,2002,2002-12-08,13,39.173,WAS,,NYG,L 21-27,*,0,0,,0,1.0,0,0,0
261,2002,2002-12-15,14,39.180,WAS,@,PHI,L 21-34,*,,,,,,,,
262,2002,2002-12-22,15,39.187,WAS,,HOU,W 26-10,*,0,0,,0,2.0,0,0,0
263,2002,2002-12-29,16,39.194,WAS,,DAL,W 20-14,*,0,0,,0,1.0,0,0,0
264,2003,2003-09-04,1,40.078,WAS,,NYJ,W 16-13,*,0,0,,0,0.5,0,0,0
265,2003,2003-09-14,2,40.088,WAS,@,ATL,W 33-31,*,,,,,,,,
266,2003,2003-09-21,3,40.095,WAS,,NYG,L 21-24,*,,,,,,,,
267,2003,2003-09-28,4,40.102,WAS,,NWE,W 20-17,*,,,,,,,,
268,2003,2003-10-05,5,40.109,WAS,@,PHI,L 25-27,*,0,0,,0,1.0,0,0,0
269,2003,2003-10-12,6,40.116,WAS,,TAM,L 13-35,*,,,,,,,,
270,2003,2003-10-19,7,40.123,WAS,@,BUF,L 7-24,*,,,,,,,,
271,2003,2003-11-02,8,40.137,WAS,@,DAL,L 14-21,,,,,,,,,
272,2003,2003-11-09,9,40.144,WAS,,SEA,W 27-20,,0,0,,0,1.0,0,0,0
273,2003,2003-11-16,10,40.151,WAS,@,CAR,L 17-20,,,,,,,,,
274,2003,2003-11-23,11,40.158,WAS,@,MIA,L 23-24,,0,0,,0,0.5,0,0,0
275,2003,2003-11-30,12,40.165,WAS,,NOR,L 20-24,,,,,,,,,
276,2003,2003-12-07,13,40.172,WAS,@,NYG,W 20-7,,0,0,,0,1.0,0,0,0
277,2003,2003-12-14,14,40.179,WAS,,DAL,L 0-27,,,,,,,,,
278,2003,2003-12-21,15,40.186,WAS,@,CHI,L 24-27,*,0,0,,0,1.0,0,0,0
279,2003,2003-12-27,16,40.192,WAS,,PHI,L 7-31,,,,,,,,,
