ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
113,1992,1992-11-15,10,29.225,MIN,,HOU,L 13-17,,,,,,,,,,,,,,
114,1992,1992-11-22,11,29.232,MIN,,CLE,W 17-13,,,,,,,,,,,,,,
115,1992,1992-11-29,12,29.239,MIN,@,RAM,W 31-17,0,0,,0,0,0,,0,0,0,1.0,0,0,0
116,1992,1992-12-06,13,29.246,MIN,@,PHI,L 17-28,,,,,,,,,,,,,,
117,1992,1992-12-13,14,29.253,MIN,,SFO,L 17-20,,,,,,,,,,,,,,
118,1992,1992-12-20,15,29.260,MIN,@,PIT,W 6-3,,,,,,,,,,,,,,
119,1992,1992-12-27,16,29.267,MIN,,GNB,W 27-7,,,,,,,,,,,,,,
120,1993,1993-09-05,1,30.154,MIN,@,RAI,L 7-24,,,,,,,,,,,,,,
121,1993,1993-09-12,2,30.161,MIN,,CHI,W 10-7,,,,,,,,,,,,,,
122,1993,1993-09-26,3,30.175,MIN,,GNB,W 15-13,,,,,,,,,,,,,,
123,1993,1993-10-03,4,30.182,MIN,@,SFO,L 19-38,,,,,,,,,,,,,,
124,1993,1993-10-10,5,30.189,MIN,,TAM,W 15-0,,,,,,,,,,,,,,
125,1993,1993-10-25,6,30.204,MIN,@,CHI,W 19-12,0,0,,0,0,0,,0,0,0,0.5,1,0,0
126,1993,1993-10-31,7,30.210,MIN,,DET,L 27-30,,,,,,,,,,,,,,
127,1993,1993-11-07,8,30.217,MIN,,SDG,L 17-30,,,,,,,,,,,,,,
128,1993,1993-11-14,9,30.224,MIN,@,DEN,W 26-23,,,,,,,,,,,,,,
129,1993,1993-11-21,10,30.231,MIN,@,TAM,L 10-23,,,,,,,,,,,,,,
130,1993,1993-11-28,11,30.238,MIN,,NOR,L 14-17,,,,,,,,,,,,,,
131,1993,1993-12-05,12,30.245,MIN,@,DET,W 13-0,0,0,,0,0,0,,0,0,0,0.0,3,3,0
132,1993,1993-12-12,13,30.252,MIN,,DAL,L 20-37,,,,,,,,,,,,,,
133,1993,1993-12-19,14,30.259,MIN,@,GNB,W 21-17,,,,,,,,,,,,,,
134,1993,1993-12-26,15,30.266,MIN,,KAN,W 30-10,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0
135,1993,1993-12-31,16,30.271,MIN,@,WAS,W 14-9,,,,,,,,,,,,,,
136,1994,1994-09-04,1,31.153,MIN,@,GNB,L 10-16,,,,,,,,,,,,,,
137,1994,1994-09-11,2,31.160,MIN,,DET,W 10-3,,,,,,,,,,,,,,
138,1994,1994-09-18,3,31.167,MIN,@,CHI,W 42-14,0,0,,0,0,0,,0,0,0,1.0,0,0,0
139,1994,1994-09-25,4,31.174,MIN,,MIA,W 38-35,0,0,,0,0,0,,0,0,0,0.0,2,5,0
140,1994,1994-10-02,5,31.181,MIN,@,ARI,L 7-17,,,,,,,,,,,,,,
141,1994,1994-10-10,6,31.189,MIN,@,NYG,W 27-10,,,,,,,,,,,,,,
142,1994,1994-10-20,7,31.199,MIN,,GNB,W 13-10,,,,,,,,,,,,,,
143,1994,1994-10-30,8,31.209,MIN,@,TAM,W 36-13,,,,,,,,,,,,,,
144,1994,1994-11-06,9,31.216,MIN,,NOR,W 21-20,,,,,,,,,,,,,,
145,1994,1994-11-13,10,31.223,MIN,@,NWE,L 20-26,,,,,,,,,,,,,,
146,1994,1994-11-20,11,31.230,MIN,,NYJ,L 21-31,,,,,,,,,,,,,,
147,1994,1994-11-27,12,31.237,MIN,,TAM,L 17-20,,,,,,,,,,,,,,
148,1994,1994-12-01,13,31.241,MIN,,CHI,W 33-27,,,,,,,,,,,,,,
149,1994,1994-12-11,14,31.251,MIN,@,BUF,W 21-17,0,0,,0,0,0,,0,0,0,1.0,1,0,0
150,1994,1994-12-17,15,31.257,MIN,@,DET,L 19-41,,,,,,,,,,,,,,
151,1994,1994-12-26,16,31.266,MIN,,SFO,W 21-14,,,,,,,,,,,,,,
152,1995,1995-09-03,1,32.152,MIN,@,CHI,L 14-31,,,,,,,,,,,,,,
153,1995,1995-09-10,2,32.159,MIN,,DET,W 20-10,,,,,,,,,,,,,,
154,1995,1995-09-17,3,32.166,MIN,,DAL,L 17-23,,,,,,,,,,,,,,
155,1995,1995-09-24,4,32.173,MIN,@,PIT,W 44-24,0,0,,0,0,0,,0,0,0,1.0,1,15,0
156,1995,1995-10-08,5,32.187,MIN,,HOU,W 23-17,0,0,,0,0,0,,0,0,0,1.0,0,0,0
157,1995,1995-10-15,6,32.194,MIN,@,TAM,L 17-20,0,0,,0,0,0,,0,0,0,1.0,0,0,0
158,1995,1995-10-22,7,32.201,MIN,@,GNB,L 21-38,,,,,,,,,,,,,,
159,1995,1995-10-30,8,32.209,MIN,,CHI,L 6-14,,,,,,,,,,,,,,
160,1995,1995-11-23,12,32.233,MIN,@,DET,L 38-44,,,,,,,,,,,,,,
