ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
37,1995,1995-10-01,5,25.107,TAM,@,CAR,W 20-13,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
38,1995,1995-10-08,6,25.114,TAM,,CIN,W 19-16,,0,0,,0,1,1,100.0,4,6,66.7,0,13,0,0,,0
39,1995,1995-10-15,7,25.121,TAM,,MIN,W 20-17,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
40,1995,1995-10-22,8,25.128,TAM,,ATL,L 21-24,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
41,1995,1995-10-29,9,25.135,TAM,@,HOU,L 7-19,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
42,1995,1995-11-12,10,25.149,TAM,@,DET,L 24-27,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
43,1995,1995-11-19,11,25.156,TAM,,JAX,W 17-16,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
44,1995,1995-11-26,12,25.163,TAM,@,GNB,L 13-35,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
45,1995,1995-12-03,13,25.170,TAM,@,MIN,L 17-31,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
46,1995,1995-12-10,14,25.177,TAM,,GNB,W 13-10,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
47,1995,1995-12-17,15,25.184,TAM,@,CHI,L 10-31,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
48,1995,1995-12-23,16,25.190,TAM,,DET,L 10-37,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
49,1996,1996-09-01,1,26.077,TAM,,GNB,L 3-34,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
50,1996,1996-09-08,2,26.084,TAM,@,DET,L 6-21,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
51,1996,1996-09-15,3,26.091,TAM,@,DEN,L 23-27,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
52,1996,1996-09-22,4,26.098,TAM,,SEA,L 13-17,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
53,1996,1996-09-29,5,26.105,TAM,,DET,L 0-27,,,,,,,,,,,,,,,,,
54,1996,1996-10-13,6,26.119,TAM,,MIN,W 24-13,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
55,1996,1996-10-20,7,26.126,TAM,@,ARI,L 9-13,,0,0,,0,,1,0.0,1,3,33.3,0,3,0,0,,0
56,1996,1996-10-27,8,26.133,TAM,@,GNB,L 7-13,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
57,1996,1996-11-03,9,26.140,TAM,@,CHI,L 10-13,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
58,1996,1996-11-10,10,26.147,TAM,,OAK,W 20-17,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
59,1996,1996-11-17,11,26.154,TAM,@,SDG,W 25-17,,0,0,,0,1,1,100.0,4,5,80.0,0,13,0,0,,0
60,1996,1996-11-24,12,26.161,TAM,,NOR,W 13-7,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
61,1996,1996-12-01,13,26.168,TAM,@,CAR,L 0-24,,,,,,,,,,,,,,,,,
62,1996,1996-12-08,14,26.175,TAM,,WAS,W 24-10,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
63,1996,1996-12-15,15,26.182,TAM,@,MIN,L 10-21,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
64,1996,1996-12-22,16,26.189,TAM,,CHI,W 34-19,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
65,1997,1997-08-31,1,27.076,TAM,,SFO,W 13-6,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
66,1997,1997-09-07,2,27.083,TAM,@,DET,W 24-17,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
67,1997,1997-09-14,3,27.090,TAM,@,MIN,W 28-14,,0,0,,0,4,4,100.0,,,,0,4,,,,
68,1997,1997-09-21,4,27.097,TAM,,MIA,W 31-21,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
69,1997,1997-09-28,5,27.104,TAM,,ARI,W 19-18,,0,0,,0,1,2,50.0,,,,0,1,,,,
70,1997,1997-10-05,6,27.111,TAM,@,GNB,L 16-21,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
71,1997,1997-10-12,7,27.118,TAM,,DET,L 9-27,,0,0,,0,,1,0.0,1,1,100.0,0,3,0,0,,0
72,1997,1997-10-26,8,27.132,TAM,,MIN,L 6-10,,0,0,,0,,1,0.0,,,,0,0,,,,
73,1997,1997-11-02,9,27.139,TAM,@,IND,W 31-28,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
74,1997,1997-11-09,10,27.146,TAM,@,ATL,W 31-10,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
75,1997,1997-11-16,11,27.153,TAM,,NWE,W 27-7,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
76,1997,1997-11-23,12,27.160,TAM,@,CHI,L 7-13,,0,0,,0,1,1,100.0,,2,0.0,0,1,0,0,,0
77,1997,1997-11-30,13,27.167,TAM,@,NYG,W 20-8,,0,0,,0,2,2,100.0,,,,0,2,,,,
78,1997,1997-12-07,14,27.174,TAM,,GNB,L 6-17,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
79,1997,1997-12-14,15,27.181,TAM,@,NYJ,L 0-31,,0,0,,0,,,,,1,0.0,0,0,0,0,,0
80,1997,1997-12-21,16,27.188,TAM,,CHI,W 31-15,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
81,1998,1998-09-06,1,28.082,TAM,@,MIN,L 7-31,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
82,1998,1998-09-13,2,28.089,TAM,@,GNB,L 15-23,,0,0,,0,1,1,100.0,,,,0,1,,,,
83,1998,1998-09-20,3,28.096,TAM,,CHI,W 27-15,,0,0,,0,1,1,100.0,,,,0,1,,,,
84,1998,1998-09-28,4,28.104,TAM,@,DET,L 6-27,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
85,1998,1998-10-04,5,28.110,TAM,,NYG,W 20-3,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
86,1998,1998-10-18,6,28.124,TAM,,CAR,W 16-13,,0,0,,0,1,2,50.0,1,1,100.0,0,4,0,0,,0
87,1998,1998-10-25,7,28.131,TAM,@,NOR,L 3-9,,0,0,,0,,,,1,3,33.3,0,3,0,0,,0
88,1998,1998-11-01,8,28.138,TAM,,MIN,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
89,1998,1998-11-08,9,28.145,TAM,,TEN,L 22-31,,1,20,20.00,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
90,1998,1998-11-15,10,28.152,TAM,@,JAX,L 24-29,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
91,1998,1998-11-22,11,28.159,TAM,,DET,L 25-28,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
92,1998,1998-11-29,12,28.166,TAM,@,CHI,W 31-17,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
93,1998,1998-12-07,13,28.174,TAM,,GNB,W 24-22,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
94,1998,1998-12-13,14,28.180,TAM,,PIT,W 16-3,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
95,1998,1998-12-19,15,28.186,TAM,@,WAS,L 16-20,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
96,1998,1998-12-27,16,28.194,TAM,@,CIN,W 35-0,,0,0,,0,5,5,100.0,,1,0.0,0,5,0,0,,0
97,1999,1999-09-12,1,29.088,OAK,@,GNB,L 24-28,,0,0,,0,3,3,100.0,1,3,33.3,0,6,0,0,,0
98,1999,1999-09-19,2,29.095,OAK,@,MIN,W 22-17,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
99,1999,1999-09-26,3,29.102,OAK,,CHI,W 24-17,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
100,1999,1999-10-03,4,29.109,OAK,@,SEA,L 21-22,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
101,1999,1999-10-10,5,29.116,OAK,,DEN,L 13-16,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
102,1999,1999-10-17,6,29.123,OAK,@,BUF,W 20-14,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
103,1999,1999-10-24,7,29.130,OAK,,NYJ,W 24-23,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
104,1999,1999-10-31,8,29.137,OAK,,MIA,L 9-16,,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
105,1999,1999-11-14,9,29.151,OAK,,SDG,W 28-9,,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
106,1999,1999-11-22,10,29.159,OAK,@,DEN,L 21-27,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
107,1999,1999-11-28,11,29.165,OAK,,KAN,L 34-37,,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
108,1999,1999-12-05,12,29.172,OAK,,SEA,W 30-21,,0,0,,0,3,3,100.0,3,4,75.0,0,12,0,0,,0
109,1999,1999-12-09,13,29.176,OAK,@,TEN,L 14-21,,0,0,,0,2,2,100.0,,2,0.0,0,2,0,0,,0
110,2000,2000-09-18,3,30.094,WAS,,DAL,L 21-27,,0,0,,0,3,3,100.0,,,,0,3,,,,
111,2000,2000-09-24,4,30.100,WAS,@,NYG,W 16-6,,0,0,,0,1,2,50.0,1,2,50.0,0,4,0,0,,0
112,2000,2000-10-01,5,30.107,WAS,,TAM,W 20-17,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
113,2000,2000-10-08,6,30.114,WAS,@,PHI,W 17-14,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
114,2002,2002-12-22,15,32.189,KAN,,SDG,W 24-22,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
