ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
17,2009,2009-09-13,1,23.012,ARI,,SFO,L 16-20,*,0,0,,0,,0,0,0.0,5,0,0,0,0
18,2009,2009-09-20,2,23.019,ARI,@,JAX,W 31-17,*,0,0,,0,,0,0,0.5,0,1,0,0,0
19,2009,2009-09-27,3,23.026,ARI,,IND,L 10-31,*,0,0,,0,,0,0,0.0,3,1,0,0,0
20,2009,2009-10-11,4,23.040,ARI,,HOU,W 28-21,*,0,0,,0,,0,0,0.0,1,0,0,0,0
21,2009,2009-10-18,5,23.047,ARI,@,SEA,W 27-3,*,0,0,,0,,0,0,1.5,2,1,0,0,0
22,2009,2009-10-25,6,23.054,ARI,@,NYG,W 24-17,*,0,0,,0,,0,0,1.0,1,1,0,0,0
23,2009,2009-11-01,7,23.061,ARI,,CAR,L 21-34,*,0,0,,0,,0,0,0.0,6,1,0,0,0
24,2009,2009-11-08,8,23.068,ARI,@,CHI,W 41-21,*,0,0,,0,,0,0,0.5,2,1,0,0,0
25,2009,2009-11-15,9,23.075,ARI,,SEA,W 31-20,*,0,0,,0,,0,0,0.0,0,1,0,0,0
26,2009,2009-11-22,10,23.082,ARI,@,STL,W 21-13,*,0,0,,0,,0,0,0.0,2,0,0,0,0
27,2009,2009-11-29,11,23.089,ARI,@,TEN,L 17-20,*,0,0,,0,,0,0,0.5,2,2,0,0,0
28,2009,2009-12-06,12,23.096,ARI,,MIN,W 30-17,,0,0,,0,,0,0,1.0,3,1,0,0,0
29,2009,2009-12-14,13,23.104,ARI,@,SFO,L 9-24,*,0,0,,0,,0,0,1.0,4,1,0,0,0
30,2009,2009-12-20,14,23.110,ARI,@,DET,W 31-24,*,0,0,,0,,0,0,0.0,1,0,0,0,0
31,2009,2009-12-27,15,23.117,ARI,,STL,W 31-10,*,0,0,,0,,0,0,1.0,1,0,0,0,0
32,2009,2010-01-03,16,23.124,ARI,,GNB,L 7-33,*,0,0,,0,,0,0,0.0,2,0,0,0,0
33,2010,2010-09-12,1,24.011,ARI,@,STL,W 17-13,*,0,0,,0,,0,0,1.0,2,0,0,0,0
34,2010,2010-09-19,2,24.018,ARI,@,ATL,L 7-41,*,0,0,,0,,0,0,0.0,5,0,0,0,0
35,2010,2010-09-26,3,24.025,ARI,,OAK,W 24-23,*,0,0,,0,,0,0,0.0,4,1,0,0,0
36,2010,2010-10-03,4,24.032,ARI,@,SDG,L 10-41,*,0,0,,0,,0,0,0.0,3,1,0,0,0
37,2010,2010-10-10,5,24.039,ARI,,NOR,W 30-20,*,0,0,,0,,0,0,0.0,3,0,0,0,0
38,2010,2010-10-24,6,24.053,ARI,@,SEA,L 10-22,*,0,0,,0,,0,0,1.0,4,0,0,0,0
39,2010,2010-10-31,7,24.060,ARI,,TAM,L 35-38,*,0,0,,0,,0,0,0.0,3,3,0,0,0
40,2010,2010-11-07,8,24.067,ARI,@,MIN,L 24-27,*,0,0,,0,,0,0,0.0,0,2,0,0,0
41,2010,2010-11-14,9,24.074,ARI,,SEA,L 18-36,*,0,0,,0,,0,0,1.0,3,3,0,0,0
42,2010,2010-11-21,10,24.081,ARI,@,KAN,L 13-31,*,0,0,,0,,0,0,0.0,2,0,0,0,0
43,2010,2010-12-05,12,24.095,ARI,,STL,L 6-19,*,0,0,,0,,0,0,1.0,1,1,0,0,0
44,2010,2010-12-12,13,24.102,ARI,,DEN,W 43-13,*,0,0,,0,,0,0,0.0,2,0,0,0,0
45,2010,2010-12-19,14,24.109,ARI,@,CAR,L 12-19,*,0,0,,0,,0,0,1.0,9,2,0,0,0
46,2010,2010-12-25,15,24.115,ARI,,DAL,W 27-26,*,0,0,,0,,0,0,1.0,2,0,0,0,0
47,2010,2011-01-02,16,24.123,ARI,@,SFO,L 7-38,*,0,0,,0,,0,0,0.0,3,1,0,0,0
48,2011,2011-09-11,1,25.010,ARI,,CAR,W 28-21,*,0,0,,0,,0,0,0.0,3,1,0,0,0
49,2011,2011-09-18,2,25.017,ARI,@,WAS,L 21-22,*,0,0,,0,,0,0,0.0,1,3,0,0,0
50,2011,2011-09-25,3,25.024,ARI,@,SEA,L 10-13,*,0,0,,0,,0,0,2.5,5,5,0,0,0
51,2011,2011-10-02,4,25.031,ARI,,NYG,L 27-31,*,0,0,,0,,0,0,0.0,6,0,0,0,0
52,2011,2011-10-09,5,25.038,ARI,@,MIN,L 10-34,*,0,0,,0,,0,0,0.0,4,1,0,0,0
53,2011,2011-10-23,6,25.052,ARI,,PIT,L 20-32,*,0,0,,0,,0,0,0.0,2,0,0,0,0
54,2011,2011-10-30,7,25.059,ARI,@,BAL,L 27-30,*,0,0,,0,,0,0,0.5,4,2,0,0,0
55,2011,2011-11-06,8,25.066,ARI,,STL,W 19-13,*,0,0,,0,,0,0,2.0,6,0,0,0,0
56,2011,2011-11-13,9,25.073,ARI,@,PHI,W 21-17,*,0,0,,0,,0,0,0.0,2,0,1,0,0
57,2011,2011-11-20,10,25.080,ARI,@,SFO,L 7-23,*,0,0,,0,,0,0,0.0,4,0,0,0,0
58,2011,2011-11-27,11,25.087,ARI,@,STL,W 23-20,*,0,0,,0,,0,0,0.0,5,0,0,0,0
59,2011,2011-12-04,12,25.094,ARI,,DAL,W 19-13,*,0,0,,0,,0,0,1.0,2,1,0,0,0
60,2011,2011-12-11,13,25.101,ARI,,SFO,W 21-19,*,0,0,,0,,0,0,1.0,2,0,0,0,0
61,2011,2011-12-18,14,25.108,ARI,,CLE,W 20-17,*,0,0,,0,,0,0,0.0,1,3,0,0,0
62,2011,2011-12-24,15,25.114,ARI,@,CIN,L 16-23,*,0,0,,0,,0,0,1.0,4,3,0,0,0
63,2011,2012-01-01,16,25.122,ARI,,SEA,W 23-20,*,0,0,,0,,0,0,0.0,1,0,0,0,0
64,2012,2012-09-09,1,26.008,ARI,,SEA,W 20-16,*,0,0,,0,,0,0,0.0,1,0,0,0,0
65,2012,2012-09-16,2,26.015,ARI,@,NWE,W 20-18,*,0,0,,0,,0,0,2.0,7,3,0,0,0
66,2012,2012-09-23,3,26.022,ARI,,PHI,W 27-6,*,0,0,,0,,0,0,0.0,0,0,0,0,0
67,2012,2012-09-30,4,26.029,ARI,,MIA,W 24-21,*,0,0,,0,,0,0,0.0,4,1,0,0,0
68,2012,2012-10-04,5,26.033,ARI,@,STL,L 3-17,*,0,0,,0,,0,0,0.0,0,0,0,0,0
69,2012,2012-10-14,6,26.043,ARI,,BUF,L 16-19,*,0,0,,0,,0,0,0.0,5,0,0,0,0
70,2012,2012-10-21,7,26.050,ARI,@,MIN,L 14-21,*,0,0,,0,,0,0,0.0,1,1,0,0,0
71,2012,2012-10-29,8,26.058,ARI,,SFO,L 3-24,*,0,0,,0,,0,0,1.0,6,0,0,0,0
72,2012,2012-11-04,9,26.064,ARI,@,GNB,L 17-31,*,0,0,,0,,0,0,0.5,5,3,0,0,0
73,2012,2012-12-09,13,26.099,ARI,@,SEA,L 0-58,*,0,0,,0,,0,0,0.0,5,3,0,0,0
74,2012,2012-12-16,14,26.106,ARI,,DET,W 38-10,*,0,0,,0,,0,0,1.0,7,1,0,0,0
75,2012,2012-12-23,15,26.113,ARI,,CHI,L 13-28,*,0,0,,0,,0,0,1.0,7,1,0,0,0
76,2012,2012-12-30,16,26.120,ARI,@,SFO,L 13-27,,0,0,,0,,0,0,1.0,2,0,0,0,0
77,2013,2013-09-08,1,27.007,ARI,@,STL,L 24-27,*,0,0,,0,,0,0,0.0,3,0,0,0,0
78,2013,2013-09-15,2,27.014,ARI,,DET,W 25-21,*,0,0,,0,,0,0,1.0,2,0,0,0,0
79,2013,2013-09-22,3,27.021,ARI,@,NOR,L 7-31,*,0,0,,0,,0,0,0.0,2,1,0,0,0
80,2013,2013-09-29,4,27.028,ARI,@,TAM,W 13-10,*,0,0,,0,,0,0,0.0,2,0,0,0,0
81,2013,2013-10-06,5,27.035,ARI,,CAR,W 22-6,*,0,0,,0,,0,0,2.0,4,0,0,0,0
82,2013,2013-10-13,6,27.042,ARI,@,SFO,L 20-32,*,0,0,,0,,0,0,0.0,3,0,0,0,0
83,2013,2013-10-17,7,27.046,ARI,,SEA,L 22-34,*,0,0,,0,,0,0,0.0,7,1,0,0,0
84,2013,2013-10-27,8,27.056,ARI,,ATL,W 27-13,*,0,0,,0,,0,0,1.0,5,0,0,0,0
85,2013,2013-11-10,9,27.070,ARI,,HOU,W 27-24,*,0,0,,0,,0,0,0.0,0,4,0,0,0
86,2013,2013-11-17,10,27.077,ARI,@,JAX,W 27-14,*,0,0,,0,,0,0,1.0,2,0,0,0,0
87,2013,2013-11-24,11,27.084,ARI,,IND,W 40-11,*,0,0,,0,,0,0,0.5,2,2,0,0,0
88,2013,2013-12-01,12,27.091,ARI,@,PHI,L 21-24,*,0,0,,0,,0,0,0.5,2,1,0,0,0
89,2013,2013-12-08,13,27.098,ARI,,STL,W 30-10,*,0,0,,0,,0,0,0.0,2,1,0,0,0
90,2013,2013-12-15,14,27.105,ARI,@,TEN,W 37-34,*,0,0,,0,,0,0,0.0,2,1,0,0,0
91,2013,2013-12-22,15,27.112,ARI,@,SEA,W 17-10,*,0,0,,0,,0,0,2.0,3,1,0,0,0
92,2013,2013-12-29,16,27.119,ARI,,SFO,L 20-23,*,0,0,,0,,0,0,1.0,4,1,0,0,0
93,2014,2014-09-08,1,28.007,ARI,,SDG,W 18-17,*,0,0,,0,,0,0,0.0,0,0,0,0,0
94,2014,2014-09-14,2,28.013,ARI,@,NYG,W 25-14,*,0,0,,0,,0,0,1.0,10,0,0,0,0
95,2014,2014-09-21,3,28.020,ARI,,SFO,W 23-14,*,0,0,,0,,0,0,0.0,4,0,0,0,0
96,2014,2014-10-05,4,28.034,ARI,@,DEN,L 20-41,*,0,0,,0,,0,0,0.0,2,0,1,23,0
97,2014,2014-10-26,7,28.055,ARI,,PHI,W 24-20,*,0,0,,0,,0,0,0.0,1,1,0,0,0
98,2014,2014-11-02,8,28.062,ARI,@,DAL,W 28-17,*,0,0,,0,,0,0,0.0,2,2,0,0,0
99,2014,2014-11-09,9,28.069,ARI,,STL,W 31-14,*,0,0,,0,,0,0,2.0,5,1,0,0,0
100,2014,2014-11-16,10,28.076,ARI,,DET,W 14-6,*,0,0,,0,,0,0,0.0,3,1,0,0,0
101,2014,2014-11-23,11,28.083,ARI,@,SEA,L 3-19,*,0,0,,0,,0,0,3.0,4,2,0,0,0
102,2014,2014-11-30,12,28.090,ARI,@,ATL,L 18-29,*,0,0,,0,,0,0,0.0,3,1,0,0,0
103,2014,2014-12-07,13,28.097,ARI,,KAN,W 17-14,*,0,0,,0,,0,0,1.0,5,1,0,0,0
104,2014,2014-12-11,14,28.101,ARI,@,STL,W 12-6,*,0,0,,0,,0,0,0.0,4,1,0,0,0
105,2014,2014-12-21,15,28.111,ARI,,SEA,L 6-35,*,,,,,,,,,,,,,
106,2014,2014-12-28,16,28.118,ARI,@,SFO,L 17-20,*,0,0,,0,,0,0,0.0,5,0,0,0,0
107,2015,2015-09-13,1,29.012,ARI,,NOR,W 31-19,*,0,0,,0,,0,0,0.0,5,1,0,0,0
108,2015,2015-09-20,2,29.019,ARI,@,CHI,W 48-23,*,0,0,,0,,0,0,0.0,4,2,0,0,0
109,2015,2015-09-27,3,29.026,ARI,,SFO,W 47-7,*,0,0,,0,,0,0,0.0,1,1,0,0,0
110,2015,2015-10-04,4,29.033,ARI,,STL,L 22-24,*,0,0,,0,,0,0,0.5,10,1,0,0,0
111,2015,2015-10-11,5,29.040,ARI,@,DET,W 42-17,*,0,0,,0,,0,0,0.0,2,0,0,0,0
112,2015,2015-10-18,6,29.047,ARI,@,PIT,L 13-25,*,0,0,,0,,0,0,1.0,3,2,0,0,0
113,2015,2015-10-26,7,29.055,ARI,,BAL,W 26-18,*,0,0,,0,,0,0,0.0,5,0,0,0,0
114,2015,2015-11-01,8,29.061,ARI,@,CLE,W 34-20,*,0,0,,0,,0,0,0.0,2,1,0,0,0
115,2015,2015-11-15,9,29.075,ARI,@,SEA,W 39-32,*,0,0,,0,,0,0,0.0,0,3,0,0,0
116,2015,2015-11-22,10,29.082,ARI,,CIN,W 34-31,*,0,0,,0,,0,0,0.0,1,2,0,0,0
117,2015,2015-11-29,11,29.089,ARI,@,SFO,W 19-13,*,0,0,,0,,0,0,0.0,2,1,0,0,0
118,2015,2015-12-06,12,29.096,ARI,@,STL,W 27-3,*,0,0,,0,,0,0,0.0,0,0,0,0,0
119,2015,2015-12-10,13,29.100,ARI,,MIN,W 23-20,*,0,0,,0,,0,0,1.0,4,0,0,0,0
120,2015,2015-12-20,14,29.110,ARI,@,PHI,W 40-17,*,0,0,,0,,0,0,0.0,0,0,0,0,0
121,2015,2015-12-27,15,29.117,ARI,,GNB,W 38-8,*,0,0,,0,,0,0,2.5,5,1,0,0,0
122,2015,2016-01-03,16,29.124,ARI,,SEA,L 6-36,*,0,0,,0,,0,0,0.0,2,0,0,0,0
123,2016,2016-09-11,1,30.010,ARI,,NWE,L 21-23,*,0,0,,0,,0,0,0.0,2,1,0,0,0
124,2016,2016-09-18,2,30.017,ARI,,TAM,W 40-7,*,0,0,,0,,0,0,0.0,2,1,0,0,0
125,2016,2016-09-25,3,30.024,ARI,@,BUF,L 18-33,*,0,0,,0,,0,0,0.0,4,0,0,0,0
126,2016,2016-10-02,4,30.031,ARI,,LAR,L 13-17,*,0,0,,0,,0,0,0.0,1,0,0,0,0
127,2016,2016-10-06,5,30.035,ARI,@,SFO,W 33-21,*,0,0,,0,1,0,2,2.0,3,1,1,1,0
128,2016,2016-10-17,6,30.046,ARI,,NYJ,W 28-3,*,0,0,,0,,0,0,0.0,1,0,0,0,0
129,2016,2016-10-23,7,30.052,ARI,,SEA,T 6-6,*,0,0,,0,,0,0,0.0,2,0,0,0,0
130,2016,2016-10-30,8,30.059,ARI,@,CAR,L 20-30,*,0,0,,0,,0,0,0.0,1,8,0,0,0
131,2016,2016-11-13,9,30.073,ARI,,SFO,W 23-20,*,0,0,,0,,0,0,1.0,2,1,0,0,0
132,2016,2016-11-20,10,30.080,ARI,@,MIN,L 24-30,*,0,0,,0,,0,0,0.0,1,2,0,0,0
133,2016,2016-11-27,11,30.087,ARI,@,ATL,L 19-38,*,0,0,,0,,0,0,0.0,3,0,0,0,0
134,2016,2016-12-04,12,30.094,ARI,,WAS,W 31-23,*,0,0,,0,,0,0,1.0,3,0,0,0,0
135,2016,2016-12-11,13,30.101,ARI,@,MIA,L 23-26,*,0,0,,0,,0,0,0.0,3,0,0,0,0
136,2016,2016-12-18,14,30.108,ARI,,NOR,L 41-48,*,0,0,,0,,1,6,2.0,4,0,0,0,0
137,2016,2016-12-24,15,30.114,ARI,@,SEA,W 34-31,*,0,0,,0,,0,0,0.5,1,3,0,0,0
138,2016,2017-01-01,16,30.122,ARI,@,LAR,W 44-6,*,0,0,,0,,0,0,1.5,1,2,0,0,0
139,2017,2017-09-10,1,31.009,JAX,@,HOU,W 29-7,*,0,0,,0,,0,0,4.0,4,2,0,0,0
140,2017,2017-09-17,2,31.016,JAX,,TEN,L 16-37,*,0,0,,0,,0,0,0.0,4,0,0,0,0
141,2017,2017-09-24,3,31.023,JAX,,BAL,W 44-7,*,0,0,,0,,0,0,0.5,2,1,0,0,0
142,2017,2017-10-01,4,31.030,JAX,@,NYJ,L 20-23,*,0,0,,0,,0,0,1.0,3,3,0,0,0
143,2017,2017-10-08,5,31.037,JAX,@,PIT,W 30-9,*,0,0,,0,,0,0,0.5,1,3,0,0,0
144,2017,2017-10-15,6,31.044,JAX,,LAR,L 17-27,*,0,0,,0,,0,0,2.0,4,1,0,0,0
145,2017,2017-10-22,7,31.051,JAX,@,IND,W 27-0,*,0,0,,0,,0,0,2.0,2,2,0,0,0
146,2017,2017-11-05,8,31.065,JAX,,CIN,W 23-7,*,0,0,,0,,0,0,1.0,2,0,0,0,0
147,2017,2017-11-12,9,31.072,JAX,,LAC,W 20-17,*,0,0,,0,,0,0,0.0,2,1,0,0,0
148,2017,2017-11-19,10,31.079,JAX,@,CLE,W 19-7,*,0,0,,0,,0,0,0.5,1,1,0,0,0
149,2017,2017-11-26,11,31.086,JAX,@,ARI,L 24-27,*,0,0,,0,,1,6,0.0,3,0,0,0,0
150,2017,2017-12-03,12,31.093,JAX,,IND,W 30-10,*,0,0,,0,,0,0,1.0,4,0,0,0,0
151,2017,2017-12-10,13,31.100,JAX,,SEA,W 30-24,*,0,0,,0,,0,0,0.0,1,0,0,0,0
152,2017,2017-12-17,14,31.107,JAX,,HOU,W 45-7,*,0,0,,0,,0,0,2.0,5,0,0,0,0
153,2017,2017-12-24,15,31.114,JAX,@,SFO,L 33-44,*,0,0,,0,,0,0,0.0,5,3,0,0,0
154,2017,2017-12-31,16,31.121,JAX,@,TEN,L 10-15,*,0,0,,0,,0,0,0.0,4,3,0,0,0
155,2018,2018-09-09,1,32.008,JAX,@,NYG,W 20-15,*,0,0,,0,,0,0,1.0,3,0,0,0,0
156,2018,2018-09-16,2,32.015,JAX,,NWE,W 31-20,*,0,0,,0,,0,0,0.0,1,0,0,0,0
157,2018,2018-09-23,3,32.022,JAX,,TEN,L 6-9,*,0,0,,0,,0,0,2.0,5,0,0,0,0
