ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
60,2010,2010-09-26,3,28.333,JAX,,PHI,L 3-28,*,0,0,,0,1.0,6,0,0,0,0
61,2010,2010-10-18,6,28.355,JAX,,TEN,L 3-30,,,,,,,,,,,
62,2010,2010-10-24,7,28.361,JAX,@,KAN,L 20-42,,0,0,,0,0.0,0,1,0,0,0
63,2010,2010-10-31,8,29.003,JAX,@,DAL,W 35-17,,0,0,,0,0.0,1,0,0,0,0
64,2010,2010-11-14,9,29.017,JAX,,HOU,W 31-24,,0,0,,0,0.0,3,0,0,0,0
65,2010,2010-11-21,10,29.024,JAX,,CLE,W 24-20,,0,0,,0,0.0,0,1,1,-2,0
66,2010,2010-11-28,11,29.031,JAX,@,NYG,L 20-24,,0,0,,0,0.0,2,0,0,0,0
67,2010,2010-12-05,12,29.038,JAX,@,TEN,W 17-6,,0,0,,0,0.0,2,1,0,0,0
68,2010,2010-12-12,13,29.045,JAX,,OAK,W 38-31,*,0,0,,0,0.0,4,1,0,0,0
69,2010,2010-12-19,14,29.052,JAX,@,IND,L 24-34,*,0,0,,0,0.0,5,1,0,0,0
70,2010,2010-12-26,15,29.059,JAX,,WAS,L 17-20,,0,0,,0,0.0,0,1,0,0,0
71,2010,2011-01-02,16,29.066,JAX,@,HOU,L 17-34,,0,0,,0,0.0,1,0,0,0,0
72,2011,2011-09-11,1,29.318,CAR,@,ARI,L 21-28,,,,,,,,,,,
73,2011,2011-09-18,2,29.325,CAR,,GNB,L 23-30,,0,0,,0,0.0,0,0,0,0,0
74,2011,2011-09-25,3,29.332,CAR,,JAX,W 16-10,,,,,,,,,,,
75,2011,2011-10-02,4,29.339,CAR,@,CHI,L 29-34,,,,,,,,,,,
76,2011,2011-10-23,6,29.360,ARI,,PIT,L 20-32,,,,,,,,,,,
77,2011,2011-10-30,7,30.002,ARI,@,BAL,L 27-30,,0,0,,0,0.0,0,0,0,0,0
78,2011,2011-11-06,8,30.009,ARI,,STL,W 19-13,,0,0,,0,0.0,0,2,0,0,0
79,2011,2011-11-13,9,30.016,ARI,@,PHI,W 21-17,,0,0,,0,0.0,0,0,0,0,0
80,2011,2011-11-20,10,30.023,ARI,@,SFO,L 7-23,,0,0,,0,0.0,0,1,0,0,0
81,2011,2011-11-27,11,30.030,ARI,@,STL,W 23-20,,,,,,,,,,,
82,2011,2011-12-04,12,30.037,ARI,,DAL,W 19-13,,0,0,,0,0.0,0,0,0,0,0
83,2011,2012-01-01,16,30.065,ARI,,SEA,W 23-20,,0,0,,0,0.0,0,1,0,0,0
84,2012,2012-09-10,1,30.318,BAL,,CIN,W 44-13,,,,,,,,,,,
85,2012,2012-09-16,2,30.324,BAL,@,PHI,L 23-24,,1,3,3.00,0,0.0,0,0,0,0,0
86,2012,2012-09-23,3,30.331,BAL,,NWE,W 31-30,,,,,,,,,,,
87,2012,2012-09-27,4,30.335,BAL,,CLE,W 23-16,,,,,,,,,,,
88,2012,2012-10-07,5,30.345,BAL,@,KAN,W 9-6,,0,0,,0,0.0,0,0,0,0,0
89,2012,2012-10-14,6,30.352,BAL,,DAL,W 31-29,,0,0,,0,0.0,0,0,0,0,0
90,2012,2012-10-21,7,30.359,BAL,@,HOU,L 13-43,,,,,,,,,,,
91,2012,2012-11-04,8,31.007,BAL,@,CLE,W 25-15,,0,0,,0,0.0,0,0,0,0,0
92,2012,2012-11-11,9,31.014,BAL,,OAK,W 55-20,,,,,,,,,,,
93,2012,2012-11-18,10,31.021,BAL,@,PIT,W 13-10,,,,,,,,,,,
94,2012,2012-11-25,11,31.028,BAL,@,SDG,W 16-13,,,,,,,,,,,
95,2012,2012-12-02,12,31.035,BAL,,PIT,L 20-23,,,,,,,,,,,
96,2012,2012-12-09,13,31.042,BAL,@,WAS,L 28-31,,0,0,,0,0.0,0,0,0,0,0
97,2012,2012-12-16,14,31.049,BAL,,DEN,L 17-34,,,,,,,,,,,
98,2012,2012-12-23,15,31.056,BAL,,NYG,W 33-14,,,,,,,,,,,
99,2012,2012-12-30,16,31.063,BAL,@,CIN,L 17-23,,0,0,,0,0.0,1,1,0,0,0
