ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
30,2009,2009-11-29,11,25.072,SFO,,JAX,W 20-3,*,0,0,,0,0,0,0.0,5,4,0,0,0
31,2009,2009-12-06,12,25.079,SFO,@,SEA,L 17-20,*,0,0,,0,0,0,1.0,5,0,0,0,0
32,2009,2009-12-14,13,25.087,SFO,,ARI,W 24-9,*,0,0,,0,0,0,0.0,5,1,1,3,0
33,2009,2009-12-20,14,25.093,SFO,@,PHI,L 13-27,*,0,0,,0,0,0,0.0,3,0,0,0,0
34,2009,2009-12-27,15,25.100,SFO,,DET,W 20-6,*,0,0,,0,0,0,0.0,1,3,1,34,0
35,2009,2010-01-03,16,25.107,SFO,@,STL,W 28-6,*,0,0,,0,0,0,1.0,3,1,0,0,0
36,2010,2010-09-12,1,25.359,SFO,@,SEA,L 6-31,*,0,0,,0,0,0,0.0,5,1,0,0,0
37,2010,2010-09-20,2,26.002,SFO,,NOR,L 22-25,*,0,0,,0,0,0,0.0,3,2,0,0,0
38,2010,2010-09-26,3,26.008,SFO,@,KAN,L 10-31,*,0,0,,0,0,0,0.0,4,0,0,0,0
39,2010,2010-10-03,4,26.015,SFO,@,ATL,L 14-16,*,0,0,,0,0,0,0.0,7,1,0,0,0
40,2010,2010-10-10,5,26.022,SFO,,PHI,L 24-27,*,0,0,,0,0,0,0.0,5,2,0,0,0
41,2010,2010-10-17,6,26.029,SFO,,OAK,W 17-9,*,0,0,,0,0,0,0.0,1,0,0,0,0
42,2010,2010-10-24,7,26.036,SFO,@,CAR,L 20-23,*,0,0,,0,0,0,0.0,7,0,0,0,0
43,2010,2010-10-31,8,26.043,SFO,,DEN,W 24-16,*,0,0,,0,0,0,0.0,1,0,0,0,0
44,2010,2010-11-14,9,26.057,SFO,,STL,W 23-20,*,0,0,,0,0,0,0.0,1,2,0,0,0
45,2010,2010-11-21,10,26.064,SFO,,TAM,L 0-21,*,0,0,,0,0,0,0.0,5,2,0,0,0
46,2010,2010-11-29,11,26.072,SFO,@,ARI,W 27-6,*,0,0,,0,0,0,0.0,1,0,0,0,0
47,2010,2010-12-05,12,26.078,SFO,@,GNB,L 16-34,*,0,0,,0,0,0,0.0,7,0,0,0,0
48,2010,2010-12-12,13,26.085,SFO,,SEA,W 40-21,*,0,0,,0,1,6,0.0,2,3,1,39,1
49,2010,2010-12-16,14,26.089,SFO,@,SDG,L 7-34,*,0,0,,0,0,0,0.0,5,3,0,0,0
50,2010,2010-12-26,15,26.099,SFO,@,STL,L 17-25,*,0,0,,0,0,0,0.0,3,0,0,0,0
51,2010,2011-01-02,16,26.106,SFO,,ARI,W 38-7,*,0,0,,0,0,0,1.0,2,1,0,0,0
52,2011,2011-09-25,3,27.007,SFO,@,CIN,W 13-8,*,0,0,,0,0,0,0.0,5,3,0,0,0
53,2011,2011-10-02,4,27.014,SFO,@,PHI,W 24-23,*,0,0,,0,0,0,0.0,10,0,0,0,0
54,2011,2011-10-09,5,27.021,SFO,,TAM,W 48-3,*,0,0,,0,0,0,0.0,4,0,0,0,0
55,2011,2011-10-16,6,27.028,SFO,@,DET,W 25-19,*,0,0,,0,0,0,0.0,3,3,0,0,0
56,2011,2011-10-30,7,27.042,SFO,,CLE,W 20-10,*,0,0,,0,0,0,0.0,2,1,1,0,0
57,2011,2011-11-06,8,27.049,SFO,@,WAS,W 19-11,*,0,0,,0,0,0,0.0,4,1,1,0,0
58,2011,2011-11-13,9,27.056,SFO,,NYG,W 27-20,*,0,0,,0,0,0,0.0,4,0,0,0,0
59,2011,2011-11-20,10,27.063,SFO,,ARI,W 23-7,*,0,0,,0,0,0,0.0,2,0,1,2,0
60,2011,2011-11-24,11,27.067,SFO,@,BAL,L 6-16,*,0,0,,0,0,0,0.0,3,0,0,0,0
61,2011,2011-12-04,12,27.077,SFO,,STL,W 26-0,*,0,0,,0,0,0,0.0,3,0,1,13,0
62,2011,2011-12-11,13,27.084,SFO,@,ARI,L 19-21,*,0,0,,0,0,0,0.0,2,1,1,17,0
63,2011,2011-12-19,14,27.092,SFO,,PIT,W 20-3,*,0,0,,0,0,0,0.0,6,1,1,21,0
64,2011,2011-12-24,15,27.097,SFO,@,SEA,W 19-17,*,0,0,,0,0,0,0.0,1,2,0,0,0
65,2011,2012-01-01,16,27.105,SFO,@,STL,W 34-27,*,0,0,,0,0,0,0.0,3,0,0,0,0
66,2012,2012-09-09,1,27.357,SFO,@,GNB,W 30-22,*,0,0,,0,0,0,0.0,3,1,0,0,0
67,2012,2012-09-16,2,27.364,SFO,,DET,W 27-19,*,0,0,,0,0,0,0.0,5,1,1,20,0
68,2012,2012-09-23,3,28.005,SFO,@,MIN,L 13-24,*,0,0,,0,0,0,0.0,2,1,0,0,0
69,2012,2012-09-30,4,28.012,SFO,@,NYJ,W 34-0,*,0,0,,0,0,0,0.0,2,1,0,0,0
70,2012,2012-10-07,5,28.019,SFO,,BUF,W 45-3,*,0,0,,0,0,0,0.0,3,0,0,0,0
71,2012,2012-10-14,6,28.026,SFO,,NYG,L 3-26,*,0,0,,0,0,0,0.0,6,2,0,0,0
72,2012,2012-10-18,7,28.030,SFO,,SEA,W 13-6,*,0,0,,0,0,0,0.0,2,1,1,1,0
73,2012,2012-10-29,8,28.041,SFO,@,ARI,W 24-3,*,0,0,,0,0,0,0.0,4,1,0,0,0
74,2012,2012-11-11,9,28.054,SFO,,STL,T 24-24,*,0,0,,0,0,0,0.0,6,1,0,0,0
75,2012,2012-11-19,10,28.062,SFO,,CHI,W 32-7,*,0,0,,0,0,0,0.0,1,0,1,0,0
76,2012,2012-11-25,11,28.068,SFO,@,NOR,W 31-21,*,0,0,,0,0,0,0.0,3,3,0,0,0
77,2012,2012-12-02,12,28.075,SFO,@,STL,L 13-16,*,0,0,,0,0,0,0.0,3,1,0,0,0
78,2012,2012-12-09,13,28.082,SFO,,MIA,W 27-13,*,0,0,,0,0,0,0.0,5,0,0,0,0
79,2012,2012-12-16,14,28.089,SFO,@,NWE,W 41-34,*,1,31,31.00,0,0,0,0.0,4,0,0,0,0
80,2012,2012-12-23,15,28.096,SFO,@,SEA,L 13-42,*,0,0,,0,0,0,0.0,2,1,0,0,0
81,2012,2012-12-30,16,28.103,SFO,,ARI,W 27-13,*,0,0,,0,0,0,0.0,2,0,0,0,0
82,2013,2013-09-08,1,28.355,TAM,@,NYJ,L 17-18,*,0,0,,0,0,0,0.0,5,2,0,0,0
83,2013,2013-09-15,2,28.362,TAM,,NOR,L 14-16,*,0,0,,0,0,0,0.0,9,0,0,0,0
84,2013,2013-09-22,3,29.004,TAM,@,NWE,L 3-23,*,0,0,,0,0,0,0.0,4,3,0,0,0
85,2013,2013-09-29,4,29.011,TAM,,ARI,L 10-13,*,1,22,22.00,0,0,0,0.0,3,2,0,0,0
86,2013,2013-10-13,5,29.025,TAM,,PHI,L 20-31,*,0,0,,0,0,0,0.0,8,2,0,0,0
87,2013,2013-10-20,6,29.032,TAM,@,ATL,L 23-31,*,0,0,,0,0,0,0.0,2,0,0,0,0
88,2013,2013-11-11,9,29.054,TAM,,MIA,W 22-19,*,0,0,,0,0,0,0.0,6,2,0,0,0
89,2013,2013-11-17,10,29.060,TAM,,ATL,W 41-28,*,0,0,,0,0,0,0.0,2,0,1,0,0
90,2013,2013-12-01,12,29.074,TAM,@,CAR,L 6-27,*,0,0,,0,0,0,0.0,1,4,0,0,0
91,2013,2013-12-08,13,29.081,TAM,,BUF,W 27-6,*,0,0,,0,0,0,0.0,2,0,0,0,0
92,2013,2013-12-15,14,29.088,TAM,,SFO,L 14-33,*,0,0,,0,0,0,0.0,4,1,0,0,0
93,2013,2013-12-22,15,29.095,TAM,@,STL,L 13-23,*,0,0,,0,0,0,0.0,4,1,0,0,0
94,2013,2013-12-29,16,29.102,TAM,@,NOR,L 17-42,*,0,0,,0,0,0,0.0,3,1,0,0,0
95,2014,2014-09-07,1,29.354,TAM,,CAR,L 14-20,*,0,0,,0,0,0,0.0,7,2,0,0,0
96,2014,2014-09-14,2,29.361,TAM,,STL,L 17-19,*,0,0,,0,0,0,0.0,9,2,0,0,0
97,2014,2014-09-18,3,30.000,TAM,@,ATL,L 14-56,*,0,0,,0,0,0,0.0,5,1,0,0,0
98,2014,2014-09-28,4,30.010,TAM,@,PIT,W 27-24,*,0,0,,0,0,0,0.0,1,0,0,0,0
99,2014,2014-10-26,7,30.038,TAM,,MIN,L 13-19,*,0,0,,0,0,0,0.0,7,1,0,0,0
100,2014,2014-11-02,8,30.045,TAM,@,CLE,L 17-22,*,0,0,,0,0,0,0.0,0,1,0,0,0
101,2014,2014-11-09,9,30.052,TAM,,ATL,L 17-27,*,0,0,,0,0,0,0.0,4,2,0,0,0
102,2014,2014-11-16,10,30.059,TAM,@,WAS,W 27-7,*,0,0,,0,0,0,0.0,4,1,0,0,0
103,2014,2014-11-23,11,30.066,TAM,@,CHI,L 13-21,*,0,0,,0,0,0,0.0,2,1,0,0,0
104,2014,2014-11-30,12,30.073,TAM,,CIN,L 13-14,*,0,0,,0,0,0,0.0,7,3,0,0,0
105,2014,2014-12-07,13,30.080,TAM,@,DET,L 17-34,*,0,0,,0,0,0,0.0,4,0,0,0,0
106,2014,2014-12-14,14,30.087,TAM,@,CAR,L 17-19,*,0,0,,0,0,0,0.0,5,3,0,0,0
107,2014,2014-12-21,15,30.094,TAM,,GNB,L 3-20,*,0,0,,0,0,0,0.0,5,0,0,0,0
108,2014,2014-12-28,16,30.101,TAM,,NOR,L 20-23,*,0,0,,0,0,0,0.0,3,1,0,0,0
109,2015,2015-09-13,1,30.360,WAS,,MIA,L 10-17,*,0,0,,0,0,0,0.0,6,0,0,0,0
110,2015,2015-09-20,2,31.002,WAS,,STL,W 24-10,*,0,0,,0,0,0,0.0,1,0,0,0,0
111,2015,2015-09-24,3,31.006,WAS,@,NYG,L 21-32,*,0,0,,0,0,0,0.0,7,3,0,0,0
112,2015,2015-10-04,4,31.016,WAS,,PHI,W 23-20,*,0,0,,0,0,0,0.0,2,1,0,0,0
113,2015,2015-10-11,5,31.023,WAS,@,ATL,L 19-25,*,0,0,,0,0,0,0.0,7,2,0,0,0
114,2015,2015-10-18,6,31.030,WAS,@,NYJ,L 20-34,*,0,0,,0,0,0,0.0,7,6,0,0,0
115,2015,2015-10-25,7,31.037,WAS,,TAM,W 31-30,*,0,0,,0,0,0,0.0,6,8,0,0,0
116,2015,2015-11-08,8,31.051,WAS,@,NWE,L 10-27,*,0,0,,0,0,0,0.0,5,4,0,0,0
117,2015,2015-11-15,9,31.058,WAS,,NOR,W 47-14,*,0,0,,0,1,6,0.0,5,0,1,35,1
118,2015,2015-11-22,10,31.065,WAS,@,CAR,L 16-44,*,0,0,,0,0,0,0.0,2,5,0,0,0
119,2015,2015-11-29,11,31.072,WAS,,NYG,W 20-14,*,0,0,,0,0,0,0.0,3,4,0,0,0
120,2015,2015-12-07,12,31.080,WAS,,DAL,L 16-19,*,0,0,,0,0,0,0.0,4,2,0,0,0
121,2015,2015-12-13,13,31.086,WAS,@,CHI,W 24-21,*,0,0,,0,0,0,0.0,4,0,0,0,0
122,2015,2015-12-20,14,31.093,WAS,,BUF,W 35-25,*,0,0,,0,0,0,0.0,2,2,0,0,0
123,2015,2015-12-26,15,31.099,WAS,@,PHI,W 38-24,*,0,0,,0,0,0,0.0,9,1,0,0,0
124,2016,2016-09-11,1,31.359,ATL,,TAM,L 24-31,,0,0,,0,0,0,0.0,0,0,0,0,0
125,2016,2016-09-18,2,32.000,ATL,@,OAK,W 35-28,,0,0,,0,0,0,0.0,0,0,0,0,0
126,2016,2016-10-09,5,32.021,ATL,@,DEN,W 23-16,,0,0,,0,0,0,0.0,0,0,0,0,0
127,2016,2016-10-16,6,32.028,ATL,@,SEA,L 24-26,,0,0,,0,0,0,0.0,0,0,0,0,0
