ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
29,2016,2016-12-11,13,23.177,WAS,@,PHI,W 27-22,*,5,2,37,18.50,0,40.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,,0,0,0.0,0,0
30,2016,2016-12-19,14,23.185,WAS,,CAR,L 15-26,*,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,14,4.67,0,,0,0,0.0,0,0
31,2016,2016-12-24,15,23.190,WAS,@,CHI,W 41-21,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2016,2017-01-01,16,23.198,WAS,,NYG,L 10-19,*,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,40,8.00,0,,0,0,0.0,0,0
33,2017,2017-09-10,1,24.085,WAS,,PHI,L 17-30,*,7,3,14,4.67,0,42.9%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,1.50,0,,0,0,0.0,0,0
34,2017,2017-09-17,2,24.092,WAS,@,LAR,W 27-20,,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,,0,0,0.0,1,0
35,2017,2017-09-24,3,24.099,WAS,,OAK,W 27-10,,6,6,52,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,23,5.75,0,,0,0,0.0,0,0
36,2017,2017-10-02,4,24.107,WAS,@,KAN,L 20-29,,1,1,-7,-7.00,0,100.0%,-7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2017,2017-10-15,5,24.120,WAS,,SFO,W 26-24,*,5,3,15,5.00,0,60.0%,3.00,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,,0,0,0.0,0,0
38,2017,2017-10-23,6,24.128,WAS,@,PHI,L 24-34,*,6,2,28,14.00,0,33.3%,4.67,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,24,8.00,0,,0,0,0.0,0,0
39,2017,2017-10-29,7,24.134,WAS,,DAL,L 19-33,*,13,9,123,13.67,0,69.2%,9.46,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,,0,0,0.0,0,0
40,2017,2017-11-12,9,24.148,WAS,,MIN,L 30-38,,11,4,76,19.00,0,36.4%,6.91,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2017,2017-11-19,10,24.155,WAS,@,NOR,L 31-34,,8,7,72,10.29,0,87.5%,9.00,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2017,2017-11-23,11,24.159,WAS,,NYG,W 20-10,,10,7,141,20.14,1,70.0%,14.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,20,5.00,0,,1,6,0.0,0,0
43,2017,2017-11-30,12,24.166,WAS,@,DAL,L 14-38,*,7,5,67,13.40,0,71.4%,9.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0
44,2017,2017-12-10,13,24.176,WAS,@,LAC,L 13-30,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,12,4.00,0,,0,0,0.0,0,0
45,2017,2017-12-17,14,24.183,WAS,,ARI,W 20-15,,7,5,55,11.00,1,71.4%,7.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,18,9.00,0,,1,6,0.0,0,0
46,2017,2017-12-24,15,24.190,WAS,,DEN,W 27-11,,4,4,47,11.75,1,100.0%,11.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,,1,6,0.0,0,0
47,2017,2017-12-31,16,24.197,WAS,@,NYG,L 10-18,,7,3,25,8.33,0,42.9%,3.57,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,46,15.33,0,,0,0,0.0,0,0
48,2018,2018-09-09,1,25.084,WAS,@,ARI,W 24-6,*,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2018,2018-09-16,2,25.091,WAS,,IND,L 9-21,*,4,2,8,4.00,0,50.0%,2.00,2,29,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2018,2018-09-23,3,25.098,WAS,,GNB,W 31-17,*,4,4,39,9.75,1,100.0%,9.75,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
