ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
49,1980,1980-10-26,8,25.166,ATL,,RAM,W 13-10,,,,,,,,
50,1980,1980-11-02,9,25.173,ATL,@,BUF,W 30-14,,,,,,,,
51,1980,1980-11-09,10,25.180,ATL,@,STL,W 33-27,,,,,,,,
52,1980,1980-11-16,11,25.187,ATL,,NOR,W 31-13,,,,,,,,
53,1980,1980-11-23,12,25.194,ATL,,CHI,W 28-17,,,,,,,,
54,1980,1980-11-30,13,25.201,ATL,,WAS,W 10-6,,,,,,,,
55,1980,1980-12-07,14,25.208,ATL,@,PHI,W 20-17,,,,,,,,
56,1980,1980-12-14,15,25.215,ATL,,SFO,W 35-10,0,0,,0,1,3,3.00,0
57,1980,1980-12-21,16,25.222,ATL,@,RAM,L 17-20,,,,,,,,
58,1981,1981-09-06,1,26.116,ATL,,NOR,W 27-0,0,0,,0,,,,
59,1981,1981-09-13,2,26.123,ATL,@,GNB,W 31-17,0,0,,0,,,,
60,1981,1981-09-20,3,26.130,ATL,,SFO,W 34-17,0,0,,0,,,,
61,1981,1981-09-27,4,26.137,ATL,@,CLE,L 17-28,1,2,2.00,0,0,0,,0
62,1981,1981-10-05,5,26.145,ATL,@,PHI,L 13-16,0,0,,0,,,,
63,1981,1981-10-11,6,26.151,ATL,,RAM,L 35-37,0,0,,0,,,,
64,1981,1981-10-18,7,26.158,ATL,,STL,W 41-20,0,0,,0,,,,
65,1981,1981-10-25,8,26.165,ATL,,NYG,L 24-27,0,0,,0,,,,
66,1981,1981-11-01,9,26.172,ATL,@,NOR,W 41-10,0,0,,0,,,,
67,1981,1981-11-08,10,26.179,ATL,@,SFO,L 14-17,0,0,,0,,,,
68,1981,1981-11-15,11,26.186,ATL,,PIT,L 20-34,0,0,,0,,,,
69,1981,1981-11-23,12,26.194,ATL,,MIN,W 31-30,0,0,,0,,,,
70,1981,1981-11-29,13,26.200,ATL,@,HOU,W 31-27,0,0,,0,,,,
71,1981,1981-12-06,14,26.207,ATL,@,TAM,L 23-24,0,0,,0,,,,
72,1981,1981-12-14,15,26.215,ATL,@,RAM,L 16-21,0,0,,0,,,,
73,1981,1981-12-20,16,26.221,ATL,,CIN,L 28-30,0,0,,0,,,,
