ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
14,1993,1994-01-02,16,23.000,TAM,,SDG,L 17-32,12,7,101,14.43,0,58.3%,8.42,0,0,,0,0,0
15,1994,1994-09-04,1,23.245,TAM,@,CHI,L 9-21,6,1,2,2.00,0,16.7%,0.33,0,0,,0,0,0
16,1994,1994-09-11,2,23.252,TAM,,IND,W 24-10,0,0,0,,0,0.0%,,,,,,,
17,1994,1994-09-18,3,23.259,TAM,,NOR,L 7-9,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
18,1994,1994-09-25,4,23.266,TAM,@,GNB,L 3-30,3,1,26,26.00,0,33.3%,8.67,0,0,,0,0,0
19,1994,1994-10-02,5,23.273,TAM,,DET,W 24-14,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0
20,1994,1994-10-09,6,23.280,TAM,@,ATL,L 13-34,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
21,1994,1994-10-23,7,23.294,TAM,@,SFO,L 16-41,,0,0,,0,0.0%,,,,,,,
22,1994,1994-10-30,8,23.301,TAM,,MIN,L 13-36,1,0,0,,0,0.0%,0.00,,,,,,
23,1994,1994-11-06,9,23.308,TAM,,CHI,L 6-20,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0
24,1994,1994-11-13,10,23.315,TAM,@,DET,L 9-14,4,3,98,32.67,0,75.0%,24.50,0,0,,0,0,0
25,1994,1994-11-20,11,23.322,TAM,@,SEA,L 21-22,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0
26,1994,1994-11-27,12,23.329,TAM,@,MIN,W 20-17,4,1,43,43.00,0,25.0%,10.75,0,0,,0,0,0
27,1994,1994-12-04,13,23.336,TAM,,WAS,W 26-21,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0
28,1994,1994-12-11,14,23.343,TAM,,RAM,W 24-14,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0
29,1994,1994-12-18,15,23.350,TAM,@,WAS,W 17-14,2,0,0,,0,0.0%,0.00,,,,,,
30,1994,1994-12-24,16,23.356,TAM,,GNB,L 19-34,2,0,0,,0,0.0%,0.00,,,,,,
31,1995,1995-09-03,1,24.244,TAM,@,PHI,W 21-6,7,5,155,31.00,1,71.4%,22.14,0,0,,0,1,6
32,1995,1995-09-10,2,24.251,TAM,@,CLE,L 6-22,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0
33,1995,1995-09-17,3,24.258,TAM,,CHI,L 6-25,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0
34,1995,1995-09-24,4,24.265,TAM,,WAS,W 14-6,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0
35,1995,1995-10-01,5,24.272,TAM,@,CAR,W 20-13,2,1,40,40.00,0,50.0%,20.00,0,0,,0,0,0
36,1995,1995-10-08,6,24.279,TAM,,CIN,W 19-16,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
37,1995,1995-10-15,7,24.286,TAM,,MIN,W 20-17,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0
38,1995,1995-10-22,8,24.293,TAM,,ATL,L 21-24,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0
39,1995,1995-10-29,9,24.300,TAM,@,HOU,L 7-19,1,0,0,,0,0.0%,0.00,,,,,,
40,1995,1995-11-12,10,24.314,TAM,@,DET,L 24-27,1,0,0,,0,0.0%,0.00,,,,,,
41,1995,1995-11-19,11,24.321,TAM,,JAX,W 17-16,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
42,1995,1995-12-03,13,24.335,TAM,@,MIN,L 17-31,8,5,60,12.00,0,62.5%,7.50,0,0,,0,0,0
43,1995,1995-12-10,14,24.342,TAM,,GNB,W 13-10,9,8,122,15.25,0,88.9%,13.56,0,0,,0,0,0
44,1995,1995-12-17,15,24.349,TAM,@,CHI,L 10-31,11,6,92,15.33,1,54.5%,8.36,0,0,,0,1,6
45,1995,1995-12-23,16,24.355,TAM,,DET,L 10-37,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0
46,1997,1997-09-07,2,26.248,TAM,@,DET,W 24-17,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0
47,1997,1997-09-14,3,26.255,TAM,@,MIN,W 28-14,5,3,85,28.33,1,60.0%,17.00,0,0,,0,1,6
48,1997,1997-09-21,4,26.262,TAM,,MIA,W 31-21,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0
49,1997,1997-09-28,5,26.269,TAM,,ARI,W 19-18,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0
50,1997,1997-10-05,6,26.276,TAM,@,GNB,L 16-21,7,5,53,10.60,0,71.4%,7.57,0,0,,0,0,0
51,1997,1997-10-12,7,26.283,TAM,,DET,L 9-27,10,6,105,17.50,0,60.0%,10.50,0,0,,0,0,0
52,1997,1997-10-26,8,26.297,TAM,,MIN,L 6-10,8,2,14,7.00,0,25.0%,1.75,0,0,,0,0,0
53,1997,1997-11-02,9,26.304,TAM,@,IND,W 31-28,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0
54,1997,1997-11-09,10,26.311,TAM,@,ATL,W 31-10,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0
55,1997,1997-11-16,11,26.318,TAM,,NWE,W 27-7,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0
56,1997,1997-11-23,12,26.325,TAM,@,CHI,L 7-13,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
57,1997,1997-12-14,15,26.346,TAM,@,NYJ,L 0-31,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0
58,1997,1997-12-21,16,26.353,TAM,,CHI,W 31-15,,0,0,,0,0.0%,,,,,,,
59,1998,1998-10-12,5,27.283,MIA,@,JAX,L 21-28,1,,,,,0.0%,,,,,,,
60,1998,1998-11-01,8,27.303,MIA,@,BUF,L 24-30,1,,,,,0.0%,,,,,,,
