ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
34,1976,1976-10-17,6,24.270,HOU,@,SDG,L 27-30,6,94,15.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,1,27,27.00,0,1,6
35,1976,1976-10-24,7,24.277,HOU,,CIN,L 7-27,4,12,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,76,25.33,0,2,0,0.00,0,0,0
36,1976,1976-11-01,8,24.285,HOU,@,BAL,L 14-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1976,1976-11-07,9,24.291,HOU,,CLE,L 7-21,0,0,,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,2,35,17.50,0,2,15,7.50,0,0,0
38,1976,1976-11-14,10,24.298,HOU,@,CIN,L 27-31,3,51,17.00,1,1,2,2.00,0,0,0,,0,0,0,,0,0,,,5,150,30.00,0,1,15,15.00,0,1,6
39,1976,1976-11-21,11,24.305,HOU,@,PIT,L 16-32,3,26,8.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,80,26.67,0,2,3,1.50,0,0,0
40,1976,1976-11-28,12,24.312,HOU,,ATL,W 20-14,5,104,20.80,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,4,32,8.00,0,1,6
41,1976,1976-12-05,13,24.319,HOU,@,CLE,L 10-13,4,51,12.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,53,26.50,0,2,59,29.50,0,0,0
42,1976,1976-12-11,14,24.325,HOU,,PIT,L 0-21,3,19,6.33,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,2,35,17.50,0,2,12,6.00,0,0,0
43,1977,1977-09-18,1,25.240,HOU,,NYJ,W 20-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,6,103,17.17,0,0,0
44,1977,1977-09-25,2,25.247,HOU,@,GNB,W 16-10,0,0,,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,4,33,8.25,0,0,0
45,1977,1977-10-02,3,25.254,HOU,@,MIA,L 7-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,0,0,,0,0,0
46,1977,1977-10-09,4,25.261,HOU,,PIT,W 27-10,1,51,51.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,44,44.00,0,2,29,14.50,0,1,6
47,1977,1977-10-16,5,25.268,HOU,,CLE,L 23-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,55,27.50,0,3,110,36.67,1,1,6
48,1977,1977-10-23,6,25.275,HOU,@,PIT,L 10-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,48,48.00,0,3,24,8.00,0,0,0
49,1977,1977-10-30,7,25.282,HOU,@,CIN,L 10-13,2,18,9.00,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,0,0
50,1977,1977-11-06,8,25.289,HOU,,CHI,W 47-0,2,18,9.00,0,2,61,30.50,1,0,0,,0,0,0,,0,0,,,2,89,44.50,1,2,12,6.00,0,2,12
51,1977,1977-11-13,9,25.296,HOU,@,OAK,L 29-34,3,91,30.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,16,16.00,0,1,14,14.00,0,1,6
52,1977,1977-11-20,10,25.303,HOU,@,SEA,W 22-10,4,76,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,5,57,11.40,0,0,0
53,1977,1977-11-27,11,25.310,HOU,,KAN,W 34-20,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,4,56,14.00,0,0,0
54,1977,1977-12-04,12,25.317,HOU,,DEN,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,83,27.67,0,1,-9,-9.00,0,0,0
55,1977,1977-12-11,13,25.324,HOU,@,CLE,W 19-15,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,55,18.33,0,2,97,48.50,1,1,6
56,1977,1977-12-18,14,25.331,HOU,,CIN,W 21-16,6,138,23.00,1,1,31,31.00,0,0,0,,0,0,0,,0,0,,,4,81,20.25,0,2,13,6.50,0,1,6
57,1978,1978-09-17,3,26.239,HOU,,SFO,W 20-19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,0,0
58,1978,1978-09-24,4,26.246,HOU,,RAM,L 6-10,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,42,21.00,0,3,24,8.00,0,0,0
59,1978,1978-10-08,6,26.260,HOU,@,OAK,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,16,16.00,0,1,2,2.00,0,0,0
60,1978,1978-10-15,7,26.267,HOU,,BUF,W 17-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1978,1978-10-23,8,26.275,HOU,@,PIT,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,2,22,11.00,0,0,0
62,1979,1979-09-02,1,27.224,HOU,@,WAS,W 29-27,4,76,19.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,4,37,9.25,0,1,16,16.00,0,1,6
63,1979,1979-09-09,2,27.231,HOU,@,PIT,L 7-38,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,1,0.33,0,0,0
64,1980,1980-09-07,1,28.230,HOU,@,PIT,L 17-31,3,85,28.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
65,1980,1980-09-15,2,28.238,HOU,@,CLE,W 16-7,5,40,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
66,1980,1980-09-21,3,28.244,HOU,,BAL,W 21-16,5,52,10.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
67,1980,1980-09-28,4,28.251,HOU,@,CIN,W 13-10,5,46,9.20,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
68,1980,1980-10-05,5,28.258,HOU,,SEA,L 7-26,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
69,1980,1980-10-12,6,28.265,HOU,@,KAN,L 20-21,0,0,,0,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
70,1980,1980-10-19,7,28.272,HOU,,TAM,W 20-14,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
71,1980,1980-10-26,8,28.279,HOU,,CIN,W 23-3,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
72,1980,1980-11-02,9,28.286,HOU,@,DEN,W 20-16,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
73,1980,1980-11-10,10,28.294,HOU,,NWE,W 38-34,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
74,1980,1980-11-16,11,28.300,HOU,@,CHI,W 10-6,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
75,1980,1980-11-23,12,28.307,HOU,@,NYJ,L 28-31,3,18,6.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
76,1980,1980-11-30,13,28.314,HOU,,CLE,L 14-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1980,1980-12-04,14,28.318,HOU,,PIT,W 6-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1980,1980-12-14,15,28.328,HOU,@,GNB,W 22-3,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
79,1980,1980-12-21,16,28.335,HOU,,MIN,W 20-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1982,1982-09-12,1,30.234,ATL,@,NYG,W 16-14,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,6,67,11.17,0,0,0
81,1982,1982-09-19,2,30.241,ATL,,RAI,L 14-38,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,7,3.50,0,0,0
82,1982,1982-11-21,3,30.304,ATL,,RAM,W 34-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,93,31.00,0,0,0
83,1982,1982-11-28,4,30.311,ATL,,STL,L 20-23,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,65,21.67,0,0,0
84,1982,1982-12-05,5,30.318,ATL,@,DEN,W 34-27,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,7,2.33,0,0,0
85,1982,1982-12-12,6,30.325,ATL,,NOR,W 35-0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,4,1.33,0,0,0
86,1982,1982-12-19,7,30.332,ATL,@,SFO,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,30,7.50,0,0,0
87,1982,1982-12-26,8,30.339,ATL,,GNB,L 7-38,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
88,1982,1983-01-02,9,30.346,ATL,@,NOR,L 6-35,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,
89,1983,1983-09-04,1,31.226,ATL,@,CHI,W 20-17,2,31,15.50,0,1,12,12.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12,6.00,0,0,0
90,1983,1983-09-11,2,31.233,ATL,,NYG,L 13-16,9,95,10.56,0,2,4,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,5,44,8.80,0,0,0
91,1983,1983-09-18,3,31.240,ATL,@,DET,W 30-14,4,62,15.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,4,31,7.75,0,0,0
92,1983,1983-09-25,4,31.247,ATL,@,SFO,L 20-24,3,34,11.33,1,1,-3,-3.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,3,3.00,0,1,6
93,1983,1983-10-02,5,31.254,ATL,,PHI,L 24-28,8,67,8.38,0,2,5,2.50,0,0,0,,0,0,0,,0,,,,0,0,,0,5,59,11.80,0,0,0
94,1983,1983-10-09,6,31.261,ATL,,NOR,L 17-19,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,4,24,6.00,0,0,0
95,1983,1983-10-16,7,31.268,ATL,@,RAM,L 21-27,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,27,27.00,0,0,0
96,1983,1983-10-23,8,31.275,ATL,@,NYJ,W 27-21,4,57,14.25,1,3,53,17.67,0,0,0,,0,0,0,,0,,,,0,0,,0,4,116,29.00,1,2,12
97,1983,1983-10-30,9,31.282,ATL,,NWE,W 24-13,4,43,10.75,1,1,-2,-2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,38,19.00,0,1,6
98,1983,1983-11-06,10,31.289,ATL,@,NOR,L 10-27,2,1,0.50,0,1,0,0.00,0,0,0,,0,0,0,,0,,,,0,0,,0,4,32,8.00,0,0,0
99,1983,1983-11-14,11,31.297,ATL,,RAM,L 13-36,3,20,6.67,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,18,6.00,0,0,0
100,1983,1983-11-20,12,31.303,ATL,,SFO,W 28-24,6,104,17.33,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,-2,-1.00,0,1,6
101,1983,1983-11-27,13,31.310,ATL,,GNB,W 47-41,5,74,14.80,0,1,-2,-2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,38,38.00,0,0,0
102,1983,1983-12-04,14,31.317,ATL,@,WAS,L 21-37,6,39,6.50,0,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,3,25,8.33,0,0,0
103,1983,1983-12-10,15,31.323,ATL,@,MIA,L 24-31,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,15,15.00,0,0,0
104,1983,1983-12-18,16,31.331,ATL,,BUF,W 31-14,5,44,8.80,0,2,11,5.50,0,0,0,,0,0,0,,0,,,,0,0,,0,4,9,2.25,0,0,0
105,1984,1984-09-02,1,32.225,ATL,@,NOR,W 36-28,4,58,14.50,0,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,2,54,27.00,0,0,0
106,1984,1984-09-09,2,32.232,ATL,,DET,L 24-27,8,116,14.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,2,2.00,0,1,6
107,1984,1984-09-16,3,32.239,ATL,@,MIN,L 20-27,4,50,12.50,1,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,3,30,10.00,0,1,6
108,1984,1984-09-23,4,32.246,ATL,,HOU,W 42-10,2,65,32.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,36,12.00,0,1,6
109,1984,1984-09-30,5,32.253,ATL,@,SFO,L 5-14,5,73,14.60,0,2,11,5.50,0,0,0,,0,0,0,,,,,,1,18,18.00,0,2,14,7.00,0,0,0
110,1984,1984-10-07,6,32.260,ATL,@,RAM,W 30-28,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,16,4.00,0,0,0
111,1985,1985-09-08,1,33.230,ATL,,DET,L 27-28,1,35,35.00,1,2,-8,-4.00,0,0,0,,0,0,0,,,,,,0,0,,0,5,58,11.60,0,1,6
112,1985,1985-09-15,2,33.237,ATL,@,SFO,L 16-35,4,23,5.75,0,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12,6.00,0,0,0
113,1985,1985-09-22,3,33.244,ATL,,DEN,L 28-44,7,110,15.71,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,6,3.00,0,2,12
114,1985,1985-09-29,4,33.251,ATL,@,RAM,L 6-17,3,35,11.67,0,2,4,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
115,1985,1985-10-06,5,33.258,ATL,,SFO,L 17-38,8,89,11.13,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
116,1985,1985-10-13,6,33.265,ATL,@,SEA,L 26-30,3,32,10.67,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,1,6
117,1985,1985-10-20,7,33.272,ATL,,NOR,W 31-24,11,153,13.91,0,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
118,1985,1985-10-27,8,33.279,ATL,@,DAL,L 10-24,3,31,10.33,0,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
119,1985,1985-11-03,9,33.286,ATL,,WAS,L 10-44,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
120,1985,1985-11-10,10,33.293,ATL,@,PHI,L 17-23,0,0,,0,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
121,1985,1985-11-17,11,33.300,ATL,,RAM,W 30-14,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
122,1985,1985-11-24,12,33.307,ATL,@,CHI,L 0-36,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
123,1985,1985-12-01,13,33.314,ATL,,RAI,L 24-34,6,136,22.67,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
124,1985,1985-12-08,14,33.321,ATL,@,KAN,L 10-38,7,60,8.57,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
125,1985,1985-12-15,15,33.328,ATL,,MIN,W 14-13,4,68,17.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
126,1985,1985-12-22,16,33.335,ATL,@,NOR,W 16-10,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
127,1986,1986-10-19,7,34.271,ATL,,SFO,T 10-10,3,35,11.67,0,4,20,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,4,39,9.75,0,0,0
128,1986,1986-10-26,8,34.278,ATL,@,RAM,L 7-14,3,22,7.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,30,30.00,0,0,0
129,1986,1986-12-14,15,34.327,ATL,,NOR,L 9-14,0,0,,0,2,5,2.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
130,1986,1986-12-21,16,34.334,ATL,@,DET,W 20-6,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,18,6.00,0,0,0
131,1987,1987-09-13,1,35.235,ATL,@,TAM,L 10-48,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
132,1987,1987-09-20,2,35.242,ATL,,WAS,W 21-20,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,27,5.40,0,0,0
133,1987,1987-10-25,6,35.277,ATL,@,HOU,L 33-37,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,43,21.50,0,0,0
134,1987,1987-11-01,7,35.284,ATL,,NOR,L 0-38,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,22,11.00,0,0,0
135,1987,1987-11-08,8,35.291,ATL,@,CLE,L 3-38,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,0,0
136,1987,1987-11-15,9,35.298,ATL,,CIN,L 10-16,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,0,0
137,1987,1987-11-22,10,35.305,ATL,@,MIN,L 13-24,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,36,9.00,0,0,0
138,1987,1987-11-29,11,35.312,ATL,,STL,L 21-34,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,13,13.00,0,0,0
139,1987,1987-12-06,12,35.319,ATL,@,DAL,W 21-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,6,2.00,0,0,0
140,1987,1987-12-13,13,35.326,ATL,@,RAM,L 0-33,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,
141,1987,1987-12-20,14,35.333,ATL,@,SFO,L 7-35,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,3,3.00,0,0,0
142,1987,1987-12-27,15,35.340,ATL,,DET,L 13-30,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,0,0
143,1988,1988-09-18,3,36.241,WAS,,PHI,W 17-10,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,26,8.67,0,0,0
