ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
22,1997,1997-09-14,3,27.285,ARI,@,WAS,L 13-19,,,,,,,,,,,,,,,,,,,
23,1997,1997-09-28,4,27.299,ARI,@,TAM,L 18-19,,,,,,,,,,,,,,,,,,,
24,1997,1997-10-05,5,27.306,ARI,,MIN,L 19-20,,,,,,,,,,,,,,,,,,,
25,1997,1997-10-12,6,27.313,ARI,,NYG,L 13-27,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,0,0,0
26,1997,1997-10-19,7,27.320,ARI,@,PHI,L 10-13,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,1,10,0
27,1997,1997-10-26,8,27.327,ARI,,TEN,L 14-41,,,,,,,,,,,,,,,,,,,
28,1997,1997-11-02,9,27.334,ARI,,PHI,W 31-21,,,,,,,,,,,,,,,,,,,
29,1997,1997-11-09,10,27.341,ARI,@,DAL,L 6-24,,,,,,,,,,,,,,,,,,,
30,1997,1997-11-16,11,27.348,ARI,@,NYG,L 10-19,,,,,,,,,,,,,,,,,,,
31,1997,1997-11-23,12,27.355,DET,,IND,W 32-10,,,,,,,,,,,,,,,,,,,
32,1997,1997-11-30,13,27.362,ARI,,PIT,L 20-26,,,,,,,,,,,,,,,,,,,
33,1997,1997-12-07,14,28.004,ARI,,WAS,L 28-38,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,0,0,0
34,1997,1997-12-14,15,28.011,ARI,@,NOR,L 10-27,,,,,,,,,,,,,,,,,,,
35,1997,1997-12-21,16,28.018,ARI,,ATL,W 29-26,,,,,,,,,,,,,,,,,,,
36,1998,1998-09-06,1,28.277,ARI,@,DAL,L 10-38,,,,,,,,,,,,,,,,,,,
37,1998,1998-09-13,2,28.284,ARI,@,SEA,L 14-33,,,,,,,,,,,,,,,,,,,
38,1998,1998-09-20,3,28.291,ARI,,PHI,W 17-3,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,2,0
39,1998,1998-09-27,4,28.298,ARI,@,STL,W 20-17,,,,,,,,,,,,,,,,,,,
40,1998,1998-10-04,5,28.305,ARI,,OAK,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,26,0
41,1998,1998-10-11,6,28.312,ARI,,CHI,W 20-7,,,,,,,,,,,,,,,,,,,
42,1998,1998-10-18,7,28.319,ARI,@,NYG,L 7-34,,,,,,,,,,,,,,,,,,,
43,1998,1998-11-01,8,28.333,ARI,@,DET,W 17-15,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
44,1998,1998-11-08,9,28.340,ARI,,WAS,W 29-27,,,,,,,,,,,,,,,,,,,
45,1998,1998-11-15,10,28.347,ARI,,DAL,L 28-35,,,,,,,,,,,,,,,,,,,
46,1998,1998-11-22,11,28.354,ARI,@,WAS,W 45-42,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,16,0
47,1998,1998-11-29,12,28.361,ARI,@,KAN,L 24-34,,,,,,,,,,,,,,,,,,,
48,1998,1998-12-06,13,29.003,ARI,,NYG,L 19-23,,,,,,,,,,,,,,,,,,,
49,1998,1998-12-13,14,29.010,ARI,@,PHI,W 20-17,,,,,,,,,,,,,,,,,,,
50,1998,1998-12-20,15,29.017,ARI,,NOR,W 19-17,,,,,,,,,,,,,,,,,,,
51,1998,1998-12-27,16,29.024,ARI,,SDG,W 16-13,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,36,0
52,1999,1999-09-12,1,29.283,ARI,@,PHI,W 25-24,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,32,0
53,1999,1999-09-19,2,29.290,ARI,@,MIA,L 16-19,*,,,,,,,,,,,,,,,,,,
54,1999,1999-09-27,3,29.298,ARI,,SFO,L 10-24,*,,,,,,,,,,,,,,,,,,
55,1999,1999-10-03,4,29.304,ARI,@,DAL,L 7-35,*,,,,,,,,,,,,,,,,,,
56,1999,1999-10-10,5,29.311,ARI,,NYG,W 14-3,*,,,,,,,,,,,,,,,,,,
57,1999,1999-10-17,6,29.318,ARI,,WAS,L 10-24,*,,,,,,,,,,,,,,,,,,
58,1999,1999-10-31,7,29.332,ARI,,NWE,L 3-27,*,,,,,,,,,,,,,,,,,,
59,1999,1999-11-07,8,29.339,ARI,@,NYJ,L 7-12,*,,,,,,,,,,,,,,,,,,
60,1999,1999-11-14,9,29.346,ARI,,DET,W 23-19,*,,,,,,,,,,,,,,,,,,
61,1999,1999-11-21,10,29.353,ARI,,DAL,W 13-9,*,,,,,,,,,,,,,,,,,,
62,1999,1999-11-28,11,29.360,ARI,@,NYG,W 34-24,*,0,0,,0,1,13,13.00,0,0,0,,0,0,0,0.0,0,0,0
63,1999,1999-12-05,12,30.002,ARI,,PHI,W 21-17,*,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,78,1
64,1999,1999-12-12,13,30.009,ARI,@,WAS,L 3-28,*,,,,,,,,,,,,,,,,,,
65,1999,1999-12-19,14,30.016,ARI,,BUF,L 21-31,*,,,,,,,,,,,,,,,,,,
66,1999,1999-12-26,15,30.023,ARI,@,ATL,L 14-37,*,,,,,,,,,,,,,,,,,,
67,1999,2000-01-02,16,30.030,ARI,@,GNB,L 24-49,*,,,,,,,,,,,,,,,,,,
68,2000,2000-09-03,1,30.275,ARI,@,NYG,L 16-21,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,11,0
69,2000,2000-09-10,2,30.282,ARI,,DAL,W 32-31,*,,,,,,,,,,,,,,,,,,
70,2000,2000-09-24,3,30.296,ARI,,GNB,L 3-29,*,,,,,,,,,,,,,,,,,,
71,2000,2000-10-01,4,30.303,ARI,@,SFO,L 20-27,*,,,,,,,,,,,,,,,,,,
72,2000,2000-10-08,5,30.310,ARI,,CLE,W 29-21,*,,,,,,,,,,,,,,,,,,
73,2000,2000-10-15,6,30.317,ARI,,PHI,L 14-33,*,,,,,,,,,,,,,,,,,,
74,2000,2000-10-22,7,30.324,ARI,@,DAL,L 7-48,*,,,,,,,,,,,,,,,,,,
75,2000,2000-10-29,8,30.331,ARI,,NOR,L 10-21,*,,,,,,,,,,,,,,,,,,
76,2000,2000-11-05,9,30.338,ARI,,WAS,W 16-15,*,,,,,,,,,,,,,,,,,,
77,2000,2000-11-12,10,30.345,ARI,@,MIN,L 14-31,*,,,,,,,,,,,,,,,,,,
78,2000,2000-11-19,11,30.352,ARI,@,PHI,L 9-34,,,,,,,,,,,,,,,,,,,
79,2000,2000-11-26,12,30.359,ARI,,NYG,L 7-31,*,,,,,,,,,,,,,,,,,,
80,2000,2000-12-03,13,31.000,ARI,@,CIN,L 13-24,,,,,,,,,,,,,,,,,,,
81,2000,2000-12-10,14,31.007,ARI,@,JAX,L 10-44,*,,,,,,,,,,,,,,,,,,
82,2000,2000-12-17,15,31.014,ARI,,BAL,L 7-13,,,,,,,,,,,,,,,,,,,
83,2000,2000-12-24,16,31.021,ARI,@,WAS,L 3-20,,,,,,,,,,,,,,,,,,,
84,2001,2001-09-23,1,31.294,ARI,,DEN,L 17-38,*,,,,,,,,,,,,,,,,,,
85,2001,2001-09-30,2,31.301,ARI,,ATL,L 14-34,*,,,,,,,,,,,,,,,,,,
86,2001,2001-10-07,3,31.308,ARI,@,PHI,W 21-20,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,25,0
87,2001,2001-10-14,4,31.315,ARI,@,CHI,L 13-20,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
88,2001,2001-10-21,5,31.322,ARI,,KAN,W 24-16,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,22,0
89,2001,2001-10-28,6,31.329,ARI,@,DAL,L 3-17,*,,,,,,,,,,,,,,,,,,
90,2001,2001-11-04,7,31.336,ARI,,PHI,L 7-21,*,0,0,,0,0,0,,0,1,1,1.00,0,0,0,0.0,1,0,0
91,2001,2001-11-11,8,31.343,ARI,,NYG,L 10-17,*,0,0,,0,0,0,,0,1,10,10.00,0,0,0,1.0,1,13,0
92,2001,2001-11-18,9,31.350,ARI,,DET,W 45-38,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,12,0
93,2001,2001-11-25,10,31.357,ARI,@,SDG,W 20-17,*,,,,,,,,,,,,,,,,,,
94,2001,2001-12-02,11,31.364,ARI,@,OAK,W 34-31,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
95,2001,2001-12-09,12,32.006,ARI,,WAS,L 10-20,*,,,,,,,,,,,,,,,,,,
96,2001,2001-12-15,13,32.012,ARI,@,NYG,L 13-17,*,,,,,,,,,,,,,,,,,,
97,2001,2001-12-23,14,32.020,ARI,,DAL,W 17-10,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,8,0
98,2001,2001-12-30,15,32.027,ARI,@,CAR,W 30-7,*,,,,,,,,,,,,,,,,,,
99,2001,2002-01-06,16,32.034,ARI,@,WAS,L 17-20,*,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
100,2002,2002-09-08,1,32.279,ARI,@,WAS,L 23-31,*,,,,,,,,,,,,,,,,,,
101,2002,2002-09-15,2,32.286,ARI,@,SEA,W 24-13,*,,,,,,,,,,,,,,,,,,
102,2002,2002-09-22,3,32.293,ARI,,SDG,L 15-23,*,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0
103,2002,2002-09-29,4,32.300,ARI,,NYG,W 21-7,*,,,,,,,,,,,,,,,,,,
104,2002,2002-10-06,5,32.307,ARI,@,CAR,W 16-13,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,7,0
105,2002,2002-10-20,6,32.321,ARI,,DAL,W 9-6,*,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0
106,2002,2002-10-27,7,32.328,ARI,@,SFO,L 28-38,*,,,,,,,,,,,,,,,,,,
107,2002,2002-11-03,8,32.335,ARI,,STL,L 14-27,*,0,0,,0,0,0,,0,1,5,5.00,0,0,0,0.0,0,0,0
108,2002,2002-11-10,9,32.342,ARI,,SEA,L 6-27,*,,,,,,,,,,,,,,,,,,
109,2002,2002-11-17,10,32.349,ARI,@,PHI,L 14-38,*,0,0,,0,0,0,,0,1,2,2.00,0,0,0,0.0,0,0,0
110,2002,2002-11-24,11,32.356,ARI,,OAK,L 20-41,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
111,2002,2002-12-01,12,32.363,ARI,@,KAN,L 0-49,*,,,,,,,,,,,,,,,,,,
112,2002,2002-12-08,13,33.005,ARI,,DET,W 23-20,*,,,,,,,,,,,,,,,,,,
113,2002,2002-12-15,14,33.012,ARI,@,STL,L 28-30,*,,,,,,,,,,,,,,,,,,
114,2002,2002-12-21,15,33.018,ARI,,SFO,L 14-17,*,,,,,,,,,,,,,,,,,,
115,2002,2002-12-29,16,33.026,ARI,@,DEN,L 7-37,*,,,,,,,,,,,,,,,,,,
116,2003,2003-09-07,1,33.278,SDG,@,KAN,L 14-27,*,,,,,,,,,,,,,,,,,,
117,2003,2003-09-14,2,33.285,SDG,,DEN,L 13-37,*,,,,,,,,,,,,,,,,,,
118,2003,2003-09-21,3,33.292,SDG,,BAL,L 10-24,*,,,,,,,,,,,,,,,,,,
119,2003,2003-09-28,4,33.299,SDG,@,OAK,L 31-34,*,,,,,,,,,,,,,,,,,,
120,2003,2003-10-05,5,33.306,SDG,@,JAX,L 21-27,*,,,,,,,,,,,,,,,,,,
121,2003,2003-10-19,6,33.320,SDG,@,CLE,W 26-20,*,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,38,1
122,2003,2003-10-27,7,33.328,SDG,,MIA,L 10-26,*,,,,,,,,,,,,,,,,,,
123,2003,2003-11-02,8,33.334,SDG,@,CHI,L 7-20,*,,,,,,,,,,,,,,,,,,
124,2003,2003-11-09,9,33.341,SDG,,MIN,W 42-28,*,,,,,,,,,,,,,,,,,,
125,2003,2003-11-16,10,33.348,SDG,@,DEN,L 8-37,*,,,,,,,,,,,,,,,,,,
126,2004,2004-09-26,3,34.298,STL,,NOR,L 25-28,,,,,,,,,,,,,,,,,,,
127,2004,2004-10-03,4,34.305,STL,@,SFO,W 24-14,,,,,,,,,,,,,,,,,,,
128,2004,2004-10-10,5,34.312,STL,@,SEA,W 33-27,,,,,,,,,,,,,,,,,,,
129,2004,2004-10-18,6,34.320,STL,,TAM,W 28-21,,,,,,,,,,,,,,,,,,,
