ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
44,1993,1993-09-26,3,25.107,NYJ,,NWE,W 45-7,10,27,2.70,1,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,1,6
45,1993,1993-10-03,4,25.114,NYJ,,PHI,L 30-35,9,36,4.00,0,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,,,,,,0,0
46,1993,1993-10-10,5,25.121,NYJ,@,RAI,L 20-24,16,56,3.50,0,6,6,60,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0
47,1993,1993-10-24,6,25.135,NYJ,,BUF,L 10-19,11,49,4.45,0,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,,,,,,0,0
48,1993,1993-10-31,7,25.142,NYJ,@,NYG,W 10-6,11,26,2.36,0,8,7,69,9.86,0,87.5%,8.63,0,0,,0,0,0,,,,,,0,0
49,1993,1993-11-07,8,25.149,NYJ,,MIA,W 27-10,12,24,2.00,0,9,7,85,12.14,0,77.8%,9.44,0,0,,0,0,0,,,,,,0,0
50,1993,1993-11-14,9,25.156,NYJ,@,IND,W 31-17,21,141,6.71,1,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,,,,,1,6
51,1993,1993-11-21,10,25.163,NYJ,,CIN,W 17-12,12,43,3.58,1,6,6,99,16.50,0,100.0%,16.50,0,0,,0,0,0,,,,,,1,6
52,1993,1993-11-28,11,25.170,NYJ,@,NWE,W 6-0,13,42,3.23,0,8,5,30,6.00,0,62.5%,3.75,0,0,,0,0,0,,,,,,0,0
53,1993,1993-12-11,13,25.183,NYJ,@,WAS,W 3-0,32,155,4.84,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0
54,1993,1993-12-18,14,25.190,NYJ,,DAL,L 7-28,12,42,3.50,0,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,,,,,0,0
55,1993,1993-12-26,15,25.198,NYJ,@,BUF,L 14-16,16,94,5.88,0,9,8,81,10.13,1,88.9%,9.00,0,0,,0,0,0,,,,,,1,6
56,1993,1994-01-02,16,25.205,NYJ,@,HOU,L 0-24,12,42,3.50,0,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,,,,,0,0
57,1994,1994-09-04,1,26.085,NYJ,@,BUF,W 23-3,25,75,3.00,1,7,4,33,8.25,0,57.1%,4.71,0,0,,0,0,0,,,,,,1,6
58,1994,1994-09-11,2,26.092,NYJ,,DEN,W 25-22,17,67,3.94,0,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0
59,1994,1994-09-18,3,26.099,NYJ,@,MIA,L 14-28,14,50,3.57,0,5,5,46,9.20,1,100.0%,9.20,0,0,,0,0,0,,,,,,1,6
60,1994,1994-09-25,4,26.106,NYJ,,CHI,L 7-19,12,126,10.50,1,5,4,30,7.50,0,80.0%,6.00,0,0,,0,0,0,,,,,,1,6
61,1994,1994-10-02,5,26.113,NYJ,@,CLE,L 7-27,12,34,2.83,0,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,,,,,0,0
62,1994,1994-10-09,6,26.120,NYJ,,IND,W 16-6,21,74,3.52,0,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,,,,,0,0
63,1994,1994-10-16,7,26.127,NYJ,,NWE,W 24-17,21,122,5.81,0,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,,,,,0,0
64,1994,1994-10-30,8,26.141,NYJ,@,IND,L 25-28,12,44,3.67,0,4,4,21,5.25,0,100.0%,5.25,0,0,,0,0,0,,,,,,0,0
65,1994,1994-11-06,9,26.148,NYJ,,BUF,W 22-17,13,38,2.92,0,2,2,3,1.50,1,100.0%,1.50,0,0,,0,0,0,,,,,,1,6
66,1994,1994-11-13,10,26.155,NYJ,@,GNB,L 10-17,6,19,3.17,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,0,0
67,1994,1994-11-20,11,26.162,NYJ,@,MIN,W 31-21,23,62,2.70,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,0,0
68,1994,1994-11-27,12,26.169,NYJ,,MIA,L 24-28,13,27,2.08,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0
69,1994,1994-12-04,13,26.176,NYJ,@,NWE,L 13-24,12,32,2.67,0,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,,,,,0,0
70,1994,1994-12-10,14,26.182,NYJ,,DET,L 7-18,15,64,4.27,0,6,5,40,8.00,0,83.3%,6.67,0,0,,0,0,0,,,,,,0,0
71,1994,1994-12-18,15,26.190,NYJ,,SDG,L 6-21,9,22,2.44,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
72,1994,1994-12-24,16,26.196,NYJ,@,HOU,L 10-24,15,75,5.00,1,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,,,,,1,6
