ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
18,1951,1951-11-11,7,24.314,DET,@,CHI,W 41-28,6,55,9.17,0,3,39,13.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
19,1951,1951-11-18,8,24.321,DET,@,PHI,W 28-10,6,54,9.00,0,0,0,,0,0,0,,0,0,,,,,,
20,1951,1951-11-22,9,24.325,DET,,GNB,W 52-35,3,7,2.33,0,2,38,19.00,1,0,0,,0,0,,,,,,
21,1951,1951-12-02,10,24.335,DET,,SFO,L 10-20,4,0,0.00,0,3,25,8.33,0,0,0,,0,0,,,,,,
22,1951,1951-12-09,11,24.342,DET,@,RAM,W 24-22,10,44,4.40,1,1,20,20.00,0,1,1,100.00,22,1,0,158.3,0,0,22.00,42.00
23,1951,1951-12-16,12,24.349,DET,@,SFO,L 17-21,10,56,5.60,0,2,67,33.50,0,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
24,1952,1952-09-28,1,25.271,DET,@,SFO,L 3-17,4,5,1.25,0,4,32,8.00,0,0,0,,0,0,,,,,,
25,1952,1952-10-03,2,25.276,DET,@,RAM,W 17-14,8,42,5.25,0,1,7,7.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
26,1952,1952-11-27,10,25.331,DET,,GNB,W 48-24,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,
27,1952,1952-12-07,11,25.341,DET,,CHI,W 45-21,5,4,0.80,0,2,13,6.50,0,1,1,100.00,9,0,0,104.2,0,0,9.00,9.00
28,1952,1952-12-13,12,25.347,DET,,DTX,W 41-6,8,54,6.75,0,4,38,9.50,0,0,0,,0,0,,,,,,
29,1953,1953-09-27,1,26.269,DET,,PIT,W 38-21,7,10,1.43,0,4,68,17.00,1,0,0,,0,0,,,,,,
30,1953,1953-10-03,2,26.275,DET,@,BAL,W 27-17,9,45,5.00,0,2,77,38.50,0,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00
31,1953,1953-10-11,3,26.283,DET,,SFO,W 24-21,10,51,5.10,0,2,16,8.00,0,1,1,100.00,23,1,0,158.3,0,0,23.00,43.00
32,1953,1953-10-18,4,26.290,DET,,RAM,L 19-31,1,-6,-6.00,0,3,52,17.33,0,0,0,,0,0,,,,,,
33,1953,1953-10-25,5,26.297,DET,@,SFO,W 14-10,3,4,1.33,0,3,36,12.00,0,0,0,,0,0,,,,,,
34,1953,1953-11-01,6,26.304,DET,@,RAM,L 24-37,5,11,2.20,0,2,16,8.00,0,1,2,50.00,7,0,0,58.3,0,0,3.50,3.50
35,1953,1953-11-07,7,26.310,DET,,BAL,W 17-7,5,20,4.00,0,2,20,10.00,0,0,0,,0,0,,,,,,
36,1953,1953-11-15,8,26.318,DET,@,GNB,W 14-7,5,55,11.00,0,3,105,35.00,1,0,0,,0,0,,,,,,
37,1953,1953-11-22,9,26.325,DET,@,CHI,W 20-16,8,25,3.13,1,3,22,7.33,0,0,0,,0,0,,,,,,
38,1953,1953-12-06,11,26.339,DET,,CHI,W 13-7,8,52,6.50,0,1,18,18.00,0,1,1,100.00,1,0,0,79.2,0,0,1.00,1.00
39,1953,1953-12-13,12,26.346,DET,@,NYG,W 27-16,5,70,14.00,1,5,72,14.40,1,0,0,,0,0,,,,,,
40,1954,1954-09-26,1,27.268,DET,,CHI,W 48-23,5,37,7.40,1,3,79,26.33,0,0,0,,0,0,,,,,,
41,1954,1954-10-10,2,27.282,DET,,RAM,W 21-3,1,6,6.00,0,2,29,14.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
42,1954,1954-10-16,3,27.288,DET,,BAL,W 35-0,0,0,,0,2,41,20.50,0,0,0,,0,0,,,,,,
43,1954,1954-10-24,4,27.296,DET,@,SFO,L 31-37,1,1,1.00,0,7,125,17.86,1,0,0,,0,0,,,,,,
44,1954,1954-10-31,5,27.303,DET,@,RAM,W 27-24,1,1,1.00,0,2,36,18.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
45,1954,1954-11-06,6,27.309,DET,@,BAL,W 27-3,3,42,14.00,0,3,28,9.33,0,0,0,,0,0,,,,,,
46,1954,1954-11-14,7,27.317,DET,,SFO,W 48-7,5,27,5.40,0,2,119,59.50,1,0,0,,0,0,,,,,,
47,1954,1954-11-21,8,27.324,DET,@,GNB,W 21-17,11,74,6.73,0,2,22,11.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
48,1954,1954-11-25,9,27.328,DET,,GNB,W 28-24,1,16,16.00,0,2,30,15.00,1,0,0,,0,0,,,,,,
49,1954,1954-12-05,10,27.338,DET,,PHI,T 13-13,2,17,8.50,0,5,42,8.40,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
50,1954,1954-12-19,12,27.352,DET,@,CLE,W 14-10,2,19,9.50,0,2,13,6.50,0,0,0,,0,0,,,,,,
51,1955,1955-09-25,1,28.267,DET,@,GNB,L 17-20,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
52,1955,1955-10-01,2,28.273,DET,@,BAL,L 13-28,0,0,,0,1,41,41.00,0,0,0,,0,0,,,,,,
53,1955,1955-10-09,3,28.281,DET,,RAM,L 10-17,0,0,,0,6,97,16.17,1,0,0,,0,0,,,,,,
54,1955,1955-10-23,5,28.295,DET,@,RAM,L 13-24,2,23,11.50,0,1,6,6.00,0,0,0,,0,0,,,,,,
55,1955,1955-10-30,6,28.302,DET,@,SFO,L 21-38,3,-5,-1.67,0,5,81,16.20,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
56,1955,1955-11-05,7,28.308,DET,,BAL,W 24-14,5,62,12.40,2,1,19,19.00,0,0,0,,0,0,,,,,,
57,1955,1955-11-13,8,28.316,DET,@,PIT,W 31-28,5,17,3.40,0,2,40,20.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
58,1955,1955-11-20,9,28.323,DET,,CHI,L 14-24,0,0,,0,1,70,70.00,1,0,0,,0,0,,,,,,
59,1955,1955-11-24,10,28.327,DET,,GNB,W 24-10,2,-3,-1.50,0,0,0,,0,0,0,,0,0,,,,,,
60,1955,1955-12-04,11,28.337,DET,@,CHI,L 20-21,3,7,2.33,0,1,9,9.00,0,0,0,,0,0,,,,,,
61,1955,1955-12-11,12,28.344,DET,,NYG,L 19-24,3,-6,-2.00,0,4,65,16.25,1,0,0,,0,0,,,,,,
