ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
18,1969,1969-10-19,5,24.224,DAL,,PHI,W 49-14,,0,0,,0,0,0,,0,0,,,4,200,50.00,0
19,1969,1969-10-27,6,24.232,DAL,,NYG,W 25-3,,0,0,,0,0,0,,0,0,,,3,128,42.67,0
20,1969,1969-11-02,7,24.238,DAL,@,CLE,L 10-42,,0,0,,0,0,0,,0,0,,,3,126,42.00,0
21,1969,1969-11-09,8,24.245,DAL,,NOR,W 33-17,,0,0,,0,0,0,,0,0,,,2,87,43.50,0
22,1969,1969-11-16,9,24.252,DAL,@,WAS,W 41-28,,0,0,,0,0,0,,0,0,,,3,134,44.67,0
23,1969,1969-11-23,10,24.259,DAL,@,RAM,L 23-24,,0,0,,0,0,0,,0,0,,,3,142,47.33,0
24,1969,1969-11-27,11,24.263,DAL,,SFO,T 24-24,,0,0,,0,0,0,,0,0,,,4,178,44.50,0
25,1969,1969-12-07,12,24.273,DAL,@,PIT,W 10-7,,0,0,,0,0,0,,0,0,,,8,330,41.25,0
26,1969,1969-12-13,13,24.279,DAL,,BAL,W 27-10,,0,0,,0,0,0,,0,0,,,7,324,46.29,0
27,1969,1969-12-21,14,24.287,DAL,,WAS,W 20-10,,0,0,,0,0,0,,0,0,,,5,191,38.20,0
28,1970,1970-09-20,1,25.195,DAL,@,PHI,W 17-7,,0,0,,0,0,0,,0,0,,,2,99,49.50,0
29,1970,1970-09-27,2,25.202,DAL,,NYG,W 28-10,,0,0,,0,0,0,,0,0,,,3,142,47.33,0
30,1970,1970-10-04,3,25.209,DAL,@,STL,L 7-20,,0,0,,0,0,0,,0,0,,,5,219,43.80,0
31,1970,1970-10-11,4,25.216,DAL,,ATL,W 13-0,,0,0,,0,0,0,,0,0,,,5,217,43.40,0
32,1970,1970-10-18,5,25.223,DAL,@,MIN,L 13-54,,0,0,,0,0,0,,0,0,,,4,109,27.25,1
33,1970,1970-10-25,6,25.230,DAL,@,KAN,W 27-16,,0,0,,0,0,0,,0,0,,,7,321,45.86,0
34,1970,1970-11-01,7,25.237,DAL,,PHI,W 21-17,,0,0,,0,0,0,,0,0,,,8,319,39.88,0
35,1970,1970-11-08,8,25.244,DAL,@,NYG,L 20-23,,0,0,,0,0,0,,0,0,,,7,306,43.71,0
36,1970,1970-11-16,9,25.252,DAL,,STL,L 0-38,,0,0,,0,0,0,,0,0,,,9,382,42.44,0
37,1970,1970-11-22,10,25.258,DAL,@,WAS,W 45-21,,0,0,,0,0,0,,0,0,,,3,149,49.67,0
38,1970,1970-11-26,11,25.262,DAL,,GNB,W 16-3,,0,0,,0,0,0,,0,0,,,4,109,27.25,0
39,1970,1970-12-06,12,25.272,DAL,,WAS,W 34-0,,0,0,,0,0,0,,0,0,,,2,92,46.00,0
40,1970,1970-12-12,13,25.278,DAL,@,CLE,W 6-2,,0,0,,0,0,0,,0,0,,,5,169,33.80,0
41,1970,1970-12-20,14,25.286,DAL,,HOU,W 52-10,,0,0,,0,0,0,,0,0,,,5,214,42.80,0
42,1971,1971-09-19,1,26.194,DAL,@,BUF,W 49-37,,0,0,,0,0,0,,0,0,,,6,241,40.17,0
43,1971,1971-09-26,2,26.201,DAL,@,PHI,W 42-7,,0,0,,0,0,0,,0,0,,,2,85,42.50,0
44,1971,1971-10-03,3,26.208,DAL,,WAS,L 16-20,,0,0,,0,0,0,,0,0,,,5,213,42.60,0
45,1971,1971-10-11,4,26.216,DAL,,NYG,W 20-13,,0,0,,0,0,0,,0,0,,,2,94,47.00,0
46,1971,1971-10-17,5,26.222,DAL,@,NOR,L 14-24,,0,0,,0,0,0,,0,0,,,5,246,49.20,0
47,1971,1971-10-24,6,26.229,DAL,,NWE,W 44-21,,0,0,,0,0,0,,0,0,,,3,141,47.00,0
48,1971,1971-10-31,7,26.236,DAL,@,CHI,L 19-23,,0,0,,0,0,0,,0,0,,,3,145,48.33,0
49,1971,1971-11-07,8,26.243,DAL,@,STL,W 16-13,,0,0,,0,0,0,,0,0,,,4,154,38.50,0
50,1971,1971-11-14,9,26.250,DAL,,PHI,W 20-7,,0,0,,0,0,0,,0,0,,,6,275,45.83,0
51,1971,1971-11-21,10,26.257,DAL,@,WAS,W 13-0,,0,0,,0,0,0,,0,0,,,4,152,38.00,0
52,1971,1971-11-25,11,26.261,DAL,,RAM,W 28-21,,0,0,,0,0,0,,0,0,,,6,241,40.17,0
53,1971,1971-12-04,12,26.270,DAL,,NYJ,W 52-10,,0,0,,0,0,0,,0,0,,,2,46,23.00,1
54,1971,1971-12-12,13,26.278,DAL,@,NYG,W 42-14,,0,0,,0,0,0,,0,0,,,4,142,35.50,0
55,1971,1971-12-18,14,26.284,DAL,,STL,W 31-12,,0,0,,0,0,0,,0,0,,,4,154,38.50,0
56,1972,1972-09-17,1,27.192,GNB,@,CLE,W 26-10,,0,0,,0,0,0,,0,0,,,5,207,41.40,0
57,1972,1972-09-24,2,27.199,GNB,,OAK,L 14-20,,0,0,,0,0,0,,0,0,,,6,277,46.17,0
58,1972,1972-10-01,3,27.206,GNB,,DAL,W 16-13,,0,0,,0,0,0,,0,0,,,6,288,48.00,0
59,1972,1972-10-08,4,27.213,GNB,,CHI,W 20-17,,0,0,,0,0,0,,0,0,,,6,204,34.00,0
60,1972,1972-10-16,5,27.221,GNB,@,DET,W 24-23,,0,0,,0,0,0,,0,0,,,3,87,29.00,0
61,1972,1972-10-22,6,27.227,GNB,,ATL,L 9-10,,0,0,,0,0,0,,0,0,,,3,131,43.67,0
62,1972,1972-10-29,7,27.234,GNB,,MIN,L 13-27,,0,0,,0,0,0,,0,0,,,4,151,37.75,0
63,1972,1972-11-05,8,27.241,GNB,,SFO,W 34-24,,0,0,,0,0,0,,0,0,,,9,390,43.33,0
64,1972,1972-11-12,9,27.248,GNB,@,CHI,W 23-17,,0,0,,0,0,0,,0,0,,,5,241,48.20,0
65,1972,1972-11-19,10,27.255,GNB,@,HOU,W 23-10,,1,1,100.00,68,1,0,158.3,0,0,68.00,88.00,6,277,46.17,0
66,1972,1972-11-26,11,27.262,GNB,@,WAS,L 16-21,,0,0,,0,0,0,,0,0,,,6,304,50.67,0
67,1972,1972-12-03,12,27.269,GNB,,DET,W 33-7,,0,0,,0,0,0,,0,0,,,1,35,35.00,0
68,1972,1972-12-10,13,27.276,GNB,@,MIN,W 23-7,,0,0,,0,0,0,,0,0,,,2,78,39.00,0
69,1972,1972-12-17,14,27.283,GNB,@,NOR,W 30-20,,1,1,100.00,34,0,0,118.7,0,0,34.00,34.00,3,44,14.67,2
70,1973,1973-09-17,1,28.192,GNB,,NYJ,W 23-7,,0,0,,0,0,0,,0,0,,,6,303,50.50,0
71,1973,1973-09-23,2,28.198,GNB,,DET,T 13-13,,0,0,,0,0,0,,0,0,,,4,166,41.50,0
72,1973,1973-09-30,3,28.205,GNB,@,MIN,L 3-11,,0,0,,0,0,0,,0,0,,,5,223,44.60,0
73,1973,1973-10-07,4,28.212,GNB,@,NYG,W 16-14,,0,0,,0,0,0,,0,0,,,4,181,45.25,0
74,1973,1973-10-14,5,28.219,GNB,,KAN,T 10-10,,0,0,,0,0,0,,0,0,,,3,116,38.67,0
75,1973,1973-10-21,6,28.226,GNB,@,RAM,L 7-24,,0,0,,0,0,0,,0,0,,,6,247,41.17,0
76,1973,1973-10-28,7,28.233,GNB,@,DET,L 0-34,,0,0,,0,0,0,,0,0,,,7,294,42.00,0
77,1973,1973-11-04,8,28.240,GNB,,CHI,L 17-31,,0,0,,0,0,0,,0,0,,,7,297,42.43,0
78,1973,1973-11-11,9,28.247,GNB,,STL,W 25-21,,0,0,,0,0,0,,0,0,,,2,72,36.00,0
79,1973,1973-11-18,10,28.254,GNB,@,NWE,L 24-33,,0,0,,0,0,0,,0,0,,,4,150,37.50,0
80,1973,1973-11-26,11,28.262,GNB,@,SFO,L 6-20,,0,0,,0,0,0,,0,0,,,5,223,44.60,0
81,1973,1973-12-02,12,28.268,GNB,,NOR,W 30-10,,0,0,,0,0,0,,0,0,,,3,142,47.33,0
