ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
132,2008,2008-12-21,15,32.127,ARI,@,NWE,L 7-47,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
133,2008,2008-12-28,16,32.134,ARI,,SEA,W 34-21,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,1,0,0,,0
134,2009,2009-09-13,1,33.028,ARI,,SFO,L 16-20,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
135,2009,2009-09-20,2,33.035,ARI,@,JAX,W 31-17,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
136,2009,2009-09-27,3,33.042,ARI,,IND,L 10-31,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
137,2009,2009-10-11,4,33.056,ARI,,HOU,W 28-21,,0,0,,0,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
138,2009,2009-10-18,5,33.063,ARI,@,SEA,W 27-3,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
139,2009,2009-10-25,6,33.070,ARI,@,NYG,W 24-17,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
140,2009,2009-11-01,7,33.077,ARI,,CAR,L 21-34,,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
141,2009,2009-11-08,8,33.084,ARI,@,CHI,W 41-21,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,0,,0
142,2009,2009-11-15,9,33.091,ARI,,SEA,W 31-20,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
143,2009,2009-11-22,10,33.098,ARI,@,STL,W 21-13,,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
144,2009,2009-11-29,11,33.105,ARI,@,TEN,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
145,2009,2009-12-06,12,33.112,ARI,,MIN,W 30-17,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
146,2009,2009-12-14,13,33.120,ARI,@,SFO,L 9-24,,0,0,,0,,1,0.0,1,1,100.0,0,3,0.0,0,0,0,0,,0
147,2009,2010-01-03,16,33.140,ARI,,GNB,L 7-33,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
148,2010,2010-09-12,1,34.027,HOU,,IND,W 34-24,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,1,0,0,,0
149,2010,2010-09-19,2,34.034,HOU,@,WAS,W 30-27,,0,0,,0,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,0,,0
150,2010,2010-09-26,3,34.041,HOU,,DAL,L 13-27,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
151,2010,2010-10-03,4,34.048,HOU,@,OAK,W 31-24,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
152,2010,2010-10-10,5,34.055,HOU,,NYG,L 10-34,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,1,0,0,,0
153,2010,2010-10-17,6,34.062,HOU,,KAN,W 35-31,,0,0,,0,5,5,100.0,,,,0,5,0.0,0,1,0,0,,0
154,2010,2010-11-01,7,34.077,HOU,@,IND,L 17-30,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
155,2010,2010-11-07,8,34.083,HOU,,SDG,L 23-29,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
156,2010,2010-11-14,9,34.090,HOU,@,JAX,L 24-31,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
157,2010,2010-11-21,10,34.097,HOU,@,NYJ,L 27-30,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,1,0,0,,0
158,2010,2010-11-28,11,34.104,HOU,,TEN,W 20-0,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
159,2010,2010-12-02,12,34.108,HOU,@,PHI,L 24-34,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
160,2010,2010-12-13,13,34.119,HOU,,BAL,L 28-34,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
161,2010,2010-12-19,14,34.125,HOU,@,TEN,L 17-31,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
162,2010,2010-12-26,15,34.132,HOU,@,DEN,L 23-24,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
163,2010,2011-01-02,16,34.139,HOU,,JAX,W 34-17,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
164,2011,2011-09-11,1,35.026,HOU,,IND,W 34-7,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
165,2011,2011-09-18,2,35.033,HOU,@,MIA,W 23-13,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
166,2011,2011-09-25,3,35.040,HOU,@,NOR,L 33-40,,0,0,,0,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,,0
167,2011,2011-10-02,4,35.047,HOU,,PIT,W 17-10,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
168,2011,2011-10-09,5,35.054,HOU,,OAK,L 20-25,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
169,2011,2011-10-16,6,35.061,HOU,@,BAL,L 14-29,,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
170,2011,2011-10-23,7,35.068,HOU,@,TEN,W 41-7,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,0,,0
171,2011,2011-10-30,8,35.075,HOU,,JAX,W 24-14,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
172,2011,2011-11-06,9,35.082,HOU,,CLE,W 30-12,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
173,2011,2011-11-13,10,35.089,HOU,@,TAM,W 37-9,,0,0,,0,4,5,80.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
174,2011,2011-11-27,11,35.103,HOU,@,JAX,W 20-13,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
175,2011,2011-12-04,12,35.110,HOU,,ATL,W 17-10,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
176,2011,2011-12-11,13,35.117,HOU,@,CIN,W 20-19,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0.0,0,1,0,0,,0
177,2011,2011-12-18,14,35.124,HOU,,CAR,L 13-28,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
178,2011,2011-12-22,15,35.128,HOU,@,IND,L 16-19,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
179,2011,2012-01-01,16,35.138,HOU,,TEN,L 22-23,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
