ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists
20,2007,2007-10-01,4,23.246,NWE,@,CIN,W 34-13,,4,4,100.0,2,2,100.0,0,10,0.0,,
21,2007,2007-10-07,5,23.252,NWE,,CLE,W 34-17,,4,4,100.0,2,2,100.0,0,10,0.0,,
22,2007,2007-10-14,6,23.259,NWE,@,DAL,W 48-27,,6,6,100.0,2,2,100.0,0,12,0.0,,
23,2007,2007-10-21,7,23.266,NWE,@,MIA,W 49-28,,7,7,100.0,,,,0,7,,,
24,2007,2007-10-28,8,23.273,NWE,,WAS,W 52-7,,7,7,100.0,1,1,100.0,0,10,0.0,,
25,2007,2007-11-04,9,23.280,NWE,@,IND,W 24-20,,3,3,100.0,1,1,100.0,0,6,0.0,,
26,2007,2007-11-18,10,23.294,NWE,@,BUF,W 56-10,,8,8,100.0,,,,0,8,,,
27,2007,2007-11-25,11,23.301,NWE,,PHI,W 31-28,,4,4,100.0,1,2,50.0,0,7,0.0,,
28,2007,2007-12-03,12,23.309,NWE,@,BAL,W 27-24,,3,3,100.0,2,2,100.0,0,9,0.0,,
29,2007,2007-12-09,13,23.315,NWE,,PIT,W 34-13,,4,4,100.0,2,3,66.7,0,10,0.0,,
30,2007,2007-12-16,14,23.322,NWE,,NYJ,W 20-10,,2,2,100.0,2,2,100.0,0,8,0.0,,
31,2007,2007-12-23,15,23.329,NWE,,MIA,W 28-7,,4,4,100.0,,,,0,4,,,
32,2007,2007-12-29,16,23.335,NWE,@,NYG,W 38-35,,3,3,100.0,3,3,100.0,0,12,0.0,,
33,2008,2008-09-07,1,24.223,NWE,,KAN,W 17-10,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
34,2008,2008-09-14,2,24.230,NWE,@,NYJ,W 19-10,,1,1,100.0,4,4,100.0,0,13,0.0,0,0
35,2008,2008-09-21,3,24.237,NWE,,MIA,L 13-38,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
36,2008,2008-10-05,4,24.251,NWE,@,SFO,W 30-21,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
37,2008,2008-10-12,5,24.258,NWE,@,SDG,L 10-30,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
38,2008,2008-10-20,6,24.266,NWE,,DEN,W 41-7,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
39,2008,2008-10-26,7,24.272,NWE,,STL,W 23-16,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
40,2008,2008-11-02,8,24.279,NWE,@,IND,L 15-18,,,,,3,3,100.0,0,9,0.0,0,0
41,2008,2008-11-09,9,24.286,NWE,,BUF,W 20-10,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
42,2008,2008-11-13,10,24.290,NWE,,NYJ,L 31-34,,2,2,100.0,3,3,100.0,0,11,0.0,0,1
43,2008,2008-11-23,11,24.300,NWE,@,MIA,W 48-28,,6,6,100.0,2,2,100.0,0,12,0.0,0,0
44,2008,2008-11-30,12,24.307,NWE,,PIT,L 10-33,,1,1,100.0,1,2,50.0,0,4,0.0,0,1
45,2008,2008-12-07,13,24.314,NWE,@,SEA,W 24-21,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
46,2008,2008-12-14,14,24.321,NWE,@,OAK,W 49-26,,7,7,100.0,,,,0,7,0.0,0,0
47,2008,2008-12-21,15,24.328,NWE,,ARI,W 47-7,,5,5,100.0,4,4,100.0,0,17,0.0,0,0
48,2008,2008-12-28,16,24.335,NWE,@,BUF,W 13-0,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
49,2009,2009-09-14,1,25.229,NWE,,BUF,W 25-24,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
50,2009,2009-09-20,2,25.235,NWE,@,NYJ,L 9-16,,,,,3,3,100.0,0,9,0.0,0,0
51,2009,2009-09-27,3,25.242,NWE,,ATL,W 26-10,,2,2,100.0,4,4,100.0,0,14,0.0,0,0
52,2009,2009-10-04,4,25.249,NWE,,BAL,W 27-21,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
53,2009,2009-10-11,5,25.256,NWE,@,DEN,L 17-20,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
54,2009,2009-10-18,6,25.263,NWE,,TEN,W 59-0,,8,8,100.0,1,2,50.0,0,11,0.0,0,0
55,2009,2009-10-25,7,25.270,NWE,@,TAM,W 35-7,,5,5,100.0,,,,0,5,0.0,0,0
56,2009,2009-11-08,8,25.284,NWE,,MIA,W 27-17,,1,1,100.0,4,4,100.0,0,13,0.0,0,0
57,2009,2009-11-15,9,25.291,NWE,@,IND,L 34-35,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
58,2009,2009-11-22,10,25.298,NWE,,NYJ,W 31-14,,4,4,100.0,1,2,50.0,0,7,0.0,0,0
59,2009,2009-11-30,11,25.306,NWE,@,NOR,L 17-38,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
60,2009,2009-12-06,12,25.312,NWE,@,MIA,L 21-22,,3,3,100.0,,,,0,3,0.0,0,0
61,2009,2009-12-13,13,25.319,NWE,,CAR,W 20-10,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
62,2009,2009-12-20,14,25.326,NWE,@,BUF,W 17-10,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
63,2009,2009-12-27,15,25.333,NWE,,JAX,W 35-7,,5,5,100.0,,,,0,5,0.0,0,0
64,2009,2010-01-03,16,25.340,NWE,@,HOU,L 27-34,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
65,2010,2010-09-12,1,26.227,NWE,,CIN,W 38-24,,5,5,100.0,1,3,33.3,0,8,0.0,0,0
66,2010,2010-09-19,2,26.234,NWE,@,NYJ,L 14-28,,2,2,100.0,,1,0.0,0,2,0.0,0,0
67,2010,2010-09-26,3,26.241,NWE,,BUF,W 38-30,,5,5,100.0,1,1,100.0,0,8,0.0,0,0
68,2010,2010-10-04,4,26.249,NWE,@,MIA,W 41-14,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
69,2010,2010-10-17,5,26.262,NWE,,BAL,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
70,2010,2010-10-24,6,26.269,NWE,@,SDG,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
71,2010,2010-10-31,7,26.276,NWE,,MIN,W 28-18,,4,4,100.0,,,,0,4,0.0,0,0
72,2010,2010-11-07,8,26.283,NWE,@,CLE,L 14-34,,1,1,100.0,,,,0,1,0.0,0,0
73,2011,2011-09-12,1,27.227,NWE,@,MIA,W 38-24,,5,5,100.0,1,2,50.0,0,8,0.0,0,0
74,2011,2011-09-18,2,27.233,NWE,,SDG,W 35-21,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
75,2011,2011-09-25,3,27.240,NWE,@,BUF,L 31-34,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
76,2011,2011-10-02,4,27.247,NWE,@,OAK,W 31-19,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
77,2011,2011-10-09,5,27.254,NWE,,NYJ,W 30-21,,3,3,100.0,3,3,100.0,0,12,0.0,0,1
78,2011,2011-10-16,6,27.261,NWE,,DAL,W 20-16,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
79,2011,2011-10-30,7,27.275,NWE,@,PIT,L 17-25,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
80,2011,2011-11-06,8,27.282,NWE,,NYG,L 20-24,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
81,2011,2011-11-13,9,27.289,NWE,@,NYJ,W 37-16,,4,4,100.0,3,3,100.0,0,13,0.0,0,0
82,2011,2011-11-21,10,27.297,NWE,,KAN,W 34-3,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
83,2011,2011-11-27,11,27.303,NWE,@,PHI,W 38-20,,5,5,100.0,1,2,50.0,0,8,0.0,0,0
84,2011,2011-12-04,12,27.310,NWE,,IND,W 31-24,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
85,2011,2011-12-11,13,27.317,NWE,@,WAS,W 34-27,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
86,2011,2011-12-18,14,27.324,NWE,@,DEN,W 41-23,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
87,2011,2011-12-24,15,27.330,NWE,,MIA,W 27-24,,3,3,100.0,2,3,66.7,0,9,0.0,0,0
88,2011,2012-01-01,16,27.338,NWE,,BUF,W 49-21,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
89,2012,2012-09-09,1,28.225,NWE,@,TEN,W 34-13,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
90,2012,2012-09-16,2,28.232,NWE,,ARI,L 18-20,,,,,4,5,80.0,0,12,0.0,0,0
91,2012,2012-09-23,3,28.239,NWE,@,BAL,L 30-31,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
92,2012,2012-09-30,4,28.246,NWE,@,BUF,W 52-28,,7,7,100.0,1,3,33.3,0,10,0.0,0,0
93,2012,2012-10-07,5,28.253,NWE,,DEN,W 31-21,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
94,2012,2012-10-14,6,28.260,NWE,@,SEA,L 23-24,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
95,2012,2012-10-21,7,28.267,NWE,,NYJ,W 29-26,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
96,2012,2012-10-28,8,28.274,NWE,@,STL,W 45-7,,6,6,100.0,1,1,100.0,0,9,0.0,0,0
97,2012,2012-11-11,9,28.288,NWE,,BUF,W 37-31,,4,4,100.0,3,3,100.0,0,13,0.0,0,0
98,2012,2012-11-18,10,28.295,NWE,,IND,W 59-24,,8,8,100.0,1,2,50.0,0,11,0.0,0,0
99,2012,2012-11-22,11,28.299,NWE,@,NYJ,W 49-19,,7,7,100.0,,1,0.0,0,7,0.0,0,0
100,2012,2012-12-02,12,28.309,NWE,@,MIA,W 23-16,,2,2,100.0,3,4,75.0,0,11,0.0,0,0
101,2012,2012-12-10,13,28.317,NWE,,HOU,W 42-14,,6,6,100.0,,,,0,6,0.0,0,0
102,2012,2012-12-16,14,28.323,NWE,,SFO,L 34-41,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
103,2012,2012-12-23,15,28.330,NWE,@,JAX,W 23-16,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
104,2012,2012-12-30,16,28.337,NWE,,MIA,W 28-0,,4,4,100.0,,,,0,4,0.0,0,0
105,2013,2013-09-08,1,29.223,NWE,@,BUF,W 23-21,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
106,2013,2013-09-12,2,29.227,NWE,,NYJ,W 13-10,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
107,2013,2013-09-22,3,29.237,NWE,,TAM,W 23-3,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
108,2013,2013-09-29,4,29.244,NWE,@,ATL,W 30-23,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
109,2013,2013-10-06,5,29.251,NWE,@,CIN,L 6-13,,,,,2,2,100.0,0,6,0.0,0,0
110,2013,2013-10-13,6,29.258,NWE,,NOR,W 30-27,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
111,2013,2013-10-20,7,29.265,NWE,@,NYJ,L 27-30,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
112,2013,2013-10-27,8,29.272,NWE,,MIA,W 27-17,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
113,2013,2013-11-03,9,29.279,NWE,,PIT,W 55-31,,7,7,100.0,2,2,100.0,0,13,0.0,0,0
114,2013,2013-11-18,10,29.294,NWE,@,CAR,L 20-24,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
115,2013,2013-11-24,11,29.300,NWE,,DEN,W 34-31,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
116,2013,2013-12-01,12,29.307,NWE,@,HOU,W 34-31,,4,4,100.0,2,3,66.7,0,10,0.0,0,1
117,2013,2013-12-08,13,29.314,NWE,,CLE,W 27-26,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
118,2013,2013-12-15,14,29.321,NWE,@,MIA,L 20-24,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
119,2013,2013-12-22,15,29.328,NWE,@,BAL,W 41-7,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
120,2013,2013-12-29,16,29.335,NWE,,BUF,W 34-20,,2,2,100.0,4,4,100.0,0,14,0.0,0,0
121,2014,2014-09-07,1,30.222,NWE,@,MIA,L 20-33,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
122,2014,2014-09-14,2,30.229,NWE,@,MIN,W 30-7,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
123,2014,2014-09-21,3,30.236,NWE,,OAK,W 16-9,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
124,2014,2014-09-29,4,30.244,NWE,@,KAN,L 14-41,,2,2,100.0,,,,0,2,0.0,0,0
125,2014,2014-10-05,5,30.250,NWE,,CIN,W 43-17,,4,4,100.0,5,5,100.0,0,19,0.0,0,0
126,2014,2014-10-12,6,30.257,NWE,@,BUF,W 37-22,,4,4,100.0,3,4,75.0,0,13,0.0,0,0
127,2014,2014-10-16,7,30.261,NWE,,NYJ,W 27-25,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
128,2014,2014-10-26,8,30.271,NWE,,CHI,W 51-23,,6,6,100.0,3,3,100.0,0,15,0.0,0,0
129,2014,2014-11-02,9,30.278,NWE,,DEN,W 43-21,,4,4,100.0,3,3,100.0,0,13,0.0,0,0
130,2014,2014-11-16,10,30.292,NWE,@,IND,W 42-20,,6,6,100.0,,,,0,6,0.0,0,0
131,2014,2014-11-23,11,30.299,NWE,,DET,W 34-9,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
132,2014,2014-11-30,12,30.306,NWE,@,GNB,L 21-26,,3,3,100.0,,1,0.0,0,3,0.0,0,0
133,2014,2014-12-07,13,30.313,NWE,@,SDG,W 23-14,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
134,2014,2014-12-14,14,30.320,NWE,,MIA,W 41-13,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
135,2014,2014-12-21,15,30.327,NWE,@,NYJ,W 17-16,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
136,2014,2014-12-28,16,30.334,NWE,,BUF,L 9-17,,,,,3,3,100.0,0,9,0.0,1,0
137,2015,2015-09-10,1,31.225,NWE,,PIT,W 28-21,,4,4,100.0,,,,0,4,0.0,0,0
138,2015,2015-09-20,2,31.235,NWE,@,BUF,W 40-32,,4,4,100.0,4,4,100.0,0,16,0.0,0,0
139,2015,2015-09-27,3,31.242,NWE,,JAX,W 51-17,,6,6,100.0,3,3,100.0,0,15,0.0,0,0
140,2015,2015-10-11,4,31.256,NWE,@,DAL,W 30-6,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
141,2015,2015-10-18,5,31.263,NWE,@,IND,W 34-27,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
142,2015,2015-10-25,6,31.270,NWE,,NYJ,W 30-23,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
143,2015,2015-10-29,7,31.274,NWE,,MIA,W 36-7,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
144,2015,2015-11-08,8,31.284,NWE,,WAS,W 27-10,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
145,2015,2015-11-15,9,31.291,NWE,@,NYG,W 27-26,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
146,2015,2015-11-23,10,31.299,NWE,,BUF,W 20-13,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
147,2015,2015-11-29,11,31.305,NWE,@,DEN,L 24-30,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
148,2015,2015-12-06,12,31.312,NWE,,PHI,L 28-35,,4,4,100.0,,,,0,4,0.0,0,0
149,2015,2015-12-13,13,31.319,NWE,@,HOU,W 27-6,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
150,2015,2015-12-20,14,31.326,NWE,,TEN,W 33-16,,3,3,100.0,4,5,80.0,0,15,0.0,0,0
151,2015,2015-12-27,15,31.333,NWE,@,NYJ,L 20-26,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
152,2015,2016-01-03,16,31.340,NWE,@,MIA,L 10-20,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
153,2016,2016-09-11,1,32.227,NWE,@,ARI,W 23-21,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
154,2016,2016-09-18,2,32.234,NWE,,MIA,W 31-24,,4,4,100.0,1,2,50.0,0,7,0.0,0,0
155,2016,2016-09-22,3,32.238,NWE,,HOU,W 27-0,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
156,2016,2016-10-02,4,32.248,NWE,,BUF,L 0-16,,,,,,1,0.0,0,0,0.0,0,0
157,2016,2016-10-09,5,32.255,NWE,@,CLE,W 33-13,,4,4,100.0,1,2,50.0,0,7,0.0,0,0
158,2016,2016-10-16,6,32.262,NWE,,CIN,W 35-17,,3,4,75.0,2,2,100.0,0,9,0.0,0,0
159,2016,2016-10-23,7,32.269,NWE,@,PIT,W 27-16,,3,4,75.0,,,,0,3,0.0,0,0
160,2016,2016-10-30,8,32.276,NWE,@,BUF,W 41-25,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
161,2016,2016-11-13,9,32.290,NWE,,SEA,L 24-31,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
162,2016,2016-11-20,10,32.297,NWE,@,SFO,W 30-17,,3,4,75.0,1,1,100.0,0,6,0.0,0,0
163,2016,2016-11-27,11,32.304,NWE,@,NYJ,W 22-17,,1,1,100.0,3,4,75.0,0,10,0.0,0,0
164,2016,2016-12-04,12,32.311,NWE,,LAR,W 26-10,,2,2,100.0,4,4,100.0,0,14,0.0,0,0
165,2016,2016-12-12,13,32.319,NWE,,BAL,W 30-23,,4,4,100.0,,,,0,4,0.0,0,0
166,2016,2016-12-18,14,32.325,NWE,@,DEN,W 16-3,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
167,2016,2016-12-24,15,32.331,NWE,,NYJ,W 41-3,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
168,2016,2017-01-01,16,32.339,NWE,@,MIA,W 35-14,,3,3,100.0,2,3,66.7,0,9,0.0,0,0
169,2017,2017-09-07,1,33.222,NWE,,KAN,L 27-42,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
170,2017,2017-09-17,2,33.232,NWE,@,NOR,W 36-20,,3,4,75.0,3,3,100.0,0,12,0.0,0,0
171,2017,2017-09-24,3,33.239,NWE,,HOU,W 36-33,,4,4,100.0,,,,0,4,0.0,0,0
172,2017,2017-10-01,4,33.246,NWE,,CAR,L 30-33,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
173,2017,2017-10-05,5,33.250,NWE,@,TAM,W 19-14,,1,1,100.0,4,4,100.0,0,13,0.0,0,0
174,2017,2017-10-15,6,33.260,NWE,@,NYJ,W 24-17,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
175,2017,2017-10-22,7,33.267,NWE,,ATL,W 23-7,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
176,2017,2017-10-29,8,33.274,NWE,,LAC,W 21-13,,1,1,100.0,4,6,66.7,0,13,0.0,0,0
177,2017,2017-11-12,9,33.288,NWE,@,DEN,W 41-16,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
178,2017,2017-11-19,10,33.295,NWE,@,OAK,W 33-8,,3,3,100.0,4,4,100.0,0,15,0.0,0,0
179,2017,2017-11-26,11,33.302,NWE,,MIA,W 35-17,,5,5,100.0,,,,0,5,0.0,0,0
180,2017,2017-12-03,12,33.309,NWE,@,BUF,W 23-3,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
181,2017,2017-12-11,13,33.317,NWE,@,MIA,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
182,2017,2017-12-17,14,33.323,NWE,@,PIT,W 27-24,,1,2,50.0,2,2,100.0,0,7,0.0,0,0
183,2017,2017-12-24,15,33.330,NWE,,BUF,W 37-16,,4,4,100.0,3,3,100.0,0,13,0.0,0,0
184,2017,2017-12-31,16,33.337,NWE,,NYJ,W 26-6,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
185,2018,2018-09-09,1,34.224,NWE,,HOU,W 27-20,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
186,2018,2018-09-16,2,34.231,NWE,@,JAX,L 20-31,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
187,2018,2018-09-23,3,34.238,NWE,@,DET,L 10-26,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
