ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
31,1992,1992-10-04,5,25.289,GNB,@,ATL,L 10-24,,0,0,,0,,,
32,1992,1992-10-18,6,25.303,GNB,@,CLE,L 6-17,,0,0,,0,,,
33,1992,1992-10-25,7,25.310,GNB,,CHI,L 10-30,,0,0,,0,,,
34,1992,1992-11-01,8,25.317,GNB,@,DET,W 27-13,,0,0,,0,,,
35,1992,1992-11-08,9,25.324,GNB,@,NYG,L 7-27,,0,0,,0,,,
36,1992,1992-11-15,10,25.331,GNB,,PHI,W 27-24,,0,0,,0,,,
37,1992,1992-11-22,11,25.338,GNB,@,CHI,W 17-3,,0,0,,0,,,
38,1992,1992-11-29,12,25.345,GNB,,TAM,W 19-14,,0,0,,0,,,
39,1992,1992-12-06,13,25.352,GNB,,DET,W 38-10,,0,0,,0,,,
40,1992,1992-12-13,14,25.359,GNB,@,HOU,W 16-14,,0,0,,0,,,
41,1992,1992-12-20,15,26.000,GNB,,RAM,W 28-13,,0,0,,0,,,
42,1992,1992-12-27,16,26.007,GNB,@,MIN,L 7-27,,0,0,,0,,,
43,1993,1993-09-05,1,26.259,GNB,,RAM,W 36-6,,,,,,,,
44,1993,1993-09-12,2,26.266,GNB,,PHI,L 17-20,,,,,,,,
45,1993,1993-09-26,3,26.280,GNB,@,MIN,L 13-15,,,,,,,,
46,1993,1993-10-03,4,26.287,GNB,@,DAL,L 14-36,,,,,,,,
47,1993,1993-10-10,5,26.294,GNB,,DEN,W 30-27,,,,,,,,
48,1993,1993-10-24,6,26.308,GNB,@,TAM,W 37-14,,,,,,,,
49,1993,1993-10-31,7,26.315,GNB,,CHI,W 17-3,,,,,,,,
50,1993,1993-11-08,8,26.323,GNB,@,KAN,L 16-23,,,,,,,,
51,1993,1993-11-14,9,26.329,GNB,@,NOR,W 19-17,,,,,,,,
52,1993,1993-11-21,10,26.336,GNB,,DET,W 26-17,,,,,,,,
53,1993,1993-12-19,14,26.364,GNB,,MIN,L 17-21,,,,,,,,
54,1993,1993-12-26,15,27.006,GNB,,RAI,W 28-0,,,,,,,,
55,1993,1994-01-02,16,27.013,GNB,@,DET,L 20-30,,,,,,,,
56,1994,1994-09-04,1,27.258,GNB,,MIN,W 16-10,,,,,,,,
57,1994,1994-09-11,2,27.265,GNB,,MIA,L 14-24,,,,,,,,
58,1994,1994-09-18,3,27.272,GNB,@,PHI,L 7-13,,,,,,,,
59,1994,1994-09-25,4,27.279,GNB,,TAM,W 30-3,,,,,,,,
60,1994,1994-10-02,5,27.286,GNB,@,NWE,L 16-17,,,,,,,,
61,1994,1994-10-09,6,27.293,GNB,,RAM,W 24-17,,,,,,,,
62,1994,1994-10-20,7,27.304,GNB,@,MIN,L 10-13,,,,,,,,
63,1994,1994-10-31,8,27.315,GNB,@,CHI,W 33-6,,,,,,,,
64,1994,1994-11-06,9,27.321,GNB,,DET,W 38-30,,,,,,,,
65,1994,1994-11-13,10,27.328,GNB,,NYJ,W 17-10,,,,,,,,
66,1994,1994-11-20,11,27.335,GNB,@,BUF,L 20-29,,,,,,,,
67,1994,1994-12-18,15,27.363,GNB,,ATL,W 21-17,,,,,,,,
68,1994,1994-12-24,16,28.004,GNB,@,TAM,W 34-19,,,,,,,,
69,1995,1995-09-03,1,28.257,DEN,,BUF,W 22-7,,,,,,,,
70,1995,1995-09-10,2,28.264,DEN,@,DAL,L 21-31,,,,,,,,
71,1995,1995-09-17,3,28.271,DEN,,WAS,W 38-31,,,,,,,,
72,1995,1995-09-24,4,28.278,DEN,@,SDG,L 6-17,,,,,,,,
73,1995,1995-10-01,5,28.285,DEN,@,SEA,L 10-27,,,,,,,,
74,1995,1995-10-08,6,28.292,DEN,@,NWE,W 37-3,,,,,,,,
75,1995,1995-10-16,7,28.300,DEN,,OAK,W 27-0,,,,,,,,
76,1995,1995-10-22,8,28.306,DEN,,KAN,L 7-21,,,,,,,,
77,1995,1995-11-05,9,28.320,DEN,,ARI,W 38-6,,,,,,,,
78,1995,1995-11-12,10,28.327,DEN,@,PHI,L 13-31,,,,,,,,
79,1995,1995-11-19,11,28.334,DEN,,SDG,W 30-27,,,,,,,,
80,1995,1995-11-26,12,28.341,DEN,@,HOU,L 33-42,,,,,,,,
81,1995,1995-12-03,13,28.348,DEN,,JAX,W 31-23,,,,,,,,
82,1995,1995-12-10,14,28.355,DEN,,SEA,L 27-31,,,,,,,,
83,1995,1995-12-17,15,28.362,DEN,@,KAN,L 17-20,,,,,,,,
84,1995,1995-12-24,16,29.004,DEN,@,OAK,W 31-28,,,,,,,,
85,1996,1996-09-01,1,29.256,DEN,,NYJ,W 31-6,,,,,,,,
86,1996,1996-09-08,2,29.263,DEN,@,SEA,W 30-20,,,,,,,,
87,1996,1996-09-15,3,29.270,DEN,,TAM,W 27-23,,,,,,,,
88,1996,1996-09-22,4,29.277,DEN,@,KAN,L 14-17,,,,,,,,
89,1996,1996-09-29,5,29.284,DEN,@,CIN,W 14-10,,,,,,,,
90,1996,1996-10-06,6,29.291,DEN,,SDG,W 28-17,,,,,,,,
91,1996,1996-10-20,7,29.305,NWE,@,IND,W 27-9,,,,,,,,
92,1996,1996-10-27,8,29.312,DEN,,KAN,W 34-7,,,,,,,,
93,1996,1996-11-04,9,29.320,DEN,@,OAK,W 22-21,,,,,,,,
94,1996,1996-11-10,10,29.326,DEN,,CHI,W 17-12,,,,,,,,
95,1996,1996-11-17,11,29.333,DEN,@,NWE,W 34-8,,,,,,,,
96,1996,1996-11-24,12,29.340,DEN,@,MIN,W 21-17,,,,,,,,
97,1996,1996-12-01,13,29.347,DEN,,SEA,W 34-7,,,,,,,,
98,1996,1996-12-08,14,29.354,DEN,@,GNB,L 6-41,,,,,,,,
99,1996,1996-12-15,15,29.361,DEN,,OAK,W 24-19,,,,,,,,
100,1996,1996-12-22,16,30.002,DEN,@,SDG,L 10-16,,,,,,,,
101,1997,1997-08-31,1,30.254,SEA,,NYJ,L 3-41,,,,,,,,
102,1997,1997-09-07,2,30.261,SEA,,DEN,L 14-35,,,,,,,,
103,1997,1997-09-14,3,30.268,SEA,@,IND,W 31-3,,,,,,,,
104,1997,1997-09-21,4,30.275,SEA,,SDG,W 26-22,,,,,,,,
105,1997,1997-09-28,5,30.282,SEA,@,KAN,L 17-20,,,,,,,,
106,1997,1997-10-05,6,30.289,SEA,,TEN,W 16-13,,,,,,,,
107,1997,1997-10-19,7,30.303,SEA,@,STL,W 17-9,,,,,,,,
108,1997,1997-10-26,8,30.310,SEA,,OAK,W 45-34,,,,,,,,
109,1997,1997-11-02,9,30.317,SEA,@,DEN,L 27-30,,,,,,,,
110,1997,1997-11-09,10,30.324,SEA,@,SDG,W 37-31,,,,,,,,
111,1997,1997-11-16,11,30.331,SEA,@,NOR,L 17-20,,,,,,,,
112,1997,1997-11-23,12,30.338,SEA,,KAN,L 14-19,,,,,,,,
113,1997,1997-11-30,13,30.345,SEA,,ATL,L 17-24,,,,,,,,
114,1997,1997-12-07,14,30.352,NYJ,,IND,L 14-22,,,,,,,,
115,1997,1997-12-14,15,30.359,SEA,@,OAK,W 22-21,,,,,,,,
116,1997,1997-12-21,16,31.001,SEA,,SFO,W 38-9,,,,,,,,
117,1998,1998-09-06,1,31.260,IND,,MIA,L 15-24,,,,,,,,
118,1998,1998-09-13,2,31.267,IND,@,NWE,L 6-29,,,,,,,,
119,1998,1998-09-20,3,31.274,IND,@,NYJ,L 6-44,,,,,,,,
120,1998,1998-09-27,4,31.281,IND,,NOR,L 13-19,,,,,,,,
121,1998,1998-10-04,5,31.288,IND,,SDG,W 17-12,,,,,,,,
122,1998,1998-10-11,6,31.295,IND,,BUF,L 24-31,,,,,,,,
123,1998,1998-10-18,7,31.302,IND,@,SFO,L 31-34,,,,,,,,
124,1998,1998-11-01,8,31.316,IND,,NWE,L 16-21,,,,,,,,
125,1998,1998-11-08,9,31.323,IND,@,MIA,L 14-27,,,,,,,,
126,1998,1998-11-15,10,31.330,IND,,NYJ,W 24-23,,,,,,,,
127,1998,1998-11-22,11,31.337,IND,@,BUF,L 11-34,,,,,,,,
128,1998,1998-12-06,13,31.351,IND,@,ATL,L 21-28,,,,,,,,
129,1998,1998-12-13,14,31.358,IND,,CIN,W 39-26,,,,,,,,
130,1998,1998-12-20,15,32.000,IND,@,SEA,L 23-27,,,,,,,,
131,1998,1998-12-27,16,32.007,IND,,CAR,L 19-27,,,,,,,,
132,1999,1999-09-12,1,32.266,PHI,,ARI,L 24-25,*,,,,,,,
133,1999,1999-09-19,2,32.273,PHI,,TAM,L 5-19,*,,,,,,,
134,1999,1999-09-26,3,32.280,PHI,@,BUF,L 0-26,*,,,,,,,
135,1999,1999-10-03,4,32.287,PHI,@,NYG,L 15-16,*,,,,,,,
136,1999,1999-10-10,5,32.294,PHI,,DAL,W 13-10,*,,,,,,,
137,1999,1999-10-17,6,32.301,PHI,@,CHI,W 20-16,*,,,,,,,
138,1999,1999-10-24,7,32.308,PHI,@,MIA,L 13-16,*,,,,,,,
139,1999,1999-10-31,8,32.315,PHI,,NYG,L 17-23,*,,,,,,,
140,1999,1999-11-07,9,32.322,PHI,@,CAR,L 7-33,*,,,,,,,
141,1999,1999-11-14,10,32.329,PHI,,WAS,W 35-28,*,,,,,,,
142,1999,1999-11-21,11,32.336,PHI,,IND,L 17-44,*,,,,,,,
143,1999,1999-11-28,12,32.343,PHI,@,WAS,L 17-20,*,,,,,,,
144,1999,1999-12-05,13,32.350,PHI,@,ARI,L 17-21,,,,,,,,
145,1999,1999-12-12,14,32.357,PHI,@,DAL,L 10-20,*,,,,,,,
146,1999,1999-12-19,15,32.364,PHI,,NWE,W 24-9,*,,,,,,,
147,1999,2000-01-02,16,33.013,PHI,,STL,W 38-31,*,0,0,,0,1,2,0
148,2000,2000-09-03,1,33.258,PHI,@,DAL,W 41-14,,,,,,,,
149,2000,2000-09-10,2,33.265,PHI,,NYG,L 18-33,,,,,,,,
150,2000,2000-09-17,3,33.272,PHI,@,GNB,L 3-6,,,,,,,,
151,2000,2000-09-24,4,33.279,PHI,@,NOR,W 21-7,*,,,,,,,
152,2000,2000-10-01,5,33.286,PHI,,ATL,W 38-10,*,,,,,,,
153,2000,2000-10-08,6,33.293,PHI,,WAS,L 14-17,*,,,,,,,
154,2000,2000-10-15,7,33.300,PHI,@,ARI,W 33-14,,,,,,,,
155,2000,2000-10-22,8,33.307,PHI,,CHI,W 13-9,,,,,,,,
156,2000,2000-10-29,9,33.314,PHI,@,NYG,L 7-24,,,,,,,,
157,2000,2000-11-05,10,33.321,PHI,,DAL,W 16-13,,,,,,,,
158,2000,2000-11-12,11,33.328,PHI,@,PIT,W 26-23,,,,,,,,
159,2000,2000-11-19,12,33.335,PHI,,ARI,W 34-9,,,,,,,,
160,2000,2000-11-26,13,33.342,PHI,@,WAS,W 23-20,,,,,,,,
161,2000,2000-12-03,14,33.349,PHI,,TEN,L 13-15,,,,,,,,
162,2000,2000-12-10,15,33.356,PHI,@,CLE,W 35-24,,,,,,,,
163,2000,2000-12-24,16,34.004,PHI,,CIN,W 16-7,,,,,,,,
164,2001,2001-09-09,1,34.263,PHI,,STL,L 17-20,,,,,,,,
165,2001,2001-09-23,2,34.277,PHI,@,SEA,W 27-3,,,,,,,,
166,2001,2001-09-30,3,34.284,PHI,,DAL,W 40-18,,,,,,,,
167,2001,2001-10-07,4,34.291,PHI,,ARI,L 20-21,,,,,,,,
168,2001,2001-10-22,5,34.306,PHI,@,NYG,W 10-9,,,,,,,,
169,2001,2001-10-28,6,34.312,PHI,,OAK,L 10-20,,,,,,,,
170,2001,2001-11-04,7,34.319,PHI,@,ARI,W 21-7,,,,,,,,
171,2001,2001-11-11,8,34.326,PHI,,MIN,W 48-17,,,,,,,,
172,2001,2001-11-18,9,34.333,PHI,@,DAL,W 36-3,,,,,,,,
173,2001,2001-11-25,10,34.340,PHI,,WAS,L 3-13,,,,,,,,
174,2001,2001-11-29,11,34.344,PHI,@,KAN,W 23-10,,,,,,,,
175,2001,2001-12-09,12,34.354,PHI,,SDG,W 24-14,,,,,,,,
176,2001,2001-12-16,13,34.361,PHI,@,WAS,W 20-6,,,,,,,,
177,2001,2001-12-22,14,35.002,PHI,@,SFO,L 3-13,,,,,,,,
178,2001,2001-12-30,15,35.010,PHI,,NYG,W 24-21,,,,,,,,
179,2001,2002-01-06,16,35.017,PHI,@,TAM,W 17-13,,,,,,,,
180,2002,2002-12-08,13,35.353,SFO,@,DAL,W 31-27,,,,,,,,
181,2002,2002-12-15,14,35.360,SFO,,GNB,L 14-20,,,,,,,,
182,2002,2002-12-21,15,36.001,SFO,@,ARI,W 17-14,,,,,,,,
