ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
84,1975,1975-11-09,8,34.088,WAS,@,NYG,W 21-13,,,,,,,,,,,,,
85,1975,1975-11-16,9,34.095,WAS,@,STL,L 17-20,,,,,,,,,,,,,
86,1975,1975-11-23,10,34.102,WAS,,OAK,L 23-26,0,0,,0,0,0,,0,0,0,1,37,0
87,1975,1975-11-30,11,34.109,WAS,,MIN,W 31-30,,,,,,,,,,,,,
88,1975,1975-12-07,12,34.116,WAS,@,ATL,W 30-27,0,0,,0,0,0,,0,0,0,1,14,0
89,1975,1975-12-13,13,34.122,WAS,@,DAL,L 10-31,,,,,,,,,,,,,
90,1975,1975-12-21,14,34.130,WAS,,PHI,L 3-26,,,,,,,,,,,,,
91,1976,1976-09-12,1,35.030,WAS,,NYG,W 19-17,,,,,,,,,,,,,
92,1976,1976-09-19,2,35.037,WAS,,SEA,W 31-7,,,,,,,,,,,,,
93,1976,1976-09-27,3,35.045,WAS,@,PHI,W 20-17,,,,,,,,,,,,,
94,1976,1976-10-03,4,35.051,WAS,@,CHI,L 7-33,,,,,,,,,,,,,
95,1976,1976-10-10,5,35.058,WAS,,KAN,L 30-33,,,,,,,,,,,,,
96,1976,1976-10-17,6,35.065,WAS,,DET,W 20-7,,,,,,,,,,,,,
97,1976,1976-10-25,7,35.073,WAS,,STL,W 20-10,,,,,,,,,,,,,
98,1976,1976-10-31,8,35.079,WAS,,DAL,L 7-20,,,,,,,,,,,,,
99,1976,1976-11-07,9,35.086,WAS,@,SFO,W 24-21,,,,,,,,,,,,,
100,1976,1976-11-14,10,35.093,WAS,@,NYG,L 9-12,,,,,,,,,,,,,
101,1976,1976-11-21,11,35.100,WAS,@,STL,W 16-10,,,,,,,,,,,,,
102,1976,1976-11-28,12,35.107,WAS,,PHI,W 24-0,0,0,,0,0,0,,0,0,0,1,20,0
103,1976,1976-12-05,13,35.114,WAS,@,NYJ,W 37-16,,,,,,,,,,,,,
104,1976,1976-12-12,14,35.121,WAS,@,DAL,W 27-14,,,,,,,,,,,,,
105,1977,1977-10-02,3,36.050,WAS,,STL,W 24-14,,,,,,,,,,,,,
106,1977,1977-10-09,4,36.057,WAS,@,TAM,W 10-0,,,,,,,,,,,,,
107,1977,1977-11-21,10,36.100,WAS,,GNB,W 10-9,,,,,,,,,,,,,
108,1977,1977-12-10,13,36.119,WAS,@,STL,W 26-20,,,,,,,,,,,,,
109,1977,1977-12-17,14,36.126,WAS,,RAM,W 17-14,,,,,,,,,,,,,
110,1978,1978-09-03,1,37.021,WAS,@,NWE,W 16-14,,,,,,,,,,,,,
111,1978,1978-09-10,2,37.028,WAS,,PHI,W 35-30,,,,,,,,,,,,,
112,1978,1978-09-17,3,37.035,WAS,@,STL,W 28-10,,,,,,,,,,,,,
113,1978,1978-09-24,4,37.042,WAS,,NYJ,W 23-3,,,,,,,,,,,,,
114,1978,1978-10-02,5,37.050,WAS,,DAL,W 9-5,,,,,,,,,,,,,
115,1978,1978-10-08,6,37.056,WAS,@,DET,W 21-19,,,,,,,,,,,,,
116,1978,1978-10-15,7,37.063,WAS,@,PHI,L 10-17,,,,,,,,,,,,,
117,1978,1978-10-22,8,37.070,WAS,@,NYG,L 6-17,,,,,,,,,,,,,
118,1978,1978-10-29,9,37.077,WAS,,SFO,W 38-20,,,,,,,,,,,,,
119,1978,1978-11-06,10,37.085,WAS,@,BAL,L 17-21,,,,,,,,,,,,,
120,1978,1978-11-12,11,37.091,WAS,,NYG,W 16-13,,,,,,,,,,,,,
121,1978,1978-11-19,12,37.098,WAS,,STL,L 17-27,,,,,,,,,,,,,
122,1978,1978-11-23,13,37.102,WAS,@,DAL,L 10-37,,,,,,,,,,,,,
123,1978,1978-12-03,14,37.112,WAS,,MIA,L 0-16,,,,,,,,,,,,,
124,1978,1978-12-10,15,37.119,WAS,@,ATL,L 17-20,,,,,,,,,,,,,
125,1978,1978-12-16,16,37.125,WAS,,CHI,L 10-14,,,,,,,,,,,,,
