ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
21,1997,1997-11-23,12,25.320,SFO,,SDG,W 17-10,0,0,,0,1,1,27,27.00,0,100.0%,27.00,3,59,19.67,0,0,0,,0,0,0
22,1997,1997-11-30,13,25.327,SFO,@,KAN,L 9-44,0,0,,0,0,0,0,,0,0.0%,,6,119,19.83,0,0,0,,0,0,0
23,1997,1997-12-07,14,25.334,SFO,,MIN,W 28-17,0,0,,0,2,1,3,3.00,0,50.0%,1.50,2,42,21.00,0,0,0,,0,0,0
24,1997,1997-12-15,15,25.342,SFO,,DEN,W 34-17,1,1,1.00,0,0,0,0,,0,0.0%,,4,86,21.50,0,2,19,9.50,0,0,0
25,1997,1997-12-21,16,25.348,SFO,@,SEA,L 9-38,8,61,7.63,0,2,2,8,4.00,0,100.0%,4.00,7,167,23.86,0,0,0,,0,0,0
26,1998,1998-09-06,1,26.242,SFO,,NYJ,W 36-30,1,3,3.00,0,3,3,11,3.67,0,100.0%,3.67,4,91,22.75,0,0,0,,0,0,0
27,1998,1998-09-14,2,26.250,SFO,@,WAS,W 45-10,8,44,5.50,1,3,1,3,3.00,0,33.3%,1.00,3,48,16.00,0,0,0,,0,1,6
28,1998,1998-09-27,3,26.263,SFO,,ATL,W 31-20,3,13,4.33,0,6,6,21,3.50,0,100.0%,3.50,2,30,15.00,0,0,0,,0,0,0
29,1998,1998-10-04,4,26.270,SFO,@,BUF,L 21-26,1,3,3.00,0,2,1,7,7.00,0,50.0%,3.50,4,47,11.75,0,0,0,,0,0,0
30,1998,1998-10-11,5,26.277,SFO,@,NOR,W 31-0,8,46,5.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
31,1998,1998-10-18,6,26.284,SFO,,IND,W 34-31,1,1,1.00,0,4,4,22,5.50,0,100.0%,5.50,2,41,20.50,0,0,0,,0,0,0
32,1998,1998-10-25,7,26.291,SFO,@,STL,W 28-10,3,2,0.67,0,0,0,0,,0,0.0%,,2,30,15.00,0,0,0,,0,0,0
33,1998,1998-11-08,9,26.305,SFO,,CAR,W 25-23,,,,,,,,,,0.0%,,,,,,,,,,,
34,1998,1998-11-15,10,26.312,SFO,@,ATL,L 19-31,0,0,,0,0,0,0,,0,0.0%,,2,40,20.00,0,0,0,,0,0,0
35,1998,1998-11-22,11,26.319,SFO,,NOR,W 31-20,0,0,,0,0,0,0,,0,0.0%,,3,56,18.67,0,0,0,,0,0,0
36,1998,1998-11-30,12,26.327,SFO,,NYG,W 31-7,,,,,,,,,,0.0%,,,,,,,,,,,
37,1998,1998-12-06,13,26.333,SFO,@,CAR,W 31-28,,,,,,,,,,0.0%,,,,,,,,,,,
