ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
19,1996,1996-09-23,4,26.162,IND,,MIA,W 10-6,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0
20,1996,1996-10-06,5,26.175,IND,@,BUF,L 13-16,,2,0,0,,0,0.0%,0.00,1,17,17.00,0,0,0
21,1996,1996-10-13,6,26.182,IND,,BAL,W 26-21,,2,1,30,30.00,1,50.0%,15.00,0,0,,0,1,6
22,1996,1996-10-20,7,26.189,IND,,NWE,L 9-27,,7,5,47,9.40,0,71.4%,6.71,0,0,,0,0,0
23,1996,1996-10-27,8,26.196,IND,@,WAS,L 16-31,,1,0,0,,0,0.0%,0.00,0,0,,0,,
24,1996,1996-11-03,9,26.203,IND,,SDG,L 19-26,,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0
25,1996,1996-11-10,10,26.210,IND,@,MIA,L 13-37,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0
26,1996,1996-11-17,11,26.217,IND,,NYJ,W 34-29,,1,0,0,,0,0.0%,0.00,0,0,,0,,
27,1996,1996-11-24,12,26.224,IND,@,NWE,L 13-27,,7,5,38,7.60,0,71.4%,5.43,3,32,10.67,0,0,0
28,1996,1996-12-01,13,26.231,IND,,BUF,W 13-10,,1,0,0,,0,0.0%,0.00,0,0,,0,,
29,1996,1996-12-05,14,26.235,IND,,PHI,W 37-10,,1,1,10,10.00,0,100.0%,10.00,1,0,0.00,0,0,0
30,1996,1996-12-15,15,26.245,IND,@,KAN,W 24-19,,2,1,14,14.00,0,50.0%,7.00,1,7,7.00,0,0,0
31,1996,1996-12-22,16,26.252,IND,@,CIN,L 24-31,,1,0,0,,0,0.0%,0.00,0,0,,0,,
32,1997,1997-08-31,1,27.139,IND,@,MIA,L 10-16,,2,2,35,17.50,0,100.0%,17.50,1,4,4.00,0,0,0
33,1997,1997-09-07,2,27.146,IND,,NWE,L 6-31,,3,3,35,11.67,0,100.0%,11.67,3,48,16.00,0,0,0
34,1997,1997-09-14,3,27.153,IND,,SEA,L 3-31,,0,0,0,,0,0.0%,,2,3,1.50,0,0,0
35,1997,1997-09-21,4,27.160,IND,@,BUF,L 35-37,,2,1,4,4.00,0,50.0%,2.00,2,13,6.50,0,0,0
36,1997,1997-10-05,5,27.174,IND,,NYJ,L 12-16,,4,4,47,11.75,0,100.0%,11.75,1,4,4.00,0,0,0
37,1997,1997-10-12,6,27.181,IND,@,PIT,L 22-24,,1,1,5,5.00,1,100.0%,5.00,1,12,12.00,0,1,6
38,1997,1997-10-20,7,27.189,IND,,BUF,L 6-9,,3,3,27,9.00,0,100.0%,9.00,1,2,2.00,0,0,0
39,1997,1997-10-26,8,27.195,IND,@,SDG,L 19-35,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0
40,1997,1997-11-02,9,27.202,IND,,TAM,L 28-31,,2,2,11,5.50,0,100.0%,5.50,3,17,5.67,0,0,0
41,1997,1997-11-09,10,27.209,IND,,CIN,L 13-28,,2,1,7,7.00,0,50.0%,3.50,2,25,12.50,0,0,0
42,1997,1997-11-16,11,27.216,IND,,GNB,W 41-38,,0,0,0,,0,0.0%,,1,5,5.00,0,0,0
43,1997,1997-11-23,12,27.223,IND,@,DET,L 10-32,,1,0,0,,0,0.0%,0.00,0,0,,0,,
44,1997,1997-11-30,13,27.230,IND,@,NWE,L 17-20,,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0
45,1997,1997-12-07,14,27.237,IND,@,NYJ,W 22-14,,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0
46,1997,1997-12-14,15,27.244,IND,,MIA,W 41-0,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
47,1997,1997-12-21,16,27.251,IND,@,MIN,L 28-39,,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0
48,1998,1998-10-15,6,28.184,DET,,GNB,W 27-20,,,,,,,0.0%,,,,,,,
49,1998,1998-10-25,7,28.194,DET,,MIN,L 13-34,,1,,,,,0.0%,,,,,,,
50,1998,1998-11-01,8,28.201,DET,,ARI,L 15-17,,,,,,,0.0%,,,,,,,
51,1998,1998-11-08,9,28.208,DET,@,PHI,L 9-10,,,,,,,0.0%,,,,,,,
52,1998,1998-11-15,10,28.215,DET,,CHI,W 26-3,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0
53,1998,1998-11-22,11,28.222,DET,@,TAM,W 28-25,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0
54,1998,1998-11-26,12,28.226,DET,,PIT,W 19-16,,,0,0,,0,0.0%,,0,0,,0,0,0
55,1998,1998-12-06,13,28.236,DET,@,JAX,L 22-37,,,,,,,0.0%,,,,,,,
56,1998,1998-12-14,14,28.244,DET,@,SFO,L 13-35,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
57,1998,1998-12-20,15,28.250,DET,,ATL,L 17-24,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0
58,1999,1999-09-12,1,29.151,DET,@,SEA,W 28-20,,3,,,,,0.0%,,,,,,,
59,1999,1999-09-19,2,29.158,DET,,GNB,W 23-15,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
60,1999,1999-09-26,3,29.165,DET,@,KAN,L 21-31,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
61,1999,1999-10-10,4,29.179,DET,,SDG,L 10-20,,,,,,,0.0%,,,,,,,
62,1999,1999-10-17,5,29.186,DET,,MIN,W 25-23,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0
63,1999,1999-10-24,6,29.193,DET,@,CAR,W 24-9,*,3,2,7,3.50,1,66.7%,2.33,0,0,,0,1,6
64,1999,1999-10-31,7,29.200,DET,,TAM,W 20-3,,4,1,2,2.00,0,25.0%,0.50,0,0,,0,0,0
65,1999,1999-11-07,8,29.207,DET,,STL,W 31-27,,4,2,48,24.00,0,50.0%,12.00,0,0,,0,0,0
66,1999,1999-11-14,9,29.214,DET,@,ARI,L 19-23,,2,,,,,0.0%,,,,,,,
67,1999,1999-11-21,10,29.221,DET,@,GNB,L 17-26,,,,,,,0.0%,,,,,,,
68,1999,1999-11-25,11,29.225,DET,,CHI,W 21-17,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
69,1999,1999-12-05,12,29.235,DET,,WAS,W 33-17,,,,,,,0.0%,,,,,,,
70,1999,1999-12-12,13,29.242,DET,@,TAM,L 16-23,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
71,1999,1999-12-19,14,29.249,DET,@,CHI,L 10-28,,0,,,,,0.0%,,,,,,,
72,1999,1999-12-25,15,29.255,DET,,DEN,L 7-17,,,,,,,0.0%,,,,,,,
73,1999,2000-01-02,16,29.263,DET,@,MIN,L 17-24,,1,1,12,12.00,0,100.0%,12.00,1,9,9.00,0,0,0
74,2000,2000-09-03,1,30.142,DET,@,NOR,W 14-10,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
75,2000,2000-09-10,2,30.149,DET,,WAS,W 15-10,,,,,,,0.0%,,,,,,,
76,2000,2000-09-17,3,30.156,DET,,TAM,L 10-31,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
77,2000,2000-09-24,4,30.163,DET,@,CHI,W 21-14,,,,,,,0.0%,,,,,,,
78,2000,2000-10-01,5,30.170,DET,,MIN,L 24-31,,,,,,,0.0%,,,,,,,
79,2000,2000-10-08,6,30.177,DET,,GNB,W 31-24,,,,,,,0.0%,,,,,,,
80,2000,2000-10-19,7,30.188,DET,@,TAM,W 28-14,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
81,2000,2000-10-29,8,30.198,DET,@,IND,L 18-30,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
82,2000,2000-11-05,9,30.205,DET,,MIA,L 8-23,*,1,,,,,0.0%,,,,,,,
83,2000,2000-11-12,10,30.212,DET,,ATL,W 13-10,,,,,,,0.0%,,,,,,,
84,2000,2000-11-19,11,30.219,DET,@,NYG,W 31-21,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
85,2000,2000-11-23,12,30.223,DET,,NWE,W 34-9,*,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0
86,2000,2000-11-30,13,30.230,DET,@,MIN,L 17-24,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
87,2000,2000-12-24,16,30.254,DET,,CHI,L 20-23,,,,,,,0.0%,,,,,,,
