ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
18,1995,1995-09-10,2,24.319,ATL,@,SFO,L 10-41,,6,2,16,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
19,1995,1995-09-17,3,24.326,ATL,@,NOR,W 27-24,,10,6,104,17.33,0,60.0%,10.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
20,1995,1995-09-24,4,24.333,ATL,,NYJ,W 13-3,,6,5,74,14.80,1,83.3%,12.33,0,0,,0,0,0,,0,0,0,,,,,,1,6
21,1995,1995-10-01,5,24.340,ATL,,NWE,W 30-17,,10,6,95,15.83,0,60.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
22,1995,1995-10-12,6,24.351,ATL,@,STL,L 19-21,,6,1,21,21.00,0,16.7%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
23,1995,1995-10-22,7,24.361,ATL,@,TAM,W 24-21,,10,9,121,13.44,2,90.0%,12.10,0,0,,0,0,0,,0,0,0,,,,,,2,12
24,1995,1995-10-29,8,25.003,ATL,,DAL,L 13-28,,8,2,23,11.50,0,25.0%,2.88,0,0,,0,0,0,,0,0,0,,,,,,0,0
25,1995,1995-11-05,9,25.010,ATL,,DET,W 34-22,,9,7,104,14.86,0,77.8%,11.56,0,0,,0,0,0,,0,0,0,,,,,,0,0
26,1995,1995-11-12,10,25.017,ATL,@,BUF,L 17-23,,13,6,100,16.67,0,46.2%,7.69,0,0,,0,0,0,,0,0,0,,,,,,0,0
27,1995,1995-11-19,11,25.024,ATL,,STL,W 31-6,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
28,1995,1995-11-26,12,25.031,ATL,@,ARI,L 37-40,,7,2,14,7.00,0,28.6%,2.00,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0
29,1995,1995-12-03,13,25.038,ATL,@,MIA,L 20-21,,7,5,85,17.00,1,71.4%,12.14,0,0,,0,0,0,,0,0,0,,,,,,1,6
30,1995,1995-12-10,14,25.045,ATL,,NOR,W 19-14,,13,6,65,10.83,0,46.2%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
31,1995,1995-12-17,15,25.052,ATL,@,CAR,L 17-21,,7,1,9,9.00,0,14.3%,1.29,0,0,,0,0,0,,0,0,0,,,,,,0,0
32,1995,1995-12-24,16,25.059,ATL,,SFO,W 28-27,,11,7,86,12.29,0,63.6%,7.82,0,0,,0,0,0,,0,0,0,,,,,,0,0
33,1996,1996-09-01,1,25.311,ATL,@,CAR,L 6-29,,7,2,16,8.00,0,28.6%,2.29,0,0,,0,0,0,,0,0,0,,,,,,0,0
34,1996,1996-09-08,2,25.318,ATL,,MIN,L 17-23,,15,9,116,12.89,0,60.0%,7.73,0,0,,0,0,0,,0,0,0,,,,,,0,0
35,1996,1996-09-22,3,25.332,ATL,,PHI,L 18-33,,12,9,93,10.33,1,75.0%,7.75,0,0,,0,0,0,,0,0,0,,,,,,1,6
36,1996,1996-09-29,4,25.339,ATL,@,SFO,L 17-39,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
37,1996,1996-10-20,7,25.360,ATL,@,DAL,L 28-32,,11,8,71,8.88,1,72.7%,6.45,0,0,,0,0,0,,0,0,0,,,,,,1,6
38,1996,1996-10-27,8,26.001,ATL,,PIT,L 17-20,,6,4,54,13.50,1,66.7%,9.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
39,1996,1996-11-03,9,26.008,ATL,,CAR,W 20-17,,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
40,1996,1996-11-10,10,26.015,ATL,@,STL,L 16-59,,9,4,109,27.25,0,44.4%,12.11,0,0,,0,0,0,,0,0,0,,,,,,0,0
41,1996,1996-11-17,11,26.022,ATL,,NOR,W 17-15,,13,8,76,9.50,0,61.5%,5.85,0,0,,0,0,0,,0,0,0,,,,,,0,0
42,1996,1996-11-24,12,26.029,ATL,@,CIN,L 31-41,,13,5,50,10.00,1,38.5%,3.85,0,0,,0,0,0,,0,0,0,,,,,,1,6
43,1996,1996-12-02,13,26.037,ATL,,SFO,L 10-34,,8,3,35,11.67,0,37.5%,4.38,0,0,,0,0,0,,0,0,0,,,,,,0,0
44,1996,1996-12-08,14,26.043,ATL,@,NOR,W 31-15,,5,5,22,4.40,1,100.0%,4.40,0,0,,0,0,0,,0,0,0,,,,,,1,6
45,1996,1996-12-15,15,26.050,ATL,,STL,L 27-34,,14,9,173,19.22,1,64.3%,12.36,0,0,,0,0,0,,0,0,0,,,,,,1,6
46,1996,1996-12-22,16,26.057,ATL,@,JAX,L 17-19,,6,6,67,11.17,0,100.0%,11.17,0,0,,0,0,0,,0,0,0,,,,,,0,0
47,1997,1997-08-31,1,26.309,ATL,@,DET,L 17-28,,8,4,88,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
48,1997,1997-09-07,2,26.316,ATL,,CAR,L 6-9,,8,3,50,16.67,0,37.5%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
49,1997,1997-09-14,3,26.323,ATL,,OAK,L 31-36,,9,4,92,23.00,0,44.4%,10.22,0,0,,0,0,0,,0,0,0,,,,,,0,0
50,1997,1997-09-21,4,26.330,ATL,@,SFO,L 7-34,,13,6,62,10.33,1,46.2%,4.77,0,0,,0,0,0,,0,0,0,,,,,,1,6
51,1997,1997-09-28,5,26.337,ATL,,DEN,L 21-29,,12,8,58,7.25,1,66.7%,4.83,0,0,,0,0,0,,0,0,0,,,,,,1,6
52,1997,1997-10-12,6,26.351,ATL,@,NOR,W 23-17,,5,3,40,13.33,1,60.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
53,1997,1997-10-19,7,26.358,ATL,,SFO,L 28-35,,13,4,60,15.00,1,30.8%,4.62,0,0,,0,0,0,,0,0,0,,,,,,1,6
54,1997,1997-10-26,8,27.000,ATL,@,CAR,L 12-21,,16,5,48,9.60,0,31.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
55,1997,1997-11-02,9,27.007,ATL,,STL,W 34-31,,9,6,108,18.00,2,66.7%,12.00,0,0,,0,0,0,,0,0,0,,,,,,2,12
56,1997,1997-11-09,10,27.014,ATL,,TAM,L 10-31,,6,2,43,21.50,1,33.3%,7.17,0,0,,0,0,0,,0,0,0,,,,,,1,6
57,1997,1997-11-16,11,27.021,ATL,@,STL,W 27-21,,8,3,52,17.33,0,37.5%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
58,1997,1997-11-23,12,27.028,ATL,,NOR,W 20-3,,6,4,96,24.00,1,66.7%,16.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
59,1997,1997-11-30,13,27.035,ATL,@,SEA,W 24-17,,7,4,71,17.75,0,57.1%,10.14,0,0,,0,0,0,,0,0,0,,,,,,0,0
60,1997,1997-12-07,14,27.042,ATL,@,SDG,W 14-3,,7,3,32,10.67,0,42.9%,4.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
61,1997,1997-12-14,15,27.049,ATL,,PHI,W 20-17,,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
62,1997,1997-12-21,16,27.056,ATL,@,ARI,L 26-29,,9,5,75,15.00,1,55.6%,8.33,0,0,,0,0,0,,0,0,0,,,,,,1,6
63,1998,1998-09-06,1,27.315,TAM,@,MIN,L 7-31,,9,7,98,14.00,0,77.8%,10.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
64,1998,1998-10-18,6,27.357,TAM,,CAR,W 16-13,,9,5,66,13.20,0,55.6%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
65,1998,1998-10-25,7,27.364,TAM,@,NOR,L 3-9,,15,6,86,14.33,0,40.0%,5.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
66,1998,1998-11-01,8,28.006,TAM,,MIN,W 27-24,,7,1,15,15.00,0,14.3%,2.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
67,1998,1998-11-08,9,28.013,TAM,,TEN,L 22-31,,11,5,106,21.20,1,45.5%,9.64,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
68,1998,1998-11-15,10,28.020,TAM,@,JAX,L 24-29,,7,1,6,6.00,0,14.3%,0.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
69,1998,1998-11-22,11,28.027,TAM,,DET,L 25-28,,9,4,80,20.00,0,44.4%,8.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
70,1998,1998-11-29,12,28.034,TAM,@,CHI,W 31-17,,6,3,21,7.00,0,50.0%,3.50,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0
71,1998,1998-12-07,13,28.042,TAM,,GNB,W 24-22,,7,3,76,25.33,1,42.9%,10.86,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
72,1998,1998-12-13,14,28.048,TAM,,PIT,W 16-3,,6,3,58,19.33,0,50.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
73,1998,1998-12-19,15,28.054,TAM,@,WAS,L 16-20,,11,3,24,8.00,0,27.3%,2.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
74,1999,1999-09-12,1,28.321,TAM,,NYG,L 13-17,*,12,3,53,17.67,0,25.0%,4.42,0,0,,0,0,0,,0,0,0,,,,,,0,0
75,1999,1999-09-19,2,28.328,TAM,@,PHI,W 19-5,*,2,1,19,19.00,1,50.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
76,1999,1999-09-26,3,28.335,TAM,,DEN,W 13-10,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
77,1999,1999-10-10,5,28.349,TAM,@,GNB,L 23-26,*,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
78,1999,1999-11-21,10,29.026,TAM,,ATL,W 19-10,*,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
79,1999,1999-11-28,11,29.033,TAM,@,SEA,W 16-3,*,3,,,,,0.0%,,,,,,,,,,,,,,,,,,
80,1999,1999-12-06,12,29.041,TAM,,MIN,W 24-17,*,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
81,1999,1999-12-12,13,29.047,TAM,,DET,W 23-16,*,7,4,46,11.50,0,57.1%,6.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
82,1999,1999-12-19,14,29.054,TAM,@,OAK,L 0-45,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
83,1999,1999-12-26,15,29.061,TAM,,GNB,W 29-10,*,6,4,24,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
84,1999,2000-01-02,16,29.068,TAM,@,CHI,W 20-6,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
85,2000,2000-09-03,1,29.313,MIA,,SEA,W 23-0,,2,1,16,16.00,0,50.0%,8.00,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0
86,2000,2000-09-10,2,29.320,MIA,@,MIN,L 7-13,,3,1,5,5.00,0,33.3%,1.67,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0
87,2000,2000-09-17,3,29.327,MIA,,BAL,W 19-6,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
88,2000,2000-09-24,4,29.334,MIA,,NWE,W 10-3,,3,2,58,29.00,1,66.7%,19.33,1,-1,-1.00,0,0,0,,0,0,0,,,,,,1,6
89,2000,2000-10-01,5,29.341,MIA,@,CIN,W 31-16,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
90,2000,2000-10-08,6,29.348,MIA,,BUF,W 22-13,,2,1,35,35.00,0,50.0%,17.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
91,2000,2000-10-23,7,29.363,MIA,@,NYJ,L 37-40,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
92,2000,2000-11-05,9,30.010,MIA,@,DET,W 23-8,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
93,2000,2000-11-26,12,30.031,MIA,@,IND,W 17-14,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
94,2000,2000-12-10,14,30.045,MIA,,TAM,L 13-16,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
95,2000,2000-12-17,15,30.052,MIA,,IND,L 13-20,,3,,,,,0.0%,,,,,,,,,,,,,,,,,,
96,2001,2001-09-09,1,30.318,NWE,@,CIN,L 17-23,*,9,4,25,6.25,0,44.4%,2.78,0,0,,0,0,0,,0,0,0,,,,,,0,0
97,2001,2001-09-23,2,30.332,NWE,,NYJ,L 3-10,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
98,2001,2001-11-04,7,31.009,DET,@,SFO,L 13-21,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
99,2001,2001-11-11,8,31.016,DET,,TAM,L 17-20,*,9,4,35,8.75,0,44.4%,3.89,0,0,,0,0,0,,0,0,0,,,,,,0,0
100,2001,2001-11-18,9,31.023,DET,@,ARI,L 38-45,*,7,5,80,16.00,0,71.4%,11.43,0,0,,0,0,0,,0,0,0,,,,,,0,0
101,2001,2001-12-23,14,31.058,DET,@,PIT,L 14-47,*,7,3,35,11.67,0,42.9%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
102,2001,2001-12-30,15,31.065,DET,,CHI,L 0-24,*,6,2,27,13.50,0,33.3%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
103,2001,2002-01-06,16,31.072,DET,,DAL,W 15-10,,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
