ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
34,1973,1973-09-16,1,27.226,BAL,@,CLE,L 14-24,,,,
35,1973,1973-09-23,2,27.233,BAL,,NYJ,L 10-34,,,,
36,1973,1973-09-30,3,27.240,BAL,,NOR,W 14-10,,,,
37,1973,1973-10-07,4,27.247,BAL,@,NWE,L 16-24,,,,
38,1973,1973-10-14,5,27.254,BAL,@,BUF,L 13-31,,,,
39,1973,1973-10-21,6,27.261,BAL,@,DET,W 29-27,0,3,,0
40,1973,1973-10-28,7,27.268,BAL,,OAK,L 21-34,,,,
41,1973,1973-11-04,8,27.275,BAL,,HOU,L 27-31,,,,
42,1973,1973-11-11,9,27.282,BAL,@,MIA,L 0-44,,,,
43,1973,1973-11-18,10,27.289,BAL,@,WAS,L 14-22,,,,
44,1973,1973-11-25,11,27.296,BAL,,BUF,L 17-24,,,,
45,1973,1973-12-02,12,27.303,BAL,@,NYJ,L 17-20,,,,
46,1973,1973-12-09,13,27.310,BAL,,MIA,W 16-3,,,,
47,1973,1973-12-16,14,27.317,BAL,,NWE,W 18-13,,,,
48,1974,1974-09-15,1,28.225,BAL,@,PIT,L 0-30,,,,
49,1974,1974-09-22,2,28.232,BAL,,GNB,L 13-20,,,,
50,1974,1974-09-29,3,28.239,BAL,@,PHI,L 10-30,,,,
51,1974,1974-10-06,4,28.246,BAL,@,NWE,L 3-42,,,,
52,1974,1974-10-13,5,28.253,BAL,,BUF,L 14-27,,,,
53,1974,1974-10-20,6,28.260,BAL,@,NYJ,W 35-20,,,,
54,1974,1974-10-27,7,28.267,BAL,@,MIA,L 7-17,,,,
55,1974,1974-11-03,8,28.274,BAL,,CIN,L 14-24,,,,
56,1974,1974-11-10,9,28.281,BAL,,DEN,L 6-17,,,,
57,1974,1974-11-17,10,28.288,BAL,@,ATL,W 17-7,,,,
58,1974,1974-11-24,11,28.295,BAL,,NWE,L 17-27,,,,
59,1974,1974-12-01,12,28.302,BAL,@,BUF,L 0-6,,,,
60,1974,1974-12-08,13,28.309,BAL,,MIA,L 16-17,,,,
61,1974,1974-12-15,14,28.316,BAL,,NYJ,L 38-45,,,,
62,1976,1976-09-12,1,30.223,PHI,@,DAL,L 7-27,,,,
63,1976,1976-09-19,2,30.230,PHI,,NYG,W 20-7,,,,
64,1976,1976-09-27,3,30.238,PHI,,WAS,L 17-20,,,,
65,1976,1976-10-03,4,30.244,PHI,@,ATL,W 14-13,,,,
66,1976,1976-10-10,5,30.251,PHI,@,STL,L 14-33,,,,
67,1976,1976-10-17,6,30.258,PHI,@,GNB,L 13-28,,,,
68,1976,1976-10-24,7,30.265,PHI,,MIN,L 12-31,,,,
69,1976,1976-10-31,8,30.272,PHI,@,NYG,W 10-0,,,,
70,1976,1976-11-07,9,30.279,PHI,,STL,L 14-17,,,,
71,1976,1976-11-14,10,30.286,PHI,@,CLE,L 3-24,,,,
72,1976,1976-11-21,11,30.293,PHI,,OAK,L 7-26,,,,
73,1976,1976-11-28,12,30.300,PHI,@,WAS,L 0-24,,,,
74,1976,1976-12-05,13,30.307,PHI,,DAL,L 7-26,,,,
75,1976,1976-12-12,14,30.314,PHI,,SEA,W 27-10,,,,
76,1977,1977-12-11,13,31.312,PHI,,NYG,W 17-14,,,,
77,1977,1977-12-18,14,31.319,PHI,,NYJ,W 27-0,,,,
