ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
25,1952,1952-10-12,3,27.019,DET,,SFO,L 0-28,3,4,1.33,0,2,2,1.00,0,0,0,,0,0,,,,,,
26,1952,1952-10-19,4,27.026,DET,,RAM,W 24-16,10,56,5.60,0,3,31,10.33,0,1,1,100.00,10,1,0,147.9,0,0,10.00,30.00
27,1952,1952-10-26,5,27.033,DET,@,GNB,W 52-17,9,44,4.89,2,2,25,12.50,0,0,0,,0,0,,,,,,
28,1952,1952-11-02,6,27.040,DET,,CLE,W 17-6,11,80,7.27,0,1,-8,-8.00,0,0,0,,0,0,,,,,,
29,1952,1952-11-09,7,27.047,DET,@,PIT,W 31-6,20,107,5.35,0,1,15,15.00,0,0,0,,0,0,,,,,,
30,1952,1952-11-16,8,27.054,DET,,DTX,W 43-13,4,5,1.25,0,2,43,21.50,0,0,0,,0,0,,,,,,
31,1952,1952-11-23,9,27.061,DET,@,CHI,L 23-24,13,40,3.08,2,2,4,2.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
32,1952,1952-11-27,10,27.065,DET,,GNB,W 48-24,10,28,2.80,0,0,0,,0,1,1,100.00,4,1,0,122.9,0,0,4.00,24.00
33,1953,1953-09-27,1,28.004,DET,,PIT,W 38-21,10,25,2.50,0,3,43,14.33,1,1,1,100.00,8,1,0,139.6,0,0,8.00,28.00
34,1953,1953-10-03,2,28.010,DET,@,BAL,W 27-17,10,63,6.30,2,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
35,1953,1953-10-11,3,28.018,DET,,SFO,W 24-21,5,15,3.00,1,1,16,16.00,0,0,0,,0,0,,,,,,
36,1953,1953-10-18,4,28.025,DET,,RAM,L 19-31,5,29,5.80,0,1,4,4.00,0,0,0,,0,0,,,,,,
37,1953,1953-11-01,6,28.039,DET,@,RAM,L 24-37,8,33,4.13,1,2,27,13.50,0,1,3,33.33,8,0,0,42.4,0,0,2.67,2.67
38,1953,1953-11-07,7,28.045,DET,,BAL,W 17-7,8,53,6.63,0,4,79,19.75,1,0,0,,0,0,,,,,,
39,1953,1953-11-15,8,28.053,DET,@,GNB,W 14-7,6,14,2.33,0,1,-2,-2.00,0,0,0,,0,0,,,,,,
40,1953,1953-11-22,9,28.060,DET,@,CHI,W 20-16,10,36,3.60,1,7,81,11.57,0,0,0,,0,0,,,,,,
41,1953,1953-11-26,10,28.064,DET,,GNB,W 34-15,11,97,8.82,2,1,10,10.00,0,0,0,,0,0,,,,,,
42,1953,1953-12-06,11,28.074,DET,,CHI,W 13-7,17,67,3.94,0,1,1,1.00,0,0,0,,0,0,,,,,,
43,1953,1953-12-13,12,28.081,DET,@,NYG,W 27-16,11,50,4.55,0,2,23,11.50,0,0,0,,0,0,,,,,,
44,1954,1954-09-26,1,29.003,DET,,CHI,W 48-23,6,42,7.00,0,1,17,17.00,0,2,2,100.00,15,2,0,137.5,0,0,7.50,27.50
45,1954,1954-10-10,2,29.017,DET,,RAM,W 21-3,6,23,3.83,0,1,26,26.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
46,1954,1954-10-16,3,29.023,DET,,BAL,W 35-0,6,8,1.33,0,1,0,0.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
47,1954,1954-10-24,4,29.031,DET,@,SFO,L 31-37,8,24,3.00,1,5,12,2.40,0,0,0,,0,0,,,,,,
48,1954,1954-10-31,5,29.038,DET,@,RAM,W 27-24,14,31,2.21,1,0,0,,0,0,0,,0,0,,,,,,
49,1954,1954-11-06,6,29.044,DET,@,BAL,W 27-3,8,17,2.13,0,1,7,7.00,1,0,0,,0,0,,,,,,
50,1954,1954-11-14,7,29.052,DET,,SFO,W 48-7,13,39,3.00,0,1,3,3.00,0,1,2,50.00,66,1,0,135.4,0,0,33.00,43.00
51,1954,1954-11-21,8,29.059,DET,@,GNB,W 21-17,15,37,2.47,0,3,31,10.33,0,0,0,,0,0,,,,,,
52,1954,1954-11-25,9,29.063,DET,,GNB,W 28-24,7,3,0.43,0,5,50,10.00,0,0,0,,0,0,,,,,,
53,1954,1954-12-05,10,29.073,DET,,PHI,T 13-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,
54,1954,1954-12-12,11,29.080,DET,@,CHI,L 24-28,4,7,1.75,0,0,0,,0,0,0,,0,0,,,,,,
55,1954,1954-12-19,12,29.087,DET,@,CLE,W 14-10,7,11,1.57,0,2,7,3.50,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
56,1955,1955-10-09,3,30.016,DET,,RAM,L 10-17,2,8,4.00,0,1,15,15.00,0,1,2,50.00,17,1,1,79.2,0,0,8.50,-4.00
57,1955,1955-10-16,4,30.023,DET,,SFO,L 24-27,9,10,1.11,1,1,4,4.00,0,0,0,,0,0,,,,,,
58,1955,1955-10-30,6,30.037,DET,@,SFO,L 21-38,11,58,5.27,0,2,12,6.00,0,0,0,,0,0,,,,,,
59,1955,1955-11-05,7,30.043,DET,,BAL,W 24-14,13,32,2.46,0,0,0,,0,0,0,,0,0,,,,,,
60,1955,1955-11-13,8,30.051,DET,@,PIT,W 31-28,1,1,1.00,0,1,5,5.00,0,0,0,,0,0,,,,,,
