ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
21,2002,2002-10-14,5,24.150,SFO,@,SEA,W 28-21,,0,0,,0,0.0,,,3,114,38.00,0
22,2002,2002-10-20,6,24.156,SFO,@,NOR,L 27-35,,0,0,,0,0.0,,,1,46,46.00,0
23,2002,2002-10-27,7,24.163,SFO,,ARI,W 38-28,,0,0,,0,0.0,,,4,155,38.75,0
24,2002,2002-11-03,8,24.170,SFO,@,OAK,W 23-20,,0,0,,0,0.0,,,1,35,35.00,0
25,2002,2002-11-10,9,24.177,SFO,,KAN,W 17-13,,0,0,,0,0.0,,,3,101,33.67,0
26,2002,2002-11-17,10,24.184,SFO,@,SDG,L 17-20,,0,0,,0,0.0,,,7,299,42.71,0
27,2002,2002-11-25,11,24.192,SFO,,PHI,L 17-38,,0,0,,0,0.0,,,6,240,40.00,0
28,2002,2002-12-08,13,24.205,PHI,@,SEA,W 27-20,,0,0,,0,0.0,,,6,211,35.17,0
29,2002,2002-12-15,14,24.212,PHI,,WAS,W 34-21,,0,0,,0,0.0,,,7,234,33.43,0
30,2003,2003-09-07,1,25.113,KAN,,SDG,W 27-14,,0,0,,0,0.0,,,5,215,43.00,0
31,2003,2003-09-14,2,25.120,KAN,,PIT,W 41-20,,0,0,,0,0.0,,,5,220,44.00,0
32,2003,2003-09-21,3,25.127,KAN,@,HOU,W 42-14,,0,0,,0,0.0,,,4,171,42.75,0
33,2003,2003-09-28,4,25.134,KAN,@,BAL,W 17-10,,0,0,,0,0.0,,,9,322,35.78,0
34,2003,2003-10-05,5,25.141,KAN,,DEN,W 24-23,,0,0,,0,0.0,,,6,267,44.50,0
35,2003,2003-10-12,6,25.148,KAN,@,GNB,W 40-34,,0,0,,0,0.0,,,6,249,41.50,0
36,2003,2003-10-20,7,25.156,KAN,@,OAK,W 17-10,,0,0,,0,0.0,,,7,287,41.00,0
37,2003,2003-10-26,8,25.162,KAN,,BUF,W 38-5,,0,0,,0,0.0,,,6,222,37.00,1
38,2003,2003-11-09,9,25.176,KAN,,CLE,W 41-20,,0,0,,0,0.0,,,2,81,40.50,0
39,2003,2003-11-16,10,25.183,KAN,@,CIN,L 19-24,,0,0,,0,0.0,,,7,235,33.57,0
40,2003,2003-11-23,11,25.190,KAN,,OAK,W 27-24,,0,0,,0,0.0,,,5,159,31.80,0
41,2003,2003-11-30,12,25.197,KAN,@,SDG,W 28-24,,0,0,,0,0.0,,,5,189,37.80,0
42,2003,2003-12-07,13,25.204,KAN,@,DEN,L 27-45,,0,0,,0,0.0,,,3,138,46.00,0
43,2003,2003-12-14,14,25.211,KAN,,DET,W 45-17,,0,0,,0,0.0,,,1,42,42.00,0
44,2003,2003-12-20,15,25.217,KAN,@,MIN,L 20-45,,0,0,,0,0.0,,,4,166,41.50,0
45,2003,2003-12-28,16,25.225,KAN,,CHI,W 31-3,,0,0,,0,0.0,,,5,193,38.60,0
46,2004,2004-09-26,3,26.132,KAN,,HOU,L 21-24,,0,0,,0,0.0,,,4,159,39.75,0
47,2004,2004-10-04,4,26.140,KAN,@,BAL,W 27-24,,0,0,,0,0.0,,,5,181,36.20,0
48,2004,2004-12-12,13,26.209,DEN,,MIA,W 20-17,,0,0,,0,0.0,,,5,198,39.60,0
49,2004,2004-12-19,14,26.216,DEN,@,KAN,L 17-45,,0,0,,0,0.0,,,4,154,38.50,0
50,2004,2004-12-25,15,26.222,DEN,@,TEN,W 37-16,,0,0,,0,0.0,,,2,87,43.50,0
51,2004,2005-01-02,16,26.230,DEN,,IND,W 33-14,,0,0,,0,0.0,,,4,152,38.00,0
52,2005,2005-09-11,1,27.117,CAR,,NOR,L 20-23,,0,0,,0,0.0,,,1,35,35.00,0
53,2005,2005-09-18,2,27.124,CAR,,NWE,W 27-17,,0,0,,0,0.0,,,7,295,42.14,0
54,2005,2005-09-25,3,27.131,CAR,@,MIA,L 24-27,,0,0,,0,0.0,,,5,227,45.40,0
55,2005,2005-10-03,4,27.139,CAR,,GNB,W 32-29,,0,0,,0,0.0,,,5,216,43.20,0
56,2005,2005-10-09,5,27.145,CAR,@,ARI,W 24-20,,0,0,,0,0.0,,,5,214,42.80,0
57,2005,2005-10-16,6,27.152,CAR,@,DET,W 21-20,,0,0,,0,0.0,,,5,189,37.80,0
58,2005,2005-10-30,7,27.166,CAR,,MIN,W 38-13,,0,0,,0,0.0,,,2,84,42.00,0
59,2005,2005-11-06,8,27.173,CAR,@,TAM,W 34-14,,0,0,,0,0.0,,,6,297,49.50,0
60,2005,2005-11-13,9,27.180,CAR,,NYJ,W 30-3,,0,0,,0,0.0,,,3,128,42.67,0
61,2005,2005-11-20,10,27.187,CAR,@,CHI,L 3-13,,0,0,,0,0.0,,,7,291,41.57,0
62,2005,2005-11-27,11,27.194,CAR,@,BUF,W 13-9,,0,0,,0,0.0,,,2,81,40.50,0
63,2005,2005-12-04,12,27.201,CAR,,ATL,W 24-6,,0,0,,0,0.0,,,6,276,46.00,0
64,2005,2005-12-11,13,27.208,CAR,,TAM,L 10-20,,0,0,,0,0.0,,,4,181,45.25,0
65,2005,2005-12-18,14,27.215,CAR,@,NOR,W 27-10,,0,0,,0,0.0,,,4,175,43.75,0
66,2005,2005-12-24,15,27.221,CAR,,DAL,L 20-24,,0,0,,0,0.0,,,7,317,45.29,0
67,2005,2006-01-01,16,27.229,CAR,@,ATL,W 44-11,,0,0,,0,0.0,,,3,112,37.33,0
68,2006,2006-09-10,1,28.116,CAR,,ATL,L 6-20,,0,0,,0,0.0,,,6,309,51.50,0
69,2006,2006-09-17,2,28.123,CAR,@,MIN,L 13-16,,0,0,,0,0.0,,,9,386,42.89,0
70,2006,2006-09-24,3,28.130,CAR,@,TAM,W 26-24,,0,0,,0,0.0,,,2,76,38.00,0
71,2006,2006-10-01,4,28.137,CAR,,NOR,W 21-18,,0,0,,0,0.0,,,6,304,50.67,0
72,2006,2006-10-08,5,28.144,CAR,,CLE,W 20-12,,0,0,,0,0.0,,,9,410,45.56,0
73,2006,2006-10-15,6,28.151,CAR,@,BAL,W 23-21,,0,0,,0,0.0,,,3,117,39.00,0
74,2006,2006-10-22,7,28.158,CAR,@,CIN,L 14-17,,0,0,,0,0.0,,,8,328,41.00,0
75,2006,2006-10-29,8,28.165,CAR,,DAL,L 14-35,,0,0,,0,0.0,,,6,255,42.50,0
76,2006,2006-11-13,9,28.180,CAR,,TAM,W 24-10,,0,0,,0,0.0,,,6,278,46.33,0
77,2006,2006-11-19,10,28.186,CAR,,STL,W 15-0,,0,0,,0,0.0,,,5,275,55.00,0
78,2006,2006-11-26,11,28.193,CAR,@,WAS,L 13-17,,0,0,,0,0.0,,,8,334,41.75,0
79,2006,2006-12-04,12,28.201,CAR,@,PHI,L 24-27,,0,0,,0,0.0,,,7,329,47.00,0
80,2006,2006-12-10,13,28.207,CAR,,NYG,L 13-27,,0,0,,0,0.0,,,6,272,45.33,0
81,2006,2006-12-17,14,28.214,CAR,,PIT,L 3-37,,0,0,,0,0.0,,,6,268,44.67,1
82,2006,2006-12-24,15,28.221,CAR,@,ATL,W 10-3,,0,0,,0,0.0,,,6,293,48.83,0
83,2006,2006-12-31,16,28.228,CAR,@,NOR,W 31-21,,0,0,,0,0.0,,,5,249,49.80,0
84,2007,2007-09-09,1,29.115,CAR,@,STL,W 27-13,,0,0,,0,0.0,,,3,158,52.67,0
85,2007,2007-09-16,2,29.122,CAR,,HOU,L 21-34,,0,0,,0,0.0,,,6,246,41.00,0
86,2007,2007-09-23,3,29.129,CAR,@,ATL,W 27-20,,0,0,,0,0.0,,,4,179,44.75,0
87,2007,2007-09-30,4,29.136,CAR,,TAM,L 7-20,,0,0,,0,0.0,,,8,371,46.38,0
88,2007,2007-10-07,5,29.143,CAR,@,NOR,W 16-13,,0,0,,0,0.0,,,4,199,49.75,0
89,2007,2007-10-14,6,29.150,CAR,@,ARI,W 25-10,,0,0,,0,0.0,,,7,268,38.29,0
90,2007,2007-10-28,7,29.164,CAR,,IND,L 7-31,,0,0,,0,0.0,,,6,276,46.00,0
91,2007,2007-11-04,8,29.171,CAR,@,TEN,L 7-20,,0,0,,0,0.0,,,8,332,41.50,0
92,2007,2007-11-11,9,29.178,CAR,,ATL,L 13-20,,0,0,,0,0.0,,,9,386,42.89,0
93,2007,2007-11-18,10,29.185,CAR,@,GNB,L 17-31,,0,0,,0,0.0,,,4,160,40.00,0
94,2007,2007-11-25,11,29.192,CAR,,NOR,L 6-31,,0,0,,0,0.0,,,4,173,43.25,0
95,2007,2007-12-02,12,29.199,CAR,,SFO,W 31-14,,0,0,,0,0.0,,,7,311,44.43,0
96,2007,2007-12-09,13,29.206,CAR,@,JAX,L 6-37,,0,0,,0,0.0,,,5,242,48.40,0
97,2007,2007-12-16,14,29.213,CAR,,SEA,W 13-10,,0,0,,0,0.0,,,5,235,47.00,0
98,2007,2007-12-22,15,29.219,CAR,,DAL,L 13-20,,0,0,,0,0.0,,,6,258,43.00,0
99,2007,2007-12-30,16,29.227,CAR,@,TAM,W 31-23,,0,0,,0,0.0,,,4,184,46.00,0
100,2008,2008-09-07,1,30.113,CAR,@,SDG,W 26-24,,0,0,,0,0.0,0,0,3,144,48.00,0
101,2008,2008-09-14,2,30.120,CAR,,CHI,W 20-17,,0,0,,0,0.0,0,0,7,338,48.29,1
102,2008,2008-09-21,3,30.127,CAR,@,MIN,L 10-20,,0,0,,0,0.0,0,0,5,199,39.80,0
103,2008,2008-09-28,4,30.134,CAR,,ATL,W 24-9,,0,0,,0,0.0,0,0,5,245,49.00,1
104,2008,2008-10-05,5,30.141,CAR,,KAN,W 34-0,,0,0,,0,0.0,0,0,3,136,45.33,0
105,2008,2008-10-12,6,30.148,CAR,@,TAM,L 3-27,,0,0,,0,0.0,0,0,4,197,49.25,1
106,2008,2008-10-19,7,30.155,CAR,,NOR,W 30-7,,0,0,,0,0.0,0,0,5,237,47.40,0
107,2008,2008-10-26,8,30.162,CAR,,ARI,W 27-23,,0,0,,0,0.0,0,0,3,133,44.33,0
108,2008,2008-11-09,9,30.176,CAR,@,OAK,W 17-6,,0,0,,0,0.0,0,0,9,372,41.33,0
109,2008,2008-11-16,10,30.183,CAR,,DET,W 31-22,,0,0,,0,0.0,0,0,5,207,41.40,0
110,2008,2008-11-23,11,30.190,CAR,@,ATL,L 28-45,,0,0,,0,0.0,0,0,6,277,46.17,0
111,2008,2008-11-30,12,30.197,CAR,@,GNB,W 35-31,,0,0,,0,0.0,0,0,6,277,46.17,0
112,2008,2008-12-08,13,30.205,CAR,,TAM,W 38-23,,0,0,,0,0.0,0,0,1,51,51.00,0
113,2008,2008-12-14,14,30.211,CAR,,DEN,W 30-10,,0,0,,0,0.0,0,0,4,159,39.75,0
114,2008,2008-12-21,15,30.218,CAR,@,NYG,L 28-34,,0,0,,0,0.0,0,0,5,197,39.40,0
115,2008,2008-12-28,16,30.225,CAR,@,NOR,W 33-31,,0,0,,0,0.0,0,0,2,48,24.00,0
116,2009,2009-09-13,1,31.119,CAR,,PHI,L 10-38,,0,0,,0,0.0,0,0,4,223,55.75,0
117,2009,2009-09-20,2,31.126,CAR,@,ATL,L 20-28,,0,0,,0,0.0,0,0,1,51,51.00,1
118,2009,2009-09-28,3,31.134,CAR,@,DAL,L 7-21,,0,0,,0,0.0,0,0,6,296,49.33,0
119,2009,2009-10-11,4,31.147,CAR,,WAS,W 20-17,,0,0,,0,0.0,0,0,4,179,44.75,0
120,2009,2009-10-18,5,31.154,CAR,@,TAM,W 28-21,,0,0,,0,0.0,0,0,3,122,40.67,0
121,2009,2009-10-25,6,31.161,CAR,,BUF,L 9-20,,0,0,,0,0.0,0,0,6,251,41.83,0
122,2009,2009-11-01,7,31.168,CAR,@,ARI,W 34-21,,0,0,,0,0.0,0,0,6,282,47.00,0
123,2009,2009-11-08,8,31.175,CAR,@,NOR,L 20-30,,0,0,,0,0.0,0,0,3,112,37.33,0
124,2009,2009-11-15,9,31.182,CAR,,ATL,W 28-19,,0,0,,0,0.0,0,0,4,177,44.25,0
125,2009,2009-11-19,10,31.186,CAR,,MIA,L 17-24,,0,0,,0,0.0,0,0,5,210,42.00,0
126,2009,2009-11-29,11,31.196,CAR,@,NYJ,L 6-17,,0,0,,0,0.0,0,0,5,227,45.40,0
127,2009,2009-12-06,12,31.203,CAR,,TAM,W 16-6,,0,0,,0,0.0,0,0,5,244,48.80,0
128,2009,2009-12-13,13,31.210,CAR,@,NWE,L 10-20,,0,0,,0,0.0,0,0,7,278,39.71,0
129,2009,2009-12-20,14,31.217,CAR,,MIN,W 26-7,,0,0,,0,0.0,0,1,7,288,41.14,0
130,2009,2009-12-27,15,31.224,CAR,@,NYG,W 41-9,,0,0,,0,0.0,0,0,2,72,36.00,0
131,2009,2010-01-03,16,31.231,CAR,,NOR,W 23-10,,0,0,,0,0.0,0,0,8,340,42.50,0
132,2010,2010-09-12,1,32.118,CAR,@,NYG,L 18-31,,1,0,0.00,0,0.0,1,0,4,173,43.25,0
133,2010,2010-09-19,2,32.125,CAR,,TAM,L 7-20,,0,0,,0,0.0,0,0,5,205,41.00,0
134,2010,2010-09-26,3,32.132,CAR,,CIN,L 7-20,,0,0,,0,0.0,0,0,6,267,44.50,0
135,2010,2010-10-03,4,32.139,CAR,@,NOR,L 14-16,,0,0,,0,0.0,0,0,6,261,43.50,0
136,2010,2010-10-10,5,32.146,CAR,,CHI,L 6-23,,0,0,,0,0.0,0,0,9,403,44.78,0
137,2010,2010-10-24,6,32.160,CAR,,SFO,W 23-20,,0,0,,0,0.0,0,0,3,122,40.67,0
138,2010,2010-10-31,7,32.167,CAR,@,STL,L 10-20,,0,0,,0,0.0,0,0,5,222,44.40,0
139,2010,2010-11-07,8,32.174,CAR,,NOR,L 3-34,,0,0,,0,0.0,0,0,7,329,47.00,0
140,2010,2010-11-14,9,32.181,CAR,@,TAM,L 16-31,,0,0,,0,0.0,0,0,5,158,31.60,0
141,2010,2010-11-21,10,32.188,CAR,,BAL,L 13-37,,0,0,,0,0.0,0,0,9,414,46.00,0
142,2010,2010-11-28,11,32.195,CAR,@,CLE,L 23-24,,0,0,,0,0.0,0,0,4,189,47.25,0
143,2010,2010-12-05,12,32.202,CAR,@,SEA,L 14-31,,0,0,,0,0.0,0,0,7,319,45.57,0
144,2010,2010-12-12,13,32.209,CAR,,ATL,L 10-31,,0,0,,0,0.0,0,0,7,318,45.43,0
145,2010,2010-12-19,14,32.216,CAR,,ARI,W 19-12,,0,0,,0,0.0,0,0,3,101,33.67,0
146,2010,2010-12-23,15,32.220,CAR,@,PIT,L 3-27,,0,0,,0,0.0,0,0,8,272,34.00,0
147,2010,2011-01-02,16,32.230,CAR,@,ATL,L 10-31,,0,0,,0,0.0,0,0,7,344,49.14,0
148,2011,2011-09-11,1,33.117,CAR,@,ARI,L 21-28,,0,0,,0,0.0,0,0,7,289,41.29,0
149,2011,2011-09-18,2,33.124,CAR,,GNB,L 23-30,,0,0,,0,0.0,0,0,2,75,37.50,0
150,2011,2011-09-25,3,33.131,CAR,,JAX,W 16-10,,0,0,,0,0.0,0,0,8,307,38.38,0
151,2011,2011-10-02,4,33.138,CAR,@,CHI,L 29-34,,0,0,,0,0.0,0,0,2,79,39.50,0
152,2011,2011-10-09,5,33.145,CAR,,NOR,L 27-30,,0,0,,0,0.0,0,0,3,132,44.00,0
153,2011,2011-10-16,6,33.152,CAR,@,ATL,L 17-31,,0,0,,0,0.0,0,0,2,81,40.50,0
154,2011,2011-10-23,7,33.159,CAR,,WAS,W 33-20,,0,0,,0,0.0,0,0,3,116,38.67,0
155,2011,2011-10-30,8,33.166,CAR,,MIN,L 21-24,,0,0,,0,0.0,0,0,4,174,43.50,0
156,2011,2011-11-13,9,33.180,CAR,,TEN,L 3-30,,0,0,,0,0.0,0,0,8,365,45.63,0
157,2011,2011-11-20,10,33.187,CAR,@,DET,L 35-49,,0,0,,0,0.0,0,0,3,122,40.67,0
158,2011,2011-11-27,11,33.194,CAR,@,IND,W 27-19,,0,0,,0,0.0,0,0,4,181,45.25,0
159,2011,2011-12-04,12,33.201,CAR,@,TAM,W 38-19,,0,0,,0,0.0,0,1,3,114,38.00,0
160,2011,2011-12-11,13,33.208,CAR,,ATL,L 23-31,,0,0,,0,0.0,0,0,6,256,42.67,0
161,2011,2011-12-18,14,33.215,CAR,@,HOU,W 28-13,,0,0,,0,0.0,0,0,5,252,50.40,0
162,2011,2011-12-24,15,33.221,CAR,,TAM,W 48-16,,0,0,,0,0.0,0,0,2,93,46.50,0
163,2011,2012-01-01,16,33.229,CAR,@,NOR,L 17-45,,0,0,,0,0.0,0,0,4,183,45.75,0
