ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
25,1987,1987-11-29,11,24.015,IND,,HOU,W 51-27,,,,,,,,0,0,,0,,,,,,,,,,
26,1987,1987-12-06,12,24.022,IND,@,CLE,W 9-7,,,,,,,,0,0,,0,,,,,,,,,,
27,1987,1987-12-13,13,24.029,IND,,BUF,L 3-27,,0,0,,0,,,1,10,10.00,0,0,0,,0,0,0,0.0,0,0,0
28,1987,1987-12-20,14,24.036,IND,@,SDG,W 20-7,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,4,0
29,1987,1987-12-27,15,24.043,IND,,TAM,W 24-6,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
30,1988,1988-09-04,1,24.295,IND,,HOU,L 14-17,,,,,,,,,,,,0,0,,0,,,,,,
31,1988,1988-09-11,2,24.302,IND,,CHI,L 13-17,,,,,,,,,,,,0,0,,0,,,,,,
32,1988,1988-09-19,3,24.310,IND,@,CLE,L 17-23,,,,,,,,,,,,0,0,,0,,,,,,
33,1988,1988-09-25,4,24.316,IND,,MIA,W 15-13,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,23,0
34,1988,1988-10-02,5,24.323,IND,@,NWE,L 17-21,,,,,,,,,,,,0,0,,0,,,,,,
35,1988,1988-10-09,6,24.330,IND,@,BUF,L 23-34,,,,,,,,,,,,0,0,,0,,,,,,
36,1988,1988-10-16,7,24.337,IND,,TAM,W 35-31,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
37,1988,1988-10-23,8,24.344,IND,@,SDG,W 16-0,,,,,,,,,,,,0,0,,0,,,,,,
38,1988,1988-10-31,9,24.352,IND,,DEN,W 55-23,,,,,,,,,,,,0,0,,0,,,,,,
39,1988,1988-11-06,10,24.358,IND,,NYJ,W 38-14,,,,,,,,,,,,0,0,,0,,,,,,
40,1988,1988-11-13,11,24.365,IND,@,GNB,W 20-13,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0,1.0,0,0,0
41,1988,1988-11-20,12,25.006,IND,@,MIN,L 3-12,,,,,,,,,,,,0,0,,0,,,,,,
42,1988,1988-11-27,13,25.013,IND,,NWE,W 24-21,,,,,,,,,,,,0,0,,0,,,,,,
43,1988,1988-12-04,14,25.020,IND,@,MIA,W 31-28,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,23,0
44,1988,1988-12-10,15,25.026,IND,@,NYJ,L 16-34,,,,,,,,,,,,0,0,,0,,,,,,
45,1988,1988-12-18,16,25.034,IND,,BUF,W 17-14,,,,,,,,,,,,0,0,,0,,,,,,
46,1989,1989-09-10,1,25.300,IND,,SFO,L 24-30,,,,,,,,,,,,0,0,,0,,,,,,
47,1989,1989-09-17,2,25.307,IND,@,RAM,L 17-31,,,,,,,,,,,,0,0,,0,,,,,,
48,1989,1989-09-24,3,25.314,IND,,ATL,W 13-9,,,,,,,,,,,,0,0,,0,,,,,,
49,1989,1989-10-01,4,25.321,IND,@,NYJ,W 17-10,,,,,,,,,,,,0,0,,0,,,,,,
50,1989,1989-10-08,5,25.328,IND,,BUF,W 37-14,,,,,,,,,,,,0,0,,0,,,,,,
51,1989,1989-10-15,6,25.335,IND,@,DEN,L 3-14,,,,,,,,,,,,,,,,,,,0,24,0
52,1989,1989-10-22,7,25.342,IND,@,CIN,W 23-12,,,,,,,,,,,,0,0,,0,,,,,,
53,1989,1989-10-29,8,25.349,IND,,NWE,L 20-23,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,2,6,0
54,1989,1989-11-05,9,25.356,IND,@,MIA,L 13-19,,,,,,,,,,,,0,0,,0,,,,,,
55,1989,1989-11-12,10,25.363,IND,@,BUF,L 7-30,,,,,,,,,,,,0,0,,0,,,,,,
56,1989,1989-11-19,11,26.005,IND,,NYJ,W 27-10,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
57,1989,1989-11-26,12,26.012,IND,,SDG,W 10-6,,,,,,,,,,,,0,0,,0,,,,,,
58,1989,1989-12-03,13,26.019,IND,@,NWE,L 16-22,,,,,,,,,,,,0,0,,0,,,,,,
59,1989,1989-12-10,14,26.026,IND,,CLE,W 23-17,,0,0,,0,,,0,0,,0,0,0,,0,1,6,0.0,1,58,1
60,1989,1989-12-17,15,26.033,IND,,MIA,W 42-13,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
61,1989,1989-12-24,16,26.040,IND,@,NOR,L 6-41,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
62,1990,1990-09-09,1,26.299,IND,@,BUF,L 10-26,,0,0,,0,,,,,,,0,0,,0,,,,,,
63,1990,1990-09-16,2,26.306,IND,,NWE,L 14-16,,0,0,,0,,,,,,,0,0,,0,,,,,,
64,1990,1990-09-23,3,26.313,IND,@,HOU,L 10-24,,0,0,,0,,,,,,,0,0,,0,,,,,,
65,1990,1990-09-30,4,26.320,IND,@,PHI,W 24-23,,0,0,,0,,,,,,,0,0,,0,,,,,,
66,1990,1990-10-07,5,26.327,IND,,KAN,W 23-19,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,36,0
67,1990,1990-10-21,6,26.341,IND,,DEN,L 17-27,,0,0,,0,,,,,,,0,0,,0,,,,,,
68,1990,1990-10-28,7,26.348,IND,,MIA,L 7-27,,0,0,,0,,,,,,,0,0,,0,,,,,,
69,1990,1990-11-05,8,26.356,IND,,NYG,L 7-24,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
70,1990,1990-11-11,9,26.362,IND,@,NWE,W 13-10,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
71,1990,1990-11-18,10,27.004,IND,,NYJ,W 17-14,,0,0,,0,,,,,,,0,0,,0,,,,,,
72,1990,1990-11-25,11,27.011,IND,@,CIN,W 34-20,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,30,0
73,1990,1990-12-02,12,27.018,IND,@,PHO,L 17-20,,0,0,,0,,,,,,,0,0,,0,,,,,,
74,1990,1990-12-09,13,27.025,IND,,BUF,L 7-31,,0,0,,0,,,,,,,0,0,,0,,,,,,
75,1990,1990-12-16,14,27.032,IND,@,NYJ,W 29-21,,1,40,40.00,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
76,1990,1990-12-22,15,27.038,IND,,WAS,W 35-28,,0,0,,0,,,,,,,0,0,,0,,,,,,
77,1990,1990-12-30,16,27.046,IND,@,MIA,L 17-23,,0,0,,0,,,,,,,0,0,,0,,,,,,
78,1991,1991-09-01,1,27.291,IND,,NWE,L 7-16,,,,,,,,,,,,0,0,,0,,,,,,
79,1991,1991-09-08,2,27.298,IND,@,MIA,L 6-17,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
80,1991,1991-09-15,3,27.305,IND,@,RAI,L 0-16,,,,,,,,,,,,0,0,,0,,,,,,
81,1991,1991-09-22,4,27.312,IND,,DET,L 24-33,,,,,,,,,,,,0,0,,0,,,,,,
82,1991,1991-09-29,5,27.319,IND,@,SEA,L 3-31,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,37,0
83,1991,1991-10-06,6,27.326,IND,,PIT,L 3-21,,,,,,,,,,,,0,0,,0,,,,,,
84,1991,1991-12-08,14,28.024,IND,@,NWE,L 17-23,,,,,,,,,,,,0,0,,0,,,,,,
85,1991,1991-12-15,15,28.031,IND,,BUF,L 7-35,,,,,,,,,,,,0,0,,0,,,,,,
86,1991,1991-12-22,16,28.038,IND,@,TAM,L 3-17,,0,0,,0,,,0,0,,0,0,0,,0,0,0,0.0,1,13,0
87,1992,1992-09-06,1,28.297,IND,,CLE,W 14-3,,0,0,,0,0.0%,,0,0,,0,1,7,7.00,0,0,0,0.0,0,0,0
88,1992,1992-09-13,2,28.304,IND,,HOU,L 10-20,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
89,1992,1992-09-20,3,28.311,IND,@,BUF,L 0-38,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
90,1992,1992-10-04,4,28.325,IND,@,TAM,W 24-14,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
91,1992,1992-10-11,5,28.332,IND,,NYJ,W 6-3,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
92,1992,1992-10-18,6,28.339,IND,,SDG,L 14-34,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
93,1992,1992-10-25,7,28.346,IND,@,MIA,W 31-20,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,19,0
94,1992,1992-11-01,8,28.353,IND,@,SDG,L 0-26,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,13,0
95,1992,1992-11-08,9,28.360,IND,,MIA,L 0-28,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0
96,1992,1992-11-15,10,29.001,IND,,NWE,L 34-37,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
97,1992,1992-11-22,11,29.008,IND,@,PIT,L 14-30,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
98,1992,1992-11-29,12,29.015,IND,,BUF,W 16-13,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
99,1992,1992-12-06,13,29.022,IND,@,NWE,W 6-0,,,,,,0.0%,,,,,,1,7,7.00,0,,,,,,
100,1992,1992-12-13,14,29.029,IND,@,NYJ,W 10-6,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
101,1992,1992-12-20,15,29.036,IND,,PHO,W 16-13,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,12,0
102,1992,1992-12-27,16,29.043,IND,@,CIN,W 21-17,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
103,1993,1993-09-05,1,29.295,GNB,,RAM,W 36-6,,,,,,0.0%,,,,,,0,0,,0,,,,,,
104,1993,1993-09-12,2,29.302,GNB,,PHI,L 17-20,,,,,,0.0%,,,,,,0,0,,0,,,,,,
105,1993,1993-09-26,3,29.316,GNB,@,MIN,L 13-15,,,,,,0.0%,,,,,,0,0,,0,,,,,,
106,1993,1993-10-03,4,29.323,GNB,@,DAL,L 14-36,,,,,,0.0%,,,,,,0,0,,0,,,,,,
107,1993,1993-10-10,5,29.330,GNB,,DEN,W 30-27,,,,,,0.0%,,,,,,0,0,,0,,,,,,
108,1993,1993-10-24,6,29.344,GNB,@,TAM,W 37-14,,,,,,0.0%,,,,,,0,0,,0,,,,,,
109,1993,1993-10-31,7,29.351,GNB,,CHI,W 17-3,,,,,,0.0%,,,,,,0,0,,0,,,,,,
110,1993,1993-11-08,8,29.359,GNB,@,KAN,L 16-23,,,,,,0.0%,,,,,,0,0,,0,,,,,,
111,1993,1993-11-14,9,30.000,GNB,@,NOR,W 19-17,,,,,,0.0%,,,,,,0,0,,0,,,,,,
112,1993,1993-11-21,10,30.007,GNB,,DET,W 26-17,,,,,,0.0%,,,,,,0,0,,0,,,,,,
113,1993,1993-11-28,11,30.014,GNB,,TAM,W 13-10,,,,,,0.0%,,,,,,0,0,,0,,,,,,
114,1993,1993-12-05,12,30.021,GNB,@,CHI,L 17-30,,,,,,0.0%,,,,,,0,0,,0,,,,,,
115,1993,1993-12-12,13,30.028,GNB,@,SDG,W 20-13,,0,0,,0,0.0%,,0,0,,0,4,39,9.75,0,0,0,0.0,1,1,0
116,1993,1993-12-19,14,30.035,GNB,,MIN,L 17-21,,0,0,,0,0.0%,,0,0,,0,4,50,12.50,0,0,0,0.0,0,0,0
117,1993,1993-12-26,15,30.042,GNB,,RAI,W 28-0,,0,0,,0,0.0%,,0,0,,0,5,56,11.20,0,0,0,0.0,0,0,0
118,1993,1994-01-02,16,30.049,GNB,@,DET,L 20-30,,0,0,,0,0.0%,,0,0,,0,4,49,12.25,0,0,0,0.0,0,0,0
119,1994,1994-09-04,1,30.294,GNB,,MIN,W 16-10,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
120,1994,1994-09-11,2,30.301,GNB,,MIA,L 14-24,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
121,1994,1994-09-18,3,30.308,GNB,@,PHI,L 7-13,,,,,,0.0%,,,,,,0,0,,0,,,,,,
122,1994,1994-09-25,4,30.315,GNB,,TAM,W 30-3,,,,,,0.0%,,,,,,0,0,,0,,,,,,
123,1994,1994-10-02,5,30.322,GNB,@,NWE,L 16-17,,,,,,0.0%,,,,,,0,0,,0,,,,,,
124,1994,1994-10-09,6,30.329,GNB,,RAM,W 24-17,0,0,0,,0,0.0%,,0,0,,0,2,19,9.50,0,0,0,0.0,0,0,0
125,1994,1994-10-20,7,30.340,GNB,@,MIN,L 10-13,0,0,0,,0,0.0%,,0,0,,0,3,20,6.67,0,0,0,0.0,0,0,0
126,1994,1994-10-31,8,30.351,GNB,@,CHI,W 33-6,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
127,1994,1994-11-06,9,30.357,GNB,,DET,W 38-30,,,,,,0.0%,,,,,,0,0,,0,,,,,,
128,1994,1994-11-13,10,30.364,GNB,,NYJ,W 17-10,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
129,1994,1994-11-20,11,31.006,GNB,@,BUF,L 20-29,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
130,1994,1994-11-24,12,31.010,GNB,@,DAL,L 31-42,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
131,1994,1994-12-04,13,31.020,GNB,@,DET,L 31-34,0,0,0,,0,0.0%,,0,0,,0,2,23,11.50,0,0,0,0.0,0,0,0
132,1994,1994-12-11,14,31.027,GNB,,CHI,W 40-3,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
133,1994,1994-12-18,15,31.034,GNB,,ATL,W 21-17,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
134,1994,1994-12-24,16,31.040,GNB,@,TAM,W 34-19,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
135,1995,1995-09-03,1,31.293,GNB,,STL,L 14-17,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
136,1995,1995-09-11,2,31.301,GNB,@,CHI,W 27-24,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
137,1995,1995-09-17,3,31.307,GNB,,NYG,W 14-6,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,9,0
138,1995,1995-09-24,4,31.314,GNB,@,JAX,W 24-14,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
139,1995,1995-10-08,5,31.328,GNB,@,DAL,L 24-34,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
140,1995,1995-10-15,6,31.335,GNB,,DET,W 30-21,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
141,1995,1995-10-22,7,31.342,GNB,,MIN,W 38-21,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0
142,1995,1995-10-29,8,31.349,GNB,@,DET,L 16-24,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
143,1995,1995-11-05,9,31.356,GNB,@,MIN,L 24-27,,,,,,0.0%,,,,,,0,0,,0,,,,,,
144,1995,1995-11-12,10,31.363,GNB,,CHI,W 35-28,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
145,1995,1995-11-19,11,32.005,GNB,@,CLE,W 31-20,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
146,1995,1995-11-26,12,32.012,GNB,,TAM,W 35-13,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.5,0,0,0
147,1995,1995-12-03,13,32.019,GNB,,CIN,W 24-10,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
148,1995,1995-12-10,14,32.026,GNB,@,TAM,L 10-13,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
149,1995,1995-12-16,15,32.032,GNB,@,NOR,W 34-23,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
150,1995,1995-12-24,16,32.040,GNB,,PIT,W 24-19,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
151,1996,1996-09-01,1,32.292,GNB,@,TAM,W 34-3,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,7,0
152,1996,1996-09-09,2,32.300,GNB,,PHI,W 39-13,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
153,1996,1996-09-15,3,32.306,GNB,,SDG,W 42-10,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
154,1996,1996-09-22,4,32.313,GNB,@,MIN,L 21-30,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
155,1996,1996-09-29,5,32.320,GNB,@,SEA,W 31-10,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
156,1996,1996-10-06,6,32.327,GNB,@,CHI,W 37-6,,,,,,0.0%,,,,,,0,0,,0,,,,,,
157,1996,1996-10-14,7,32.335,GNB,,SFO,W 23-20,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
158,1996,1996-10-27,8,32.348,GNB,,TAM,W 13-7,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
159,1996,1996-11-03,9,32.355,GNB,,DET,W 28-18,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
160,1996,1996-11-10,10,32.362,GNB,@,KAN,L 20-27,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
161,1996,1996-11-18,11,33.004,GNB,@,DAL,L 6-21,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
162,1996,1996-11-24,12,33.010,GNB,@,STL,W 24-9,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
163,1996,1996-12-01,13,33.017,GNB,,CHI,W 28-17,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
164,1996,1996-12-08,14,33.024,GNB,,DEN,W 41-6,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
165,1996,1996-12-15,15,33.031,GNB,@,DET,W 31-3,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
166,1996,1996-12-22,16,33.038,GNB,,MIN,W 38-10,,,,,,0.0%,,,,,,0,0,,0,,,,,,
167,1997,1997-09-01,1,33.291,GNB,,CHI,W 38-24,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
168,1997,1997-09-07,2,33.297,GNB,@,PHI,L 9-10,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
169,1997,1997-09-14,3,33.304,GNB,,MIA,W 23-18,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,24,0
170,1997,1997-09-21,4,33.311,GNB,,MIN,W 38-32,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
171,1997,1997-09-28,5,33.318,GNB,@,DET,L 15-26,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
172,1997,1997-10-05,6,33.325,GNB,,TAM,W 21-16,,,,,,0.0%,,,,,,0,0,,0,,,,,,
173,1997,1997-10-12,7,33.332,GNB,@,CHI,W 24-23,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
174,1997,1997-10-27,8,33.347,GNB,@,NWE,W 28-10,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
175,1997,1997-11-02,9,33.353,GNB,,DET,W 20-10,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
176,1997,1997-11-09,10,33.360,GNB,,STL,W 17-7,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,-1,0
177,1997,1997-11-16,11,34.002,GNB,@,IND,L 38-41,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
178,1997,1997-11-23,12,34.009,GNB,,DAL,W 45-17,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
179,1997,1997-12-01,13,34.017,GNB,@,MIN,W 27-11,0,,,,,0.0%,,,,,,0,0,,0,,,,,,
180,1997,1997-12-07,14,34.023,GNB,@,TAM,W 17-6,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
181,1997,1997-12-14,15,34.030,GNB,@,CAR,W 31-10,,,,,,0.0%,,,,,,0,0,,0,,,,,,
182,1997,1997-12-20,16,34.036,GNB,,BUF,W 31-21,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,49,0
183,1998,1998-09-06,1,34.296,GNB,,DET,W 38-19,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
184,1998,1998-09-13,2,34.303,GNB,,TAM,W 23-15,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
185,1998,1998-09-20,3,34.310,GNB,@,CIN,W 13-6,,,,,,0.0%,,,,,,,,,,,,,,,
186,1998,1998-09-27,4,34.317,GNB,@,CAR,W 37-30,,,,,,0.0%,,,,,,,,,,,,,,,
187,1998,1998-10-05,5,34.325,GNB,,MIN,L 24-37,,,,,,0.0%,,,,,,,,,,,,,,,
188,1998,1998-10-15,6,34.335,GNB,@,DET,L 20-27,,,,,,0.0%,,,,,,,,,,,,,,,
189,1998,1998-11-01,8,34.352,GNB,,SFO,W 36-22,,,,,,0.0%,,,,,,,,,,,,,,,
190,1998,1998-11-09,9,34.360,GNB,@,PIT,L 20-27,,,,,,0.0%,,,,,,,,,,,,,,,
191,1998,1998-11-15,10,35.001,GNB,@,NYG,W 37-3,,,,,,0.0%,,,,,,,,,,,,,,,
192,1998,1998-11-22,11,35.008,GNB,@,MIN,L 14-28,,,,,,0.0%,,,,,,,,,,,,,,,
193,1998,1998-11-29,12,35.015,GNB,,PHI,W 24-16,,,,,,0.0%,,,,,,,,,,,,,,,
194,1998,1998-12-07,13,35.023,GNB,@,TAM,L 22-24,,,,,,0.0%,,,,,,,,,,,,,,,
195,1998,1998-12-13,14,35.029,GNB,,CHI,W 26-20,,,,,,0.0%,,,,,,,,,,,,,,,
196,1998,1998-12-20,15,35.036,GNB,,TEN,W 30-22,,,,,,0.0%,,,,,,,,,,,,,,,
197,1998,1998-12-27,16,35.043,GNB,@,CHI,W 16-13,,,,,,0.0%,,,,,,,,,,,,,,,
