ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
24,2003,2003-09-21,3,26.247,BAL,@,SDG,W 24-10,*,2,3,1.50,0,0,0,0,,0,0.0%,,0,0
25,2003,2003-09-28,4,26.254,BAL,,KAN,L 10-17,*,0,0,,0,2,1,1,1.00,0,50.0%,0.50,0,0
26,2003,2003-10-12,5,26.268,BAL,@,ARI,W 26-18,*,2,3,1.50,0,1,0,0,,0,0.0%,0.00,0,0
27,2003,2003-10-19,6,26.275,BAL,@,CIN,L 26-34,*,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0
28,2003,2003-10-26,7,26.282,BAL,,DEN,W 26-6,*,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0
29,2003,2003-11-02,8,26.289,BAL,,JAX,W 24-17,,0,0,,0,3,1,2,2.00,0,33.3%,0.67,0,0
30,2003,2003-11-09,9,26.296,BAL,@,STL,L 22-33,*,2,4,2.00,0,1,0,0,,0,0.0%,0.00,0,0
31,2003,2003-11-16,10,26.303,BAL,@,MIA,L 6-9,,,,,,,,,,,0.0%,,,
32,2003,2003-11-23,11,26.310,BAL,,SEA,W 44-41,*,,,,,,,,,,0.0%,,,
33,2003,2003-11-30,12,26.317,BAL,,SFO,W 44-6,*,1,4,4.00,0,2,2,22,11.00,0,100.0%,11.00,0,0
34,2003,2003-12-07,13,26.324,BAL,,CIN,W 31-13,*,1,6,6.00,0,1,1,10,10.00,0,100.0%,10.00,0,0
35,2003,2003-12-14,14,26.331,BAL,@,OAK,L 12-20,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0
36,2003,2003-12-21,15,26.338,BAL,@,CLE,W 35-0,*,4,9,2.25,0,0,0,0,,0,0.0%,,0,0
37,2003,2003-12-28,16,26.345,BAL,,PIT,W 13-10,*,2,6,3.00,0,1,1,10,10.00,0,100.0%,10.00,0,0
38,2004,2004-09-12,1,27.239,BAL,@,CLE,L 3-20,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0
39,2004,2004-09-19,2,27.246,BAL,,PIT,W 30-13,*,,,,,,,,,,0.0%,,,
40,2004,2004-09-26,3,27.253,BAL,@,CIN,W 23-9,*,3,9,3.00,0,1,1,8,8.00,0,100.0%,8.00,0,0
41,2004,2004-10-04,4,27.261,BAL,,KAN,L 24-27,*,,,,,,,,,,0.0%,,,
42,2004,2004-10-10,5,27.267,BAL,@,WAS,W 17-10,*,1,3,3.00,0,1,0,0,,0,0.0%,0.00,0,0
43,2004,2004-10-24,6,27.281,BAL,,BUF,W 20-6,,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0
44,2004,2004-10-31,7,27.288,BAL,@,PHI,L 10-15,*,2,1,0.50,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0
45,2004,2004-11-07,8,27.295,BAL,,CLE,W 27-13,*,2,18,9.00,0,1,1,7,7.00,0,100.0%,7.00,0,0
46,2004,2004-11-14,9,27.302,BAL,@,NYJ,W 20-17,,,,,,1,,,,,0.0%,,,
47,2004,2004-11-21,10,27.309,BAL,,DAL,W 30-10,*,0,0,,0,3,2,5,2.50,0,66.7%,1.67,0,0
48,2004,2004-11-28,11,27.316,BAL,@,NWE,L 3-24,,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0
49,2004,2004-12-05,12,27.323,BAL,,CIN,L 26-27,*,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0
50,2004,2004-12-12,13,27.330,BAL,,NYG,W 37-14,*,1,4,4.00,0,0,0,0,,0,0.0%,,0,0
51,2004,2004-12-19,14,27.337,BAL,@,IND,L 10-20,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0
52,2004,2004-12-26,15,27.344,BAL,@,PIT,L 7-20,,0,0,,0,2,2,13,6.50,0,100.0%,6.50,0,0
53,2004,2005-01-02,16,27.351,BAL,,MIA,W 30-23,,,,,,,,,,,0.0%,,,
54,2005,2005-10-02,3,28.258,BAL,,NYJ,W 13-3,*,0,0,,0,1,1,11,11.00,0,100.0%,11.00,0,0
55,2005,2005-10-23,6,28.279,BAL,@,CHI,L 6-10,*,0,0,,0,2,1,7,7.00,0,50.0%,3.50,0,0
