ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2000,2000-11-19,11,22.092,ARI,@,PHI,L 9-34,,1,-2,-2.00,0,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
12,2000,2000-11-26,12,22.099,ARI,,NYG,L 7-31,,2,11,5.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
13,2000,2000-12-10,14,22.113,ARI,@,JAX,L 10-44,,7,40,5.71,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
14,2000,2000-12-17,15,22.120,ARI,,BAL,L 7-13,,14,39,2.79,0,9,7,41,5.86,0,77.8%,4.56,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
15,2001,2001-09-23,1,23.035,ARI,,DEN,L 17-38,*,17,65,3.82,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
16,2001,2001-09-30,2,23.042,ARI,,ATL,L 14-34,*,5,21,4.20,0,4,4,53,13.25,0,100.0%,13.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
17,2001,2001-10-07,3,23.049,ARI,@,PHI,W 21-20,,5,13,2.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
18,2001,2001-10-14,4,23.056,ARI,@,CHI,L 13-20,,6,14,2.33,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
19,2001,2001-10-21,5,23.063,ARI,,KAN,W 24-16,,7,26,3.71,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
20,2001,2001-10-28,6,23.070,ARI,@,DAL,L 3-17,,1,-1,-1.00,0,5,4,21,5.25,0,80.0%,4.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
21,2001,2001-11-04,7,23.077,ARI,,PHI,L 7-21,,6,14,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
22,2001,2001-11-11,8,23.084,ARI,,NYG,L 10-17,,5,15,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
23,2001,2001-11-18,9,23.091,ARI,,DET,W 45-38,,2,3,1.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
24,2001,2001-11-25,10,23.098,ARI,@,SDG,W 20-17,,5,22,4.40,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
25,2001,2001-12-02,11,23.105,ARI,@,OAK,W 34-31,,10,36,3.60,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
26,2001,2001-12-09,12,23.112,ARI,,WAS,L 10-20,,2,2,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
27,2001,2001-12-15,13,23.118,ARI,@,NYG,L 13-17,,14,37,2.64,0,4,3,4,1.33,0,75.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
28,2001,2001-12-23,14,23.126,ARI,,DAL,W 17-10,,4,18,4.50,0,3,3,12,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
29,2001,2001-12-30,15,23.133,ARI,@,CAR,W 30-7,,16,69,4.31,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
30,2001,2002-01-06,16,23.140,ARI,@,WAS,L 17-20,,7,26,3.71,1,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
31,2002,2002-09-08,1,24.020,ARI,@,WAS,L 23-31,*,17,54,3.18,0,5,3,7,2.33,0,60.0%,1.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
32,2002,2002-09-15,2,24.027,ARI,@,SEA,W 24-13,*,24,173,7.21,1,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
33,2002,2002-09-22,3,24.034,ARI,,SDG,L 15-23,*,17,73,4.29,0,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
34,2002,2002-09-29,4,24.041,ARI,,NYG,W 21-7,*,11,10,0.91,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
35,2002,2002-10-20,6,24.062,ARI,,DAL,W 9-6,*,22,68,3.09,0,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
36,2002,2002-10-27,7,24.069,ARI,@,SFO,L 28-38,*,15,54,3.60,1,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
37,2002,2002-11-03,8,24.076,ARI,,STL,L 14-27,*,12,25,2.08,0,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
38,2002,2002-11-10,9,24.083,ARI,,SEA,L 6-27,*,11,24,2.18,0,3,3,8,2.67,0,100.0%,2.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
39,2002,2002-11-17,10,24.090,ARI,@,PHI,L 14-38,*,9,30,3.33,0,4,2,2,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
40,2003,2003-09-08,1,25.020,TAM,@,PHI,W 17-0,,10,30,3.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
41,2003,2003-09-14,2,25.026,TAM,,CAR,L 9-12,,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,35,17.50,0,0,0,0.0,,
42,2003,2003-09-21,3,25.033,TAM,@,ATL,W 31-10,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
43,2003,2003-10-06,4,25.048,TAM,,IND,L 35-38,,2,2,1.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
44,2003,2003-10-12,5,25.054,TAM,@,WAS,W 35-13,,5,33,6.60,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
45,2003,2003-10-19,6,25.061,TAM,@,SFO,L 7-24,,2,7,3.50,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,1,12,12.00,0,0,0,0.0,,
46,2003,2003-10-26,7,25.068,TAM,,DAL,W 16-0,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
47,2003,2003-11-02,8,25.075,TAM,,NOR,L 14-17,,0,0,,0,2,1,29,29.00,0,50.0%,14.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
48,2003,2003-11-09,9,25.082,TAM,@,CAR,L 24-27,,3,12,4.00,0,4,1,0,0.00,0,25.0%,0.00,0,0,,0,0,0,,,,,,5,76,15.20,0,0,0,0.0,,
49,2003,2003-11-16,10,25.089,TAM,,GNB,L 13-20,,9,134,14.89,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
50,2003,2003-11-24,11,25.097,TAM,,NYG,W 19-13,,10,27,2.70,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,49,16.33,0,1,6,0.0,,
51,2003,2003-11-30,12,25.103,TAM,@,JAX,L 10-17,,7,11,1.57,1,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,,,,,1,25,25.00,0,1,6,0.0,,
52,2003,2003-12-07,13,25.110,TAM,@,NOR,W 14-7,*,20,89,4.45,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,1,14,14.00,0,0,0,0.0,,
53,2003,2003-12-14,14,25.117,TAM,,HOU,W 16-3,*,34,134,3.94,1,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
54,2003,2003-12-20,15,25.123,TAM,,ATL,L 28-30,*,17,73,4.29,0,4,4,14,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,2,35,17.50,0,0,0,0.0,,
55,2003,2003-12-28,16,25.131,TAM,@,TEN,L 13-33,,13,68,5.23,0,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,,,,,2,25,12.50,0,0,0,0.0,,
56,2004,2004-09-12,1,26.024,CHI,,DET,L 16-20,*,21,67,3.19,2,8,6,38,6.33,0,75.0%,4.75,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
57,2004,2004-09-19,2,26.031,CHI,@,GNB,W 21-10,*,23,152,6.61,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
58,2004,2004-09-26,3,26.038,CHI,@,MIN,L 22-27,*,22,110,5.00,1,10,8,71,8.88,0,80.0%,7.10,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
59,2004,2004-10-03,4,26.045,CHI,,PHI,L 9-19,*,13,32,2.46,0,8,6,40,6.67,0,75.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
60,2004,2004-10-17,5,26.059,CHI,,WAS,L 10-13,*,24,97,4.04,0,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
61,2004,2004-10-24,6,26.066,CHI,@,TAM,L 7-19,*,13,52,4.00,1,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
62,2004,2004-10-31,7,26.073,CHI,,SFO,W 23-13,*,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
63,2004,2004-11-21,10,26.094,CHI,,IND,L 10-41,*,18,59,3.28,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
64,2004,2004-11-25,11,26.098,CHI,@,DAL,L 7-21,*,14,46,3.29,0,8,6,48,8.00,0,75.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
65,2004,2004-12-05,12,26.108,CHI,,MIN,W 24-14,*,15,49,3.27,0,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
66,2004,2004-12-12,13,26.115,CHI,@,JAX,L 3-22,*,13,26,2.00,0,5,3,68,22.67,0,60.0%,13.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
67,2004,2004-12-19,14,26.122,CHI,,HOU,L 5-24,*,15,40,2.67,0,9,7,37,5.29,0,77.8%,4.11,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
68,2004,2004-12-26,15,26.129,CHI,@,DET,L 13-19,*,22,109,4.95,0,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
69,2004,2005-01-02,16,26.136,CHI,,GNB,L 14-31,*,26,108,4.15,2,4,3,4,1.33,0,75.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
70,2005,2005-09-11,1,27.023,CHI,@,WAS,L 7-9,*,15,31,2.07,1,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
71,2005,2005-09-18,2,27.030,CHI,,DET,W 38-6,*,20,139,6.95,2,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
72,2005,2005-09-25,3,27.037,CHI,,CIN,L 7-24,*,27,106,3.93,1,5,5,8,1.60,0,100.0%,1.60,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
73,2005,2005-10-09,4,27.051,CHI,@,CLE,L 10-20,*,24,137,5.71,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
74,2005,2005-10-16,5,27.058,CHI,,MIN,W 28-3,*,23,89,3.87,2,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
75,2005,2005-10-23,6,27.065,CHI,,BAL,W 10-6,*,25,139,5.56,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
76,2005,2005-10-30,7,27.072,CHI,@,DET,W 19-13,*,22,72,3.27,0,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
77,2005,2005-11-06,8,27.079,CHI,@,NOR,W 20-17,*,11,40,3.64,0,1,1,-6,-6.00,0,100.0%,-6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
78,2005,2005-11-20,10,27.093,CHI,,CAR,W 13-3,*,25,87,3.48,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
79,2005,2005-11-27,11,27.100,CHI,@,TAM,W 13-10,*,25,72,2.88,0,4,3,50,16.67,0,75.0%,12.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
80,2005,2005-12-04,12,27.107,CHI,,GNB,W 19-7,*,19,93,4.89,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
81,2005,2005-12-11,13,27.114,CHI,@,PIT,L 9-21,*,14,72,5.14,1,6,4,23,5.75,0,66.7%,3.83,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
82,2005,2005-12-18,14,27.121,CHI,,ATL,W 16-3,*,27,91,3.37,1,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
83,2005,2005-12-25,15,27.128,CHI,@,GNB,W 24-17,*,25,105,4.20,1,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
84,2005,2006-01-01,16,27.135,CHI,@,MIN,L 10-34,*,12,62,5.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
85,2006,2006-09-10,1,28.022,CHI,@,GNB,W 26-0,*,21,63,3.00,0,1,1,0,0.00,0,100.0%,0.00,1,1,100.00,-4,0,0,79.2,0,0,-4.00,-4.00,0,0,,0,0,0,0.0,,
86,2006,2006-09-17,2,28.029,CHI,,DET,W 34-7,*,21,64,3.05,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
87,2006,2006-09-24,3,28.036,CHI,@,MIN,W 19-16,*,18,54,3.00,0,5,3,11,3.67,0,60.0%,2.20,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
88,2006,2006-10-01,4,28.043,CHI,,SEA,W 37-6,*,24,98,4.08,2,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0.0,,
89,2006,2006-10-08,5,28.050,CHI,,BUF,W 40-7,*,21,110,5.24,0,5,4,13,3.25,0,80.0%,2.60,0,0,,0,0,0,,0,1,,,0,0,,0,0,0,0.0,,
90,2006,2006-10-16,6,28.058,CHI,@,ARI,W 24-23,*,11,43,3.91,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
91,2006,2006-10-29,7,28.071,CHI,,SFO,W 41-10,*,23,111,4.83,1,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
92,2006,2006-11-05,8,28.078,CHI,,MIA,L 13-31,*,20,69,3.45,0,6,4,24,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
93,2006,2006-11-12,9,28.085,CHI,@,NYG,W 38-20,*,30,113,3.77,1,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
94,2006,2006-11-19,10,28.092,CHI,@,NYJ,W 10-0,*,23,121,5.26,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
95,2006,2006-11-26,11,28.099,CHI,@,NWE,L 13-17,*,23,99,4.30,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
96,2006,2006-12-03,12,28.106,CHI,,MIN,W 23-13,*,12,32,2.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
97,2006,2006-12-11,13,28.114,CHI,@,STL,W 42-27,*,11,76,6.91,1,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
98,2006,2006-12-17,14,28.120,CHI,,TAM,W 34-31,*,17,68,4.00,1,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
99,2006,2006-12-24,15,28.127,CHI,@,DET,W 26-21,*,12,62,5.17,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
100,2006,2006-12-31,16,28.134,CHI,,GNB,L 7-26,*,9,27,3.00,0,2,1,-3,-3.00,0,50.0%,-1.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
101,2007,2007-09-09,1,29.021,NYJ,,NWE,L 14-38,,14,42,3.00,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
102,2007,2007-09-16,2,29.028,NYJ,@,BAL,L 13-20,*,24,67,2.79,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
103,2007,2007-09-23,3,29.035,NYJ,,MIA,W 31-28,*,25,110,4.40,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
104,2007,2007-09-30,4,29.042,NYJ,@,BUF,L 14-17,*,12,35,2.92,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
105,2007,2007-10-07,5,29.049,NYJ,@,NYG,L 24-35,,13,36,2.77,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
106,2007,2007-10-14,6,29.056,NYJ,,PHI,L 9-16,*,24,130,5.42,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
107,2007,2007-10-21,7,29.063,NYJ,@,CIN,L 31-38,*,19,67,3.53,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
108,2007,2007-10-28,8,29.070,NYJ,,BUF,L 3-13,*,16,70,4.38,0,5,5,34,6.80,0,100.0%,6.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
109,2007,2007-11-04,9,29.077,NYJ,,WAS,L 20-23,*,13,49,3.77,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
110,2007,2007-11-18,10,29.091,NYJ,,PIT,W 19-16,*,30,117,3.90,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
111,2007,2007-11-22,11,29.095,NYJ,@,DAL,L 3-34,*,17,40,2.35,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
112,2007,2007-12-02,12,29.105,NYJ,@,MIA,W 40-13,*,24,75,3.13,1,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
113,2007,2007-12-09,13,29.112,NYJ,,CLE,L 18-24,*,24,106,4.42,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
114,2007,2007-12-16,14,29.119,NYJ,@,NWE,L 10-20,*,9,19,2.11,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
115,2007,2007-12-23,15,29.126,NYJ,@,TEN,L 6-10,*,21,58,2.76,0,4,3,5,1.67,0,75.0%,1.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
116,2007,2007-12-30,16,29.133,NYJ,,KAN,W 13-10,*,25,98,3.92,0,1,1,15,15.00,1,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
117,2008,2008-09-07,1,30.019,NYJ,@,MIA,W 20-14,*,22,101,4.59,1,3,3,2,0.67,0,100.0%,0.67,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
118,2008,2008-09-14,2,30.026,NYJ,,NWE,L 10-19,*,17,70,4.12,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
119,2008,2008-09-22,3,30.034,NYJ,@,SDG,L 29-48,*,10,37,3.70,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
120,2008,2008-09-28,4,30.040,NYJ,,ARI,W 56-35,,18,46,2.56,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,1,0
121,2008,2008-10-12,5,30.054,NYJ,,CIN,W 26-14,*,17,65,3.82,2,3,3,13,4.33,1,100.0%,4.33,0,0,,0,0,0,,,,,,0,0,,0,3,18,0.0,0,0
122,2008,2008-10-19,6,30.061,NYJ,@,OAK,L 13-16,,24,159,6.63,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
123,2008,2008-10-26,7,30.068,NYJ,,KAN,W 28-24,*,14,54,3.86,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
124,2008,2008-11-02,8,30.075,NYJ,@,BUF,W 26-17,*,12,69,5.75,1,7,6,38,6.33,0,85.7%,5.43,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
125,2008,2008-11-09,9,30.082,NYJ,,STL,W 47-3,*,26,149,5.73,3,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,3,18,0.0,0,0
126,2008,2008-11-13,10,30.086,NYJ,@,NWE,W 34-31,*,30,104,3.47,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
127,2008,2008-11-23,11,30.096,NYJ,@,TEN,W 34-13,*,27,96,3.56,0,3,3,21,7.00,1,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
128,2008,2008-11-30,12,30.103,NYJ,,DEN,L 17-34,*,16,138,8.63,2,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,0,0
129,2008,2008-12-07,13,30.110,NYJ,@,SFO,L 14-24,*,10,56,5.60,1,3,3,12,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
130,2008,2008-12-14,14,30.117,NYJ,,BUF,W 31-27,*,20,78,3.90,1,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,1,0
131,2008,2008-12-21,15,30.124,NYJ,@,SEA,L 3-13,*,17,67,3.94,0,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
132,2008,2008-12-28,16,30.131,NYJ,,MIA,L 17-24,*,10,23,2.30,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
133,2009,2009-09-13,1,31.025,NYJ,@,HOU,W 24-7,*,20,107,5.35,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,0,0
134,2009,2009-09-20,2,31.032,NYJ,,NWE,W 16-9,*,14,54,3.86,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
135,2009,2009-09-27,3,31.039,NYJ,,TEN,W 24-17,*,14,20,1.43,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
