ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
18,1964,1964-10-04,4,24.132,DEN,,BOS,L 10-39,10,32,3.20,0,4,-5,-1.25,0,0,0,,0,0,0,,0,0,,,2,70,35.00,0,1,0,0.00,0,0,0,0,0,0
19,1964,1964-10-11,5,24.139,DEN,,KAN,W 33-27,21,69,3.29,1,1,58,58.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
20,1964,1964-10-18,6,24.146,DEN,@,SDG,L 14-42,15,52,3.47,0,2,-12,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
21,1964,1964-10-25,7,24.153,DEN,@,OAK,L 7-40,14,40,2.86,0,2,32,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0,0,0
22,1964,1964-11-01,8,24.160,DEN,@,KAN,L 39-49,14,34,2.43,1,3,42,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,1,6,0,0,0
23,1964,1964-11-08,9,24.167,DEN,,SDG,L 20-31,18,63,3.50,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0,0,0,0
24,1964,1964-11-15,10,24.174,DEN,,NYJ,W 20-16,20,54,2.70,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,0,0,0,0,0
25,1964,1964-11-20,11,24.179,DEN,@,BOS,L 7-12,10,29,2.90,0,3,13,4.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
26,1964,1964-11-29,12,24.188,DEN,,OAK,T 20-20,19,95,5.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,15,15.00,0,1,6,0,0,0
27,1964,1964-12-13,13,24.202,DEN,,BUF,L 19-30,9,14,1.56,0,3,19,6.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
28,1964,1964-12-20,14,24.209,DEN,@,HOU,L 15-34,12,37,3.08,1,2,18,9.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6,0,0,0
29,1966,1966-09-03,1,26.101,DEN,@,HOU,L 7-45,1,1,1.00,0,1,-8,-8.00,0,0,0,,0,0,0,,0,0,,,2,46,23.00,0,0,0,,0,0,0,0,0,0
30,1966,1966-09-18,2,26.116,DEN,,BOS,L 10-24,11,27,2.45,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
31,1966,1966-09-25,3,26.123,DEN,,NYJ,L 7-16,2,9,4.50,0,1,67,67.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
32,1966,1966-10-02,4,26.130,DEN,,HOU,W 40-38,4,6,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
33,1966,1966-10-08,5,26.136,DEN,@,KAN,L 10-37,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
34,1966,1966-10-16,6,26.144,DEN,@,MIA,L 7-24,1,0,0.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,1,9,9.00,0,0,0,,0,0,0,0,0,0
35,1966,1966-10-30,8,26.158,DEN,@,SDG,L 17-24,11,25,2.27,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
36,1966,1966-11-06,9,26.165,DEN,@,BOS,W 17-10,16,58,3.63,0,3,12,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
37,1966,1966-11-20,10,26.179,DEN,,OAK,L 3-17,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
38,1966,1966-11-27,11,26.186,DEN,,SDG,W 20-17,12,58,4.83,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
39,1966,1966-12-04,12,26.193,DEN,,MIA,W 17-7,7,5,0.71,0,4,126,31.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
40,1966,1966-12-11,13,26.200,DEN,@,OAK,L 10-28,2,-2,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
41,1967,1967-09-03,1,27.101,DEN,,BOS,W 26-21,2,3,1.50,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
42,1967,1967-09-10,2,27.108,DEN,@,OAK,L 0-51,3,4,1.33,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
43,1967,1967-09-17,3,27.115,DEN,@,MIA,L 21-35,3,10,3.33,0,1,-9,-9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
44,1967,1967-09-24,4,27.122,DEN,,NYJ,L 24-38,3,30,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
45,1967,1967-10-01,5,27.129,DEN,@,HOU,L 6-10,12,71,5.92,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
46,1967,1967-10-08,6,27.136,DEN,,BUF,L 16-17,17,55,3.24,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
47,1967,1967-10-22,7,27.150,DEN,,SDG,L 21-38,9,11,1.22,0,2,28,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
48,1967,1967-10-29,8,27.157,DEN,@,KAN,L 9-52,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
49,1967,1967-11-05,9,27.164,DEN,,OAK,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,32,32.00,0,0,0,,0,0,0,0,0,0
50,1967,1967-11-12,10,27.171,DEN,,HOU,L 18-20,7,29,4.14,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,106,26.50,0,0,0,,0,0,0,0,0,0
51,1967,1967-11-19,11,27.178,DEN,@,BUF,W 21-20,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
52,1967,1967-11-23,12,27.182,DEN,@,SDG,L 20-24,4,13,3.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
53,1967,1967-12-03,13,27.192,DEN,@,NYJ,W 33-24,6,21,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,26,8.67,0,0,0,,0,0,0,0,0,0
54,1967,1967-12-17,14,27.206,DEN,,KAN,L 24-38,14,59,4.21,0,2,-9,-4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
55,1968,1968-09-08,1,28.106,BUF,,BOS,L 7-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,67,22.33,0,0,0,,0,0,0,0,0,0
56,1968,1968-09-15,2,28.113,BUF,,OAK,L 6-48,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0,,0,0,0,0,0,0
57,1968,1968-09-22,3,28.120,BUF,@,CIN,L 23-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0,0,0,0
