ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
61,1989,1989-09-10,1,25.319,NWE,@,NYJ,W 27-24,,,,,,,,
62,1989,1989-09-17,2,25.326,NWE,,MIA,L 10-24,,,,,,,,
63,1989,1989-09-24,3,25.333,NWE,,SEA,L 3-24,,,,,,,,
64,1989,1989-10-01,4,25.340,NWE,@,BUF,L 10-31,,,,,,,,
65,1989,1989-10-08,5,25.347,NWE,,HOU,W 23-13,,,,,,,,
66,1989,1989-10-15,6,25.354,NWE,@,ATL,L 15-16,,,,,,,,
67,1989,1989-10-22,7,25.361,NWE,@,SFO,L 20-37,,,,,,,,
68,1989,1989-10-29,8,26.003,NWE,@,IND,W 23-20,,,,,,,,
69,1989,1989-11-05,9,26.010,NWE,,NYJ,L 26-27,,,,,,,,
70,1989,1989-11-12,10,26.017,NWE,,NOR,L 24-28,,,,,,,,
71,1989,1989-11-19,11,26.024,NWE,,BUF,W 33-24,,,,,,,,
72,1989,1989-12-17,15,26.052,NWE,@,PIT,L 10-28,,,,,,,,
73,1989,1989-12-24,16,26.059,NWE,,RAM,L 20-24,,,,,,,,
