ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
11,1975,1975-11-30,11,23.194,DEN,,SDG,W 13-10,0,0,,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,3,91,30.33,0,7,61,8.71,0,0,0
12,1975,1975-12-08,12,23.202,DEN,@,OAK,L 10-17,0,0,,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,5,35,7.00,0,0,0
13,1975,1975-12-14,13,23.208,DEN,,PHI,W 25-10,0,0,,0,2,4,2.00,0,0,0,,0,0,0,,0,0,,,2,54,27.00,0,3,83,27.67,0,0,0
14,1975,1975-12-20,14,23.214,DEN,@,MIA,L 13-14,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,51,25.50,0,1,8,8.00,0,0,0
15,1976,1976-09-12,1,24.115,DEN,@,CIN,L 7-17,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,95,23.75,0,3,4,1.33,0,0,0
16,1976,1976-09-19,2,24.122,DEN,,NYJ,W 46-3,1,53,53.00,0,2,44,22.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,41,13.67,0,0,0
17,1976,1976-09-26,3,24.129,DEN,,CLE,W 44-13,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,125,31.25,2,2,12
18,1976,1976-10-03,4,24.136,DEN,,SDG,W 26-0,1,57,57.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,34,34.00,0,2,100,50.00,1,1,6
19,1976,1976-10-10,5,24.143,DEN,@,HOU,L 3-17,1,41,41.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,74,18.50,0,2,24,12.00,0,0,0
20,1976,1976-10-17,6,24.150,DEN,,OAK,L 10-17,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,4,19,4.75,0,0,0
21,1976,1976-10-24,7,24.157,DEN,@,KAN,W 35-26,1,26,26.00,0,1,-8,-8.00,0,0,0,,0,0,0,,0,0,,,2,78,39.00,0,2,59,29.50,1,1,6
22,1976,1976-10-31,8,24.164,DEN,@,OAK,L 6-19,0,0,,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,4,91,22.75,0,3,6,2.00,0,0,0
23,1976,1976-11-07,9,24.171,DEN,,TAM,W 48-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,74,18.50,0,0,0
24,1976,1976-11-14,10,24.178,DEN,@,SDG,W 17-0,2,56,28.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,51,12.75,0,1,6
25,1976,1976-11-21,11,24.185,DEN,,NYG,W 14-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,51,25.50,0,2,5,2.50,0,0,0
26,1976,1976-11-28,12,24.192,DEN,@,NWE,L 14-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,73,18.25,0,1,0,0.00,0,0,0
27,1976,1976-12-12,14,24.206,DEN,@,CHI,W 28-14,2,42,21.00,0,2,24,12.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,5,28,5.60,0,1,6
28,1977,1977-09-18,1,25.121,DEN,,STL,W 7-0,3,71,23.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,18,4.50,0,0,0
29,1977,1977-09-25,2,25.128,DEN,,BUF,W 26-6,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,29,29.00,0,6,105,17.50,0,0,0
30,1977,1977-10-02,3,25.135,DEN,@,SEA,W 24-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,47,23.50,0,4,9,2.25,0,0,0
31,1977,1977-10-09,4,25.142,DEN,,KAN,W 23-7,2,64,32.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,27,13.50,0,0,0
32,1977,1977-10-16,5,25.149,DEN,@,OAK,W 30-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,46,23.00,0,3,24,8.00,0,0,0
33,1977,1977-10-23,6,25.156,DEN,@,CIN,W 24-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,63,21.00,0,1,20,20.00,0,0,0
34,1977,1977-10-30,7,25.163,DEN,,OAK,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,3,43,14.33,0,0,0
35,1977,1977-11-06,8,25.170,DEN,,PIT,W 21-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,167,33.40,1,1,6
36,1977,1977-11-13,9,25.177,DEN,@,SDG,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,56,28.00,0,2,17,8.50,0,0,0
37,1977,1977-11-20,10,25.184,DEN,@,KAN,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,6,84,14.00,0,0,0
38,1977,1977-11-27,11,25.191,DEN,,BAL,W 27-13,3,79,26.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,29,29.00,0,4,11,2.75,0,1,6
39,1977,1977-12-04,12,25.198,DEN,@,HOU,W 24-14,1,13,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,29,14.50,0,6,73,12.17,0,1,6
40,1977,1977-12-11,13,25.205,DEN,,SDG,W 17-9,0,0,,0,1,19,19.00,1,0,0,,0,0,0,,0,0,,,3,71,23.67,0,3,52,17.33,0,1,6
41,1977,1977-12-18,14,25.212,DEN,@,DAL,L 6-14,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,2,3,1.50,0,0,0
42,1978,1978-09-03,1,26.106,DEN,,OAK,W 14-6,1,4,4.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,0,0
43,1978,1978-09-11,2,26.114,DEN,@,MIN,L 9-12,3,30,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,44,11.00,0,0,0
44,1978,1978-09-17,3,26.120,DEN,,SDG,W 27-14,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,75,75.00,1,1,6
45,1978,1978-09-24,4,26.127,DEN,@,KAN,W 23-17,0,0,,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,78,19.50,0,0,0
46,1978,1978-10-08,6,26.141,DEN,@,SDG,L 0-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,74,24.67,0,3,28,9.33,0,0,0
47,1978,1978-10-16,7,26.149,DEN,,CHI,W 16-7,4,60,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,14,7.00,0,0,0
48,1978,1978-10-22,8,26.155,DEN,@,BAL,L 6-7,1,16,16.00,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,8,87,10.88,0,0,0
49,1978,1978-10-29,9,26.162,DEN,@,SEA,W 20-17,2,42,21.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,61,20.33,0,1,6
50,1978,1978-11-23,13,26.187,DEN,@,DET,L 14-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,5,84,16.80,0,0,0
51,1978,1978-12-03,14,26.197,DEN,@,OAK,W 21-6,0,0,,0,2,7,3.50,0,0,0,,0,0,0,,0,0,,,3,103,34.33,0,1,6,6.00,0,0,0
52,1978,1978-12-10,15,26.204,DEN,,KAN,W 24-3,4,46,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,3,0,0.00,0,0,0
53,1978,1978-12-16,16,26.210,DEN,,PIT,L 17-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1979,1979-09-02,1,27.105,DEN,,CIN,W 10-0,3,88,29.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0
55,1979,1979-09-06,2,27.109,DEN,,RAM,L 9-13,4,76,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,4,52,13.00,0,0,0
56,1979,1979-09-16,3,27.119,DEN,@,ATL,W 20-17,3,39,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,0,0
57,1979,1979-09-23,4,27.126,DEN,,SEA,W 37-34,5,83,16.60,1,0,0,,0,0,0,,0,0,0,,0,0,,,3,53,17.67,0,2,34,17.00,0,1,6
58,1979,1979-09-30,5,27.133,DEN,@,OAK,L 3-27,5,77,15.40,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,22,11.00,0,0,0
59,1979,1979-10-07,6,27.140,DEN,,SDG,W 7-0,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,23,11.50,0,0,0
60,1979,1979-10-14,7,27.147,DEN,@,KAN,W 24-10,8,72,9.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,1,3,3.00,0,1,6
61,1979,1979-10-22,8,27.155,DEN,@,PIT,L 7-42,1,24,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
62,1979,1979-10-28,9,27.161,DEN,,KAN,W 20-3,4,46,11.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,29,9.67,0,2,12
63,1979,1979-11-04,10,27.168,DEN,,NOR,W 10-3,6,95,15.83,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,1,6
64,1979,1979-11-11,11,27.175,DEN,,NWE,W 45-10,4,73,18.25,1,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,30,10.00,0,1,6
65,1979,1979-11-18,12,27.182,DEN,@,SFO,W 38-28,8,91,11.38,1,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,47,15.67,0,1,6
66,1979,1979-11-25,13,27.189,DEN,,OAK,L 10-14,4,61,15.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,27,6.75,0,0,0
67,1979,1979-12-02,14,27.196,DEN,@,BUF,W 19-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0
68,1979,1979-12-08,15,27.202,DEN,@,SEA,L 23-28,7,91,13.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
69,1979,1979-12-17,16,27.211,DEN,@,SDG,L 7-17,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
70,1980,1980-09-07,1,28.110,DEN,@,PHI,L 6-27,6,75,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,0,0
71,1980,1980-09-14,2,28.117,DEN,,DAL,W 41-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,26,8.67,0,0,0
72,1980,1980-09-21,3,28.124,DEN,,SDG,L 13-30,1,25,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,36,7.20,0,0,0
73,1980,1980-09-29,4,28.132,DEN,@,NWE,L 14-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,0,0
74,1980,1980-10-05,5,28.138,DEN,@,CLE,W 19-16,5,53,10.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,19,6.33,0,0,0
75,1980,1980-10-13,6,28.146,DEN,,WAS,W 20-17,5,93,18.60,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,28,9.33,0,1,6
76,1980,1980-10-19,7,28.152,DEN,,KAN,L 17-23,5,79,15.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,1,6
77,1980,1980-10-26,8,28.159,DEN,@,NYG,W 14-9,4,42,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,58,19.33,0,0,0
78,1980,1980-11-02,9,28.166,DEN,,HOU,L 16-20,2,37,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,26,8.67,0,0,0
79,1980,1980-11-09,10,28.173,DEN,@,SDG,W 20-13,2,18,9.00,0,2,30,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,0,0
80,1980,1980-11-16,11,28.180,DEN,,NYJ,W 31-24,3,30,10.00,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,36,9.00,0,1,6
81,1980,1980-11-23,12,28.187,DEN,,SEA,W 36-20,4,32,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,27,9.00,0,0,0
82,1980,1980-12-01,13,28.195,DEN,@,OAK,L 3-9,4,54,13.50,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
83,1980,1980-12-07,14,28.201,DEN,@,KAN,L 14-31,3,41,13.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,0,0
84,1980,1980-12-14,15,28.208,DEN,,OAK,L 21-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,11,11.00,0,0,0
85,1980,1980-12-21,16,28.215,DEN,@,SEA,W 25-17,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,25,12.50,0,0,0
86,1981,1981-09-06,1,29.109,DEN,,OAK,W 9-7,2,64,32.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,22,11.00,0,1,6
87,1981,1981-10-04,5,29.137,DEN,@,OAK,W 17-0,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
88,1981,1981-10-11,6,29.144,DEN,,DET,W 27-21,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
89,1981,1981-10-18,7,29.151,DEN,@,KAN,L 14-28,5,138,27.60,0,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
90,1981,1981-10-25,8,29.158,DEN,@,BUF,L 7-9,0,0,,0,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
91,1981,1981-11-02,9,29.166,DEN,,MIN,W 19-17,5,32,6.40,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
92,1981,1981-11-08,10,29.172,DEN,,CLE,W 23-20,3,49,16.33,0,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,1981,1981-11-15,11,29.179,DEN,@,TAM,W 24-7,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
94,1981,1981-11-22,12,29.186,DEN,@,CIN,L 21-38,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
95,1981,1981-11-29,13,29.193,DEN,@,SDG,L 17-34,4,86,21.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
96,1981,1981-12-06,14,29.200,DEN,,KAN,W 16-13,4,70,17.50,0,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,3,17,5.67,0,0,0
97,1981,1981-12-13,15,29.207,DEN,,SEA,W 23-13,2,10,5.00,0,1,37,37.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,10,5.00,0,0,0
98,1981,1981-12-20,16,29.214,DEN,@,CHI,L 24-35,6,102,17.00,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,14,7.00,0,2,12
99,1982,1982-09-12,1,30.115,DEN,,SDG,L 3-23,6,97,16.17,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
100,1982,1982-09-19,2,30.122,DEN,,SFO,W 24-21,5,77,15.40,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,94,31.33,1,2,12
101,1982,1982-11-21,3,30.185,DEN,,SEA,L 10-17,0,0,,0,1,-7,-7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,0,0.00,0,0,0
102,1982,1982-11-28,4,30.192,DEN,@,SDG,L 20-30,1,15,15.00,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,5,5.00,0,1,6
103,1982,1982-12-05,5,30.199,DEN,,ATL,L 27-34,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,16,16.00,0,0,0
104,1982,1982-12-12,6,30.206,DEN,@,RAM,W 27-24,2,68,34.00,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,5,18,3.60,0,1,6
105,1982,1982-12-19,7,30.213,DEN,,KAN,L 16-37,3,27,9.00,0,1,-3,-3.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,91,45.50,1,1,6
106,1982,1982-12-26,8,30.220,DEN,@,RAI,L 10-27,5,79,15.80,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
107,1982,1983-01-02,9,30.227,DEN,@,SEA,L 11-13,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,18,18.00,0,0,0
108,1983,1983-09-04,1,31.107,DEN,@,PIT,W 14-10,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
109,1983,1983-09-11,2,31.114,DEN,@,BAL,W 17-10,4,39,9.75,0,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,29,14.50,0,0,0
110,1983,1983-09-18,3,31.121,DEN,,PHI,L 10-13,3,57,19.00,0,1,9,9.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,23,11.50,0,0,0
111,1983,1983-09-25,4,31.128,DEN,,RAI,L 7-22,3,53,17.67,0,1,2,2.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
112,1983,1983-10-02,5,31.135,DEN,@,CHI,L 14-31,2,22,11.00,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
113,1983,1983-10-09,6,31.142,DEN,@,HOU,W 26-14,1,28,28.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
114,1983,1983-10-16,7,31.149,DEN,,CIN,W 24-17,5,45,9.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
115,1983,1983-10-23,8,31.156,DEN,,SDG,W 14-6,2,45,22.50,1,2,-1,-0.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
116,1983,1983-10-30,9,31.163,DEN,,KAN,W 27-24,6,143,23.83,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
117,1983,1983-11-06,10,31.170,DEN,@,SEA,L 19-27,6,87,14.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
118,1983,1983-11-13,11,31.177,DEN,@,RAI,L 20-22,3,63,21.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
119,1983,1983-11-27,13,31.191,DEN,@,SDG,L 7-31,4,43,10.75,0,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
