ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
68,1996,1996-09-15,3,26.030,ARI,@,NWE,L 0-31,,,,,,,,,,,
69,1996,1996-09-22,4,26.037,ARI,@,NOR,W 28-14,,0,0,,0,0,0,2.0,0,0,0
70,1996,1996-09-29,5,26.044,ARI,,STL,W 31-28,,0,0,,0,0,0,1.0,0,0,0
71,1996,1996-10-13,6,26.058,ARI,@,DAL,L 3-17,,,,,,,,,,,
72,1996,1996-10-20,7,26.065,ARI,,TAM,W 13-9,,,,,,,,,,,
73,1996,1996-10-27,8,26.072,ARI,,NYJ,L 21-31,,,,,,,,,,,
74,1996,1996-11-03,9,26.079,ARI,@,NYG,L 8-16,,,,,,,,,,,
75,1996,1996-11-10,10,26.086,ARI,@,WAS,W 37-34,,,,,,,,,,,
76,1996,1996-11-17,11,26.093,ARI,,NYG,W 31-23,,0,0,,0,0,0,1.0,0,0,0
77,1996,1996-11-24,12,26.100,ARI,,PHI,W 36-30,,,,,,,,,,,
78,1996,1996-12-01,13,26.107,ARI,@,MIN,L 17-41,,,,,,,,,,,
79,1996,1996-12-08,14,26.114,ARI,,DAL,L 6-10,,,,,,,,,,,
80,1996,1996-12-15,15,26.121,ARI,,WAS,W 27-26,,,,,,,,,,,
81,1996,1996-12-22,16,26.128,ARI,@,PHI,L 19-29,,,,,,,,,,,
82,1997,1997-08-31,1,27.015,ARI,@,CIN,L 21-24,,0,0,,0,0,0,2.0,0,0,0
83,1997,1997-09-07,2,27.022,ARI,,DAL,W 25-22,,,,,,,,,,,
84,1997,1997-09-14,3,27.029,ARI,@,WAS,L 13-19,,0,0,,0,0,0,1.0,0,0,0
85,1997,1997-09-28,4,27.043,ARI,@,TAM,L 18-19,,1,0,0.00,0,0,0,2.0,0,0,0
86,1997,1997-10-05,5,27.050,ARI,,MIN,L 19-20,,,,,,,,,,,
87,1997,1997-10-12,6,27.057,ARI,,NYG,L 13-27,,,,,,,,,,,
88,1997,1997-10-19,7,27.064,ARI,@,PHI,L 10-13,,,,,,,,,,,
89,1997,1997-10-26,8,27.071,ARI,,TEN,L 14-41,,0,0,,0,0,0,0.5,0,0,0
90,1997,1997-11-02,9,27.078,ARI,,PHI,W 31-21,,0,0,,0,0,0,1.0,0,0,0
91,1997,1997-11-23,12,27.099,ARI,@,BAL,W 16-13,,0,0,,0,0,0,1.0,0,0,0
92,1997,1997-11-23,12,27.099,DET,,IND,W 32-10,,,,,,,,,,,
93,1997,1997-11-30,13,27.106,ARI,,PIT,L 20-26,,,,,,,,,,,
94,1997,1997-12-07,14,27.113,ARI,,WAS,L 28-38,,,,,,,,,,,
95,1997,1997-12-14,15,27.120,ARI,@,NOR,L 10-27,,,,,,,,,,,
96,1997,1997-12-21,16,27.127,ARI,,ATL,W 29-26,,,,,,,,,,,
97,1998,1998-09-06,1,28.021,ARI,@,DAL,L 10-38,,,,,,,,,,,
98,1998,1998-09-13,2,28.028,ARI,@,SEA,L 14-33,,0,0,,0,0,0,1.0,0,0,0
99,1998,1998-09-20,3,28.035,ARI,,PHI,W 17-3,,0,0,,0,0,0,1.0,0,0,0
100,1998,1998-09-27,4,28.042,ARI,@,STL,W 20-17,,,,,,,,,,,
101,1998,1998-10-04,5,28.049,ARI,,OAK,L 20-23,,,,,,,,,,,
102,1998,1998-10-11,6,28.056,ARI,,CHI,W 20-7,,0,0,,0,0,0,1.0,0,0,0
103,1998,1998-10-18,7,28.063,ARI,@,NYG,L 7-34,,0,0,,0,0,0,1.0,0,0,0
104,1999,1999-10-10,5,29.055,ARI,,NYG,W 14-3,,,,,,,,,,,
105,1999,1999-10-17,6,29.062,ARI,,WAS,L 10-24,,,,,,,,,,,
106,1999,1999-10-31,7,29.076,ARI,,NWE,L 3-27,,,,,,,,,,,
107,1999,1999-11-07,8,29.083,ARI,@,NYJ,L 7-12,,,,,,,,,,,
108,1999,1999-11-14,9,29.090,ARI,,DET,W 23-19,,0,0,,0,0,0,2.0,0,0,0
109,1999,1999-11-21,10,29.097,ARI,,DAL,W 13-9,,0,0,,0,0,0,2.0,0,0,0
110,1999,1999-11-28,11,29.104,ARI,@,NYG,W 34-24,,0,0,,0,1,6,0.0,1,42,1
111,1999,1999-12-05,12,29.111,ARI,,PHI,W 21-17,,,,,,,,,,,
112,1999,1999-12-12,13,29.118,ARI,@,WAS,L 3-28,,,,,,,,,,,
113,2000,2000-09-03,1,30.018,CAR,@,WAS,L 17-20,*,,,,,,,,,,
114,2000,2000-09-10,2,30.025,CAR,@,SFO,W 38-22,*,,,,,,,,,,
115,2000,2000-09-17,3,30.032,CAR,,ATL,L 10-15,*,,,,,,,,,,
116,2000,2000-10-01,4,30.046,CAR,,DAL,L 13-16,,0,0,,0,0,0,1.0,0,0,0
117,2000,2000-10-08,5,30.053,CAR,,SEA,W 26-3,,,,,,,,,,,
118,2000,2000-10-15,6,30.060,CAR,@,NOR,L 6-24,,,,,,,,,,,
119,2000,2000-10-22,7,30.067,CAR,,SFO,W 34-16,,,,,,,,,,,
120,2000,2000-10-29,8,30.074,CAR,@,ATL,L 12-13,,,,,,,,,,,
121,2000,2000-11-05,9,30.081,CAR,@,STL,W 27-24,,,,,,,,,,,
122,2000,2000-11-12,10,30.088,CAR,,NOR,L 10-20,,,,,,,,,,,
123,2000,2000-11-19,11,30.095,CAR,@,MIN,L 17-31,,,,,,,,,,,
124,2000,2000-11-27,12,30.103,CAR,,GNB,W 31-14,,,,,,,,,,,
125,2000,2000-12-03,13,30.109,CAR,,STL,W 16-3,,,,,,,,,,,
126,2000,2000-12-10,14,30.116,CAR,@,KAN,L 14-15,,,,,,,,,,,
127,2000,2000-12-17,15,30.123,CAR,,SDG,W 30-22,,,,,,,,,,,
128,2000,2000-12-24,16,30.130,CAR,@,OAK,L 9-52,,,,,,,,,,,
