ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
15,1990,1990-12-02,13,26.226,SDG,,NYJ,W 38-17,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
16,1990,1990-12-16,14,26.240,SDG,@,DEN,L 10-20,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
17,1990,1990-12-23,15,26.247,SDG,,KAN,L 21-24,,0,0,,0,3,3,100.0,,,,0,3,,,,
18,1990,1990-12-30,16,26.254,SDG,@,RAI,L 12-17,,0,0,,0,,1,0.0,2,3,66.7,0,6,0,0,,0
19,1991,1991-09-01,1,27.134,SDG,@,PIT,L 20-26,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
20,1991,1991-09-08,2,27.141,SDG,@,SFO,L 14-34,,0,0,,0,2,2,100.0,,,,0,2,,,,
21,1991,1991-09-15,3,27.148,SDG,,ATL,L 10-13,,0,0,,0,1,1,100.0,1,4,25.0,0,4,0,0,,0
22,1991,1991-09-22,4,27.155,SDG,@,DEN,L 19-27,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
23,1991,1991-09-29,5,27.162,SDG,,KAN,L 13-14,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
24,1991,1991-10-06,6,27.169,SDG,@,RAI,W 21-13,,0,0,,0,3,3,100.0,,,,0,3,,,,
25,1991,1991-10-13,7,27.176,SDG,@,RAM,L 24-30,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
26,1991,1991-10-20,8,27.183,SDG,,CLE,L 24-30,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
27,1991,1991-10-27,9,27.190,SDG,@,SEA,L 9-20,,0,0,,0,,,,3,4,75.0,0,9,0,0,,0
28,1991,1991-11-10,10,27.204,SDG,,SEA,W 17-14,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
29,1991,1991-11-17,11,27.211,SDG,,NOR,W 24-21,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
30,1991,1991-11-24,12,27.218,SDG,@,NYJ,L 3-24,,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
31,1991,1991-12-01,13,27.225,SDG,,RAI,L 7-9,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
32,1991,1991-12-08,14,27.232,SDG,@,KAN,L 17-20,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
33,1991,1991-12-15,15,27.239,SDG,,MIA,W 38-30,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
34,1991,1991-12-22,16,27.246,SDG,,DEN,L 14-17,,0,0,,0,2,2,100.0,,,,0,2,,,,
35,1992,1992-09-06,1,28.139,SDG,,KAN,L 10-24,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
36,1992,1992-09-13,2,28.146,SDG,@,DEN,L 13-21,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
37,1992,1992-09-20,3,28.153,SDG,,PIT,L 6-23,,0,0,,0,,,,2,3,66.7,0,6,0,0,,0
38,1992,1992-09-27,4,28.160,SDG,@,HOU,L 0-27,,,,,,,,,,,,,,,,,
39,1992,1992-10-04,5,28.167,SDG,,SEA,W 17-6,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
40,1992,1992-10-18,6,28.181,SDG,@,IND,W 34-14,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
41,1992,1992-10-25,7,28.188,SDG,,DEN,W 24-21,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
42,1992,1992-11-01,8,28.195,SDG,,IND,W 26-0,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
43,1992,1992-11-08,9,28.202,SDG,@,KAN,L 14-16,,0,0,,0,2,2,100.0,,,,0,2,,,,
44,1992,1992-11-15,10,28.209,SDG,@,CLE,W 14-13,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
45,1992,1992-11-22,11,28.216,SDG,,TAM,W 29-14,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
46,1992,1992-11-29,12,28.223,SDG,,RAI,W 27-3,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
47,1992,1992-12-06,13,28.230,SDG,@,PHO,W 27-21,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
48,1992,1992-12-13,14,28.237,SDG,,CIN,W 27-10,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
49,1992,1992-12-20,15,28.244,SDG,@,RAI,W 36-14,,0,0,,0,3,3,100.0,5,5,100.0,0,18,0,0,,0
50,1992,1992-12-27,16,28.251,SDG,@,SEA,W 31-14,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
51,1993,1993-09-05,1,29.138,SDG,,SEA,W 18-12,,0,0,,0,,,,6,6,100.0,0,18,0,0,,0
52,1993,1993-09-12,2,29.145,SDG,@,DEN,L 17-34,,0,0,,0,2,2,100.0,1,1,100.0,0,5,4,155,38.75,0
53,1993,1993-09-19,3,29.152,SDG,,HOU,W 18-17,,0,0,,0,,,,6,6,100.0,0,18,0,0,,0
54,1993,1993-10-03,4,29.166,SDG,@,SEA,L 14-31,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
55,1993,1993-10-10,5,29.173,SDG,@,PIT,L 3-16,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
56,1993,1993-10-17,6,29.180,SDG,,KAN,L 14-17,,0,0,,0,2,2,100.0,,2,0.0,0,2,0,0,,0
57,1993,1993-10-31,7,29.194,SDG,@,RAI,W 30-23,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
58,1993,1993-11-07,8,29.201,SDG,@,MIN,W 30-17,,0,0,,0,3,4,75.0,1,2,50.0,0,6,0,0,,0
59,1993,1993-11-14,9,29.208,SDG,,CHI,L 13-16,,0,0,,0,1,1,100.0,2,4,50.0,0,7,0,0,,0
60,1993,1993-11-21,10,29.215,SDG,,RAI,L 7-12,,0,0,,0,1,1,100.0,,,,0,1,,,,
61,1993,1993-11-29,11,29.223,SDG,@,IND,W 31-0,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
62,1993,1993-12-05,12,29.229,SDG,,DEN,W 13-10,,0,0,,0,1,1,100.0,2,4,50.0,0,7,0,0,,0
63,1993,1993-12-12,13,29.236,SDG,,GNB,L 13-20,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
64,1993,1993-12-19,14,29.243,SDG,@,KAN,L 24-28,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
65,1993,1993-12-27,15,29.251,SDG,,MIA,W 45-20,,0,0,,0,6,6,100.0,1,2,50.0,0,9,0,0,,0
66,1993,1994-01-02,16,29.257,SDG,@,TAM,W 32-17,,0,0,,0,2,3,66.7,4,4,100.0,0,14,0,0,,0
67,1994,1994-09-04,1,30.137,SDG,@,DEN,W 37-34,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
68,1994,1994-09-11,2,30.144,SDG,,CIN,W 27-10,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
69,1994,1994-09-18,3,30.151,SDG,@,SEA,W 24-10,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
70,1994,1994-09-25,4,30.158,SDG,@,RAI,W 26-24,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0,0,,0
71,1994,1994-10-09,5,30.172,SDG,,KAN,W 20-6,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
72,1994,1994-10-16,6,30.179,SDG,@,NOR,W 36-22,,0,0,,0,3,3,100.0,5,5,100.0,0,18,0,0,,0
73,1994,1994-10-23,7,30.186,SDG,,DEN,L 15-20,,0,0,,0,,,,5,5,100.0,0,15,0,0,,0
74,1994,1994-10-30,8,30.193,SDG,,SEA,W 35-15,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
75,1994,1994-11-06,9,30.200,SDG,@,ATL,L 9-10,,0,0,,0,,,,3,4,75.0,0,9,0,0,,0
76,1994,1994-11-13,10,30.207,SDG,@,KAN,W 14-13,,0,0,,0,2,2,100.0,,,,0,2,,,,
77,1994,1994-11-20,11,30.214,SDG,@,NWE,L 17-23,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
78,1994,1994-11-27,12,30.221,SDG,,RAM,W 31-17,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
79,1994,1994-12-05,13,30.229,SDG,,RAI,L 17-24,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
80,1994,1994-12-11,14,30.235,SDG,,SFO,L 15-38,,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
81,1994,1994-12-18,15,30.242,SDG,@,NYJ,W 21-6,,0,0,,0,3,3,100.0,,,,0,3,,,,
82,1994,1994-12-24,16,30.248,SDG,,PIT,W 37-34,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
83,1995,1995-09-03,1,31.136,SDG,@,OAK,L 7-17,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
84,1995,1995-09-10,2,31.143,SDG,,SEA,W 14-10,,0,0,,0,2,2,100.0,,,,0,2,,,,
85,1995,1995-09-17,3,31.150,SDG,@,PHI,W 27-21,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
86,1995,1995-09-24,4,31.157,SDG,,DEN,W 17-6,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
87,1995,1995-10-01,5,31.164,SDG,@,PIT,L 16-31,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
88,1995,1995-10-09,6,31.172,SDG,@,KAN,L 23-29,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
89,1995,1995-10-15,7,31.178,SDG,,DAL,L 9-23,,0,0,,0,1,1,100.0,,,,0,1,,,,
90,1995,1995-10-22,8,31.185,SDG,@,SEA,W 35-25,,0,0,,0,2,3,66.7,1,1,100.0,0,5,0,0,,0
91,1995,1995-11-05,9,31.199,SDG,,MIA,L 14-24,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
92,1995,1995-11-12,10,31.206,SDG,,KAN,L 7-22,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
93,1995,1995-11-19,11,31.213,SDG,@,DEN,L 27-30,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
94,1995,1995-11-27,12,31.221,SDG,,OAK,W 12-6,,0,0,,0,,,,4,5,80.0,0,12,0,0,,0
95,1995,1995-12-03,13,31.227,SDG,,CLE,W 31-13,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
96,1995,1995-12-09,14,31.233,SDG,,ARI,W 28-25,,0,0,,0,4,4,100.0,,,,0,4,,,,
97,1995,1995-12-17,15,31.241,SDG,@,IND,W 27-24,,0,0,,0,3,3,100.0,2,4,50.0,0,9,0,0,,0
98,1995,1995-12-23,16,31.247,SDG,@,NYG,W 27-17,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
99,1996,1996-09-01,1,32.134,SDG,,SEA,W 29-7,,0,0,,0,2,2,100.0,5,5,100.0,0,17,0,0,,0
100,1996,1996-09-08,2,32.141,SDG,,CIN,W 27-14,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
101,1996,1996-09-15,3,32.148,SDG,@,GNB,L 10-42,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
102,1996,1996-09-22,4,32.155,SDG,@,OAK,W 40-34,,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
103,1996,1996-09-29,5,32.162,SDG,,KAN,W 22-19,,0,0,,0,1,1,100.0,5,5,100.0,0,16,0,0,,0
104,1996,1996-10-06,6,32.169,SDG,@,DEN,L 17-28,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
105,1996,1996-10-21,7,32.184,SDG,,OAK,L 14-23,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
106,1996,1996-10-27,8,32.190,SDG,@,SEA,L 13-32,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
107,1996,1996-11-03,9,32.197,SDG,@,IND,W 26-19,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0,0,,0
108,1996,1996-11-11,10,32.205,SDG,,DET,W 27-21,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
109,1996,1996-11-17,11,32.211,SDG,,TAM,L 17-25,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
110,1996,1996-11-24,12,32.218,SDG,@,KAN,W 28-14,,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
111,1996,1996-12-01,13,32.225,SDG,,NWE,L 7-45,,0,0,,0,1,1,100.0,,,,0,1,,,,
112,1996,1996-12-08,14,32.232,SDG,@,PIT,L 3-16,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
113,1996,1996-12-14,15,32.238,SDG,@,CHI,L 14-27,,0,0,,0,2,2,100.0,,2,0.0,0,2,0,0,,0
114,1996,1996-12-22,16,32.246,SDG,,DEN,W 16-10,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
115,1997,1997-08-31,1,33.133,SDG,@,NWE,L 7-41,,0,0,,0,1,1,100.0,,,,0,1,,,,
116,1997,1997-09-07,2,33.140,SDG,@,NOR,W 20-6,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
117,1997,1997-09-14,3,33.147,SDG,,CAR,L 7-26,,0,0,,0,1,1,100.0,,,,0,1,,,,
118,1997,1997-09-21,4,33.154,SDG,@,SEA,L 22-26,,0,0,,0,1,1,100.0,5,5,100.0,0,16,0,0,,0
119,1998,1998-09-06,1,34.139,SDG,,BUF,W 16-14,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
120,1998,1998-09-13,2,34.146,SDG,@,TEN,W 13-7,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
121,1998,1998-09-20,3,34.153,SDG,@,KAN,L 7-23,,0,0,,0,1,1,100.0,,,,0,1,,,,
122,1998,1998-09-27,4,34.160,SDG,,NYG,L 16-34,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
123,1998,1998-10-04,5,34.167,SDG,@,IND,L 12-17,,0,0,,0,,,,2,3,66.7,0,6,0,0,,0
124,1998,1998-10-11,6,34.174,SDG,@,OAK,L 6-7,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
125,1998,1998-10-18,7,34.181,SDG,,PHI,W 13-10,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
126,1998,1998-10-25,8,34.188,SDG,,SEA,L 20-27,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
127,1998,1998-11-15,10,34.209,SDG,,BAL,W 14-13,,0,0,,0,2,2,100.0,,,,0,2,,,,
128,1998,1998-11-22,11,34.216,SDG,,KAN,W 38-37,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
129,1998,1998-11-29,12,34.223,SDG,,DEN,L 16-31,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
130,1998,1998-12-06,13,34.230,SDG,@,WAS,L 20-24,,0,0,,0,,,,4,5,80.0,0,12,0,0,,0
131,1998,1998-12-13,14,34.237,SDG,@,SEA,L 17-38,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
132,1998,1998-12-20,15,34.244,SDG,,OAK,L 10-17,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
133,1998,1998-12-27,16,34.251,SDG,@,ARI,L 13-16,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
134,1999,1999-09-19,1,35.152,SDG,@,CIN,W 34-7,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0,0,,0
135,1999,1999-09-26,2,35.159,SDG,,IND,L 19-27,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
136,1999,1999-10-03,3,35.166,SDG,,KAN,W 21-14,,0,0,,0,3,3,100.0,,,,0,3,,,,
137,1999,1999-10-10,4,35.173,SDG,@,DET,W 20-10,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
138,1999,1999-10-17,5,35.180,SDG,,SEA,W 13-10,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
139,1999,1999-10-24,6,35.187,SDG,,GNB,L 3-31,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
140,1999,1999-10-31,7,35.194,SDG,@,KAN,L 0-34,,,,,,,,,,,,,,,,,
141,1999,1999-11-07,8,35.201,SDG,,DEN,L 17-33,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
142,1999,1999-11-14,9,35.208,SDG,@,OAK,L 9-28,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
143,1999,1999-11-21,10,35.215,SDG,,CHI,L 20-23,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
144,1999,1999-11-28,11,35.222,SDG,@,MIN,L 27-35,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
145,1999,1999-12-05,12,35.229,SDG,,CLE,W 23-10,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
146,1999,1999-12-12,13,35.236,SDG,@,SEA,W 19-16,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
147,1999,1999-12-19,14,35.243,SDG,@,MIA,L 9-12,,0,0,,0,,,,3,4,75.0,0,9,0,0,,0
148,1999,1999-12-26,15,35.250,SDG,,OAK,W 23-20,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
149,1999,2000-01-02,16,35.257,SDG,@,DEN,W 12-6,,0,0,,0,,1,0.0,2,3,66.7,0,6,0,0,,0
150,2000,2000-09-03,1,36.136,SDG,@,OAK,L 6-9,,,,,,,,,,,,,,,,,
151,2000,2000-09-10,2,36.143,SDG,,NOR,L 27-28,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
152,2000,2000-09-17,3,36.150,SDG,@,KAN,L 10-42,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
153,2000,2000-09-24,4,36.157,SDG,,SEA,L 12-20,,0,0,,0,,,,4,4,100.0,0,12,0,0,,0
154,2000,2000-10-01,5,36.164,SDG,@,STL,L 31-57,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
155,2000,2000-10-08,6,36.171,SDG,,DEN,L 7-21,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
156,2000,2000-10-15,7,36.178,SDG,@,BUF,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
157,2000,2000-10-29,8,36.192,SDG,,OAK,L 13-15,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
158,2000,2000-11-05,9,36.199,SDG,@,SEA,L 15-17,,0,0,,0,,,,3,4,75.0,0,9,0,0,,0
159,2000,2000-11-12,10,36.206,SDG,,MIA,L 7-17,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
160,2000,2000-11-19,11,36.213,SDG,@,DEN,L 37-38,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
161,2000,2000-11-26,12,36.220,SDG,,KAN,W 17-16,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
162,2000,2000-12-03,13,36.227,SDG,,SFO,L 17-45,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
163,2000,2000-12-10,14,36.234,SDG,@,BAL,L 3-24,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
164,2000,2000-12-17,15,36.241,SDG,@,CAR,L 22-30,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
165,2000,2000-12-24,16,36.248,SDG,,PIT,L 21-34,,0,0,,0,3,3,100.0,,,,0,3,,,,
166,2001,2001-09-09,1,37.142,NOR,@,BUF,W 24-6,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
167,2001,2001-09-30,2,37.163,NOR,@,NYG,L 13-21,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
168,2001,2001-10-07,3,37.170,NOR,,MIN,W 28-15,,0,0,,0,1,1,100.0,5,5,100.0,0,16,0,0,,0
169,2001,2001-10-14,4,37.177,NOR,@,CAR,W 27-25,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
170,2001,2001-10-21,5,37.184,NOR,,ATL,L 13-20,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
171,2001,2001-10-28,6,37.191,NOR,@,STL,W 34-31,,0,0,,0,1,1,100.0,5,5,100.0,0,16,0,0,,0
172,2001,2001-11-04,7,37.198,NOR,,NYJ,L 9-16,,0,0,,0,1,1,100.0,,,,0,1,,,,
173,2001,2001-11-11,8,37.205,NOR,@,SFO,L 27-28,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
174,2001,2001-11-18,9,37.212,NOR,,IND,W 34-20,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
175,2001,2001-11-25,10,37.219,NOR,@,NWE,L 17-34,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
176,2001,2001-12-02,11,37.226,NOR,,CAR,W 27-23,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
177,2001,2001-12-09,12,37.233,NOR,@,ATL,W 28-10,,0,0,,0,4,4,100.0,,,,0,4,,,,
178,2001,2001-12-17,13,37.241,NOR,,STL,L 21-34,,1,-1,-1.00,0,3,3,100.0,,,,0,3,0,0,,0
179,2001,2001-12-23,14,37.247,NOR,@,TAM,L 21-48,,0,0,,0,3,3,100.0,,,,0,3,,,,
180,2001,2001-12-30,15,37.254,NOR,,WAS,L 10-40,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
181,2001,2002-01-06,16,37.261,NOR,,SFO,L 0-38,,,,,,,,,,,,,,,,,
182,2002,2002-09-08,1,38.141,NOR,@,TAM,W 26-20,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
183,2002,2002-09-15,2,38.148,NOR,,GNB,W 35-20,,0,0,,0,5,5,100.0,,1,0.0,0,5,0,0,,0
184,2002,2002-09-22,3,38.155,NOR,@,CHI,W 29-23,,0,0,,0,3,3,100.0,,,,0,3,,,,
185,2002,2002-09-29,4,38.162,NOR,@,DET,L 21-26,,0,0,,0,1,1,100.0,,,,0,1,,,,
186,2002,2002-10-06,5,38.169,NOR,,PIT,W 32-29,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0,0,,0
187,2002,2002-10-13,6,38.176,NOR,@,WAS,W 43-27,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
188,2002,2002-10-20,7,38.183,NOR,,SFO,W 35-27,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
189,2002,2002-10-27,8,38.190,NOR,,ATL,L 35-37,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
190,2002,2002-11-10,9,38.204,NOR,@,CAR,W 34-24,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
191,2002,2002-11-17,10,38.211,NOR,@,ATL,L 17-24,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
192,2002,2002-11-24,11,38.218,NOR,,CLE,L 15-24,,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
193,2002,2002-12-01,12,38.225,NOR,,TAM,W 23-20,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
194,2002,2002-12-08,13,38.232,NOR,@,BAL,W 37-25,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
195,2002,2002-12-15,14,38.239,NOR,,MIN,L 31-32,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
196,2002,2002-12-22,15,38.246,NOR,@,CIN,L 13-20,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
197,2002,2002-12-29,16,38.253,NOR,,CAR,L 6-10,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
198,2003,2003-09-07,1,39.140,NOR,@,SEA,L 10-27,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
199,2003,2003-09-14,2,39.147,NOR,,HOU,W 31-10,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
200,2003,2003-09-21,3,39.154,NOR,@,TEN,L 12-27,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
201,2003,2003-09-28,4,39.161,NOR,,IND,L 21-55,,1,3,3.00,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
202,2003,2003-10-05,5,39.168,NOR,@,CAR,L 13-19,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
203,2003,2003-10-12,6,39.175,NOR,,CHI,W 20-13,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
204,2003,2003-10-19,7,39.182,NOR,@,ATL,W 45-17,,0,0,,0,6,6,100.0,1,1,100.0,0,9,0,0,,0
205,2003,2003-10-26,8,39.189,NOR,,CAR,L 20-23,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
206,2003,2003-11-02,9,39.196,NOR,@,TAM,W 17-14,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
207,2003,2003-11-16,10,39.210,NOR,,ATL,W 23-20,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
