ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
11,1992,1992-11-22,11,22.244,CIN,,DET,L 13-19,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,12,12.00,0,0,0
12,1992,1992-11-29,12,22.251,CIN,,PIT,L 9-21,,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,2,5,2.50,0,0,0
13,1992,1992-12-06,13,22.258,CIN,@,CLE,L 21-37,,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,1,-1,-1.00,0,0,0
14,1992,1992-12-13,14,22.265,CIN,@,SDG,L 10-27,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1992,1992-12-20,15,22.272,CIN,,NWE,W 20-10,,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1992,1992-12-27,16,22.279,CIN,,IND,L 17-21,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,,
17,1993,1993-09-05,1,23.166,CIN,@,CLE,L 14-27,,2,1,5,5.00,1,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
18,1993,1993-09-12,2,23.173,CIN,,IND,L 6-9,,8,4,41,10.25,0,50.0%,5.13,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
19,1993,1993-09-19,3,23.180,CIN,@,PIT,L 7-34,,6,5,57,11.40,1,83.3%,9.50,0,0,,0,0,0,,0,0,0,,0,,,,1,9,9.00,0,1,6
20,1993,1993-09-26,4,23.187,CIN,,SEA,L 10-19,,12,5,81,16.20,1,41.7%,6.75,0,0,,0,0,0,,0,0,0,,0,,,,2,2,1.00,0,1,6
21,1993,1993-10-10,5,23.201,CIN,@,KAN,L 15-17,,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
22,1993,1993-10-17,6,23.208,CIN,,CLE,L 17-28,,14,6,67,11.17,1,42.9%,4.79,0,0,,0,0,0,,0,0,0,,0,,,,1,5,5.00,0,1,6
23,1993,1993-10-24,7,23.215,CIN,@,HOU,L 12-28,,8,7,127,18.14,0,87.5%,15.88,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
24,1993,1993-11-07,8,23.229,CIN,,PIT,L 16-24,,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
25,1993,1993-11-14,9,23.236,CIN,,HOU,L 3-38,,6,1,11,11.00,0,16.7%,1.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
26,1993,1993-11-21,10,23.243,CIN,@,NYJ,L 12-17,,5,2,39,19.50,0,40.0%,7.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
27,1993,1993-12-05,12,23.257,CIN,@,SFO,L 8-21,,12,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,,,0,0,,0,,
28,1993,1993-12-26,15,23.278,CIN,,ATL,W 21-17,,11,6,71,11.83,2,54.5%,6.45,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
29,1993,1994-01-02,16,23.285,CIN,@,NOR,L 13-20,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
30,1994,1994-09-04,1,24.165,CIN,,CLE,L 20-28,,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,1994,1994-09-11,2,24.172,CIN,@,SDG,L 10-27,,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,1994,1994-09-18,3,24.179,CIN,,NWE,L 28-31,,7,4,78,19.50,2,57.1%,11.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
33,1994,1994-09-25,4,24.186,CIN,@,HOU,L 13-20,,8,1,14,14.00,0,12.5%,1.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1994,1994-10-02,5,24.193,CIN,,MIA,L 7-23,,2,2,39,19.50,0,100.0%,19.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1994,1994-10-16,6,24.207,CIN,@,PIT,L 10-14,,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,1994,1994-10-30,8,24.221,CIN,,DAL,L 20-23,,12,4,40,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1994,1994-11-06,9,24.228,CIN,@,SEA,W 20-17,,5,4,90,22.50,0,80.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,1994,1994-11-13,10,24.235,CIN,,HOU,W 34-31,,15,11,188,17.09,3,73.3%,12.53,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,18
39,1994,1994-11-20,11,24.242,CIN,,IND,L 13-17,,8,6,103,17.17,0,75.0%,12.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,1994,1994-11-27,12,24.249,CIN,@,DEN,L 13-15,,13,6,132,22.00,1,46.2%,10.15,0,0,,0,0,0,,0,0,0,,,,,,2,5,2.50,0,1,6
41,1994,1994-12-04,13,24.256,CIN,,PIT,L 15-38,,10,4,105,26.25,1,40.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,1,16,16.00,0,1,6
42,1994,1994-12-11,14,24.263,CIN,@,NYG,L 20-27,,12,7,59,8.43,2,58.3%,4.92,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
43,1994,1994-12-18,15,24.270,CIN,@,ARI,L 7-28,,10,5,59,11.80,1,50.0%,5.90,0,0,,0,0,0,,0,0,0,,,,,,4,28,7.00,0,1,6
44,1994,1994-12-24,16,24.276,CIN,,PHI,W 33-30,,16,9,135,15.00,1,56.3%,8.44,0,0,,0,0,0,,0,0,0,,,,,,2,13,6.50,0,1,6
45,1995,1995-09-03,1,25.164,CIN,@,IND,W 24-21,,11,5,39,7.80,1,45.5%,3.55,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
46,1995,1995-09-10,2,25.171,CIN,,JAX,W 24-17,,10,5,102,20.40,1,50.0%,10.20,0,0,,0,0,0,,0,0,0,,,,,,1,-3,-3.00,0,1,6
47,1995,1995-09-17,3,25.178,CIN,@,SEA,L 21-24,,12,8,88,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,0,0,,,,,,2,3,1.50,0,1,6
48,1995,1995-09-24,4,25.185,CIN,,HOU,L 28-38,,11,7,77,11.00,1,63.6%,7.00,0,0,,0,0,0,,0,0,0,,,,,,2,-2,-1.00,0,1,6
49,1995,1995-10-01,5,25.192,CIN,,MIA,L 23-26,,13,9,117,13.00,3,69.2%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,18
50,1995,1995-10-08,6,25.199,CIN,@,TAM,L 16-19,,9,4,25,6.25,0,44.4%,2.78,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
51,1995,1995-10-19,7,25.210,CIN,@,PIT,W 27-9,,8,8,108,13.50,1,100.0%,13.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
52,1995,1995-10-29,8,25.220,CIN,,CLE,L 26-29,,11,3,16,5.33,2,27.3%,1.45,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
53,1995,1995-11-05,9,25.227,CIN,,OAK,L 17-20,,9,4,54,13.50,1,44.4%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
54,1995,1995-11-12,10,25.234,CIN,@,HOU,W 32-25,,11,7,108,15.43,2,63.6%,9.82,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
55,1995,1995-11-19,11,25.241,CIN,,PIT,L 31-49,,9,8,129,16.13,1,88.9%,14.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
56,1995,1995-11-26,12,25.248,CIN,@,JAX,W 17-13,,7,2,19,9.50,1,28.6%,2.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
57,1995,1995-12-03,13,25.255,CIN,@,GNB,L 10-24,,13,7,90,12.86,1,53.8%,6.92,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
58,1995,1995-12-10,14,25.262,CIN,,CHI,W 16-10,,14,11,99,9.00,0,78.6%,7.07,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,1995,1995-12-17,15,25.269,CIN,@,CLE,L 10-26,,9,5,90,18.00,0,55.6%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,1995,1995-12-24,16,25.276,CIN,,MIN,W 27-24,,11,6,73,12.17,1,54.5%,6.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
61,1996,1996-09-01,1,26.162,CIN,@,STL,L 16-26,,9,6,91,15.17,0,66.7%,10.11,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
62,1996,1996-09-08,2,26.169,CIN,@,SDG,L 14-27,,13,4,63,15.75,1,30.8%,4.85,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
63,1996,1996-09-15,3,26.176,CIN,,NOR,W 30-15,,17,8,89,11.13,0,47.1%,5.24,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
64,1996,1996-09-29,4,26.190,CIN,,DEN,L 10-14,,10,3,39,13.00,0,30.0%,3.90,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
65,1996,1996-10-06,5,26.197,CIN,,HOU,L 27-30,,10,6,48,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
66,1996,1996-10-13,6,26.204,CIN,@,PIT,L 10-20,,10,9,81,9.00,1,90.0%,8.10,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
67,1996,1996-10-20,7,26.211,CIN,@,SFO,L 21-28,,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
68,1996,1996-10-27,8,26.218,CIN,,JAX,W 28-21,,7,6,51,8.50,2,85.7%,7.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
69,1996,1996-11-03,9,26.225,CIN,@,BAL,W 24-21,,11,6,65,10.83,0,54.5%,5.91,0,0,,0,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,0,0,,0,0,0
70,1996,1996-11-10,10,26.232,CIN,,PIT,W 34-24,,18,12,103,8.58,0,66.7%,5.72,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
71,1996,1996-11-17,11,26.239,CIN,@,BUF,L 17-31,,8,5,62,12.40,0,62.5%,7.75,1,0,0.00,0,0,0,,0,0,0,,0,,,,1,2,2.00,0,0,0
72,1996,1996-11-24,12,26.246,CIN,,ATL,W 41-31,,17,11,176,16.00,3,64.7%,10.35,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,18
73,1996,1996-12-01,13,26.253,CIN,@,JAX,L 27-30,,9,7,109,15.57,3,77.8%,12.11,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,18
74,1996,1996-12-08,14,26.260,CIN,,BAL,W 21-14,,15,7,75,10.71,1,46.7%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
75,1996,1996-12-15,15,26.267,CIN,@,HOU,W 21-13,,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
76,1996,1996-12-22,16,26.274,CIN,,IND,W 31-24,,10,6,93,15.50,1,60.0%,9.30,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
77,1997,1997-08-31,1,27.161,CIN,,ARI,W 24-21,,11,8,79,9.88,1,72.7%,7.18,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
78,1997,1997-09-07,2,27.168,CIN,@,BAL,L 10-23,,13,8,99,12.38,1,61.5%,7.62,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
79,1997,1997-09-21,3,27.182,CIN,@,DEN,L 20-38,,11,8,125,15.63,0,72.7%,11.36,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
80,1997,1997-09-28,4,27.189,CIN,,NYJ,L 14-31,,5,2,64,32.00,1,40.0%,12.80,1,-6,-6.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
81,1997,1997-10-05,5,27.196,CIN,@,JAX,L 13-21,,6,3,53,17.67,0,50.0%,8.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1997,1997-10-12,6,27.203,CIN,@,TEN,L 7-30,,6,2,15,7.50,0,33.3%,2.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,1997,1997-10-19,7,27.210,CIN,,PIT,L 10-26,,12,4,81,20.25,0,33.3%,6.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
84,1997,1997-10-26,8,27.217,CIN,@,NYG,L 27-29,,5,1,13,13.00,0,20.0%,2.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,1997,1997-11-02,9,27.224,CIN,,SDG,W 38-31,,10,4,45,11.25,1,40.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
86,1997,1997-11-09,10,27.231,CIN,@,IND,W 28-13,,4,2,15,7.50,1,50.0%,3.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
87,1997,1997-11-16,11,27.238,CIN,@,PIT,L 3-20,,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,1997,1997-11-23,12,27.245,CIN,,JAX,W 31-26,,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
89,1998,1998-09-06,1,28.167,CIN,,TEN,L 14-23,,11,5,69,13.80,0,45.5%,6.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
90,1998,1998-09-13,2,28.174,CIN,@,DET,W 34-28,,16,9,75,8.33,0,56.3%,4.69,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
91,1998,1998-09-20,3,28.181,CIN,,GNB,L 6-13,,10,6,58,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
92,1998,1998-09-27,4,28.188,CIN,@,BAL,L 24-31,,10,7,120,17.14,2,70.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
93,1998,1998-10-11,5,28.202,CIN,,PIT,W 25-20,,14,13,204,15.69,1,92.9%,14.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
94,1998,1998-10-18,6,28.209,CIN,@,TEN,L 14-44,,3,2,51,25.50,0,66.7%,17.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
95,1998,1998-10-25,7,28.216,CIN,@,OAK,L 10-27,,7,2,22,11.00,0,28.6%,3.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
96,1998,1998-11-01,8,28.223,CIN,,DEN,L 26-33,,8,5,65,13.00,0,62.5%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
97,1998,1998-11-08,9,28.230,CIN,@,JAX,L 11-24,,13,3,30,10.00,0,23.1%,2.31,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
98,1998,1998-11-15,10,28.237,CIN,@,MIN,L 3-24,,3,1,8,8.00,0,33.3%,2.67,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
99,1998,1998-11-22,11,28.244,CIN,,BAL,L 13-20,,10,7,95,13.57,0,70.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
100,1998,1998-11-29,12,28.251,CIN,,JAX,L 17-34,,11,5,59,11.80,0,45.5%,5.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
101,1998,1998-12-06,13,28.258,CIN,,BUF,L 20-33,,14,8,97,12.13,1,57.1%,6.93,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
102,1998,1998-12-13,14,28.265,CIN,@,IND,L 26-39,,8,4,18,4.50,1,50.0%,2.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
103,1998,1998-12-20,15,28.272,CIN,@,PIT,W 25-24,,7,3,35,11.67,0,42.9%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
104,1998,1998-12-27,16,28.279,CIN,,TAM,L 0-35,,9,2,17,8.50,0,22.2%,1.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
105,1999,1999-09-12,1,29.173,CIN,@,TEN,L 35-36,,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
106,1999,1999-09-19,2,29.180,CIN,,SDG,L 7-34,,5,2,10,5.00,0,40.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
107,1999,1999-09-26,3,29.187,CIN,@,CAR,L 3-27,*,7,5,58,11.60,0,71.4%,8.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
108,1999,1999-10-03,4,29.194,CIN,,STL,L 10-38,*,7,2,30,15.00,0,28.6%,4.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
109,1999,1999-10-10,5,29.201,CIN,@,CLE,W 18-17,*,8,7,38,5.43,2,87.5%,4.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
110,1999,1999-10-17,6,29.208,CIN,,PIT,L 3-17,*,8,4,54,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
111,1999,1999-10-24,7,29.215,CIN,@,IND,L 10-31,*,8,3,46,15.33,0,37.5%,5.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
112,1999,1999-10-31,8,29.222,CIN,,JAX,L 10-41,*,4,2,31,15.50,0,50.0%,7.75,0,0,,0,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,0,0,,0,0,0
113,1999,1999-11-07,9,29.229,CIN,@,SEA,L 20-37,*,10,4,104,26.00,1,40.0%,10.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
114,1999,1999-11-14,10,29.236,CIN,,TEN,L 14-24,*,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
115,1999,1999-11-21,11,29.243,CIN,,BAL,L 31-34,*,5,2,54,27.00,1,40.0%,10.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
116,1999,1999-11-28,12,29.250,CIN,@,PIT,W 27-20,*,8,2,41,20.50,0,25.0%,5.13,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
117,1999,1999-12-05,13,29.257,CIN,,SFO,W 44-30,*,8,7,107,15.29,2,87.5%,13.38,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
118,1999,1999-12-12,14,29.264,CIN,,CLE,W 44-28,*,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
119,1999,1999-12-26,15,29.278,CIN,@,BAL,L 0-22,*,8,4,38,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
120,1999,2000-01-02,16,29.285,CIN,@,JAX,L 7-24,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
121,2000,2000-09-03,1,30.164,TEN,@,BUF,L 13-16,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
122,2000,2000-09-10,2,30.171,TEN,,KAN,W 17-14,*,8,3,43,14.33,0,37.5%,5.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
123,2000,2000-09-24,3,30.185,TEN,@,PIT,W 23-20,*,10,2,105,52.50,0,20.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
124,2000,2000-10-01,4,30.192,TEN,,NYG,W 28-14,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
125,2000,2000-10-30,8,30.221,TEN,@,WAS,W 27-21,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
126,2000,2000-11-05,9,30.227,TEN,,PIT,W 9-7,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
127,2000,2000-12-03,13,30.255,TEN,@,PHI,W 15-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
128,2000,2000-12-10,14,30.262,TEN,,CIN,W 35-3,,3,2,56,28.00,0,66.7%,18.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
129,2000,2000-12-25,16,30.277,TEN,,DAL,W 31-0,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
