ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
23,2007,2007-09-16,2,24.274,ARI,,SEA,W 23-20,*,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
24,2007,2007-09-23,3,24.281,ARI,@,BAL,L 23-26,*,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
25,2007,2007-09-30,4,24.288,ARI,,PIT,W 21-14,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
26,2007,2007-10-07,5,24.295,ARI,@,STL,W 34-31,*,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
27,2007,2007-10-14,6,24.302,ARI,,CAR,L 10-25,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
28,2007,2007-10-21,7,24.309,ARI,@,WAS,L 19-21,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
29,2007,2007-11-04,8,24.323,ARI,@,TAM,L 10-17,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
30,2007,2007-11-11,9,24.330,ARI,,DET,W 31-21,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
31,2007,2007-11-18,10,24.337,ARI,@,CIN,W 35-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,12,0.0,,,3,127,2
32,2007,2007-11-25,11,24.344,ARI,,SFO,L 31-37,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
33,2007,2007-12-02,12,24.351,ARI,,CLE,W 27-21,*,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
34,2007,2007-12-09,13,24.358,ARI,@,SEA,L 21-42,*,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
35,2007,2007-12-16,14,25.000,ARI,@,NOR,L 24-31,*,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
36,2007,2007-12-23,15,25.007,ARI,,ATL,W 30-27,*,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,
37,2007,2007-12-30,16,25.014,ARI,,STL,W 48-19,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,,,2,104,1
38,2008,2008-09-07,1,25.266,ARI,@,SFO,W 23-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
39,2008,2008-09-14,2,25.273,ARI,,MIA,W 31-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
40,2008,2008-09-21,3,25.280,ARI,@,WAS,L 17-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
41,2008,2008-09-28,4,25.287,ARI,@,NYJ,L 35-56,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
42,2008,2008-10-05,5,25.294,ARI,,BUF,W 41-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
43,2008,2008-10-12,6,25.301,ARI,,DAL,W 30-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,2,0,0,0
44,2008,2008-10-26,7,25.315,ARI,@,CAR,L 23-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
45,2008,2008-11-02,8,25.322,ARI,@,STL,W 34-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,4,0,1,40,1
46,2008,2008-11-10,9,25.330,ARI,,SFO,W 29-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
47,2008,2008-11-16,10,25.336,ARI,@,SEA,W 26-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
48,2008,2008-11-23,11,25.343,ARI,,NYG,L 29-37,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
49,2008,2008-11-27,12,25.347,ARI,@,PHI,L 20-48,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,8,0,0,0,0
50,2008,2008-12-07,13,25.357,ARI,,STL,W 34-10,*,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
51,2008,2008-12-14,14,25.364,ARI,,MIN,L 14-35,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,3,0,0,0
52,2008,2008-12-21,15,26.005,ARI,@,NWE,L 7-47,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,10,0,0,0,0
53,2008,2008-12-28,16,26.012,ARI,,SEA,W 34-21,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
54,2009,2009-09-13,1,26.271,ARI,,SFO,L 16-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,5,55,11.00,0,0,0,1.0,1,0,0,0,0
55,2009,2009-09-20,2,26.278,ARI,@,JAX,W 31-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.5,3,1,0,0,0
56,2009,2009-09-27,3,26.285,ARI,,IND,L 10-31,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,0,1,28,0
57,2009,2009-10-11,4,26.299,ARI,,HOU,W 28-21,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,1,0,0,0
58,2009,2009-10-18,5,26.306,ARI,@,SEA,W 27-3,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,29,0
59,2009,2009-10-25,6,26.313,ARI,@,NYG,W 24-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,2,1,1,0
60,2009,2009-11-01,7,26.320,ARI,,CAR,L 21-34,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
61,2009,2009-11-08,8,26.327,ARI,@,CHI,W 41-21,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
62,2009,2009-11-15,9,26.334,ARI,,SEA,W 31-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,9,0,1,13,0
63,2009,2009-11-22,10,26.341,ARI,@,STL,W 21-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
64,2009,2009-11-29,11,26.348,ARI,@,TEN,L 17-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
65,2009,2009-12-06,12,26.355,ARI,,MIN,W 30-17,*,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
66,2009,2009-12-14,13,26.363,ARI,@,SFO,L 9-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
67,2009,2009-12-20,14,27.004,ARI,@,DET,W 31-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
68,2009,2009-12-27,15,27.011,ARI,,STL,W 31-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
69,2010,2010-09-12,1,27.270,NYG,,CAR,W 31-18,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,1,0,0,0
70,2010,2010-09-19,2,27.277,NYG,@,IND,L 14-38,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,1,0,0,0
71,2010,2010-09-26,3,27.284,NYG,,TEN,L 10-29,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
72,2010,2010-10-03,4,27.291,NYG,,CHI,W 17-3,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
73,2010,2010-10-10,5,27.298,NYG,@,HOU,W 34-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
74,2010,2010-10-17,6,27.305,NYG,,DET,W 28-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,1,36,0
75,2010,2010-10-25,7,27.313,NYG,@,DAL,W 41-35,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
76,2010,2010-11-07,8,27.326,NYG,@,SEA,W 41-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
77,2010,2010-11-14,9,27.333,NYG,,DAL,L 20-33,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
78,2010,2010-11-21,10,27.340,NYG,@,PHI,L 17-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
79,2010,2010-11-28,11,27.347,NYG,,JAX,W 24-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.5,6,1,0,0,0
80,2010,2010-12-05,12,27.354,NYG,,WAS,W 31-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
81,2010,2010-12-13,13,27.362,NYG,@,MIN,W 21-3,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
82,2010,2010-12-19,14,28.003,NYG,,PHI,L 31-38,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
83,2010,2010-12-26,15,28.010,NYG,@,GNB,L 17-45,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,0,0,0,0
84,2010,2011-01-02,16,28.017,NYG,@,WAS,W 17-14,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
85,2011,2011-09-11,1,28.269,NYG,@,WAS,L 14-28,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
86,2011,2011-09-19,2,28.277,NYG,,STL,W 28-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,8,1,0,0,0
87,2011,2011-09-25,3,28.283,NYG,@,PHI,W 29-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
88,2011,2011-10-02,4,28.290,NYG,@,ARI,W 31-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,0,1,0,0
89,2011,2011-10-09,5,28.297,NYG,,SEA,L 25-36,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,2,0,0,0
90,2011,2011-10-16,6,28.304,NYG,,BUF,W 27-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,2,0,0,0
91,2011,2011-10-30,7,28.318,NYG,,MIA,W 20-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
92,2011,2011-11-06,8,28.325,NYG,@,NWE,W 24-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
93,2011,2011-11-13,9,28.332,NYG,@,SFO,L 20-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
94,2011,2011-11-20,10,28.339,NYG,,PHI,L 10-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
95,2011,2011-11-28,11,28.347,NYG,@,NOR,L 24-49,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
96,2011,2011-12-04,12,28.353,NYG,,GNB,L 35-38,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
97,2011,2011-12-11,13,28.360,NYG,@,DAL,W 37-34,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
98,2011,2011-12-18,14,29.002,NYG,,WAS,L 10-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
99,2011,2011-12-24,15,29.008,NYG,@,NYJ,W 29-14,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,4,2.00,0,0,0,0.0,7,0,0,0,0
100,2011,2012-01-01,16,29.016,NYG,,DAL,W 31-14,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,3,1,-1,0
101,2012,2012-09-05,1,29.264,NYG,,DAL,L 17-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,9,0,0,0,0
102,2012,2012-09-16,2,29.275,NYG,,TAM,W 41-34,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,2,0,0,0
103,2012,2012-09-20,3,29.279,NYG,@,CAR,W 36-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,0,0,0,0
104,2012,2012-09-30,4,29.289,NYG,@,PHI,L 17-19,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
105,2012,2012-10-07,5,29.296,NYG,,CLE,W 41-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
106,2012,2012-10-14,6,29.303,NYG,@,SFO,W 26-3,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,0,2,42,0
107,2012,2012-10-21,7,29.310,NYG,,WAS,W 27-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
108,2012,2012-10-28,8,29.317,NYG,@,DAL,W 29-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
109,2012,2012-11-04,9,29.324,NYG,,PIT,L 20-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,3,0,0,0
110,2012,2012-11-11,10,29.331,NYG,@,CIN,L 13-31,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,4,0,0,0
111,2012,2012-11-25,11,29.345,NYG,,GNB,W 38-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
112,2012,2012-12-03,12,29.353,NYG,@,WAS,L 16-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,5,0,0,0
113,2012,2012-12-09,13,29.359,NYG,,NOR,W 52-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
114,2012,2012-12-16,14,30.000,NYG,@,ATL,L 0-34,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
115,2012,2012-12-23,15,30.007,NYG,@,BAL,L 14-33,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,8,2,0,0,0
116,2012,2012-12-30,16,30.014,NYG,,PHI,W 42-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
117,2013,2013-09-08,1,30.266,NYG,@,DAL,L 31-36,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
118,2013,2013-09-15,2,30.273,NYG,,DEN,L 23-41,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,3,0,0,0
119,2013,2013-09-22,3,30.280,NYG,@,CAR,L 0-38,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
120,2013,2013-09-29,4,30.287,NYG,@,KAN,L 7-31,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,0,1,0,0
121,2013,2013-10-06,5,30.294,NYG,,PHI,L 21-36,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
122,2013,2013-10-10,6,30.298,NYG,@,CHI,L 21-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,1,0,0,0
123,2013,2013-10-21,7,30.309,NYG,,MIN,W 23-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,1,25,0
124,2013,2013-10-27,8,30.315,NYG,@,PHI,W 15-7,*,0,0,,0,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,1.0,4,1,1,1,0
125,2013,2013-11-10,9,30.329,NYG,,OAK,W 24-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,1.0,10,2,0,0,0
126,2013,2013-11-17,10,30.336,NYG,,GNB,W 27-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,1,1,0
127,2013,2013-11-24,11,30.343,NYG,,DAL,L 21-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,0,1,-4,0
128,2013,2013-12-01,12,30.350,NYG,@,WAS,W 24-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,3,0,0,0
129,2013,2013-12-08,13,30.357,NYG,@,SDG,L 14-37,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,8,2,0,0,0
130,2013,2013-12-15,14,30.364,NYG,,SEA,L 0-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,1,0,0
131,2013,2013-12-22,15,31.006,NYG,@,DET,W 23-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
132,2013,2013-12-29,16,31.013,NYG,,WAS,W 20-6,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
133,2014,2014-09-08,1,31.266,NYG,@,DET,L 14-35,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
134,2014,2014-09-14,2,31.272,NYG,,ARI,L 14-25,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,5,0,0,0
135,2014,2014-09-21,3,31.279,NYG,,HOU,W 30-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,1,1,25,0
136,2014,2014-09-25,4,31.283,NYG,@,WAS,W 45-14,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,1,1,39,0
137,2014,2014-10-05,5,31.293,NYG,,ATL,W 30-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,8,3,0,0,0
138,2014,2014-10-12,6,31.300,NYG,@,PHI,L 0-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,1,7,0
139,2014,2014-10-19,7,31.307,NYG,@,DAL,L 21-31,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
140,2014,2014-11-03,8,31.322,NYG,,IND,L 24-40,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
141,2014,2014-11-09,9,31.328,NYG,@,SEA,L 17-38,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
142,2014,2014-11-16,10,31.335,NYG,,SFO,L 10-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
143,2014,2014-11-23,11,31.342,NYG,,DAL,L 28-31,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
144,2014,2014-11-30,12,31.349,NYG,@,JAX,L 24-25,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
145,2014,2014-12-07,13,31.356,NYG,@,TEN,W 36-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
146,2014,2014-12-14,14,31.363,NYG,,WAS,W 24-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
147,2014,2014-12-21,15,32.005,NYG,@,STL,W 37-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
148,2014,2014-12-28,16,32.012,NYG,,PHI,L 26-34,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,8,0,0,0,0
149,2015,2015-09-13,1,32.271,CHI,,GNB,L 23-31,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
150,2015,2015-09-20,2,32.278,CHI,,ARI,L 23-48,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
151,2015,2015-09-27,3,32.285,CHI,@,SEA,L 0-26,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,3,0,0,0
152,2015,2015-10-04,4,32.292,CHI,,OAK,W 22-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
153,2015,2015-11-01,7,32.320,CHI,,MIN,L 20-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
154,2015,2015-11-09,8,32.328,CHI,@,SDG,W 22-19,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
155,2015,2015-11-15,9,32.334,CHI,@,STL,W 37-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
