ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
36,2010,2010-10-24,6,25.010,SEA,,ARI,W 22-10,,9,41,4.56,0,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2010,2010-10-31,7,25.017,SEA,@,OAK,L 3-33,,5,11,2.20,0,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2010,2010-11-07,8,25.024,SEA,,NYG,L 7-41,,1,-1,-1.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2010,2010-11-14,9,25.031,SEA,@,ARI,W 36-18,,9,64,7.11,1,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,,1,6,0.0,0,0
40,2010,2010-11-21,10,25.038,SEA,@,NOR,L 19-34,,8,10,1.25,0,6,5,33,6.60,0,83.3%,5.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2010,2010-11-28,11,25.045,SEA,,KAN,L 24-42,,3,2,0.67,0,1,1,8,8.00,0,100.0%,8.00,1,8,8.00,0,0,0,,0,,0,0,0.0,0,0
42,2010,2010-12-05,12,25.052,SEA,,CAR,W 31-14,,6,60,10.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2010,2010-12-12,13,25.059,SEA,@,SFO,L 21-40,,3,5,1.67,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
44,2010,2010-12-19,14,25.066,SEA,,ATL,L 18-34,,2,9,4.50,0,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2010,2010-12-26,15,25.073,SEA,@,TAM,L 15-38,,8,12,1.50,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2010,2011-01-02,16,25.080,SEA,,STL,W 16-6,*,3,28,9.33,0,6,3,22,7.33,0,50.0%,3.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2011,2011-09-11,1,25.332,SEA,@,SFO,L 17-33,,3,3,1.00,0,5,3,8,2.67,0,60.0%,1.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2011,2011-09-18,2,25.339,SEA,@,PIT,L 0-24,,3,10,3.33,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2011,2011-09-25,3,25.346,SEA,,ARI,W 13-10,,1,0,0.00,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2011,2011-10-02,4,25.353,SEA,,ATL,L 28-30,,3,11,3.67,0,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2011,2011-10-09,5,25.360,SEA,@,NYG,W 36-25,,4,9,2.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
52,2011,2011-10-23,6,26.009,SEA,@,CLE,L 3-6,,8,23,2.88,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2011,2011-10-30,7,26.016,SEA,,CIN,L 12-34,,0,0,,0,1,1,13,13.00,0,100.0%,13.00,1,11,11.00,0,0,0,,0,,0,0,0.0,0,0
54,2011,2011-11-06,8,26.023,SEA,@,DAL,L 13-23,,2,8,4.00,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2011,2011-11-13,9,26.030,SEA,,BAL,W 22-17,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2011,2011-11-20,10,26.037,SEA,@,STL,W 24-7,,4,31,7.75,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
57,2011,2011-11-27,11,26.044,SEA,,WAS,L 17-23,,1,1,1.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2011,2011-12-01,12,26.048,SEA,,PHI,W 31-14,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2011,2011-12-12,13,26.059,SEA,,STL,W 30-13,,1,8,8.00,0,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2011,2011-12-18,14,26.065,SEA,@,CHI,W 38-14,,6,12,2.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2011,2011-12-24,15,26.071,SEA,,SFO,L 17-19,,1,5,5.00,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
62,2011,2012-01-01,16,26.079,SEA,@,ARI,L 20-23,,6,16,2.67,0,3,3,-4,-1.33,0,100.0%,-1.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2012,2012-09-09,1,26.331,HOU,,MIA,W 30-10,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,
64,2012,2012-09-16,2,26.338,HOU,@,JAX,W 27-7,,6,35,5.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
65,2012,2012-09-23,3,26.345,HOU,@,DEN,W 31-25,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
66,2012,2012-09-30,4,26.352,HOU,,TEN,W 38-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
67,2012,2012-10-08,5,26.360,HOU,@,NYJ,W 23-17,,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
68,2012,2012-10-14,6,27.000,HOU,,GNB,L 24-42,,7,47,6.71,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
69,2012,2012-10-21,7,27.007,HOU,,BAL,W 43-13,,6,32,5.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2012,2012-11-04,8,27.021,HOU,,BUF,W 21-9,,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
71,2012,2012-11-11,9,27.028,HOU,@,CHI,W 13-6,,4,27,6.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
72,2012,2012-11-18,10,27.035,HOU,,JAX,W 43-37,,7,59,8.43,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
73,2012,2012-11-22,11,27.039,HOU,@,DET,W 34-31,,5,87,17.40,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
74,2012,2012-12-02,12,27.049,HOU,@,TEN,W 24-10,,14,63,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
75,2012,2012-12-10,13,27.057,HOU,@,NWE,L 14-42,,3,7,2.33,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2012,2012-12-16,14,27.063,HOU,,IND,W 29-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2012,2012-12-23,15,27.070,HOU,,MIN,L 6-23,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2012,2012-12-30,16,27.077,HOU,@,IND,L 16-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
79,2013,2013-09-08,1,27.329,JAX,,KAN,L 2-28,,1,7,7.00,0,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2013,2013-09-15,2,27.336,JAX,@,OAK,L 9-19,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
81,2013,2013-09-22,3,27.343,JAX,@,SEA,L 17-45,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,
82,2013,2013-09-29,4,27.350,JAX,,IND,L 3-37,,1,3,3.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
83,2013,2013-10-06,5,27.357,JAX,@,STL,L 20-34,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
84,2013,2013-10-13,6,27.364,JAX,@,DEN,L 19-35,,1,0,0.00,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
85,2013,2013-10-20,7,28.006,JAX,,SDG,L 6-24,,2,19,9.50,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
86,2013,2013-10-27,8,28.013,JAX,,SFO,L 10-42,,0,0,,0,3,3,6,2.00,0,100.0%,2.00,1,21,21.00,0,0,0,,0,,0,0,0.0,0,0
87,2013,2013-11-24,11,28.041,JAX,@,HOU,W 13-6,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2014,2014-09-07,1,28.328,BAL,,CIN,L 16-23,,11,70,6.36,1,6,5,14,2.80,0,83.3%,2.33,0,0,,0,0,0,,0,,1,6,0.0,0,0
89,2014,2014-09-11,2,28.332,BAL,,PIT,W 26-6,,8,56,7.00,0,4,4,16,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2014,2014-09-21,3,28.342,BAL,@,CLE,W 23-21,*,11,63,5.73,0,5,4,2,0.50,0,80.0%,0.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
91,2014,2014-09-28,4,28.349,BAL,,CAR,W 38-10,*,14,66,4.71,1,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,,1,6,0.0,0,0
92,2014,2014-10-05,5,28.356,BAL,@,IND,L 13-20,*,6,42,7.00,1,8,7,55,7.86,0,87.5%,6.88,0,0,,0,0,0,,0,,1,6,0.0,0,0
93,2014,2014-10-12,6,28.363,BAL,@,TAM,W 48-17,*,14,111,7.93,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
94,2014,2014-10-19,7,29.005,BAL,,ATL,W 29-7,*,23,95,4.13,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
95,2014,2014-10-26,8,29.012,BAL,@,CIN,L 24-27,*,17,68,4.00,0,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,1,0,2,0.0,1,0
96,2014,2014-11-02,9,29.019,BAL,@,PIT,L 23-43,*,9,38,4.22,0,8,5,67,13.40,0,62.5%,8.38,0,0,,0,0,0,,0,,0,0,0.0,1,0
97,2014,2014-11-09,10,29.026,BAL,,TEN,W 21-7,*,20,112,5.60,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,2,12,0.0,0,0
98,2014,2014-11-24,11,29.041,BAL,@,NOR,W 34-27,*,22,182,8.27,2,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,2,12,0.0,0,0
99,2014,2014-11-30,12,29.047,BAL,,SDG,L 33-34,*,24,106,4.42,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2014,2014-12-07,13,29.054,BAL,@,MIA,W 28-13,*,13,71,5.46,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
101,2014,2014-12-14,14,29.061,BAL,,JAX,W 20-12,*,16,48,3.00,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
102,2014,2014-12-21,15,29.068,BAL,@,HOU,L 13-25,*,10,19,1.90,0,4,4,13,3.25,0,100.0%,3.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
103,2014,2014-12-28,16,29.075,BAL,,CLE,W 20-10,*,17,119,7.00,0,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
104,2015,2015-09-13,1,29.334,BAL,@,DEN,L 13-19,*,14,43,3.07,0,7,4,13,3.25,0,57.1%,1.86,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2015,2015-09-20,2,29.341,BAL,@,OAK,L 33-37,*,15,68,4.53,0,4,4,12,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
106,2015,2015-09-27,3,29.348,BAL,,CIN,L 24-28,*,10,13,1.30,0,7,4,16,4.00,0,57.1%,2.29,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2015,2015-10-01,4,29.352,BAL,@,PIT,W 23-20,*,27,150,5.56,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
108,2015,2015-10-11,5,29.362,BAL,,CLE,L 30-33,*,21,121,5.76,1,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,,1,6,0.0,0,0
109,2015,2015-10-18,6,30.004,BAL,@,SFO,L 20-25,*,17,62,3.65,0,8,7,39,5.57,0,87.5%,4.88,0,0,,0,0,0,,0,,0,0,0.0,0,0
110,2015,2015-10-26,7,30.012,BAL,@,ARI,L 18-26,*,12,36,3.00,1,4,3,8,2.67,0,75.0%,2.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
111,2015,2015-11-01,8,30.018,BAL,,SDG,W 29-26,*,17,69,4.06,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
112,2015,2015-11-15,9,30.032,BAL,,JAX,L 20-22,*,14,53,3.79,0,4,4,11,2.75,0,100.0%,2.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
113,2015,2015-11-22,10,30.039,BAL,,STL,W 16-13,*,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
114,2016,2016-09-11,1,30.333,BAL,,BUF,W 13-7,*,10,41,4.10,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
115,2016,2016-09-18,2,30.340,BAL,@,CLE,W 25-20,*,14,37,2.64,0,5,3,9,3.00,0,60.0%,1.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
116,2016,2016-09-25,3,30.347,BAL,@,JAX,W 19-17,*,7,20,2.86,0,7,6,12,2.00,0,85.7%,1.71,0,0,,0,0,0,,0,,0,0,0.0,0,0
117,2016,2016-10-16,6,31.002,DET,,LAR,W 31-28,,5,5,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2016,2016-10-23,7,31.009,DET,,WAS,W 20-17,,8,33,4.13,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
119,2016,2016-12-11,13,31.058,DEN,@,TEN,L 10-13,,6,17,2.83,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
120,2016,2016-12-18,14,31.065,DEN,,NWE,L 3-16,*,10,37,3.70,0,5,4,16,4.00,0,80.0%,3.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
121,2016,2016-12-25,15,31.072,DEN,@,KAN,L 10-33,*,5,11,2.20,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
122,2016,2017-01-01,16,31.079,DEN,,OAK,W 24-6,*,22,90,4.09,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
