ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
15,2015,2015-11-08,8,24.229,NYJ,,JAX,W 28-23,,0,0,0,,0,0.0%,,0.5,2,1,2,8,0
16,2015,2015-11-12,9,24.233,NYJ,,BUF,L 17-22,*,0,0,0,,0,0.0%,,0.0,2,1,0,0,0
17,2015,2015-11-22,10,24.243,NYJ,@,HOU,L 17-24,,0,0,0,,0,0.0%,,1.0,1,0,0,0,0
18,2015,2015-11-29,11,24.250,NYJ,,MIA,W 38-20,*,0,0,0,,0,0.0%,,0.0,0,0,1,21,0
19,2015,2015-12-19,14,24.270,NYJ,@,DAL,W 19-16,,0,0,0,,0,0.0%,,0.0,1,0,1,-2,0
20,2015,2015-12-27,15,24.278,NYJ,,NWE,W 26-20,,0,0,0,,0,0.0%,,0.0,2,0,0,0,0
21,2015,2016-01-03,16,24.285,NYJ,@,BUF,L 17-22,,0,0,0,,0,0.0%,,0.0,1,2,0,0,0
22,2016,2016-09-11,1,25.171,NYJ,,CIN,L 22-23,,0,0,0,,0,0.0%,,0.0,3,1,1,14,0
23,2016,2016-09-15,2,25.175,NYJ,@,BUF,W 37-31,*,0,0,0,,0,0.0%,,0.0,3,1,1,0,0
24,2016,2016-09-25,3,25.185,NYJ,@,KAN,L 3-24,,0,0,0,,0,0.0%,,0.0,3,0,0,0,0
25,2016,2016-10-02,4,25.192,NYJ,,SEA,L 17-27,,0,0,0,,0,0.0%,,0.0,3,0,0,0,0
26,2016,2016-10-09,5,25.199,NYJ,@,PIT,L 13-31,*,0,0,0,,0,0.0%,,0.0,6,1,0,0,0
27,2016,2016-10-17,6,25.207,NYJ,@,ARI,L 3-28,,0,0,0,,0,0.0%,,0.0,3,0,0,0,0
28,2016,2016-10-23,7,25.213,NYJ,,BAL,W 24-16,*,0,0,0,,0,0.0%,,0.0,3,0,0,0,0
29,2016,2016-10-30,8,25.220,NYJ,@,CLE,W 31-28,*,0,0,0,,0,0.0%,,0.0,2,0,0,0,0
30,2016,2016-11-06,9,25.227,NYJ,@,MIA,L 23-27,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
31,2016,2016-12-11,13,25.262,NYJ,@,SFO,W 23-17,,0,0,0,,0,0.0%,,1.0,2,0,0,0,0
32,2016,2016-12-17,14,25.268,NYJ,,MIA,L 13-34,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
33,2016,2016-12-24,15,25.275,NYJ,@,NWE,L 3-41,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
34,2016,2017-01-01,16,25.283,NYJ,,BUF,W 30-10,,0,0,0,,0,0.0%,,0.0,1,0,0,0,0
35,2017,2017-09-10,1,26.170,NYJ,@,BUF,L 12-21,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
36,2017,2017-09-17,2,26.177,NYJ,@,OAK,L 20-45,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
37,2017,2017-09-24,3,26.184,NYJ,,MIA,W 20-6,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
38,2017,2017-10-01,4,26.191,NYJ,,JAX,W 23-20,,1,1,31,31.00,0,100.0%,31.00,0.0,0,0,0,0,0
39,2017,2017-10-08,5,26.198,NYJ,@,CLE,W 17-14,,0,0,0,,0,0.0%,,0.0,4,0,0,0,0
40,2017,2017-10-15,6,26.205,HOU,,CLE,W 33-17,,0,0,0,,0,0.0%,,0.0,3,0,0,0,0
41,2017,2017-10-29,7,26.219,HOU,@,SEA,L 38-41,,0,0,0,,0,0.0%,,0.0,4,0,1,2,0
42,2017,2017-11-05,8,26.226,HOU,,IND,L 14-20,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
43,2017,2017-11-12,9,26.233,HOU,@,LAR,L 7-33,,0,0,0,,0,0.0%,,0.0,2,0,0,0,0
44,2017,2017-11-19,10,26.240,HOU,,ARI,W 31-21,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
45,2017,2017-11-27,11,26.248,HOU,@,BAL,L 16-23,,0,0,0,,0,0.0%,,0.0,1,0,0,0,0
46,2017,2017-12-03,12,26.254,HOU,@,TEN,L 13-24,,0,0,0,,0,0.0%,,0.0,2,0,0,0,0
47,2017,2017-12-10,13,26.261,HOU,,SFO,L 16-26,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
48,2017,2017-12-17,14,26.268,HOU,@,JAX,L 7-45,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
49,2017,2017-12-31,16,26.282,HOU,@,IND,L 13-22,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0
50,2018,2018-09-16,2,27.176,TAM,,PHI,W 27-21,,0,0,0,,0,0.0%,,0.0,2,0,0,0,0
