ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
45,1995,1995-12-17,15,23.103,WAS,@,STL,W 35-23,,1,6,1,51,1
46,1995,1995-12-24,16,23.110,WAS,,CAR,W 20-17,,,,,,
47,1996,1996-09-01,1,23.362,WAS,,PHI,L 14-17,,,,,,
48,1996,1996-09-08,2,24.003,WAS,,CHI,W 10-3,,,,,,
49,1996,1996-09-15,3,24.010,WAS,@,NYG,W 31-10,,0,0,2,0,0
50,1996,1996-09-22,4,24.017,WAS,@,STL,W 17-10,,0,0,1,0,0
51,1996,1996-09-29,5,24.024,WAS,,NYJ,W 31-16,,0,0,1,0,0
52,1996,1996-10-13,6,24.038,WAS,@,NWE,W 27-22,,,,,,
53,1996,1996-10-20,7,24.045,WAS,,NYG,W 31-21,,,,,,
54,1996,1996-10-27,8,24.052,WAS,,IND,W 31-16,,,,,,
55,1996,1996-11-03,9,24.059,WAS,@,BUF,L 13-38,,,,,,
56,1996,1996-11-10,10,24.066,WAS,,ARI,L 34-37,,,,,,
57,1996,1996-11-17,11,24.073,WAS,@,PHI,W 26-21,,,,,,
58,1996,1996-11-24,12,24.080,WAS,,SFO,L 16-19,,,,,,
59,1996,1996-11-28,13,24.084,WAS,@,DAL,L 10-21,,,,,,
60,1996,1996-12-08,14,24.094,WAS,@,TAM,L 10-24,,,,,,
61,1996,1996-12-15,15,24.101,WAS,@,ARI,L 26-27,,0,0,1,24,0
62,1996,1996-12-22,16,24.108,WAS,,DAL,W 37-10,,,,,,
63,1997,1997-09-01,1,24.361,CHI,@,GNB,L 24-38,,,,,,
64,1997,1997-09-07,2,25.002,CHI,,MIN,L 24-27,,,,,,
65,1997,1997-09-14,3,25.009,CHI,,DET,L 7-32,,,,,,
66,1997,1997-09-21,4,25.016,CHI,@,NWE,L 3-31,,,,,,
67,1997,1997-09-28,5,25.023,CHI,@,DAL,L 3-27,,0,0,1,0,0
68,1997,1997-10-05,6,25.030,CHI,,NOR,L 17-20,,,,,,
69,1997,1997-10-12,7,25.037,CHI,,GNB,L 23-24,,,,,,
70,1997,1997-10-27,8,25.052,CHI,@,MIA,W 36-33,,,,,,
71,1997,1997-11-02,9,25.058,CHI,,WAS,L 8-31,,,,,,
72,1997,1997-11-09,10,25.065,CHI,@,MIN,L 22-29,,,,,,
73,1997,1997-11-16,11,25.072,CHI,,NYJ,L 15-23,,,,,,
74,1997,1997-11-23,12,25.079,CHI,,TAM,W 13-7,,,,,,
75,1997,1997-11-27,13,25.083,CHI,@,DET,L 20-55,,0,0,1,12,0
76,1997,1997-12-07,14,25.093,CHI,,BUF,W 20-3,,,,,,
77,1997,1997-12-14,15,25.100,CHI,@,STL,W 13-10,,0,0,1,0,0
78,1997,1997-12-21,16,25.107,CHI,@,TAM,L 15-31,,,,,,
79,1998,1998-09-06,1,26.001,CHI,,JAX,L 23-24,,0,0,1,19,0
80,1998,1998-09-13,2,26.008,CHI,@,PIT,L 12-17,,0,0,1,1,0
81,1999,1999-09-12,1,27.007,CHI,,KAN,W 20-17,*,,,,,
82,1999,1999-09-19,2,27.014,CHI,,SEA,L 13-14,*,,,,,
83,1999,1999-09-26,3,27.021,CHI,@,OAK,L 17-24,,,,,,
84,1999,1999-10-03,4,27.028,CHI,,NOR,W 14-10,*,,,,,
85,1999,1999-10-10,5,27.035,CHI,@,MIN,W 24-22,*,0,0,1,36,0
86,1999,1999-10-17,6,27.042,CHI,,PHI,L 16-20,*,,,,,
87,1999,1999-10-24,7,27.049,CHI,@,TAM,L 3-6,*,,,,,
88,1999,1999-10-31,8,27.056,CHI,@,WAS,L 22-48,,,,,,
89,1999,1999-11-07,9,27.063,CHI,@,GNB,W 14-13,,,,,,
90,1999,1999-11-14,10,27.070,CHI,,MIN,L 24-27,,,,,,
91,1999,1999-11-21,11,27.077,CHI,@,SDG,W 23-20,,,,,,
92,1999,1999-11-25,12,27.081,CHI,@,DET,L 17-21,,,,,,
93,1999,1999-12-26,15,27.112,CIN,@,BAL,L 0-22,*,0,0,1,0,0
94,1999,2000-01-02,16,27.119,CIN,@,JAX,L 7-24,*,,,,,
95,2000,2000-09-10,1,28.005,CIN,,CLE,L 7-24,*,,,,,
96,2000,2000-09-17,2,28.012,CIN,@,JAX,L 0-13,*,,,,,
97,2000,2000-09-24,3,28.019,CIN,@,BAL,L 0-37,*,,,,,
98,2000,2000-10-01,4,28.026,CIN,,MIA,L 16-31,*,,,,,
99,2000,2000-10-08,5,28.033,CIN,,TEN,L 14-23,,,,,,
100,2000,2000-10-15,6,28.040,CIN,@,PIT,L 0-15,*,,,,,
101,2000,2000-10-22,7,28.047,CIN,,DEN,W 31-21,*,,,,,
102,2000,2000-10-29,8,28.054,CIN,@,CLE,W 12-3,*,0,0,1,30,0
103,2000,2000-11-05,9,28.061,CIN,,BAL,L 7-27,*,,,,,
104,2000,2000-11-12,10,28.068,CIN,@,DAL,L 6-23,,,,,,
105,2000,2000-11-19,11,28.075,CIN,@,NWE,L 13-16,,,,,,
106,2000,2000-11-26,12,28.082,CIN,,PIT,L 28-48,,,,,,
107,2000,2000-12-03,13,28.089,CIN,,ARI,W 24-13,,0,0,1,10,0
108,2000,2000-12-10,14,28.096,CIN,@,TEN,L 3-35,*,,,,,
109,2000,2000-12-17,15,28.103,CIN,,JAX,W 17-14,,,,,,
110,2000,2000-12-24,16,28.110,CIN,@,PHI,L 7-16,,,,,,
111,2001,2001-09-09,1,29.004,CIN,,NWE,W 23-17,,,,,,
112,2001,2001-09-23,2,29.018,CIN,,BAL,W 21-10,,,,,,
113,2001,2001-09-30,3,29.025,CIN,@,SDG,L 14-28,,,,,,
114,2001,2001-10-07,4,29.032,CIN,@,PIT,L 7-16,,,,,,
115,2001,2001-10-14,5,29.039,CIN,,CLE,W 24-14,,,,,,
116,2001,2001-10-21,6,29.046,CIN,,CHI,L 0-24,,,,,,
