ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
80,2002,2002-10-13,6,27.189,NYG,,ATL,L 10-17,*,14,57,4.07,0,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
81,2002,2002-10-28,7,27.204,NYG,@,PHI,L 3-17,*,15,79,5.27,0,6,5,92,18.40,0,83.3%,15.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
82,2002,2002-11-03,8,27.210,NYG,,JAX,W 24-17,*,19,101,5.32,2,4,4,62,15.50,0,100.0%,15.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
83,2002,2002-11-10,9,27.217,NYG,@,MIN,W 27-20,*,24,127,5.29,1,7,7,46,6.57,0,100.0%,6.57,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
84,2002,2002-11-17,10,27.224,NYG,,WAS,W 19-17,*,24,64,2.67,0,4,2,-2,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,2002,2002-11-24,11,27.231,NYG,@,HOU,L 14-16,*,20,147,7.35,1,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
86,2002,2002-12-01,12,27.238,NYG,,TEN,L 29-32,*,22,64,2.91,1,4,1,2,2.00,0,25.0%,0.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
87,2002,2002-12-08,13,27.245,NYG,@,WAS,W 27-21,*,20,96,4.80,1,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
88,2002,2002-12-15,14,27.252,NYG,,DAL,W 37-7,*,11,81,7.36,1,3,3,51,17.00,0,100.0%,17.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
89,2002,2002-12-22,15,27.259,NYG,@,IND,W 44-27,*,18,60,3.33,2,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
90,2002,2002-12-28,16,27.265,NYG,,PHI,W 10-7,*,32,203,6.34,0,11,8,73,9.13,0,72.7%,6.64,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
91,2003,2003-09-07,1,28.153,NYG,,STL,W 23-13,*,24,146,6.08,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
92,2003,2003-09-15,2,28.161,NYG,,DAL,L 32-35,*,15,41,2.73,0,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,2003,2003-09-21,3,28.167,NYG,@,WAS,W 24-21,*,28,126,4.50,0,5,4,18,4.50,0,80.0%,3.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
94,2003,2003-10-05,4,28.181,NYG,,MIA,L 10-23,*,20,71,3.55,1,5,4,28,7.00,0,80.0%,5.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
95,2003,2003-10-12,5,28.188,NYG,@,NWE,L 6-17,*,22,72,3.27,0,13,8,48,6.00,0,61.5%,3.69,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
96,2003,2003-10-19,6,28.195,NYG,,PHI,L 10-14,*,19,79,4.16,0,7,5,34,6.80,0,71.4%,4.86,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
97,2003,2003-10-26,7,28.202,NYG,@,MIN,W 29-17,*,20,75,3.75,1,7,5,47,9.40,0,71.4%,6.71,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
98,2003,2003-11-02,8,28.209,NYG,@,NYJ,W 31-28,*,21,77,3.67,0,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
99,2003,2003-11-09,9,28.216,NYG,,ATL,L 7-27,*,16,120,7.50,0,12,10,38,3.80,0,83.3%,3.17,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
100,2003,2003-11-16,10,28.223,NYG,@,PHI,L 10-28,*,19,111,5.84,0,4,3,20,6.67,1,75.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
101,2003,2003-11-24,11,28.231,NYG,@,TAM,L 13-19,*,13,55,4.23,0,5,5,34,6.80,0,100.0%,6.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
102,2003,2003-11-30,12,28.237,NYG,,BUF,L 7-24,*,12,20,1.67,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
103,2003,2003-12-07,13,28.244,NYG,,WAS,L 7-20,*,16,99,6.19,0,5,3,47,15.67,0,60.0%,9.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
104,2003,2003-12-14,14,28.251,NYG,@,NOR,L 7-45,*,11,37,3.36,0,8,5,33,6.60,0,62.5%,4.13,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
105,2003,2003-12-21,15,28.258,NYG,@,DAL,L 3-19,*,13,47,3.62,0,6,5,55,11.00,0,83.3%,9.17,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
106,2003,2003-12-28,16,28.265,NYG,,CAR,L 24-37,*,9,40,4.44,0,5,3,-3,-1.00,0,60.0%,-0.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
107,2004,2004-09-12,1,29.158,NYG,@,PHI,L 17-31,,9,125,13.89,1,6,5,75,15.00,0,83.3%,12.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
108,2004,2004-09-19,2,29.165,NYG,,WAS,W 20-14,*,18,42,2.33,0,5,2,27,13.50,0,40.0%,5.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
109,2004,2004-09-26,3,29.172,NYG,,CLE,W 27-10,*,23,106,4.61,1,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
110,2004,2004-10-03,4,29.179,NYG,@,GNB,W 14-7,,23,182,7.91,1,4,4,14,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
111,2004,2004-10-10,5,29.186,NYG,@,DAL,W 26-10,*,23,122,5.30,1,7,5,76,15.20,0,71.4%,10.86,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
112,2004,2004-10-24,6,29.200,NYG,,DET,L 13-28,*,22,70,3.18,0,10,7,102,14.57,1,70.0%,10.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
113,2004,2004-10-31,7,29.207,NYG,@,MIN,W 34-13,*,24,101,4.21,2,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
114,2004,2004-11-07,8,29.214,NYG,,CHI,L 21-28,*,21,72,3.43,2,5,4,59,14.75,0,80.0%,11.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
115,2004,2004-11-14,9,29.221,NYG,@,ARI,L 14-17,*,21,108,5.14,1,6,5,52,10.40,0,83.3%,8.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
116,2004,2004-11-21,10,29.228,NYG,,ATL,L 10-14,*,21,107,5.10,0,7,3,24,8.00,0,42.9%,3.43,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
117,2004,2004-11-28,11,29.235,NYG,,PHI,L 6-27,*,19,110,5.79,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
118,2004,2004-12-05,12,29.242,NYG,@,WAS,L 7-31,*,15,38,2.53,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
119,2004,2004-12-12,13,29.249,NYG,@,BAL,L 14-37,*,19,55,2.89,1,6,2,9,4.50,0,33.3%,1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
120,2004,2004-12-18,14,29.255,NYG,,PIT,L 30-33,*,18,76,4.22,1,6,5,38,7.60,0,83.3%,6.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
121,2004,2004-12-26,15,29.263,NYG,@,CIN,L 22-23,*,22,109,4.95,1,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
122,2004,2005-01-02,16,29.270,NYG,,DAL,W 28-24,*,24,95,3.96,1,4,3,21,7.00,1,75.0%,5.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
123,2005,2005-09-11,1,30.157,NYG,,ARI,W 42-19,*,13,62,4.77,1,2,2,60,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
124,2005,2005-09-19,2,30.165,NYG,@,NOR,W 27-10,*,22,83,3.77,1,2,1,6,6.00,1,50.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
125,2005,2005-09-25,3,30.171,NYG,@,SDG,L 23-45,*,15,60,4.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
126,2005,2005-10-02,4,30.178,NYG,,STL,W 44-24,*,24,128,5.33,1,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
127,2005,2005-10-16,5,30.192,NYG,@,DAL,L 13-16,*,14,64,4.57,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
128,2005,2005-10-23,6,30.199,NYG,,DEN,W 24-23,*,19,86,4.53,1,7,6,24,4.00,0,85.7%,3.43,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
129,2005,2005-10-30,7,30.206,NYG,,WAS,W 36-0,*,24,206,8.58,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
130,2005,2005-11-06,8,30.213,NYG,@,SFO,W 24-6,*,21,71,3.38,0,3,2,32,16.00,0,66.7%,10.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
131,2005,2005-11-13,9,30.220,NYG,,MIN,L 21-24,*,23,95,4.13,1,8,8,111,13.88,0,100.0%,13.88,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
132,2005,2005-11-20,10,30.227,NYG,,PHI,W 27-17,*,21,112,5.33,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
