ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
18,2007,2007-09-16,2,23.149,DAL,@,MIA,W 37-20,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,,
19,2007,2007-09-23,3,23.156,DAL,@,CHI,W 34-10,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,,
20,2007,2007-09-30,4,23.163,DAL,,STL,W 35-7,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,,0,0,0.0,,
21,2007,2007-10-08,5,23.171,DAL,@,BUF,W 25-24,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,,
22,2007,2007-10-14,6,23.177,DAL,,NWE,L 27-48,*,1,1,26,26.00,0,100.0%,26.00,0,0,,0,,0,0,0.0,,
23,2007,2007-10-21,7,23.184,DAL,,MIN,W 24-14,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,,
24,2007,2007-11-04,8,23.198,DAL,@,PHI,W 38-17,*,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
25,2007,2007-11-11,9,23.205,DAL,@,NYG,W 31-20,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,0,0,0.0,,
26,2007,2007-11-18,10,23.212,DAL,,WAS,W 28-23,,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
27,2007,2007-11-22,11,23.216,DAL,,NYJ,W 34-3,,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
28,2007,2007-11-29,12,23.223,DAL,,GNB,W 37-27,,3,1,26,26.00,1,33.3%,8.67,0,0,,0,,1,6,0.0,,
29,2007,2007-12-09,13,23.233,DAL,@,DET,W 28-27,,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
30,2007,2007-12-16,14,23.240,DAL,,PHI,L 6-10,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,,
31,2007,2007-12-22,15,23.246,DAL,@,CAR,W 20-13,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,,
32,2007,2007-12-30,16,23.254,DAL,@,WAS,L 6-27,*,3,3,15,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,,
33,2008,2008-09-07,1,24.140,MIA,,NYJ,L 14-20,*,9,8,84,10.50,1,88.9%,9.33,0,0,,0,,1,6,0.0,0,0
34,2008,2008-09-14,2,24.147,MIA,@,ARI,L 10-31,*,,,,,,0.0%,,,,,,,,,,,
35,2008,2008-09-21,3,24.154,MIA,@,NWE,W 38-13,*,3,3,66,22.00,1,100.0%,22.00,0,0,,0,,1,6,0.0,0,0
36,2008,2008-10-05,4,24.168,MIA,,SDG,W 17-10,*,4,3,47,15.67,0,75.0%,11.75,0,0,,0,,0,0,0.0,0,0
37,2008,2008-10-12,5,24.175,MIA,@,HOU,L 28-29,*,4,1,12,12.00,0,25.0%,3.00,1,0,0.00,0,,0,0,0.0,0,0
38,2008,2008-10-19,6,24.182,MIA,,BAL,L 13-27,*,3,2,25,12.50,0,66.7%,8.33,0,0,,0,,0,0,0.0,0,0
39,2008,2008-10-26,7,24.189,MIA,,BUF,W 25-16,*,4,2,17,8.50,1,50.0%,4.25,0,0,,0,,1,6,0.0,0,0
40,2008,2008-11-02,8,24.196,MIA,@,DEN,W 26-17,*,6,2,37,18.50,0,33.3%,6.17,0,0,,0,,0,0,0.0,0,0
41,2008,2008-11-09,9,24.203,MIA,,SEA,W 21-19,*,3,1,17,17.00,0,33.3%,5.67,0,0,,0,,0,0,0.0,0,0
42,2008,2008-11-16,10,24.210,MIA,,OAK,W 17-15,*,1,,,,,0.0%,,,,,,,,,,,
43,2008,2008-11-23,11,24.217,MIA,,NWE,L 28-48,*,2,,,,,0.0%,,,,,,,,,,,
44,2008,2008-11-30,12,24.224,MIA,@,STL,W 16-12,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
45,2008,2008-12-07,13,24.231,MIA,@,BUF,W 16-3,*,3,3,36,12.00,1,100.0%,12.00,0,0,,0,,1,6,0.0,0,0
46,2008,2008-12-14,14,24.238,MIA,,SFO,W 14-9,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,,0,0,0.0,0,0
47,2008,2008-12-21,15,24.245,MIA,@,KAN,W 38-31,*,4,3,47,15.67,2,75.0%,11.75,0,0,,0,,2,12,0.0,0,0
48,2008,2008-12-28,16,24.252,MIA,@,NYJ,W 24-17,*,3,3,39,13.00,1,100.0%,13.00,0,0,,0,,1,6,0.0,0,0
49,2009,2009-09-13,1,25.146,MIA,@,ATL,L 7-19,*,3,2,10,5.00,0,66.7%,3.33,0,0,,0,,0,0,0.0,0,0
50,2009,2009-09-21,2,25.154,MIA,,IND,L 23-27,*,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,0,0
51,2009,2009-09-27,3,25.160,MIA,@,SDG,L 13-23,*,1,,,,,0.0%,,,,,,,,,,,
52,2009,2009-10-04,4,25.167,MIA,,BUF,W 38-10,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,,0,0,0.0,0,0
53,2009,2009-10-12,5,25.175,MIA,,NYJ,W 31-27,*,7,4,38,9.50,1,57.1%,5.43,0,0,,0,,1,6,0.0,0,0
54,2009,2009-10-25,6,25.188,MIA,,NOR,L 34-46,*,4,3,21,7.00,0,75.0%,5.25,0,0,,0,,0,0,0.0,0,0
55,2009,2009-11-01,7,25.195,MIA,@,NYJ,W 30-25,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,,0,0,0.0,0,0
56,2009,2009-11-08,8,25.202,MIA,@,NWE,L 17-27,*,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0
57,2009,2009-11-29,11,25.223,MIA,@,BUF,L 14-31,*,6,5,74,14.80,0,83.3%,12.33,0,0,,0,,0,0,0.0,0,0
58,2009,2009-12-06,12,25.230,MIA,,NWE,W 22-21,*,7,5,67,13.40,0,71.4%,9.57,0,0,,0,,0,0,0.0,1,0
59,2009,2009-12-13,13,25.237,MIA,@,JAX,W 14-10,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,2,0
60,2009,2009-12-20,14,25.244,MIA,@,TEN,L 24-27,*,6,4,36,9.00,1,66.7%,6.00,0,0,,0,,1,6,0.0,0,0
61,2009,2009-12-27,15,25.251,MIA,,HOU,L 20-27,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,,0,0,0.0,0,0
62,2009,2010-01-03,16,25.258,MIA,,PIT,L 24-30,*,2,2,41,20.50,0,100.0%,20.50,0,0,,0,,0,0,0.0,0,0
63,2010,2010-09-12,1,26.145,MIA,@,BUF,W 15-10,*,3,3,46,15.33,0,100.0%,15.33,0,0,,0,,0,0,0.0,0,0
64,2010,2010-09-19,2,26.152,MIA,@,MIN,W 14-10,*,1,,,,,0.0%,,,,,,,,,,,
65,2010,2010-09-26,3,26.159,MIA,,NYJ,L 23-31,*,5,2,14,7.00,1,40.0%,2.80,0,0,,0,,1,6,0.0,1,0
66,2010,2010-10-04,4,26.167,MIA,,NWE,L 14-41,*,6,5,67,13.40,0,83.3%,11.17,0,0,,0,,0,0,0.0,0,0
67,2010,2010-10-17,5,26.180,MIA,@,GNB,W 23-20,*,2,1,22,22.00,1,50.0%,11.00,0,0,,0,,1,6,0.0,0,0
68,2010,2010-10-24,6,26.187,MIA,,PIT,L 22-23,*,5,3,49,16.33,0,60.0%,9.80,0,0,,0,,0,0,0.0,0,0
69,2010,2010-10-31,7,26.194,MIA,@,CIN,W 22-14,*,6,3,36,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,0,0
70,2010,2010-11-07,8,26.201,MIA,@,BAL,L 10-26,*,7,3,26,8.67,0,42.9%,3.71,0,0,,0,,0,0,0.0,0,0
71,2010,2010-11-14,9,26.208,MIA,,TEN,W 29-17,*,7,5,107,21.40,1,71.4%,15.29,0,0,,0,,1,6,0.0,0,0
72,2010,2010-11-18,10,26.212,MIA,,CHI,L 0-16,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,,0,0,0.0,0,0
73,2010,2010-11-28,11,26.222,MIA,@,OAK,W 33-17,*,2,2,10,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
74,2010,2010-12-05,12,26.229,MIA,,CLE,L 10-13,*,6,4,41,10.25,1,66.7%,6.83,0,0,,0,,1,6,0.0,1,0
75,2010,2010-12-12,13,26.236,MIA,@,NYJ,W 10-6,*,2,2,33,16.50,0,100.0%,16.50,0,0,,0,,0,0,0.0,0,0
76,2010,2010-12-19,14,26.243,MIA,,BUF,L 14-17,*,5,3,30,10.00,0,60.0%,6.00,0,0,,0,,0,0,0.0,0,0
77,2010,2010-12-26,15,26.250,MIA,,DET,L 27-34,*,2,2,31,15.50,0,100.0%,15.50,0,0,,0,,0,0,0.0,0,0
78,2011,2011-09-12,1,27.145,MIA,,NWE,L 24-38,*,6,5,82,16.40,0,83.3%,13.67,0,0,,0,,0,0,0.0,0,0
79,2011,2011-09-18,2,27.151,MIA,,HOU,L 13-23,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
80,2011,2011-09-25,3,27.158,MIA,@,CLE,L 16-17,*,2,1,26,26.00,0,50.0%,13.00,0,0,,0,,0,0,0.0,0,0
81,2011,2011-10-02,4,27.165,MIA,@,SDG,L 16-26,*,4,1,9,9.00,0,25.0%,2.25,0,0,,0,,0,0,0.0,1,0
82,2011,2011-10-17,5,27.180,MIA,@,NYJ,L 6-24,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0
83,2011,2011-10-23,6,27.186,MIA,,DEN,L 15-18,*,2,2,22,11.00,1,100.0%,11.00,0,0,,0,,1,6,0.0,0,0
84,2011,2011-10-30,7,27.193,MIA,@,NYG,L 17-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0
85,2011,2011-11-06,8,27.200,MIA,@,KAN,W 31-3,*,3,2,38,19.00,2,66.7%,12.67,0,0,,0,,2,12,0.0,0,0
86,2011,2011-11-13,9,27.207,MIA,,WAS,W 20-9,*,4,3,60,20.00,0,75.0%,15.00,0,0,,0,,0,0,0.0,0,0
87,2011,2011-11-20,10,27.214,MIA,,BUF,W 35-8,*,2,2,8,4.00,1,100.0%,4.00,0,0,,0,,1,6,0.0,0,0
88,2011,2011-11-24,11,27.218,MIA,@,DAL,L 19-20,*,2,2,32,16.00,0,100.0%,16.00,0,0,,0,,0,0,0.0,0,0
89,2011,2011-12-04,12,27.228,MIA,,OAK,W 34-14,*,6,4,66,16.50,0,66.7%,11.00,0,0,,0,,0,0,0.0,0,0
90,2011,2011-12-11,13,27.235,MIA,,PHI,L 10-26,*,8,3,56,18.67,0,37.5%,7.00,0,0,,0,,0,0,0.0,1,0
91,2011,2011-12-18,14,27.242,MIA,@,BUF,W 30-23,*,4,2,28,14.00,1,50.0%,7.00,0,0,,0,,1,6,0.0,0,0
92,2011,2012-01-01,16,27.256,MIA,,NYJ,W 19-17,*,6,4,11,2.75,0,66.7%,1.83,0,0,,0,,0,0,0.0,0,0
93,2012,2012-09-09,1,28.142,MIA,@,HOU,L 10-30,*,5,3,19,6.33,0,60.0%,3.80,0,0,,0,,0,0,0.0,0,0
94,2012,2012-09-16,2,28.149,MIA,,OAK,W 35-13,*,3,2,19,9.50,1,66.7%,6.33,0,0,,0,,1,6,0.0,0,0
95,2012,2012-09-23,3,28.156,MIA,,NYJ,L 20-23,*,10,5,47,9.40,0,50.0%,4.70,0,0,,0,,0,0,0.0,0,0
96,2012,2012-09-30,4,28.163,MIA,@,ARI,L 21-24,*,5,5,30,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
97,2012,2012-10-07,5,28.170,MIA,@,CIN,W 17-13,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,,0,0,0.0,0,0
98,2012,2012-10-14,6,28.177,MIA,,STL,W 17-14,*,6,4,33,8.25,1,66.7%,5.50,0,0,,0,,1,6,0.0,0,0
99,2012,2012-10-28,7,28.191,MIA,@,NYJ,W 30-9,*,2,1,4,4.00,1,50.0%,2.00,0,0,,0,,1,6,0.0,0,0
100,2012,2012-11-04,8,28.198,MIA,@,IND,L 20-23,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,,0,0,0.0,0,0
101,2012,2012-11-11,9,28.205,MIA,,TEN,L 3-37,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,0,0,0.0,0,0
102,2012,2012-11-15,10,28.209,MIA,@,BUF,L 14-19,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0
103,2012,2012-11-25,11,28.219,MIA,,SEA,W 24-21,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
104,2012,2012-12-02,12,28.226,MIA,,NWE,L 16-23,*,3,1,14,14.00,0,33.3%,4.67,0,0,,0,,0,0,0.0,0,0
105,2012,2012-12-09,13,28.233,MIA,@,SFO,L 13-27,*,4,2,9,4.50,1,50.0%,2.25,0,0,,0,,1,6,0.0,0,0
106,2012,2012-12-16,14,28.240,MIA,,JAX,W 24-3,*,7,6,56,9.33,1,85.7%,8.00,0,0,,0,1,1,8,0.0,0,0
107,2012,2012-12-23,15,28.247,MIA,,BUF,W 24-10,*,4,2,12,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
108,2012,2012-12-30,16,28.254,MIA,@,NWE,L 0-28,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,,0,0,0.0,0,0
109,2013,2013-09-08,1,29.141,KAN,@,JAX,W 28-2,*,5,2,8,4.00,0,40.0%,1.60,0,0,,0,,0,0,0.0,0,0
110,2013,2013-09-15,2,29.148,KAN,,DAL,W 17-16,*,2,2,26,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
111,2013,2013-10-20,7,29.183,KAN,,HOU,W 17-16,*,5,4,27,6.75,0,80.0%,5.40,0,0,,0,,0,0,0.0,0,0
112,2013,2013-10-27,8,29.190,KAN,,CLE,W 23-17,*,3,2,14,7.00,0,66.7%,4.67,0,0,,0,,0,0,0.0,0,0
113,2013,2013-11-03,9,29.197,KAN,@,BUF,W 23-13,*,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0
114,2013,2013-11-17,10,29.211,KAN,@,DEN,L 17-27,*,4,4,37,9.25,1,100.0%,9.25,0,0,,0,,1,6,0.0,0,0
115,2013,2013-11-24,11,29.218,KAN,,SDG,L 38-41,*,5,4,21,5.25,1,80.0%,4.20,0,0,,0,,1,6,0.0,0,0
116,2013,2013-12-01,12,29.225,KAN,,DEN,L 28-35,*,5,3,28,9.33,1,60.0%,5.60,0,0,,0,,1,6,0.0,0,0
117,2013,2013-12-22,15,29.246,KAN,,IND,L 7-23,*,3,1,19,19.00,0,33.3%,6.33,0,0,,0,,0,0,0.0,0,0
118,2014,2014-09-07,1,30.140,KAN,,TEN,L 10-26,*,6,3,29,9.67,1,50.0%,4.83,0,0,,0,,1,6,0.0,0,0
119,2014,2014-09-14,2,30.147,KAN,@,DEN,L 17-24,*,4,3,39,13.00,0,75.0%,9.75,0,0,,0,,0,0,0.0,0,0
120,2014,2014-09-21,3,30.154,KAN,@,MIA,W 34-15,*,2,2,23,11.50,0,100.0%,11.50,0,0,,0,,0,0,0.0,0,0
121,2014,2014-09-29,4,30.162,KAN,,NWE,W 41-14,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
122,2014,2014-10-05,5,30.168,KAN,@,SFO,L 17-22,*,7,4,32,8.00,0,57.1%,4.57,0,0,,0,,0,0,0.0,0,0
123,2014,2014-10-19,6,30.182,KAN,@,SDG,W 23-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
124,2014,2014-10-26,7,30.189,KAN,,STL,W 34-7,*,4,4,19,4.75,0,100.0%,4.75,0,0,,0,,0,0,0.0,0,0
125,2014,2014-11-02,8,30.196,KAN,,NYJ,W 24-10,*,3,3,24,8.00,1,100.0%,8.00,0,0,,0,,1,6,0.0,0,0
126,2014,2014-11-09,9,30.203,KAN,@,BUF,W 17-13,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,1,0
127,2014,2014-11-20,11,30.214,KAN,@,OAK,L 20-24,,2,2,30,15.00,1,100.0%,15.00,0,0,,0,,1,6,0.0,0,0
128,2014,2014-11-30,12,30.224,KAN,,DEN,L 16-29,*,1,1,20,20.00,1,100.0%,20.00,0,0,,0,,1,6,0.0,0,0
129,2014,2014-12-07,13,30.231,KAN,@,ARI,L 14-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
130,2014,2014-12-14,14,30.238,KAN,,OAK,W 31-13,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
131,2014,2014-12-21,15,30.245,KAN,@,PIT,L 12-20,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,0,0
132,2014,2014-12-28,16,30.252,KAN,,SDG,W 19-7,*,,,,,,0.0%,,,,,,,,,,,
133,2015,2015-09-13,1,31.146,TEN,@,TAM,W 42-14,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,,0,0,0.0,0,0
134,2015,2015-09-20,2,31.153,TEN,@,CLE,L 14-28,*,7,5,84,16.80,1,71.4%,12.00,0,0,,0,,1,6,0.0,0,0
135,2015,2015-09-27,3,31.160,TEN,,IND,L 33-35,,2,1,26,26.00,0,50.0%,13.00,0,0,,0,,0,0,0.0,0,0
136,2015,2015-10-11,4,31.174,TEN,,BUF,L 13-14,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
137,2015,2015-10-18,5,31.181,TEN,,MIA,L 10-38,*,3,2,1,0.50,0,66.7%,0.33,0,0,,0,,0,0,0.0,0,0
138,2015,2015-10-25,6,31.188,TEN,,ATL,L 7-10,,4,3,21,7.00,0,75.0%,5.25,0,0,,0,,0,0,0.0,0,0
139,2015,2015-11-01,7,31.195,TEN,@,HOU,L 6-20,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
140,2015,2015-11-08,8,31.202,TEN,@,NOR,W 34-28,*,3,3,33,11.00,1,100.0%,11.00,0,0,,0,,1,6,0.0,0,0
141,2015,2015-11-15,9,31.209,TEN,,CAR,L 10-27,*,4,1,19,19.00,0,25.0%,4.75,0,0,,0,,0,0,0.0,0,0
142,2015,2015-11-19,10,31.213,TEN,@,JAX,L 13-19,*,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
143,2015,2015-11-29,11,31.223,TEN,,OAK,L 21-24,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
144,2015,2015-12-06,12,31.230,TEN,,JAX,W 42-39,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
145,2015,2015-12-13,13,31.237,TEN,@,NYJ,L 8-30,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
146,2015,2015-12-20,14,31.244,TEN,@,NWE,L 16-33,*,4,3,21,7.00,0,75.0%,5.25,0,0,,0,,0,0,0.0,0,0
147,2015,2015-12-27,15,31.251,TEN,,HOU,L 6-34,*,7,2,21,10.50,0,28.6%,3.00,0,0,,0,,0,0,0.0,0,0
148,2015,2016-01-03,16,31.258,TEN,@,IND,L 24-30,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
149,2016,2016-09-11,1,32.144,TEN,,MIN,L 16-25,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
150,2016,2016-09-18,2,32.151,TEN,@,DET,W 16-15,*,3,1,1,1.00,0,33.3%,0.33,0,0,,0,,0,0,0.0,0,0
151,2016,2016-09-25,3,32.158,TEN,,OAK,L 10-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
152,2016,2016-10-02,4,32.165,TEN,@,HOU,L 20-27,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
153,2016,2016-10-09,5,32.172,TEN,@,MIA,W 30-17,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
154,2016,2016-10-16,6,32.179,TEN,,CLE,W 28-26,*,1,1,15,15.00,1,100.0%,15.00,0,0,,0,,1,6,0.0,0,0
155,2016,2016-10-23,7,32.186,TEN,,IND,L 26-34,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0
156,2016,2016-10-27,8,32.190,TEN,,JAX,W 36-22,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
157,2016,2016-11-06,9,32.200,TEN,@,SDG,L 35-43,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
158,2016,2016-11-13,10,32.207,TEN,,GNB,W 47-25,*,1,1,9,9.00,1,100.0%,9.00,0,0,,0,,1,6,0.0,0,0
159,2016,2016-11-20,11,32.214,TEN,@,IND,L 17-24,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
160,2016,2016-11-27,12,32.221,TEN,@,CHI,W 27-21,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
161,2016,2016-12-11,13,32.235,TEN,,DEN,W 13-10,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,0,0
162,2016,2016-12-18,14,32.242,TEN,@,KAN,W 19-17,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
163,2016,2016-12-24,15,32.248,TEN,@,JAX,L 17-38,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
164,2016,2017-01-01,16,32.256,TEN,,HOU,W 24-17,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
165,2017,2017-09-17,1,33.150,MIA,@,LAC,W 19-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
166,2017,2017-09-24,2,33.157,MIA,@,NYJ,L 6-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
167,2017,2017-10-01,3,33.164,MIA,,NOR,L 0-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
168,2017,2017-10-08,4,33.171,MIA,,TEN,W 16-10,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
169,2017,2017-10-15,5,33.178,MIA,@,ATL,W 20-17,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
170,2017,2017-10-22,6,33.185,MIA,,NYJ,W 31-28,*,4,3,25,8.33,1,75.0%,6.25,0,0,,0,,1,6,0.0,0,0
171,2017,2017-10-26,7,33.189,MIA,@,BAL,L 0-40,*,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0.0,0,0
172,2017,2017-11-05,8,33.199,MIA,,OAK,L 24-27,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,,0,0,0.0,0,0
173,2017,2017-11-13,9,33.207,MIA,@,CAR,L 21-45,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
174,2017,2017-11-19,10,33.213,MIA,,TAM,L 20-30,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
175,2017,2017-11-26,11,33.220,MIA,@,NWE,L 17-35,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
176,2017,2017-12-03,12,33.227,MIA,,DEN,W 35-9,,1,1,29,29.00,0,100.0%,29.00,0,0,,0,,0,0,0.0,0,0
177,2017,2017-12-11,13,33.235,MIA,,NWE,W 27-20,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0
178,2017,2017-12-17,14,33.241,MIA,@,BUF,L 16-24,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,0,0,0.0,0,0
179,2017,2017-12-24,15,33.248,MIA,@,KAN,L 13-29,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
180,2017,2017-12-31,16,33.255,MIA,,BUF,L 16-22,*,3,1,1,1.00,0,33.3%,0.33,0,0,,0,,0,0,0.0,0,0
