ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
18,2007,2007-11-18,10,23.291,SFO,,STL,L 9-13,*,9,4,50,12.50,0,44.4%,5.56,0,0,,0,,0,0,0.0,,
19,2007,2007-11-25,11,23.298,SFO,@,ARI,W 37-31,*,7,6,45,7.50,1,85.7%,6.43,0,0,,0,,1,6,0.0,,
20,2007,2007-12-02,12,23.305,SFO,@,CAR,L 14-31,*,3,1,19,19.00,0,33.3%,6.33,0,0,,0,,0,0,0.0,,
21,2007,2007-12-09,13,23.312,SFO,,MIN,L 7-27,*,8,5,42,8.40,0,62.5%,5.25,0,0,,0,,0,0,0.0,,
22,2007,2007-12-15,14,23.318,SFO,,CIN,W 20-13,*,7,5,46,9.20,1,71.4%,6.57,0,0,,0,,1,6,0.0,,
23,2007,2007-12-23,15,23.326,SFO,,TAM,W 21-19,*,6,3,30,10.00,1,50.0%,5.00,0,0,,0,,1,6,0.0,,
24,2007,2007-12-30,16,23.333,SFO,@,CLE,L 7-20,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,,0,0,0.0,,
25,2008,2008-09-07,1,24.220,SFO,,ARI,L 13-23,*,3,3,51,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,1,0
26,2008,2008-09-14,2,24.227,SFO,@,SEA,W 33-30,*,2,,,,,0.0%,,,,,,,,,,,
27,2008,2008-09-21,3,24.234,SFO,,DET,W 31-13,*,4,1,17,17.00,0,25.0%,4.25,0,0,,0,,0,0,0.0,0,0
28,2008,2008-09-28,4,24.241,SFO,@,NOR,L 17-31,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,,0,0,0.0,0,0
29,2008,2008-10-05,5,24.248,SFO,,NWE,L 21-30,*,1,,,,,0.0%,,,,,,,,,,,
30,2008,2008-10-12,6,24.255,SFO,,PHI,L 26-40,*,8,6,75,12.50,0,75.0%,9.38,0,0,,0,,0,0,0.0,0,0
31,2008,2008-10-19,7,24.262,SFO,@,NYG,L 17-29,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,,0,0,0.0,0,0
32,2008,2008-10-26,8,24.269,SFO,,SEA,L 13-34,*,4,4,29,7.25,0,100.0%,7.25,0,0,,0,,0,0,0.0,0,0
33,2008,2008-11-10,9,24.284,SFO,@,ARI,L 24-29,*,3,1,18,18.00,1,33.3%,6.00,0,0,,0,,1,6,0.0,1,0
34,2008,2008-11-16,10,24.290,SFO,,STL,W 35-16,*,1,1,2,2.00,1,100.0%,2.00,0,0,,0,,1,6,0.0,0,0
35,2008,2008-11-23,11,24.297,SFO,@,DAL,L 22-35,*,2,1,47,47.00,0,50.0%,23.50,0,0,,0,,0,0,0.0,0,0
36,2008,2008-11-30,12,24.304,SFO,@,BUF,W 10-3,*,0,,,,,0.0%,,,,,,,,,,,
37,2008,2008-12-07,13,24.311,SFO,,NYJ,W 24-14,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,,0,0,0.0,0,0
38,2008,2008-12-14,14,24.318,SFO,@,MIA,L 9-14,*,8,5,31,6.20,0,62.5%,3.88,1,11,11.00,0,,0,0,0.0,0,0
39,2008,2008-12-21,15,24.325,SFO,@,STL,W 17-16,*,4,1,17,17.00,0,25.0%,4.25,0,0,,0,,0,0,0.0,2,0
40,2008,2008-12-28,16,24.332,SFO,,WAS,W 27-24,*,3,3,18,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
41,2009,2009-09-13,1,25.225,SFO,@,ARI,W 20-16,*,7,5,40,8.00,0,71.4%,5.71,0,0,,0,,0,0,0.0,0,0
42,2009,2009-09-20,2,25.232,SFO,,SEA,W 23-10,*,6,2,32,16.00,0,33.3%,5.33,0,0,,0,,0,0,0.0,0,0
43,2009,2009-09-27,3,25.239,SFO,@,MIN,L 24-27,*,10,7,96,13.71,2,70.0%,9.60,0,0,,0,,2,12,0.0,0,0
44,2009,2009-10-04,4,25.246,SFO,,STL,W 35-0,*,4,3,43,14.33,1,75.0%,10.75,0,0,,0,,1,6,0.0,0,0
45,2009,2009-10-11,5,25.253,SFO,,ATL,L 10-45,*,12,5,51,10.20,0,41.7%,4.25,0,0,,0,,0,0,0.0,0,0
46,2009,2009-10-25,6,25.267,SFO,@,HOU,L 21-24,*,11,7,93,13.29,3,63.6%,8.45,0,0,,0,,3,18,0.0,0,0
47,2009,2009-11-01,7,25.274,SFO,@,IND,L 14-18,*,5,3,20,6.67,1,60.0%,4.00,0,0,,0,,1,6,0.0,0,0
48,2009,2009-11-08,8,25.281,SFO,,TEN,L 27-34,*,11,10,102,10.20,0,90.9%,9.27,0,0,,0,,0,0,0.0,0,0
49,2009,2009-11-12,9,25.285,SFO,,CHI,W 10-6,*,5,3,16,5.33,0,60.0%,3.20,0,0,,0,,0,0,0.0,0,0
50,2009,2009-11-22,10,25.295,SFO,@,GNB,L 24-30,*,12,6,108,18.00,1,50.0%,9.00,0,0,,0,,1,6,0.0,0,0
51,2009,2009-11-29,11,25.302,SFO,,JAX,W 20-3,*,9,6,69,11.50,1,66.7%,7.67,0,0,,0,,1,6,0.0,0,0
52,2009,2009-12-06,12,25.309,SFO,@,SEA,L 17-20,*,9,6,111,18.50,1,66.7%,12.33,0,0,,0,,1,6,0.0,0,0
53,2009,2009-12-14,13,25.317,SFO,,ARI,W 24-9,*,6,3,34,11.33,1,50.0%,5.67,0,0,,0,,1,6,0.0,0,0
54,2009,2009-12-20,14,25.323,SFO,@,PHI,L 13-27,*,8,3,43,14.33,0,37.5%,5.38,0,0,,0,,0,0,0.0,0,0
55,2009,2009-12-27,15,25.330,SFO,,DET,W 20-6,*,3,3,18,6.00,1,100.0%,6.00,0,0,,0,,1,6,0.0,0,0
56,2009,2010-01-03,16,25.337,SFO,@,STL,W 28-6,*,10,6,89,14.83,1,60.0%,8.90,0,0,,0,,1,6,0.0,0,0
57,2010,2010-09-12,1,26.224,SFO,@,SEA,L 6-31,*,12,8,73,9.13,0,66.7%,6.08,0,0,,0,,0,0,0.0,0,0
58,2010,2010-09-20,2,26.232,SFO,,NOR,L 22-25,*,7,4,78,19.50,0,57.1%,11.14,0,0,,0,1,0,2,0.0,0,0
59,2010,2010-09-26,3,26.238,SFO,@,KAN,L 10-31,*,6,3,22,7.33,0,50.0%,3.67,0,0,,0,,0,0,0.0,0,0
60,2010,2010-10-03,4,26.245,SFO,@,ATL,L 14-16,*,5,4,36,9.00,1,80.0%,7.20,0,0,,0,,1,6,0.0,0,0
61,2010,2010-10-10,5,26.252,SFO,,PHI,L 24-27,*,7,5,104,20.80,1,71.4%,14.86,0,0,,0,,1,6,0.0,0,0
62,2010,2010-10-17,6,26.259,SFO,,OAK,W 17-9,*,7,4,35,8.75,1,57.1%,5.00,0,0,,0,,1,6,0.0,0,0
63,2010,2010-10-24,7,26.266,SFO,@,CAR,L 20-23,*,8,4,74,18.50,1,50.0%,9.25,0,0,,0,,1,6,0.0,0,0
64,2010,2010-10-31,8,26.273,SFO,,DEN,W 24-16,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
65,2010,2010-11-14,9,26.287,SFO,,STL,W 23-20,*,6,4,79,19.75,0,66.7%,13.17,0,0,,0,,0,0,0.0,0,0
66,2010,2010-11-21,10,26.294,SFO,,TAM,L 0-21,*,3,1,3,3.00,0,33.3%,1.00,0,0,,0,,0,0,0.0,0,0
67,2010,2010-11-29,11,26.302,SFO,@,ARI,W 27-6,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,,0,0,0.0,0,0
68,2010,2010-12-05,12,26.308,SFO,@,GNB,L 16-34,*,6,4,126,31.50,1,66.7%,21.00,0,0,,0,,1,6,0.0,0,0
69,2010,2010-12-12,13,26.315,SFO,,SEA,W 40-21,*,7,5,70,14.00,1,71.4%,10.00,0,0,,0,,1,6,0.0,0,0
70,2010,2010-12-16,14,26.319,SFO,@,SDG,L 7-34,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
71,2010,2010-12-26,15,26.329,SFO,@,STL,L 17-25,*,7,3,70,23.33,0,42.9%,10.00,0,0,,0,,0,0,0.0,0,0
72,2010,2011-01-02,16,26.336,SFO,,ARI,W 38-7,*,6,3,96,32.00,1,50.0%,16.00,0,0,,0,,1,6,0.0,0,0
73,2011,2011-09-11,1,27.223,SFO,,SEA,W 33-17,*,6,5,47,9.40,0,83.3%,7.83,0,0,,0,,0,0,0.0,0,0
74,2011,2011-09-18,2,27.230,SFO,,DAL,L 24-27,*,2,2,18,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
75,2011,2011-09-25,3,27.237,SFO,@,CIN,W 13-8,*,9,8,114,14.25,0,88.9%,12.67,1,-2,-2.00,0,,0,0,0.0,0,0
76,2011,2011-10-02,4,27.244,SFO,@,PHI,W 24-23,*,6,4,45,11.25,1,66.7%,7.50,0,0,,0,,1,6,0.0,0,0
77,2011,2011-10-09,5,27.251,SFO,,TAM,W 48-3,*,3,3,39,13.00,2,100.0%,13.00,1,-3,-3.00,0,,2,12,0.0,0,0
78,2011,2011-10-16,6,27.258,SFO,@,DET,W 25-19,*,2,2,8,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
79,2011,2011-10-30,7,27.272,SFO,,CLE,W 20-10,*,3,3,27,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
80,2011,2011-11-06,8,27.279,SFO,@,WAS,W 19-11,*,7,4,41,10.25,0,57.1%,5.86,0,0,,0,,0,0,0.0,0,0
81,2011,2011-11-13,9,27.286,SFO,,NYG,W 27-20,*,4,3,40,13.33,1,75.0%,10.00,0,0,,0,,1,6,0.0,0,0
82,2011,2011-11-20,10,27.293,SFO,,ARI,W 23-7,*,10,5,67,13.40,1,50.0%,6.70,0,0,,0,,1,6,0.0,0,0
83,2011,2011-11-24,11,27.297,SFO,@,BAL,L 6-16,*,5,4,38,9.50,0,80.0%,7.60,0,0,,0,,0,0,0.0,0,0
84,2011,2011-12-04,12,27.307,SFO,,STL,W 26-0,*,8,5,32,6.40,0,62.5%,4.00,0,0,,0,,0,0,0.0,0,0
85,2011,2011-12-11,13,27.314,SFO,@,ARI,L 19-21,*,3,1,32,32.00,0,33.3%,10.67,0,0,,0,,0,0,0.0,0,0
86,2011,2011-12-19,14,27.322,SFO,,PIT,W 20-3,*,10,6,72,12.00,1,60.0%,7.20,0,0,,0,,1,6,0.0,0,0
87,2011,2011-12-24,15,27.327,SFO,@,SEA,W 19-17,*,8,4,54,13.50,0,50.0%,6.75,0,0,,0,,0,0,0.0,0,0
88,2011,2012-01-01,16,27.335,SFO,@,STL,W 34-27,*,9,8,118,14.75,0,88.9%,13.11,0,0,,0,,0,0,0.0,0,0
89,2012,2012-09-09,1,28.222,SFO,@,GNB,W 30-22,*,5,3,43,14.33,1,60.0%,8.60,0,0,,0,,1,6,0.0,0,0
90,2012,2012-09-16,2,28.229,SFO,,DET,W 27-19,*,7,5,73,14.60,2,71.4%,10.43,0,0,,0,,2,12,0.0,0,0
91,2012,2012-09-23,3,28.236,SFO,@,MIN,L 13-24,*,8,5,53,10.60,1,62.5%,6.63,0,0,,0,,1,6,0.0,0,0
92,2012,2012-09-30,4,28.243,SFO,@,NYJ,W 34-0,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,0,0
93,2012,2012-10-07,5,28.250,SFO,,BUF,W 45-3,*,7,5,106,21.20,0,71.4%,15.14,0,0,,0,,0,0,0.0,0,0
94,2012,2012-10-14,6,28.257,SFO,,NYG,L 3-26,*,5,3,37,12.33,0,60.0%,7.40,0,0,,0,,0,0,0.0,0,0
95,2012,2012-10-18,7,28.261,SFO,,SEA,W 13-6,*,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
96,2012,2012-10-29,8,28.272,SFO,@,ARI,W 24-3,*,2,2,34,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0
97,2012,2012-11-11,9,28.285,SFO,,STL,T 24-24,*,5,4,30,7.50,0,80.0%,6.00,0,0,,0,,0,0,0.0,0,0
98,2012,2012-11-19,10,28.293,SFO,,CHI,W 32-7,*,8,6,83,13.83,1,75.0%,10.38,0,0,,0,,1,6,0.0,0,0
99,2012,2012-11-25,11,28.299,SFO,@,NOR,W 31-21,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
100,2012,2012-12-02,12,28.306,SFO,@,STL,L 13-16,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,,0,0,0.0,0,0
101,2012,2012-12-09,13,28.313,SFO,,MIA,W 27-13,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
102,2012,2012-12-16,14,28.320,SFO,@,NWE,W 41-34,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,,0,0,0.0,0,0
103,2012,2012-12-23,15,28.327,SFO,@,SEA,L 13-42,*,1,1,27,27.00,0,100.0%,27.00,0,0,,0,,0,0,0.0,0,0
104,2012,2012-12-30,16,28.334,SFO,,ARI,W 27-13,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,,0,0,0.0,0,0
105,2013,2013-09-08,1,29.220,SFO,,GNB,W 34-28,*,9,6,98,16.33,2,66.7%,10.89,0,0,,0,,2,12,0.0,0,0
106,2013,2013-09-15,2,29.227,SFO,@,SEA,L 3-29,*,5,3,20,6.67,0,60.0%,4.00,0,0,,0,,0,0,0.0,0,0
107,2013,2013-09-26,4,29.238,SFO,@,STL,W 35-11,*,4,2,18,9.00,1,50.0%,4.50,0,0,,0,,1,6,0.0,0,0
108,2013,2013-10-06,5,29.248,SFO,,HOU,W 34-3,*,6,3,88,29.33,1,50.0%,14.67,0,0,,0,,1,6,0.0,0,0
109,2013,2013-10-13,6,29.255,SFO,,ARI,W 32-20,*,11,8,180,22.50,2,72.7%,16.36,0,0,,0,,2,12,0.0,0,0
110,2013,2013-10-20,7,29.262,SFO,@,TEN,W 31-17,*,8,4,62,15.50,0,50.0%,7.75,0,0,,0,,0,0,0.0,0,0
111,2013,2013-10-27,8,29.269,SFO,@,JAX,W 42-10,*,4,3,52,17.33,1,75.0%,13.00,0,0,,0,,1,6,0.0,0,0
112,2013,2013-11-10,9,29.283,SFO,,CAR,L 9-10,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,,0,0,0.0,0,0
113,2013,2013-11-17,10,29.290,SFO,@,NOR,L 20-23,*,5,4,33,8.25,1,80.0%,6.60,0,0,,0,,1,6,0.0,0,0
114,2013,2013-11-25,11,29.298,SFO,@,WAS,W 27-6,*,7,4,70,17.50,1,57.1%,10.00,0,0,,0,,1,6,0.0,0,0
115,2013,2013-12-01,12,29.304,SFO,,STL,W 23-13,*,5,4,82,20.50,1,80.0%,16.40,0,0,,0,,1,6,0.0,0,0
116,2013,2013-12-08,13,29.311,SFO,,SEA,W 19-17,*,3,2,21,10.50,1,66.7%,7.00,0,0,,0,,1,6,0.0,0,0
117,2013,2013-12-15,14,29.318,SFO,@,TAM,W 33-14,*,7,5,79,15.80,1,71.4%,11.29,0,0,,0,,1,6,0.0,0,0
118,2013,2013-12-23,15,29.326,SFO,,ATL,W 34-24,*,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
119,2013,2013-12-29,16,29.332,SFO,@,ARI,W 23-20,*,5,3,45,15.00,1,60.0%,9.00,0,0,,0,,1,6,0.0,0,0
120,2014,2014-09-07,1,30.219,SFO,@,DAL,W 28-17,*,6,4,44,11.00,2,66.7%,7.33,0,0,,0,,2,12,0.0,0,0
121,2014,2014-09-14,2,30.226,SFO,,CHI,L 20-28,*,3,3,39,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
122,2014,2014-09-28,4,30.240,SFO,,PHI,W 26-21,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,,0,0,0.0,0,0
123,2014,2014-10-13,6,30.255,SFO,@,STL,W 31-17,*,6,3,30,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0
124,2014,2014-10-19,7,30.261,SFO,@,DEN,L 17-42,*,5,2,21,10.50,0,40.0%,4.20,0,0,,0,,0,0,0.0,0,0
125,2014,2014-11-02,8,30.275,SFO,,STL,L 10-13,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,,0,0,0.0,0,0
126,2014,2014-11-09,9,30.282,SFO,@,NOR,W 27-24,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,,0,0,0.0,0,0
127,2014,2014-11-16,10,30.289,SFO,@,NYG,W 16-10,*,5,1,7,7.00,0,20.0%,1.40,1,4,4.00,0,,0,0,0.0,0,0
128,2014,2014-11-23,11,30.296,SFO,,WAS,W 17-13,*,5,3,21,7.00,0,60.0%,4.20,0,0,,0,,0,0,0.0,1,0
129,2014,2014-11-27,12,30.300,SFO,,SEA,L 3-19,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,,0,0,0.0,0,0
130,2014,2014-12-07,13,30.310,SFO,@,OAK,L 13-24,*,4,2,26,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,1,0
131,2014,2014-12-14,14,30.317,SFO,@,SEA,L 7-17,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
132,2014,2014-12-20,15,30.323,SFO,,SDG,L 35-38,*,,,,,,0.0%,,,,,,,,,,,
133,2014,2014-12-28,16,30.331,SFO,,ARI,W 20-17,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
134,2015,2015-09-14,1,31.226,SFO,,MIN,W 20-3,*,6,3,47,15.67,0,50.0%,7.83,0,0,,0,,0,0,0.0,0,0
135,2015,2015-09-20,2,31.232,SFO,@,PIT,L 18-43,*,7,5,62,12.40,0,71.4%,8.86,0,0,,0,,0,0,0.0,0,0
136,2015,2015-09-27,3,31.239,SFO,@,ARI,L 7-47,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
137,2015,2015-10-18,6,31.260,SFO,,BAL,W 25-20,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
138,2015,2015-10-22,7,31.264,SFO,,SEA,L 3-20,*,6,4,61,15.25,0,66.7%,10.17,0,0,,0,,0,0,0.0,0,0
139,2015,2015-11-01,8,31.274,SFO,@,STL,L 6-27,*,8,6,24,4.00,0,75.0%,3.00,0,0,,0,,0,0,0.0,0,0
140,2015,2015-11-08,8,31.281,DEN,@,IND,L 24-27,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
141,2015,2015-11-15,9,31.288,DEN,,KAN,L 13-29,,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,0,0
142,2015,2015-11-22,10,31.295,DEN,@,CHI,W 17-15,*,6,6,68,11.33,0,100.0%,11.33,0,0,,0,,0,0,0.0,0,0
143,2015,2015-11-29,11,31.302,DEN,,NWE,W 30-24,*,2,2,10,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
144,2015,2015-12-06,12,31.309,DEN,@,SDG,W 17-3,*,3,2,25,12.50,0,66.7%,8.33,0,0,,0,,0,0,0.0,0,0
145,2015,2015-12-13,13,31.316,DEN,,OAK,L 12-15,*,9,7,74,10.57,0,77.8%,8.22,0,0,,0,,0,0,0.0,0,0
146,2015,2015-12-20,14,31.323,DEN,@,PIT,L 27-34,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,,0,0,0.0,0,0
147,2015,2015-12-28,15,31.331,DEN,,CIN,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
148,2015,2016-01-03,16,31.337,DEN,,SDG,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
149,2016,2016-09-12,1,32.225,WAS,,PIT,L 16-38,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0
150,2016,2016-09-18,2,32.231,WAS,,DAL,L 23-27,*,5,5,51,10.20,0,100.0%,10.20,0,0,,0,,0,0,0.0,0,0
151,2016,2016-09-25,3,32.238,WAS,@,NYG,W 29-27,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
152,2016,2016-10-02,4,32.245,WAS,,CLE,W 31-20,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
153,2016,2016-10-09,5,32.252,WAS,@,BAL,W 16-10,*,4,3,15,5.00,0,75.0%,3.75,0,0,,0,,0,0,0.0,0,0
154,2016,2016-10-16,6,32.259,WAS,,PHI,W 27-20,*,4,2,50,25.00,1,50.0%,12.50,0,0,,0,,1,6,0.0,0,0
155,2016,2016-10-23,7,32.266,WAS,@,DET,L 17-20,*,6,6,79,13.17,0,100.0%,13.17,0,0,,0,,0,0,0.0,0,0
156,2016,2016-10-30,8,32.273,WAS,@,CIN,T 27-27,*,5,5,93,18.60,0,100.0%,18.60,0,0,,0,,0,0,0.0,0,0
157,2016,2016-11-13,9,32.287,WAS,,MIN,W 26-20,*,3,3,66,22.00,1,100.0%,22.00,0,0,,0,,1,6,0.0,0,0
158,2016,2016-11-20,10,32.294,WAS,,GNB,W 42-24,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
159,2016,2016-11-24,11,32.298,WAS,@,DAL,L 26-31,*,7,5,68,13.60,0,71.4%,9.71,0,0,,0,,0,0,0.0,0,0
160,2016,2016-12-04,12,32.308,WAS,@,ARI,L 23-31,*,6,5,47,9.40,0,83.3%,7.83,0,0,,0,,0,0,0.0,0,0
161,2016,2016-12-11,13,32.315,WAS,@,PHI,W 27-22,*,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,0,0
162,2016,2016-12-19,14,32.323,WAS,,CAR,L 15-26,*,9,4,23,5.75,0,44.4%,2.56,0,0,,0,,0,0,0.0,0,0
163,2016,2016-12-24,15,32.328,WAS,@,CHI,W 41-21,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0
164,2016,2017-01-01,16,32.336,WAS,,NYG,L 10-19,*,3,2,49,24.50,0,66.7%,16.33,0,0,,0,,0,0,0.0,0,0
165,2017,2017-09-10,1,33.222,WAS,,PHI,L 17-30,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
166,2017,2017-09-17,2,33.229,WAS,@,LAR,W 27-20,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
167,2017,2017-09-24,3,33.236,WAS,,OAK,W 27-10,*,5,5,58,11.60,1,100.0%,11.60,0,0,,0,,1,6,0.0,0,0
168,2017,2017-10-02,4,33.244,WAS,@,KAN,L 20-29,*,3,2,89,44.50,0,66.7%,29.67,0,0,,0,,0,0,0.0,0,0
169,2017,2017-10-15,5,33.257,WAS,,SFO,W 26-24,*,4,3,65,21.67,0,75.0%,16.25,0,0,,0,,0,0,0.0,0,0
170,2017,2017-10-23,6,33.265,WAS,@,PHI,L 24-34,*,4,4,67,16.75,0,100.0%,16.75,0,0,,0,,0,0,0.0,0,0
171,2017,2017-10-29,7,33.271,WAS,,DAL,L 19-33,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0
172,2017,2017-11-05,8,33.278,WAS,@,SEA,W 17-14,*,9,6,72,12.00,0,66.7%,8.00,0,0,,0,,0,0,0.0,0,0
173,2017,2017-11-12,9,33.285,WAS,,MIN,L 30-38,*,11,7,76,10.86,0,63.6%,6.91,0,0,,0,,0,0,0.0,0,0
174,2017,2017-11-19,10,33.292,WAS,@,NOR,L 31-34,*,6,3,67,22.33,0,50.0%,11.17,0,0,,0,,0,0,0.0,0,0
175,2017,2017-11-23,11,33.296,WAS,,NYG,W 20-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
176,2017,2017-11-30,12,33.303,WAS,@,DAL,L 14-38,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,0,0,0.0,0,0
177,2017,2017-12-10,13,33.313,WAS,@,LAC,L 13-30,*,7,2,26,13.00,1,28.6%,3.71,0,0,,0,,1,6,0.0,0,0
178,2017,2017-12-17,14,33.320,WAS,,ARI,W 20-15,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,,0,0,0.0,0,0
179,2017,2017-12-24,15,33.327,WAS,,DEN,W 27-11,*,3,2,42,21.00,1,66.7%,14.00,0,0,,0,,1,6,0.0,0,0
180,2017,2017-12-31,16,33.334,WAS,@,NYG,L 10-18,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,,0,0,0.0,0,0
181,2018,2018-09-09,1,34.221,WAS,@,ARI,W 24-6,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
