ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
58,2016,2016-10-02,4,27.073,DAL,@,SFO,W 24-17,,0,0,,0,0.0,0,0,4,221,55.25,0
59,2016,2016-10-09,5,27.080,DAL,,CIN,W 28-14,,0,0,,0,0.0,0,0,2,87,43.50,0
60,2016,2016-10-16,6,27.087,DAL,@,GNB,W 30-16,,0,0,,0,0.0,0,0,2,83,41.50,0
61,2016,2016-10-30,7,27.101,DAL,,PHI,W 29-23,,1,30,30.00,0,0.0,0,0,5,222,44.40,0
62,2016,2016-11-06,8,27.108,DAL,@,CLE,W 35-10,,0,0,,0,0.0,0,0,2,75,37.50,0
63,2016,2016-11-13,9,27.115,DAL,@,PIT,W 35-30,,0,0,,0,0.0,0,0,3,145,48.33,0
64,2016,2016-11-20,10,27.122,DAL,,BAL,W 27-17,,0,0,,0,0.0,0,0,4,184,46.00,0
65,2016,2016-11-24,11,27.126,DAL,,WAS,W 31-26,,0,0,,0,0.0,0,0,2,88,44.00,0
66,2016,2016-12-01,12,27.133,DAL,@,MIN,W 17-15,,0,0,,0,0.0,0,0,6,277,46.17,0
67,2016,2016-12-11,13,27.143,DAL,@,NYG,L 7-10,,0,0,,0,0.0,0,0,9,384,42.67,0
68,2016,2016-12-18,14,27.150,DAL,,TAM,W 26-20,,0,0,,0,0.0,0,0,2,82,41.00,0
69,2016,2016-12-26,15,27.158,DAL,,DET,W 42-21,,0,0,,0,0.0,0,0,4,189,47.25,0
70,2016,2017-01-01,16,27.164,DAL,@,PHI,L 13-27,,0,0,,0,0.0,0,0,4,195,48.75,1
71,2017,2017-09-10,1,28.051,DAL,,NYG,W 19-3,,0,0,,0,0.0,0,0,4,139,34.75,0
72,2017,2017-09-17,2,28.058,DAL,@,DEN,L 17-42,,0,0,,0,0.0,0,0,5,249,49.80,0
73,2017,2017-09-25,3,28.066,DAL,@,ARI,W 28-17,,0,0,,0,0.0,0,0,7,311,44.43,0
74,2017,2017-10-01,4,28.072,DAL,,LAR,L 30-35,,0,0,,0,0.0,0,0,3,141,47.00,0
75,2017,2017-10-08,5,28.079,DAL,,GNB,L 31-35,,0,0,,0,0.0,0,0,1,38,38.00,0
76,2017,2017-10-22,6,28.093,DAL,@,SFO,W 40-10,,0,0,,0,0.0,0,0,3,142,47.33,0
77,2017,2017-10-29,7,28.100,DAL,@,WAS,W 33-19,,0,0,,0,0.0,0,0,3,137,45.67,0
78,2017,2017-11-05,8,28.107,DAL,,KAN,W 28-17,,0,0,,0,0.0,0,0,5,195,39.00,0
79,2017,2017-11-12,9,28.114,DAL,@,ATL,L 7-27,,0,0,,0,0.0,0,0,4,171,42.75,0
80,2017,2017-11-19,10,28.121,DAL,,PHI,L 9-37,,0,0,,0,0.0,0,0,5,234,46.80,0
81,2017,2017-11-23,11,28.125,DAL,,LAC,L 6-28,,0,0,,0,0.0,0,0,5,208,41.60,0
82,2017,2017-11-30,12,28.132,DAL,,WAS,W 38-14,,0,0,,0,0.0,0,0,5,211,42.20,0
83,2017,2017-12-10,13,28.142,DAL,@,NYG,W 30-10,,0,0,,0,0.0,0,0,4,190,47.50,0
84,2017,2017-12-17,14,28.149,DAL,@,OAK,W 20-17,,1,24,24.00,0,0.0,0,0,2,86,43.00,0
85,2017,2017-12-24,15,28.156,DAL,,SEA,L 12-21,,0,0,,0,0.0,0,0,2,100,50.00,0
86,2017,2017-12-31,16,28.163,DAL,@,PHI,W 6-0,,0,0,,0,0.0,0,0,8,356,44.50,0
87,2018,2018-09-09,1,29.050,DAL,@,CAR,L 8-16,,0,0,,0,0.0,0,0,6,293,48.83,0
88,2018,2018-09-16,2,29.057,DAL,,NYG,W 20-13,,0,0,,0,0.0,0,0,4,173,43.25,0
89,2018,2018-09-23,3,29.064,DAL,@,SEA,L 13-24,,0,0,,0,0.0,0,0,5,240,48.00,0
