ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
68,1988,1988-12-04,14,26.097,NYG,,PHO,W 44-7,,0,0,,0,,,0,0,0.5,0,0,0
69,1988,1988-12-11,15,26.104,NYG,,KAN,W 28-12,,0,0,,0,,,0,0,1.0,0,0,0
70,1988,1988-12-18,16,26.111,NYG,@,NYJ,L 21-27,,,,,,,,,,,,,
71,1989,1989-09-11,1,27.013,NYG,@,WAS,W 27-24,,0,0,,0,,,,,,,,
72,1989,1989-09-17,2,27.019,NYG,,DET,W 24-14,,0,0,,0,,,0,0,0.5,0,0,0
73,1989,1989-09-24,3,27.026,NYG,,PHO,W 35-7,,0,0,,0,,,,,,,,
74,1989,1989-10-01,4,27.033,NYG,@,DAL,W 30-13,,0,0,,0,,,,,,,,
75,1989,1989-10-08,5,27.040,NYG,@,PHI,L 19-21,,1,22,22.00,1,,,1,6,0.0,0,0,0
76,1989,1989-10-15,6,27.047,NYG,,WAS,W 20-17,,0,0,,0,,,,,,,,
77,1989,1989-10-22,7,27.054,NYG,@,SDG,W 20-13,,0,0,,0,,,,,,,,
78,1989,1989-10-30,8,27.062,NYG,,MIN,W 24-14,,0,0,,0,,,0,0,1.5,0,0,0
79,1989,1989-11-05,9,27.068,NYG,@,PHO,W 20-13,,0,0,,0,,,0,0,1.0,0,0,0
80,1989,1989-11-12,10,27.075,NYG,@,RAM,L 10-31,,0,0,,0,,,,,,,,
81,1989,1989-11-19,11,27.082,NYG,,SEA,W 15-3,,0,0,,0,,,0,0,0.0,1,6,0
82,1989,1989-11-27,12,27.090,NYG,@,SFO,L 24-34,,0,0,,0,,,0,0,1.0,0,0,0
83,1989,1989-12-03,13,27.096,NYG,,PHI,L 17-24,,0,0,,0,,,,,,,,
84,1989,1989-12-10,14,27.103,NYG,@,DEN,W 14-7,,0,0,,0,,,,,,,,
85,1989,1989-12-16,15,27.109,NYG,,DAL,W 15-0,,0,0,,0,,,,,,,,
86,1989,1989-12-24,16,27.117,NYG,,RAI,W 34-17,,0,0,,0,,,,,,,,
87,1990,1990-09-09,1,28.011,NYG,,PHI,W 27-20,,,,,,,,,,,,,
88,1990,1990-09-16,2,28.018,NYG,@,DAL,W 28-7,,0,0,,0,,,0,0,1.0,0,0,0
89,1990,1990-09-23,3,28.025,NYG,,MIA,W 20-3,,,,,,,,,,,,,
90,1990,1990-09-30,4,28.032,NYG,,DAL,W 31-17,,,,,,,,,,,,,
91,1990,1990-10-14,5,28.046,NYG,@,WAS,W 24-20,,,,,,,,,,,,,
92,1990,1990-12-03,12,28.096,NYG,@,SFO,L 3-7,,,,,,,,,,,,,
93,1990,1990-12-09,13,28.102,NYG,,MIN,W 23-15,,,,,,,,,,,,,
94,1990,1990-12-15,14,28.108,NYG,,BUF,L 13-17,,,,,,,,,,,,,
95,1990,1990-12-23,15,28.116,NYG,@,PHO,W 24-21,,,,,,,,,,,,,
96,1991,1991-09-02,1,29.004,NYG,,SFO,W 16-14,,,,,,,,,,,,,
97,1991,1991-09-08,2,29.010,NYG,,RAM,L 13-19,,,,,,,,,,,,,
98,1991,1991-09-15,3,29.017,NYG,@,CHI,L 17-20,,,,,,,,,,,,,
99,1991,1991-09-22,4,29.024,NYG,,CLE,W 13-10,,0,0,,0,,,0,0,1.0,0,0,0
100,1991,1991-09-29,5,29.031,NYG,@,DAL,L 16-21,,,,,,,,,,,,,
101,1991,1991-10-06,6,29.038,NYG,,PHO,W 20-9,,,,,,,,,,,,,
102,1991,1991-10-14,7,29.046,NYG,@,PIT,W 23-20,,,,,,,,,,,,,
103,1991,1991-10-27,8,29.059,NYG,,WAS,L 13-17,,,,,,,,,,,,,
104,1991,1991-11-04,9,29.067,NYG,@,PHI,L 7-30,,0,0,,0,,,0,0,2.0,0,0,0
105,1991,1991-11-10,10,29.073,NYG,@,PHO,W 21-14,,,,,,,,,,,,,
106,1991,1991-11-17,11,29.080,NYG,,DAL,W 22-9,,,,,,,,,,,,,
107,1991,1991-11-24,12,29.087,NYG,@,TAM,W 21-14,,,,,,,,,,,,,
108,1991,1991-12-01,13,29.094,NYG,@,CIN,L 24-27,,,,,,,,,,,,,
109,1991,1991-12-08,14,29.101,NYG,,PHI,L 14-19,,0,0,,0,,,0,0,1.0,0,0,0
110,1991,1991-12-15,15,29.108,NYG,@,WAS,L 17-34,,,,,,,,,,,,,
111,1991,1991-12-21,16,29.114,NYG,,HOU,W 24-20,,,,,,,,,,,,,
112,1992,1992-09-06,1,30.008,NYG,,SFO,L 14-31,,,,,,0.0%,,,,,,,
113,1992,1992-09-13,2,30.015,NYG,,DAL,L 28-34,,,,,,0.0%,,,,,,,
114,1992,1992-09-21,3,30.023,NYG,@,CHI,W 27-14,,0,0,,0,0.0%,,0,0,0.5,0,0,0
115,1992,1992-10-04,4,30.036,NYG,@,RAI,L 10-13,,,,,,0.0%,,,,,,,
116,1992,1992-10-11,5,30.043,NYG,,PHO,W 31-21,,0,0,,0,0.0%,,0,0,0.5,0,0,0
117,1992,1992-10-18,6,30.050,NYG,@,RAM,L 17-38,,,,,,0.0%,,,,,,,
118,1992,1992-10-25,7,30.057,NYG,,SEA,W 23-10,,,,,,0.0%,,,,,,,
119,1992,1992-11-01,8,30.064,NYG,@,WAS,W 24-7,,,,,,0.0%,,,,,,,
120,1992,1992-11-08,9,30.071,NYG,,GNB,W 27-7,,,,,,0.0%,,,,,,,
121,1992,1992-11-15,10,30.078,NYG,@,DEN,L 13-27,,,,,,0.0%,,,,,,,
122,1992,1992-11-22,11,30.085,NYG,,PHI,L 34-47,,,,,,0.0%,,,,,,,
123,1992,1992-11-26,12,30.089,NYG,@,DAL,L 3-30,,0,0,,0,0.0%,,0,0,1.0,0,0,0
124,1992,1992-12-06,13,30.099,NYG,,WAS,L 10-28,,,,,,0.0%,,,,,,,
125,1992,1992-12-12,14,30.105,NYG,@,PHO,L 0-19,,0,0,,0,0.0%,,0,0,1.0,0,0,0
126,1992,1992-12-19,15,30.112,NYG,,KAN,W 35-21,,0,0,,0,0.0%,,0,0,1.0,0,0,0
127,1993,1993-09-06,1,31.008,WAS,,DAL,W 35-16,,,,,,0.0%,,,,,,,
128,1993,1993-09-12,2,31.014,WAS,,PHO,L 10-17,,,,,,0.0%,,,,,,,
129,1993,1993-09-19,3,31.021,WAS,@,PHI,L 31-34,,0,0,,0,0.0%,,0,0,0.5,0,0,0
130,1993,1993-10-04,4,31.036,WAS,@,MIA,L 10-17,,,,,,0.0%,,,,,,,
131,1993,1993-10-10,5,31.042,WAS,,NYG,L 7-41,,,,,,0.0%,,,,,,,
132,1993,1993-10-17,6,31.049,WAS,@,PHO,L 6-36,,,,,,0.0%,,,,,,,
133,1993,1993-11-01,7,31.064,WAS,@,BUF,L 10-24,,,,,,0.0%,,,,,,,
134,1993,1993-11-07,8,31.070,WAS,,IND,W 30-24,,,,,,0.0%,,,,,,,
135,1993,1993-11-14,9,31.077,WAS,@,NYG,L 6-20,,0,0,,0,0.0%,,0,0,0.5,0,0,0
136,1993,1993-11-21,10,31.084,WAS,@,RAM,L 6-10,,,,,,0.0%,,,,,,,
137,1993,1993-11-28,11,31.091,WAS,,PHI,L 14-17,,,,,,0.0%,,,,,,,
138,1993,1993-12-05,12,31.098,WAS,@,TAM,W 23-17,,,,,,0.0%,,,,,,,
139,1993,1993-12-11,13,31.104,WAS,,NYJ,L 0-3,,,,,,0.0%,,,,,,,
140,1993,1993-12-26,15,31.119,WAS,@,DAL,L 3-38,,,,,,0.0%,,,,,,,
141,1993,1993-12-31,16,31.124,WAS,,MIN,L 9-14,,,,,,0.0%,,,,,,,
142,1994,1994-09-04,1,32.006,CLE,@,CIN,W 28-20,0,0,0,,0,0.0%,,0,0,1.0,0,0,0
143,1994,1994-09-11,2,32.013,CLE,,PIT,L 10-17,,,,,,0.0%,,,,,,,
144,1994,1994-09-18,3,32.020,CLE,,ARI,W 32-0,,,,,,0.0%,,,,,,,
145,1994,1994-09-25,4,32.027,CLE,@,IND,W 21-14,,,,,,0.0%,,,,,,,
146,1994,1994-10-02,5,32.034,CLE,,NYJ,W 27-7,,,,,,0.0%,,,,,,,
147,1994,1994-10-13,6,32.045,CLE,@,HOU,W 11-8,,,,,,0.0%,,,,,,,
148,1994,1994-10-23,7,32.055,CLE,,CIN,W 37-13,,,,,,0.0%,,,,,,,
149,1994,1994-10-30,8,32.062,CLE,@,DEN,L 14-26,,,,,,0.0%,,,,,,,
150,1994,1994-11-06,9,32.069,CLE,,NWE,W 13-6,,,,,,0.0%,,,,,,,
151,1994,1994-11-13,10,32.076,CLE,@,PHI,W 26-7,,,,,,0.0%,,,,,,,
152,1994,1994-11-20,11,32.083,CLE,@,KAN,L 13-20,,,,,,0.0%,,,,,,,
153,1994,1994-11-27,12,32.090,CLE,,HOU,W 34-10,,,,,,0.0%,,,,,,,
154,1994,1994-12-04,13,32.097,CLE,,NYG,L 13-16,0,0,0,,0,0.0%,,0,0,0.5,0,0,0
155,1994,1994-12-10,14,32.103,CLE,@,DAL,W 19-14,,,,,,0.0%,,,,,,,
156,1994,1994-12-18,15,32.111,CLE,@,PIT,L 7-17,,,,,,0.0%,,,,,,,
157,1994,1994-12-24,16,32.117,CLE,,SEA,W 35-9,,,,,,0.0%,,,,,,,
158,1995,1995-09-03,1,33.005,CLE,@,NWE,L 14-17,,,,,,0.0%,,,,,,,
159,1995,1995-09-10,2,33.012,CLE,,TAM,W 22-6,0,0,0,,0,0.0%,,0,0,1.0,0,0,0
160,1995,1995-09-17,3,33.019,CLE,@,HOU,W 14-7,,,,,,0.0%,,,,,,,
161,1995,1995-09-24,4,33.026,CLE,,KAN,W 35-17,,,,,,0.0%,,,,,,,
162,1995,1995-10-02,5,33.034,CLE,,BUF,L 19-22,,,,,,0.0%,,,,,,,
163,1995,1995-10-08,6,33.040,CLE,@,DET,L 20-38,,,,,,0.0%,,,,,,,
164,1995,1995-10-22,7,33.054,CLE,,JAX,L 15-23,,,,,,0.0%,,,,,,,
165,1995,1995-10-29,8,33.061,CLE,@,CIN,W 29-26,,,,,,0.0%,,,,,,,
166,1995,1995-11-05,9,33.068,CLE,,HOU,L 10-37,,,,,,0.0%,,,,,,,
167,1995,1995-11-13,10,33.076,CLE,@,PIT,L 3-20,,,,,,0.0%,,,,,,,
168,1995,1995-11-19,11,33.082,CLE,,GNB,L 20-31,,,,,,0.0%,,,,,,,
169,1995,1995-11-26,12,33.089,CLE,,PIT,L 17-20,,,,,,0.0%,,,,,,,
170,1995,1995-12-03,13,33.096,CLE,@,SDG,L 13-31,,,,,,0.0%,,,,,,,
171,1995,1995-12-09,14,33.102,CLE,@,MIN,L 11-27,,,,,,0.0%,,,,,,,
172,1995,1995-12-17,15,33.110,CLE,,CIN,W 26-10,,,,,,0.0%,,,,,,,
173,1995,1995-12-24,16,33.117,CLE,@,JAX,L 21-24,,,,,,0.0%,,,,,,,
