ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
23,2000,2000-10-08,5,26.107,NOR,@,CHI,W 31-10,,0,,,,,0.0%,,,,,,,,,
24,2000,2000-10-15,6,26.114,NOR,,CAR,W 24-6,,,,,,,0.0%,,,,,,,,,
25,2000,2000-10-22,7,26.121,NOR,@,ATL,W 21-19,,,,,,,0.0%,,,,,,,,,
26,2000,2000-11-05,9,26.135,NOR,,SFO,W 31-15,,,,,,,0.0%,,,,,,,,,
27,2000,2000-11-12,10,26.142,NOR,@,CAR,W 20-10,,,,,,,0.0%,,,,,,,,,
28,2000,2000-11-19,11,26.149,NOR,,OAK,L 22-31,,0,,,,,0.0%,,,,,,0,11,,0
29,2000,2000-11-26,12,26.156,NOR,@,STL,W 31-24,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0
30,2000,2000-12-03,13,26.163,NOR,,DEN,L 23-38,,11,8,122,15.25,0,72.7%,11.09,0,0,,0,0,0,,0
31,2000,2000-12-10,14,26.170,NOR,@,SFO,W 31-27,,,,,,,0.0%,,,,,,,,,
32,2000,2000-12-17,15,26.177,NOR,,ATL,W 23-7,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0
33,2000,2000-12-24,16,26.184,NOR,,STL,L 21-26,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0
34,2001,2001-09-09,1,27.078,NOR,@,BUF,W 24-6,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0
35,2001,2001-09-30,2,27.099,NOR,@,NYG,L 13-21,,8,7,61,8.71,0,87.5%,7.63,0,0,,0,0,0,,0
36,2001,2001-10-07,3,27.106,NOR,,MIN,W 28-15,*,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0
37,2001,2001-10-14,4,27.113,NOR,@,CAR,W 27-25,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0
38,2001,2001-10-21,5,27.120,NOR,,ATL,L 13-20,,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0
39,2001,2001-10-28,6,27.127,NOR,@,STL,W 34-31,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0
40,2001,2001-11-04,7,27.134,NOR,,NYJ,L 9-16,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0
41,2001,2001-11-18,9,27.148,NOR,,IND,W 34-20,,,,,,,0.0%,,,,,,,,,
42,2001,2001-11-25,10,27.155,NOR,@,NWE,L 17-34,,,,,,,0.0%,,,,,,,,,
43,2001,2001-12-02,11,27.162,NOR,,CAR,W 27-23,,,,,,,0.0%,,,,,,,,,
44,2001,2001-12-09,12,27.169,NOR,@,ATL,W 28-10,,2,1,44,44.00,0,50.0%,22.00,0,0,,0,0,0,,0
45,2001,2001-12-17,13,27.177,NOR,,STL,L 21-34,,4,,,,,0.0%,,,,,,,,,
46,2001,2001-12-23,14,27.183,NOR,@,TAM,L 21-48,,4,3,62,20.67,0,75.0%,15.50,0,0,,0,0,0,,0
47,2001,2001-12-30,15,27.190,NOR,,WAS,L 10-40,,2,,,,,0.0%,,,,,,,,,
48,2001,2002-01-06,16,27.197,NOR,,SFO,L 0-38,,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0
