ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
24,2007,2007-12-23,15,25.105,GNB,@,CHI,L 7-35,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
25,2007,2007-12-30,16,25.112,GNB,,DET,W 34-13,*,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
26,2008,2008-09-08,1,25.365,GNB,,MIN,W 24-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2008,2008-09-14,2,26.005,GNB,@,DET,W 48-25,,,,,,1,,,,,0.0%,,,,,,,,,,,,,,
28,2008,2008-09-21,3,26.012,GNB,,DAL,L 16-27,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
29,2008,2008-09-28,4,26.019,GNB,@,TAM,L 21-30,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
30,2008,2008-10-05,5,26.026,GNB,,ATL,L 24-27,*,,,,,,,,,,0.0%,,,,,,,,,,,,,,
31,2008,2008-10-12,6,26.033,GNB,@,SEA,W 27-17,,0,0,,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6,0.0,0,0
32,2008,2008-10-19,7,26.040,GNB,,IND,W 34-14,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1
33,2008,2008-11-02,8,26.054,GNB,@,TEN,L 16-19,,1,2,2.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2008,2008-11-09,9,26.061,GNB,@,MIN,L 27-28,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
35,2008,2008-11-16,10,26.068,GNB,,CHI,W 37-3,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2008,2008-11-24,11,26.076,GNB,@,NOR,L 29-51,,2,1,0.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,0,0
37,2008,2008-11-30,12,26.082,GNB,,CAR,L 31-35,,1,0,0.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2008,2008-12-07,13,26.089,GNB,,HOU,L 21-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2008,2008-12-14,14,26.096,GNB,@,JAX,L 16-20,*,1,0,0.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2008,2008-12-22,15,26.104,GNB,@,CHI,L 17-20,*,0,0,,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2008,2008-12-28,16,26.110,GNB,,DET,W 31-21,,0,0,,0,1,1,5,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,1,6,0.0,0,0
42,2009,2009-09-13,1,27.004,GNB,,CHI,W 21-15,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2009,2009-09-20,2,27.011,GNB,,CIN,L 24-31,*,,,,,0,,,,,0.0%,,,,,,,,,,,,,,
44,2009,2009-09-27,3,27.018,GNB,@,STL,W 36-17,*,1,1,1.00,1,1,1,10,10.00,1,100.0%,10.00,0,0,,0,0,0,,0,2,12,0.0,0,0
45,2009,2009-10-05,4,27.026,GNB,@,MIN,L 23-30,*,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2009,2009-10-18,5,27.039,GNB,,DET,W 26-0,,1,2,2.00,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6,0.0,0,1
47,2009,2009-10-25,6,27.046,GNB,@,CLE,W 31-3,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2009,2009-11-01,7,27.053,GNB,,MIN,L 26-38,*,2,7,3.50,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2009,2009-11-08,8,27.060,GNB,@,TAM,L 28-38,,1,3,3.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2009,2009-11-15,9,27.067,GNB,,DAL,W 17-7,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
51,2009,2009-11-22,10,27.074,GNB,,SFO,W 30-24,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
52,2009,2009-11-26,11,27.078,GNB,@,DET,W 34-12,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
53,2009,2009-12-07,12,27.089,GNB,,BAL,W 27-14,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
54,2009,2009-12-13,13,27.095,GNB,@,CHI,W 21-14,*,,,,,,,,,,0.0%,,,,,,,,,,,,,,
55,2009,2010-01-03,16,27.116,GNB,@,ARI,W 33-7,*,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2010,2010-09-12,1,28.003,GNB,@,PHI,W 27-20,,2,15,7.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,0,0
57,2010,2010-09-19,2,28.010,GNB,,BUF,W 34-7,,9,36,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2010,2010-09-27,3,28.018,GNB,@,CHI,L 17-20,*,6,31,5.17,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
59,2010,2010-10-03,4,28.024,GNB,,DET,W 28-26,,9,39,4.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
60,2010,2010-10-10,5,28.031,GNB,@,WAS,L 13-16,,3,12,4.00,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2010,2010-10-17,6,28.038,GNB,,MIA,L 20-23,,5,9,1.80,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
62,2010,2010-10-24,7,28.045,GNB,,MIN,W 28-24,,7,12,1.71,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
63,2010,2010-10-31,8,28.052,GNB,@,NYJ,W 9-0,,8,21,2.63,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
64,2010,2010-11-07,9,28.059,GNB,,DAL,W 45-7,,13,50,3.85,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
65,2010,2010-11-21,10,28.073,GNB,@,MIN,W 31-3,,0,0,,0,0,0,0,,0,0.0%,,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
66,2010,2010-11-28,11,28.080,GNB,@,ATL,L 17-20,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
67,2010,2010-12-05,12,28.087,GNB,,SFO,W 34-16,,6,13,2.17,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,1,6,0.0,0,0
68,2010,2010-12-12,13,28.094,GNB,@,DET,L 3-7,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
69,2010,2010-12-19,14,28.101,GNB,@,NWE,L 27-31,,6,21,3.50,0,3,3,27,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,1,6,0.0,0,0
70,2010,2010-12-26,15,28.108,GNB,,NYG,W 45-17,*,6,22,3.67,2,2,2,7,3.50,1,100.0%,3.50,0,0,,0,0,0,,0,3,18,0.0,0,2
71,2010,2011-01-02,16,28.115,GNB,,CHI,W 10-3,,4,0,0.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
72,2011,2011-09-08,1,28.364,GNB,,NOR,W 42-34,,2,5,2.50,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,1,6,0.0,0,0
73,2011,2011-09-18,2,29.009,GNB,@,CAR,W 30-23,*,1,1,1.00,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,1,6,0.0,0,0
74,2011,2011-09-25,3,29.016,GNB,@,CHI,W 27-17,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
75,2011,2011-10-02,4,29.023,GNB,,DEN,W 49-23,,1,3,3.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
76,2011,2011-10-09,5,29.030,GNB,@,ATL,W 25-14,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
77,2011,2011-10-16,6,29.037,GNB,,STL,W 24-3,*,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
78,2011,2011-10-23,7,29.044,GNB,@,MIN,W 33-27,,1,1,1.00,0,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,0,0
79,2011,2011-11-06,8,29.058,GNB,@,SDG,W 45-38,,1,2,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
80,2011,2011-11-14,9,29.066,GNB,,MIN,W 45-7,,0,0,,0,2,2,9,4.50,1,100.0%,4.50,0,0,,0,0,0,,0,1,6,0.0,0,0
81,2011,2011-11-20,10,29.072,GNB,,TAM,W 35-26,,1,2,2.00,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,1,6,0.0,0,0
82,2011,2011-11-24,11,29.076,GNB,@,DET,W 27-15,,5,5,1.00,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,1,6,0.0,0,0
83,2011,2011-12-04,12,29.086,GNB,@,NYG,W 38-35,,2,7,3.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
84,2011,2011-12-11,13,29.093,GNB,,OAK,W 46-16,,10,46,4.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
85,2011,2011-12-18,14,29.100,GNB,@,KAN,L 14-19,*,2,0,0.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
86,2011,2011-12-25,15,29.107,GNB,,CHI,W 35-21,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
87,2011,2012-01-01,16,29.114,GNB,,DET,W 45-41,,2,5,2.50,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
88,2012,2012-09-09,1,30.000,GNB,,SFO,L 22-30,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
89,2012,2012-09-13,2,30.004,GNB,,CHI,W 23-10,,2,1,0.50,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,0,0.0,0,0
90,2012,2012-09-24,3,30.015,GNB,@,SEA,L 12-14,,1,2,2.00,0,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0,0.0,0,0
91,2012,2012-09-30,4,30.021,GNB,,NOR,W 28-27,*,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
92,2012,2012-10-07,5,30.028,GNB,@,IND,L 27-30,,2,9,4.50,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,1,6,0.0,0,0
93,2012,2012-10-14,6,30.035,GNB,@,HOU,W 42-24,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
94,2012,2012-10-21,7,30.042,GNB,@,STL,W 30-20,,3,16,5.33,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,0.0,0,0
95,2012,2012-11-18,10,30.070,GNB,@,DET,W 24-20,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
96,2012,2012-11-25,11,30.077,GNB,@,NYG,L 10-38,*,4,17,4.25,0,3,3,49,16.33,0,100.0%,16.33,0,0,,0,0,0,,0,0,0,0.0,0,0
97,2012,2012-12-02,12,30.084,GNB,,MIN,W 23-14,,4,8,2.00,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
98,2012,2012-12-09,13,30.091,GNB,,DET,W 27-20,,1,-5,-5.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
99,2012,2012-12-16,14,30.098,GNB,@,CHI,W 21-13,*,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
100,2012,2012-12-23,15,30.105,GNB,,TEN,W 55-7,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
101,2012,2012-12-30,16,30.112,GNB,@,MIN,L 34-37,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
102,2013,2013-09-08,1,30.364,GNB,@,SFO,L 28-34,,1,3,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
103,2013,2013-09-15,2,31.006,GNB,,WAS,W 38-20,*,,,,,,,,,,0.0%,,,,,,,,,,,,,,
104,2013,2013-10-06,4,31.027,GNB,,DET,W 22-9,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
105,2013,2013-10-13,5,31.034,GNB,@,BAL,W 19-17,,1,2,2.00,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
106,2013,2013-10-20,6,31.041,GNB,,CLE,W 31-13,,1,4,4.00,0,1,1,8,8.00,0,100.0%,8.00,1,19,19.00,0,0,0,,0,0,0,0.0,0,0
107,2013,2013-10-27,7,31.048,GNB,@,MIN,W 44-31,*,0,0,,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0
108,2013,2013-11-04,8,31.056,GNB,,CHI,L 20-27,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
109,2013,2013-11-10,9,31.062,GNB,,PHI,L 13-27,*,1,2,2.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
110,2013,2013-11-17,10,31.069,GNB,@,NYG,L 13-27,*,1,12,12.00,0,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,,0,0,0,0.0,0,0
111,2013,2013-11-24,11,31.076,GNB,,MIN,T 26-26,,0,0,,0,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,0.0,0,0
112,2013,2013-11-28,12,31.080,GNB,@,DET,L 10-40,*,1,2,2.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,1,0
113,2013,2013-12-08,13,31.090,GNB,,ATL,W 22-21,,0,0,,0,1,0,0,,0,0.0%,0.00,1,21,21.00,0,0,0,,0,0,0,0.0,0,0
114,2013,2013-12-15,14,31.097,GNB,@,DAL,W 37-36,*,0,0,,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,0,0.0,0,0
115,2013,2013-12-22,15,31.104,GNB,,PIT,L 31-38,,3,12,4.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,6,0.0,1,0
116,2013,2013-12-29,16,31.111,GNB,@,CHI,W 33-28,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
117,2014,2014-09-04,1,31.360,GNB,@,SEA,L 16-36,,1,2,2.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,0,0
118,2014,2014-09-14,2,32.005,GNB,,NYJ,W 31-24,,1,3,3.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,1,0
119,2014,2014-09-21,3,32.012,GNB,@,DET,L 7-19,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
120,2014,2014-09-28,4,32.019,GNB,@,CHI,W 38-17,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
121,2014,2014-10-02,5,32.023,GNB,,MIN,W 42-10,,2,6,3.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
122,2014,2014-10-12,6,32.033,GNB,@,MIA,W 27-24,,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
123,2014,2014-10-19,7,32.040,GNB,,CAR,W 38-17,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
124,2014,2014-10-26,8,32.047,GNB,@,NOR,L 23-44,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
125,2014,2014-11-09,9,32.061,GNB,,CHI,W 55-14,,5,20,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
126,2014,2014-11-16,10,32.068,GNB,,PHI,W 53-20,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
127,2014,2014-11-23,11,32.075,GNB,@,MIN,W 24-21,*,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
128,2014,2014-11-30,12,32.082,GNB,,NWE,W 26-21,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
129,2014,2014-12-08,13,32.090,GNB,,ATL,W 43-37,*,1,4,4.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
130,2014,2014-12-14,14,32.096,GNB,@,BUF,L 13-21,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,
131,2014,2014-12-21,15,32.103,GNB,@,TAM,W 20-3,,4,22,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
132,2014,2014-12-28,16,32.110,GNB,,DET,W 30-20,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
133,2015,2015-09-13,1,33.004,GNB,@,CHI,W 31-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
134,2015,2015-09-20,2,33.011,GNB,,SEA,W 27-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
135,2015,2015-09-28,3,33.019,GNB,,KAN,W 38-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
136,2015,2015-10-04,4,33.025,GNB,@,SFO,W 17-3,,1,1,1.00,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,1,6,0.0,0,0
137,2015,2015-10-11,5,33.032,GNB,,STL,W 24-10,,1,3,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
138,2015,2015-10-18,6,33.039,GNB,,SDG,W 27-20,,0,0,,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
139,2015,2015-11-01,7,33.053,GNB,@,DEN,L 10-29,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
140,2015,2015-11-08,8,33.060,GNB,@,CAR,L 29-37,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
141,2015,2015-11-15,9,33.067,GNB,,DET,L 16-18,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
142,2015,2015-11-22,10,33.074,GNB,@,MIN,W 30-13,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
143,2015,2015-11-26,11,33.078,GNB,,CHI,L 13-17,,0,0,,0,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,0.0,0,0
144,2015,2015-12-03,12,33.085,GNB,@,DET,W 27-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
145,2015,2015-12-13,13,33.095,GNB,,DAL,W 28-7,*,1,2,2.00,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
146,2015,2015-12-20,14,33.102,GNB,@,OAK,W 30-20,*,3,12,4.00,1,1,0,0,,0,0.0%,0.00,1,9,9.00,0,0,0,,0,1,6,0.0,0,0
147,2015,2015-12-27,15,33.109,GNB,@,ARI,L 8-38,*,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
148,2015,2016-01-03,16,33.116,GNB,,MIN,L 13-20,*,1,3,3.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
149,2016,2016-09-11,1,34.002,NOR,,OAK,L 34-35,,2,4,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
150,2016,2016-09-18,2,34.009,NOR,@,NYG,L 13-16,,1,2,2.00,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
151,2016,2016-09-26,3,34.017,NOR,,ATL,L 32-45,,1,3,3.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,0,0
152,2016,2016-10-02,4,34.023,NOR,@,SDG,W 35-34,*,3,5,1.67,2,2,2,7,3.50,1,100.0%,3.50,0,0,,0,0,0,,0,3,18,0.0,0,0
153,2016,2016-10-16,5,34.037,NOR,,CAR,W 41-38,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
154,2016,2016-10-23,6,34.044,NOR,@,KAN,L 21-27,*,1,3,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
155,2016,2016-10-30,7,34.051,NOR,,SEA,W 25-20,,0,0,,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
156,2016,2016-11-06,8,34.058,NOR,@,SFO,W 41-23,,2,5,2.50,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
157,2016,2016-11-13,9,34.065,NOR,,DEN,L 23-25,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
158,2016,2016-11-17,10,34.069,NOR,@,CAR,L 20-23,,2,3,1.50,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
159,2016,2016-11-27,11,34.079,NOR,,LAR,W 49-21,,1,4,4.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
160,2016,2016-12-04,12,34.086,NOR,,DET,L 13-28,,2,4,2.00,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,1,6,0.0,0,0
161,2016,2016-12-11,13,34.093,NOR,@,TAM,L 11-16,,1,0,0.00,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,0.0,0,0
